순번_정류장ID,31-2802625,32-2802694,33-2802692,34-2802713,35-2802724,36-2802732,37-2802755,38-2802776,39-2802813,40-2802853,41-2802878,42-2802903,43-2802919,44-2802922,45-2802904,46-2802924,47-2802931,48-2802923,49-2802914,50-2802912,51-2802949,52-2802978,53-2803006,54-2803002,55-2804818,56-2802956,57-2802984,58-2803020,59-2804978,60-2807337,61-2803033,62-2805834
31-2802625,0,0.547333,0.907122,1.138844,1.511572,1.986716,2.3896859999999998,2.8562819999999998,3.1111709999999997,3.3732159999999998,3.600322,3.7618579999999997,3.9130299999999996,4.080271,4.336876,4.591098000000001,4.731476000000001,4.915097,5.074035,5.358927,5.558764,6.067763,6.353401,6.765575,7.053101,7.551297,8.033137,8.425444,8.600123,9.099402,9.273769999999999,9.447560999999999
32-2802694,,0,0.35978899999999997,0.5915109999999999,0.9642389999999998,1.4393829999999999,1.842353,2.308949,2.563838,2.825883,3.052989,3.214525,3.365697,3.532938,3.789543,4.0437650000000005,4.184143000000001,4.367764,4.526702,4.811594,5.011431,5.52043,5.806068,6.218242,6.505768,7.003964,7.485804,7.878111,8.05279,8.552069,8.726436999999999,8.900227999999998
33-2802692,,,0,0.23172199999999998,0.6044499999999999,1.079594,1.482564,1.94916,2.204049,2.466094,2.6932,2.854736,3.005908,3.173149,3.429754,3.683976,3.824354,4.007975,4.166913,4.451805,4.651642,5.160641,5.446279,5.858453,6.145979,6.644175,7.126015,7.5183219999999995,7.693001,8.19228,8.366648,8.540439
34-2802713,,,,0,0.372728,0.847872,1.250842,1.717438,1.972327,2.234372,2.461478,2.623014,2.774186,2.941427,3.198032,3.452254,3.592632,3.776253,3.935191,4.220083,4.419919999999999,4.928919,5.214556999999999,5.6267309999999995,5.914256999999999,6.412452999999999,6.894292999999999,7.286599999999999,7.461278999999999,7.960557999999999,8.134925999999998,8.308716999999998
35-2802724,,,,,0,0.47514399999999996,0.878114,1.34471,1.599599,1.861644,2.08875,2.250286,2.401458,2.568699,2.825304,3.079526,3.219904,3.403525,3.562463,3.8473550000000003,4.047192,4.556191,4.841829,5.254003,5.541529,6.039725,6.521565,6.913872,7.088551,7.587829999999999,7.762198,7.935988999999999
36-2802732,,,,,,0,0.40297,0.8695660000000001,1.124455,1.3864999999999998,1.6136059999999999,1.7751419999999998,1.9263139999999999,2.093555,2.35016,2.6043819999999998,2.74476,2.928381,3.087319,3.372211,3.572048,4.081047,4.3666849999999995,4.778859,5.0663849999999995,5.5645809999999996,6.046421,6.438727999999999,6.613407,7.112685999999999,7.2870539999999995,7.460844999999999
37-2802755,,,,,,,0,0.466596,0.7214849999999999,0.9835299999999999,1.2106359999999998,1.3721719999999997,1.5233439999999998,1.6905849999999998,1.9471899999999998,2.201412,2.34179,2.525411,2.684349,2.9692410000000002,3.1690780000000003,3.678077,3.963715,4.375889,4.663415,5.161611,5.643451,6.0357579999999995,6.210437,6.709715999999999,6.884084,7.057874999999999
38-2802776,,,,,,,,0,0.254889,0.516934,0.74404,0.905576,1.056748,1.223989,1.480594,1.734816,1.875194,2.058815,2.217753,2.5026450000000002,2.7024820000000003,3.211481,3.497119,3.909293,4.196819,4.695015,5.176855,5.5691619999999995,5.743841,6.243119999999999,6.417488,6.591278999999999
39-2802813,,,,,,,,,0,0.262045,0.489151,0.650687,0.801859,0.9691,1.225705,1.479927,1.620305,1.8039260000000001,1.9628640000000002,2.2477560000000003,2.4475930000000004,2.9565920000000006,3.2422300000000006,3.6544040000000004,3.9419300000000006,4.440126,4.921966,5.314273,5.488952,5.988231,6.162599,6.33639
40-2802853,,,,,,,,,,0,0.227106,0.388642,0.539814,0.707055,0.96366,1.217882,1.35826,1.541881,1.700819,1.9857110000000002,2.1855480000000003,2.694547,2.980185,3.392359,3.679885,4.178081,4.659921,5.0522279999999995,5.226907,5.726185999999999,5.900554,6.074344999999999
