순번_정류장ID,31-2801647,32-2801617,33-2801590,34-2801201,35-2801538,36-2801526,37-2801504,38-2801488,39-2801479,40-2801466,41-2801442,42-2801441,43-2801445,44-2801435,45-2801419,46-2801407,47-2801398,48-2801374,49-2800205,50-2801327,51-2801308,52-2801284,53-2801274,54-2801269,55-2805502,56-2801285
31-2801647,0,0.5406310000000001,0.8261100000000001,0.9867530000000001,1.069925,1.170959,1.35344,1.524784,1.657697,1.870589,2.093208,2.2083880000000002,2.388879,2.602936,2.729321,2.94882,3.192248,3.5678280000000004,3.8323950000000004,4.057624000000001,4.308808000000001,4.775115,5.0015,5.208084,5.446423,5.897409000000001
32-2801617,,0,0.285479,0.446122,0.529294,0.630328,0.812809,0.9841530000000001,1.1170660000000001,1.3299580000000002,1.5525770000000003,1.6677570000000004,1.8482480000000003,2.0623050000000003,2.1886900000000002,2.408189,2.6516170000000003,3.027197,3.291764,3.5169930000000003,3.768177,4.234484,4.460869,4.667453,4.905792,5.356778
33-2801590,,,0,0.160643,0.243815,0.344849,0.5273300000000001,0.698674,0.8315870000000001,1.0444790000000002,1.2670980000000003,1.3822780000000003,1.5627690000000003,1.7768260000000002,1.9032110000000002,2.12271,2.3661380000000003,2.7417180000000005,3.0062850000000005,3.2315140000000007,3.4826980000000005,3.9490050000000005,4.17539,4.3819740000000005,4.620313,5.071299000000001
34-2801201,,,,0,0.083172,0.18420599999999998,0.366687,0.5380309999999999,0.670944,0.883836,1.106455,1.221635,1.402126,1.616183,1.742568,1.9620669999999998,2.205495,2.5810750000000002,2.8456420000000002,3.0708710000000004,3.322055,3.7883620000000002,4.014747,4.221331,4.45967,4.910656
35-2801538,,,,,0,0.101034,0.283515,0.454859,0.587772,0.8006639999999999,1.023283,1.138463,1.318954,1.533011,1.6593959999999999,1.8788949999999998,2.1223229999999997,2.497903,2.76247,2.987699,3.238883,3.70519,3.931575,4.138159,4.376498,4.827484
36-2801526,,,,,,0,0.182481,0.353825,0.486738,0.69963,0.922249,1.037429,1.21792,1.4319769999999998,1.5583619999999998,1.7778609999999997,2.021289,2.3968689999999997,2.6614359999999997,2.886665,3.1378489999999997,3.6041559999999997,3.8305409999999998,4.037125,4.2754639999999995,4.72645
37-2801504,,,,,,,0,0.171344,0.304257,0.517149,0.739768,0.8549479999999999,1.035439,1.249496,1.375881,1.5953799999999998,1.8388079999999998,2.2143879999999996,2.4789549999999996,2.7041839999999997,2.9553679999999996,3.4216749999999996,3.6480599999999996,3.8546439999999995,4.092982999999999,4.543969
38-2801488,,,,,,,,0,0.132913,0.34580500000000003,0.568424,0.683604,0.8640950000000001,1.078152,1.204537,1.4240359999999999,1.6674639999999998,2.043044,2.307611,2.53284,2.784024,3.250331,3.476716,3.6833,3.921639,4.372625
39-2801479,,,,,,,,,0,0.212892,0.435511,0.5506909999999999,0.731182,0.945239,1.0716240000000001,1.291123,1.534551,1.910131,2.1746980000000002,2.3999270000000004,2.651111,3.1174180000000002,3.3438030000000003,3.550387,3.788726,4.239712
40-2801466,,,,,,,,,,0,0.222619,0.337799,0.51829,0.7323470000000001,0.858732,1.078231,1.321659,1.697239,1.961806,2.187035,2.4382189999999997,2.9045259999999997,3.1309109999999998,3.3374949999999997,3.5758339999999995,4.02682
41-2801442,,,,,,,,,,,0,0.11517999999999999,0.295671,0.5097280000000001,0.636113,0.855612,1.09904,1.47462,1.739187,1.964416,2.2156,2.681907,2.908292,3.1148759999999998,3.3532149999999996,3.8042009999999995
42-2801441,,,,,,,,,,,,0,0.180491,0.394548,0.520933,0.740432,0.98386,1.35944,1.624007,1.8492359999999999,2.1004199999999997,2.5667269999999998,2.793112,2.9996959999999997,3.2380349999999996,3.6890209999999994
43-2801445,,,,,,,,,,,,,0,0.21405700000000003,0.340442,0.559941,0.803369,1.178949,1.443516,1.668745,1.919929,2.386236,2.612621,2.8192049999999997,3.0575439999999996,3.5085299999999995
44-2801435,,,,,,,,,,,,,,0,0.126385,0.34588399999999997,0.5893120000000001,0.9648920000000001,1.229459,1.454688,1.705872,2.172179,2.398564,2.605148,2.8434869999999997,3.2944729999999995
45-2801419,,,,,,,,,,,,,,,0,0.21949899999999997,0.462927,0.838507,1.1030739999999999,1.3283029999999998,1.5794869999999999,2.045794,2.272179,2.478763,2.7171019999999997,3.1680879999999996
46-2801407,,,,,,,,,,,,,,,,0,0.24342800000000003,0.619008,0.883575,1.108804,1.359988,1.826295,2.05268,2.259264,2.497603,2.9485889999999997
47-2801398,,,,,,,,,,,,,,,,,0,0.37558,0.640147,0.865376,1.11656,1.582867,1.809252,2.015836,2.254175,2.705161
48-2801374,,,,,,,,,,,,,,,,,,0,0.264567,0.489796,0.74098,1.207287,1.433672,1.6402560000000002,1.8785950000000002,2.329581
49-2800205,,,,,,,,,,,,,,,,,,,0,0.22522899999999998,0.476413,0.94272,1.169105,1.3756890000000002,1.6140280000000002,2.065014
50-2801327,,,,,,,,,,,,,,,,,,,,0,0.251184,0.717491,0.9438759999999999,1.15046,1.3887990000000001,1.839785
51-2801308,,,,,,,,,,,,,,,,,,,,,0,0.46630699999999997,0.692692,0.899276,1.137615,1.588601
52-2801284,,,,,,,,,,,,,,,,,,,,,,0,0.226385,0.43296900000000005,0.671308,1.122294
53-2801274,,,,,,,,,,,,,,,,,,,,,,,0,0.20658400000000002,0.444923,0.895909
54-2801269,,,,,,,,,,,,,,,,,,,,,,,,0,0.238339,0.689325
55-2805502,,,,,,,,,,,,,,,,,,,,,,,,,0,0.45098599999999994
56-2801285,,,,,,,,,,,,,,,,,,,,,,,,,,0
