순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2806301,11-2803848,12-2806298,13-2803849,14-2803851,15-2803852,16-2803854,17-2804583,18-2804714,19-2803929,20-2804691,21-2804689,22-2804693,23-2804695,24-2806387,25-2804699,26-2800282,27-2806302,28-2804028,29-2804703,30-2804706,31-2804769,32-2804026,33-2804024,34-2804710,35-2807415,36-2804022
1-2800269,0,0.41885600000000006,0.775061,1.343418,1.730049,1.9700739999999999,2.1342399999999997,2.3960009999999996,2.7858639999999997,3.5499169999999998,3.869557,4.150482,4.6594880000000005,5.250293000000001,5.731132000000001,5.891259000000001,6.725440000000001,7.035963000000001,7.485466000000001,7.799023000000001,8.017550000000002,8.728428000000001,8.892148,9.267317,9.92054,10.318563000000001,10.695394,11.142652,11.354185,11.750684,12.060034,12.585013,13.251617,13.773489,14.059621,15.765312999999999
2-2805488,,0,0.356205,0.924562,1.311193,1.551218,1.715384,1.9771450000000002,2.3670080000000002,3.1310610000000003,3.4507010000000005,3.7316260000000003,4.240632000000001,4.831437000000001,5.312276000000001,5.472403000000001,6.306584000000001,6.617107000000001,7.066610000000001,7.380167000000001,7.598694000000001,8.309572000000001,8.473292,8.848461,9.501684000000001,9.899707000000001,10.276538,10.723796,10.935329,11.331828,11.641178,12.166157,12.832761,13.354633,13.640765,15.346457
3-2807373,,,0,0.568357,0.954988,1.1950129999999999,1.359179,1.62094,2.010803,2.774856,3.0944960000000004,3.3754210000000002,3.8844270000000005,4.475232,4.956071,5.116198,5.950379,6.260902,6.710405,7.023962,7.242489,7.953367,8.117087,8.492256,9.145479,9.543502,9.920333,10.367591,10.579123999999998,10.975622999999999,11.284972999999999,11.809952,12.476555999999999,12.998427999999999,13.284559999999999,14.990251999999998
4-2800272,,,,0,0.386631,0.626656,0.790822,1.052583,1.4424460000000001,2.206499,2.526139,2.807064,3.31607,3.906875,4.387714,4.547841,5.382022,5.692545,6.142048,6.455605,6.674132,7.38501,7.54873,7.923899,8.577122,8.975145,9.351975999999999,9.799233999999998,10.010766999999998,10.407265999999998,10.716615999999998,11.241594999999998,11.908198999999998,12.430070999999998,12.716202999999998,14.421894999999997
5-2803582,,,,,0,0.240025,0.40419099999999997,0.665952,1.055815,1.819868,2.139508,2.420433,2.9294390000000003,3.5202440000000004,4.001083,4.1612100000000005,4.995391000000001,5.3059140000000005,5.7554170000000004,6.068974000000001,6.287501000000001,6.998379000000001,7.162099,7.537268,8.190491,8.588514,8.965345,9.412602999999999,9.624135999999998,10.020634999999999,10.329984999999999,10.854963999999999,11.521567999999998,12.043439999999999,12.329571999999999,14.035263999999998
6-2803603,,,,,,0,0.164166,0.42592700000000006,0.81579,1.5798429999999999,1.899483,2.180408,2.689414,3.280219,3.7610580000000002,3.9211850000000004,4.755366,5.065889,5.515392,5.828949000000001,6.0474760000000005,6.758354000000001,6.922074,7.297243,7.950466,8.348488999999999,8.725319999999998,9.172577999999998,9.384110999999997,9.780609999999998,10.089959999999998,10.614938999999998,11.281542999999997,11.803414999999998,12.089546999999998,13.795238999999997
7-2803602,,,,,,,0,0.261761,0.651624,1.415677,1.7353170000000002,2.016242,2.5252480000000004,3.1160530000000004,3.5968920000000004,3.7570190000000006,4.591200000000001,4.9017230000000005,5.3512260000000005,5.664783000000001,5.883310000000001,6.594188000000001,6.7579080000000005,7.133077,7.7863,8.184323,8.561153999999998,9.008411999999998,9.219944999999997,9.616443999999998,9.925793999999998,10.450772999999998,11.117376999999998,11.639248999999998,11.925380999999998,13.631072999999997
8-2800274,,,,,,,,0,0.389863,1.153916,1.4735559999999999,1.7544809999999997,2.2634869999999996,2.8542919999999996,3.3351309999999996,3.4952579999999998,4.329439,4.639962,5.089465,5.403022,5.621549,6.332427,6.496147,6.871315999999999,7.524538999999999,7.922561999999999,8.299392999999998,8.746650999999998,8.958183999999997,9.354682999999998,9.664032999999998,10.189011999999998,10.855615999999998,11.377487999999998,11.663619999999998,13.369311999999997
9-2803847,,,,,,,,,0,0.764053,1.083693,1.364618,1.8736240000000002,2.464429,2.945268,3.105395,3.939576,4.2500990000000005,4.6996020000000005,5.013159000000001,5.231686000000001,5.942564000000001,6.1062840000000005,6.481453,7.134676,7.532699,7.90953,8.356788,8.568321,8.96482,9.27417,9.799149,10.465753,10.987625,11.273757,12.979448999999999
10-2806301,,,,,,,,,,0,0.31964000000000004,0.600565,1.109571,1.700376,2.181215,2.341342,3.175523,3.486046,3.935549,4.249106,4.467633,5.178511,5.342231,5.7174,6.370622999999999,6.7686459999999995,7.145477,7.592734999999999,7.8042679999999995,8.200766999999999,8.510117,9.035096,9.701699999999999,10.223571999999999,10.509704,12.215395999999998
11-2803848,,,,,,,,,,,0,0.280925,0.789931,1.3807360000000002,1.8615750000000002,2.0217020000000003,2.8558830000000004,3.1664060000000003,3.6159090000000003,3.929466,4.1479930000000005,4.858871000000001,5.022591,5.39776,6.050983,6.449006,6.825837,7.273095,7.484628,7.881127,8.190477,8.715456,9.38206,9.903932,10.190064,11.895755999999999
12-2806298,,,,,,,,,,,,0,0.5090060000000001,1.099811,1.58065,1.740777,2.574958,2.885481,3.334984,3.648541,3.8670679999999997,4.577946,4.7416659999999995,5.116834999999999,5.770057999999999,6.168080999999999,6.544911999999999,6.992169999999999,7.203702999999999,7.6002019999999995,7.909552,8.434531,9.101135,9.623007,9.909139,11.614830999999999
13-2803849,,,,,,,,,,,,,0,0.590805,1.071644,1.231771,2.065952,2.3764749999999997,2.8259779999999997,3.1395349999999995,3.3580619999999994,4.06894,4.232659999999999,4.607828999999999,5.2610519999999985,5.659074999999999,6.035905999999999,6.483163999999999,6.694696999999999,7.091195999999999,7.400545999999999,7.9255249999999995,8.592129,9.114001,9.400133,11.105825
14-2803851,,,,,,,,,,,,,,0,0.480839,0.640966,1.475147,1.78567,2.235173,2.54873,2.767257,3.478135,3.641855,4.017024,4.670247,5.06827,5.445101,5.892359,6.103892,6.5003910000000005,6.809741000000001,7.334720000000001,8.001324,8.523196,8.809328,10.51502
