순번_정류장ID,60-2801951,61-2801962,62-2801991,63-2802006,64-2802016,65-2802028,66-2802036,67-2802075,68-2802115,69-2801849,70-2802136,71-2802158,72-2802168,73-2802175,74-2801848,75-2802181,76-2802178,77-2802797,78-2802795,79-2802798,80-2802808,81-2806616,82-2802827,83-2803777,84-2802854,85-2802865,86-2802876,87-2802862,88-2802834,89-2802833,90-2802832,91-2802846,92-2802857,93-2802848,94-2802859,95-2802877,96-2802883,97-2802900,98-2802928,99-2802946,100-2802943,101-2803287,102-2803294,103-2803308,104-2803318,105-2803315,106-2803321,107-2803327,108-2803325,109-2803332,110-2803339,111-2807286
60-2801951,0,0.231548,0.510108,1.051944,1.292026,1.6754959999999999,1.8774469999999999,2.400931,2.738485,3.0266379999999997,3.4672789999999996,4.119111999999999,4.444049,4.7967699999999995,5.062047,5.392513999999999,5.8021579999999995,6.028305,6.226989,6.373582,6.563461,6.721361,6.902835,7.141372,7.394708,7.690265999999999,8.105535,8.512424,8.790455,8.986922,9.64927,10.175134,10.421994,10.774676,11.580684999999999,11.879890999999999,12.185807999999998,12.450649999999998,12.691154999999998,12.922901999999999,13.119837999999998,14.004351999999997,14.601419999999997,15.069621999999997,15.548547999999997,16.327617999999998,16.876310999999998,17.174525999999997,17.449564999999996,17.984630999999997,18.264742999999996,18.911170999999996
61-2801962,,0,0.27856,0.8203959999999999,1.0604779999999998,1.4439479999999998,1.6458989999999998,2.169383,2.5069369999999997,2.7950899999999996,3.2357309999999995,3.8875639999999994,4.212501,4.5652219999999994,4.830499,5.160965999999999,5.570609999999999,5.7967569999999995,5.995441,6.142034,6.331913,6.489813,6.6712869999999995,6.9098239999999995,7.1631599999999995,7.458717999999999,7.873987,8.280876,8.558907,8.755374,9.417722,9.943586,10.190446,10.543128,11.349136999999999,11.648342999999999,11.954259999999998,12.219101999999998,12.459606999999998,12.691353999999999,12.888289999999998,13.772803999999997,14.369871999999997,14.838073999999997,15.316999999999997,16.096069999999997,16.644762999999998,16.942977999999997,17.218016999999996,17.753082999999997,18.033194999999996,18.679622999999996
62-2801991,,,0,0.541836,0.781918,1.165388,1.367339,1.8908230000000001,2.228377,2.51653,2.9571709999999998,3.6090039999999997,3.9339409999999995,4.286662,4.551939,4.882406,5.29205,5.518197,5.716881,5.863474,6.053353,6.211253,6.392727,6.631264,6.8846,7.180158,7.595427,8.002316,8.280347,8.476814000000001,9.139162,9.665026000000001,9.911886,10.264568,11.070577,11.369783,11.675699999999999,11.940541999999999,12.181047,12.412794,12.609729999999999,13.494243999999998,14.091311999999999,14.559513999999998,15.038439999999998,15.817509999999999,16.366203,16.664417999999998,16.939456999999997,17.474522999999998,17.754634999999997,18.401062999999997
63-2802006,,,,0,0.24008200000000002,0.623552,0.825503,1.3489870000000002,1.686541,1.974694,2.415335,3.0671679999999997,3.3921049999999995,3.7448259999999993,4.010102999999999,4.340569999999999,4.750213999999999,4.976360999999999,5.175044999999999,5.321637999999999,5.5115169999999996,5.669416999999999,5.850890999999999,6.089427999999999,6.342763999999999,6.638321999999999,7.053590999999999,7.460479999999999,7.738510999999999,7.934977999999999,8.597325999999999,9.12319,9.370049999999999,9.722731999999999,10.528740999999998,10.827946999999998,11.133863999999999,11.398705999999999,11.639211,11.870958,12.067893999999999,12.952407999999998,13.549475999999999,14.017677999999998,14.496603999999998,15.275673999999999,15.824366999999999,16.122581999999998,16.397620999999997,16.932686999999998,17.212798999999997,17.859226999999997
64-2802016,,,,,0,0.38347,0.585421,1.108905,1.446459,1.7346119999999998,2.1752529999999997,2.8270859999999995,3.1520229999999994,3.504743999999999,3.770020999999999,4.100487999999999,4.510131999999999,4.736278999999999,4.934962999999999,5.081555999999999,5.271434999999999,5.429334999999999,5.610808999999999,5.849345999999999,6.102681999999999,6.398239999999999,6.813508999999999,7.2203979999999985,7.498428999999999,7.694895999999999,8.357244,8.883108,9.129968,9.48265,10.288658999999999,10.587864999999999,10.893781999999998,11.158623999999998,11.399128999999999,11.630875999999999,11.827811999999998,12.712325999999997,13.309393999999998,13.777595999999997,14.256521999999997,15.035591999999998,15.584284999999998,15.882499999999999,16.157539,16.692605,16.972717,17.619145
65-2802028,,,,,,0,0.201951,0.725435,1.062989,1.3511419999999998,1.791783,2.443616,2.768553,3.1212739999999997,3.386551,3.717018,4.126662,4.352809,4.551493,4.698086,4.887965,5.045865,5.227339,5.465876,5.719212,6.0147699999999995,6.430039,6.8369279999999995,7.114959,7.311426,7.973774,8.499638,8.746497999999999,9.099179999999999,9.905188999999998,10.204394999999998,10.510311999999999,10.775153999999999,11.015659,11.247406,11.444341999999999,12.328855999999998,12.925923999999998,13.394125999999998,13.873051999999998,14.652121999999999,15.200814999999999,15.49903,15.774068999999999,16.309134999999998,16.589246999999997,17.235674999999997
66-2802036,,,,,,,0,0.5234840000000001,0.8610380000000001,1.149191,1.5898320000000001,2.2416650000000002,2.566602,2.919323,3.1845999999999997,3.5150669999999997,3.924711,4.1508579999999995,4.349542,4.496135,4.686014,4.843914,5.0253879999999995,5.2639249999999995,5.5172609999999995,5.812818999999999,6.228088,6.634976999999999,6.913008,7.109475,7.7718229999999995,8.297687,8.544547,8.897229,9.703237999999999,10.002443999999999,10.308360999999998,10.573202999999998,10.813707999999998,11.045454999999999,11.242390999999998,12.126904999999997,12.723972999999997,13.192174999999997,13.671100999999997,14.450170999999997,14.998863999999998,15.297078999999998,15.572117999999998,16.107183999999997,16.387295999999996,17.033723999999996
67-2802075,,,,,,,,0,0.337554,0.625707,1.066348,1.718181,2.0431179999999998,2.3958389999999996,2.661116,2.991583,3.401227,3.627374,3.826058,3.9726510000000004,4.16253,4.32043,4.501904,4.740441,4.993777,5.2893349999999995,5.704604,6.111492999999999,6.389524,6.585991,7.248339,7.774203,8.021063,8.373745,9.179753999999999,9.478959999999999,9.784876999999998,10.049718999999998,10.290223999999998,10.521970999999999,10.718906999999998,11.603420999999997,12.200488999999997,12.668690999999997,13.147616999999997,13.926686999999998,14.475379999999998,14.773594999999998,15.048633999999998,15.583699999999999,15.863812,16.51024
68-2802115,,,,,,,,,0,0.288153,0.7287939999999999,1.380627,1.705564,2.058285,2.323562,2.654029,3.063673,3.28982,3.4885040000000003,3.6350970000000005,3.8249760000000004,3.9828760000000005,4.164350000000001,4.402887000000001,4.656223000000001,4.951781,5.367050000000001,5.773939,6.051970000000001,6.248437000000001,6.910785000000001,7.436649000000001,7.683509000000001,8.036191,8.8422,9.141406,9.447323,9.712165,9.952670000000001,10.184417000000002,10.381353,11.265867,11.862935,12.331137,12.810063,13.589133,14.137826,14.436041000000001,14.71108,15.246146000000001,15.526258000000002,16.172686000000002
69-2801849,,,,,,,,,,0,0.440641,1.092474,1.417411,1.770132,2.035409,2.365876,2.77552,3.0016670000000003,3.2003510000000004,3.3469440000000006,3.5368230000000005,3.6947230000000006,3.876197000000001,4.114734,4.36807,4.663628,5.078897,5.485786,5.763817,5.960284000000001,6.622632,7.148496000000001,7.3953560000000005,7.748038,8.554047,8.853253,9.15917,9.424012,9.664517,9.896264,10.0932,10.977713999999999,11.574781999999999,12.042983999999999,12.521909999999998,13.30098,13.849673,14.147888,14.422927,14.957993,15.238105000000001,15.884533000000001
