순번_정류장ID,1-2801174,2-2801729,3-2801711,4-2801704,5-2801695,6-2801216,7-2801184,8-2801665,9-2801636,10-2801601,11-2801577,12-2801607,13-2801663,14-2801217,15-2801213,16-2801212,17-2801211,18-2801720,19-2801728,20-2801735
1-2801174,0,0.23830300000000001,0.520529,0.635089,0.761672,0.8952880000000001,1.229139,1.496823,1.889246,2.184132,2.521351,2.8390370000000003,3.4905730000000004,4.108236000000001,4.245958000000001,4.372581000000001,4.486443000000001,4.636305000000001,4.711637000000001,4.874895000000001
2-2801729,,0,0.28222600000000003,0.396786,0.523369,0.6569849999999999,0.9908359999999999,1.2585199999999999,1.6509429999999998,1.9458289999999998,2.283048,2.600734,3.25227,3.869933,4.007655,4.134278,4.24814,4.398002,4.473334,4.636592
3-2801711,,,0,0.11456,0.241143,0.374759,0.70861,0.976294,1.368717,1.663603,2.000822,2.318508,2.970044,3.587707,3.725429,3.852052,3.965914,4.115776,4.191108000000001,4.354366000000001
4-2801704,,,,0,0.126583,0.260199,0.59405,0.861734,1.254157,1.549043,1.8862619999999999,2.203948,2.855484,3.473147,3.610869,3.737492,3.851354,4.001216,4.076548000000001,4.239806000000001
5-2801695,,,,,0,0.133616,0.467467,0.7351510000000001,1.127574,1.42246,1.759679,2.077365,2.728901,3.346564,3.484286,3.610909,3.724771,3.874633,3.949965,4.1132230000000005
6-2801216,,,,,,0,0.333851,0.601535,0.9939580000000001,1.288844,1.626063,1.943749,2.595285,3.212948,3.35067,3.477293,3.591155,3.7410170000000003,3.816349,3.979607
7-2801184,,,,,,,0,0.26768400000000003,0.660107,0.954993,1.292212,1.6098979999999998,2.261434,2.879097,3.016819,3.143442,3.257304,3.407166,3.482498,3.645756
8-2801665,,,,,,,,0,0.392423,0.6873090000000001,1.024528,1.3422140000000002,1.9937500000000004,2.611413,2.7491350000000003,2.8757580000000003,2.9896200000000004,3.1394820000000005,3.2148140000000005,3.3780720000000004
9-2801636,,,,,,,,,0,0.29488600000000004,0.632105,0.949791,1.601327,2.21899,2.356712,2.483335,2.597197,2.747059,2.822391,2.985649
10-2801601,,,,,,,,,,0,0.337219,0.6549050000000001,1.306441,1.9241039999999998,2.061826,2.188449,2.302311,2.452173,2.527505,2.690763
11-2801577,,,,,,,,,,,0,0.317686,0.969222,1.586885,1.7246070000000002,1.8512300000000002,1.965092,2.114954,2.190286,2.353544
12-2801607,,,,,,,,,,,,0,0.651536,1.269199,1.406921,1.533544,1.647406,1.7972679999999999,1.8725999999999998,2.0358579999999997
13-2801663,,,,,,,,,,,,,0,0.617663,0.755385,0.882008,0.99587,1.145732,1.221064,1.3843219999999998
14-2801217,,,,,,,,,,,,,,0,0.137722,0.26434500000000005,0.37820700000000007,0.5280690000000001,0.6034010000000001,0.7666590000000001
15-2801213,,,,,,,,,,,,,,,0,0.126623,0.240485,0.390347,0.465679,0.628937
16-2801212,,,,,,,,,,,,,,,,0,0.11386199999999999,0.26372399999999996,0.33905599999999997,0.5023139999999999
17-2801211,,,,,,,,,,,,,,,,,0,0.149862,0.225194,0.388452
18-2801720,,,,,,,,,,,,,,,,,,0,0.07533200000000001,0.23859
19-2801728,,,,,,,,,,,,,,,,,,,0,0.163258
20-2801735,,,,,,,,,,,,,,,,,,,,0
