순번_정류장ID,55-2806423,56-2806421,57-2805953,58-2805650,59-2806076,60-2806907,61-2805881,62-2805657,63-2805658,64-2802147,65-2801852,66-2801854,67-2801895,68-2802108,69-2801822,70-2802019,71-2802005,72-2801932,73-2801908,74-2801715,75-2801690,76-2803662,77-2800166,78-2801632,79-2801643,80-2801646,81-2801664,82-2801678,83-2801183,84-2801685,85-2805307,86-2801700,87-2801706,88-2801713,89-2801720,90-2801737,91-2801748,92-2801751,93-2801746,94-2801725,95-2801708,96-2801694,97-2801196,98-2801657,99-2801618,100-2801596,101-2801188,102-2801469,103-2801430,104-2801376,105-2801345,106-2801331,107-2801344,108-2801357,109-2805405
55-2806423,0,0.294321,1.006577,1.5471970000000002,1.795338,2.0979330000000003,2.3752630000000003,2.6217890000000006,2.9550790000000005,3.3862480000000006,3.6281030000000007,3.997699000000001,4.236096000000001,4.574859000000001,5.2751470000000005,5.489084,6.641896,7.655687,8.547141,9.073872,9.653602,10.343319,10.805301,11.409914,11.505948,11.859531,12.120266,12.293487,12.546983,12.948136000000002,13.071609000000002,13.294318000000002,13.479685000000002,13.688031000000002,14.040881000000002,14.489764000000003,14.748818000000004,15.091095000000003,15.616398000000002,15.866013000000002,16.109672000000003,16.497503000000002,16.885624000000004,17.096375000000002,17.301642,17.672582000000002,18.109551000000003,18.484294000000002,19.006476000000003,19.253775000000005,19.503150000000005,19.850118000000005,20.142842000000005,20.544813000000005,20.647302000000003
56-2806421,,0,0.712256,1.252876,1.501017,1.803612,2.080942,2.3274679999999996,2.6607579999999995,3.0919269999999996,3.333782,3.703378,3.941775,4.280538,4.980826,5.194763,6.347575,7.361366,8.25282,8.779551,9.359281,10.048998,10.51098,11.115593,11.211627,11.56521,11.825945,11.999166,12.252662,12.653815000000002,12.777288000000002,12.999997000000002,13.185364000000002,13.393710000000002,13.746560000000002,14.195443000000003,14.454497000000003,14.796774000000003,15.322077000000002,15.571692000000002,15.815351000000001,16.203182,16.591303000000003,16.802054000000002,17.007321,17.378261000000002,17.815230000000003,18.189973000000002,18.712155000000003,18.959454000000004,19.208829000000005,19.555797000000005,19.848521000000005,20.250492000000005,20.352981000000003
57-2805953,,,0,0.54062,0.7887609999999999,1.091356,1.368686,1.615212,1.9485020000000002,2.379671,2.6215260000000002,2.9911220000000003,3.2295190000000003,3.5682820000000004,4.26857,4.482507,5.635319,6.64911,7.540564000000001,8.067295000000001,8.647025000000001,9.336742000000001,9.798724000000002,10.403337000000002,10.499371000000002,10.852954000000002,11.113689000000003,11.286910000000002,11.540406000000003,11.941559000000003,12.065032000000004,12.287741000000004,12.473108000000003,12.681454000000004,13.034304000000004,13.483187000000004,13.742241000000005,14.084518000000005,14.609821000000004,14.859436000000004,15.103095000000003,15.490926000000004,15.879047000000003,16.089798000000002,16.295065,16.666005000000002,17.102974000000003,17.477717000000002,17.999899000000003,18.247198000000004,18.496573000000005,18.843541000000005,19.136265000000005,19.538236000000005,19.640725000000003
58-2805650,,,,0,0.24814099999999997,0.550736,0.828066,1.074592,1.407882,1.839051,2.080906,2.450502,2.688899,3.0276620000000003,3.7279500000000003,3.9418870000000004,5.094699,6.10849,6.999944,7.526675,8.106405,8.796122,9.258104000000001,9.862717000000002,9.958751000000001,10.312334000000002,10.573069000000002,10.746290000000002,10.999786000000002,11.400939000000003,11.524412000000003,11.747121000000003,11.932488000000003,12.140834000000003,12.493684000000004,12.942567000000004,13.201621000000005,13.543898000000004,14.069201000000003,14.318816000000004,14.562475000000003,14.950306000000003,15.338427000000003,15.549178000000003,15.754445000000002,16.125385,16.562354000000003,16.937097,17.459279000000002,17.706578000000004,17.955953000000004,18.302921000000005,18.595645000000005,18.997616000000004,19.100105000000003
59-2806076,,,,,0,0.302595,0.579925,0.826451,1.1597410000000001,1.59091,1.832765,2.202361,2.4407579999999998,2.779521,3.479809,3.693746,4.846558,5.860348999999999,6.751803,7.278534,7.858263999999999,8.547981,9.009963,9.614576000000001,9.71061,10.064193000000001,10.324928000000002,10.498149000000002,10.751645000000002,11.152798000000002,11.276271000000003,11.498980000000003,11.684347000000002,11.892693000000003,12.245543000000003,12.694426000000004,12.953480000000004,13.295757000000004,13.821060000000003,14.070675000000003,14.314334000000002,14.702165000000003,15.090286000000003,15.301037000000003,15.506304000000002,15.877244000000001,16.314213000000002,16.688956,17.211138000000002,17.458437000000004,17.707812000000004,18.054780000000004,18.347504000000004,18.749475000000004,18.851964000000002
60-2806907,,,,,,0,0.27733,0.5238560000000001,0.8571460000000002,1.288315,1.53017,1.899766,2.138163,2.476926,3.177214,3.3911510000000002,4.543963000000001,5.557754000000001,6.449208000000001,6.975939000000001,7.555669000000001,8.245386000000002,8.707368000000002,9.311981000000003,9.408015000000002,9.761598000000003,10.022333000000003,10.195554000000003,10.449050000000003,10.850203000000004,10.973676000000005,11.196385000000005,11.381752000000004,11.590098000000005,11.942948000000005,12.391831000000005,12.650885000000006,12.993162000000005,13.518465000000004,13.768080000000005,14.011739000000004,14.399570000000004,14.787691000000004,14.998442000000004,15.203709000000003,15.574649000000003,16.011618000000002,16.386361,16.908543,17.155842000000003,17.405217000000004,17.752185000000004,18.044909000000004,18.446880000000004,18.549369000000002
61-2805881,,,,,,,0,0.24652600000000002,0.5798160000000001,1.010985,1.25284,1.622436,1.860833,2.199596,2.899884,3.113821,4.266633000000001,5.280424,6.171878,6.698609,7.278339,7.968056,8.430038,9.034651,9.130685,9.484268,9.745003,9.918224,10.17172,10.572873000000001,10.696346000000002,10.919055000000002,11.104422000000001,11.312768000000002,11.665618000000002,12.114501000000002,12.373555000000003,12.715832000000002,13.241135000000002,13.490750000000002,13.734409000000001,14.122240000000001,14.510361000000001,14.721112000000002,14.926379,15.297319,15.734288,16.109030999999998,16.631213,16.878512,17.127887,17.474855,17.767579,18.16955,18.272039
62-2805657,,,,,,,,0,0.33329000000000003,0.764459,1.006314,1.37591,1.614307,1.9530699999999999,2.653358,2.867295,4.020107,5.033898000000001,5.925352000000001,6.452083000000001,7.0318130000000005,7.7215300000000004,8.183512,8.788125,8.884159,9.237742,9.498477000000001,9.671698000000001,9.925194000000001,10.326347000000002,10.449820000000003,10.672529000000003,10.857896000000002,11.066242000000003,11.419092000000003,11.867975000000003,12.127029000000004,12.469306000000003,12.994609000000002,13.244224000000003,13.487883000000002,13.875714000000002,14.263835000000002,14.474586000000002,14.679853000000001,15.050793,15.487762,15.862505,16.384687,16.631986,16.881361000000002,17.228329000000002,17.521053000000002,17.923024,18.025513
63-2805658,,,,,,,,,0,0.43116899999999997,0.673024,1.0426199999999999,1.2810169999999999,1.61978,2.320068,2.534005,3.6868170000000005,4.700608000000001,5.592062000000001,6.118793000000001,6.698523000000001,7.388240000000001,7.8502220000000005,8.454835000000001,8.550869,8.904452000000001,9.165187000000001,9.338408000000001,9.591904000000001,9.993057000000002,10.116530000000003,10.339239000000003,10.524606000000002,10.732952000000003,11.085802000000003,11.534685000000003,11.793739000000004,12.136016000000003,12.661319000000002,12.910934000000003,13.154593000000002,13.542424000000002,13.930545000000002,14.141296000000002,14.346563000000002,14.717503,15.154472,15.529215,16.051397,16.298696000000003,16.548071000000004,16.895039000000004,17.187763000000004,17.589734000000004,17.692223000000002
64-2802147,,,,,,,,,,0,0.24185500000000001,0.611451,0.8498479999999999,1.1886109999999999,1.8888989999999999,2.102836,3.255648,4.269439,5.160893000000001,5.6876240000000005,6.267354,6.957071,7.419053,8.023666,8.1197,8.473283,8.734018,8.907239,9.160735,9.561888000000001,9.685361000000002,9.908070000000002,10.093437000000002,10.301783000000002,10.654633000000002,11.103516000000003,11.362570000000003,11.704847000000003,12.230150000000002,12.479765000000002,12.723424000000001,13.111255000000002,13.499376000000002,13.710127000000002,13.915394000000001,14.286334,14.723303,15.098046,15.620228000000001,15.867527,16.116902,16.46387,16.756594,17.158565,17.261053999999998
65-2801852,,,,,,,,,,,0,0.369596,0.607993,0.946756,1.6470440000000002,1.8609810000000002,3.0137930000000006,4.027584000000001,4.919038000000001,5.445769000000001,6.025499000000001,6.715216000000001,7.177198000000001,7.781811,7.877845000000001,8.231428000000001,8.492163000000001,8.665384000000001,8.918880000000001,9.320033000000002,9.443506000000003,9.666215000000003,9.851582000000002,10.059928000000003,10.412778000000003,10.861661000000003,11.120715000000004,11.462992000000003,11.988295000000003,12.237910000000003,12.481569000000002,12.869400000000002,13.257521000000002,13.468272000000002,13.673539000000002,14.044479,14.481448,14.856191,15.378373,15.625672,15.875047,16.222015,16.514739,16.91671,17.019198999999997
66-2801854,,,,,,,,,,,,0,0.23839699999999997,0.57716,1.2774480000000001,1.4913850000000002,2.644197,3.657988,4.549442,5.076173,5.6559029999999995,6.345619999999999,6.807601999999999,7.412214999999999,7.508248999999999,7.861832,8.122567,8.295788,8.549284,8.950437,9.073910000000001,9.296619000000002,9.481986000000001,9.690332000000001,10.043182000000002,10.492065000000002,10.751119000000003,11.093396000000002,11.618699000000001,11.868314000000002,12.111973,12.499804000000001,12.887925000000001,13.098676000000001,13.303943,13.674883,14.111851999999999,14.486595,15.008776999999998,15.256075999999998,15.505450999999999,15.852419,16.145143,16.547114,16.649603
67-2801895,,,,,,,,,,,,,0,0.33876300000000004,1.0390510000000002,1.2529880000000002,2.4058,3.419591,4.311045,4.837776,5.4175059999999995,6.107222999999999,6.569204999999999,7.173817999999999,7.269851999999999,7.623434999999999,7.884169999999999,8.057390999999999,8.310887,8.71204,8.835513,9.058222,9.243589,9.451935,9.804785,10.253668000000001,10.512722000000002,10.854999000000001,11.380302,11.629917,11.873576,12.261407,12.649528,12.860279,13.065546,13.436485999999999,13.873454999999998,14.248197999999999,14.77038,15.017679,15.267054,15.614022,15.906746,16.308717,16.411206
68-2802108,,,,,,,,,,,,,,0,0.700288,0.9142250000000001,2.067037,3.080828,3.972282,4.499013,5.078742999999999,5.768459999999999,6.230441999999999,6.835054999999999,6.931088999999999,7.284671999999999,7.545406999999999,7.718627999999999,7.972123999999999,8.373277,8.49675,8.719459,8.904826,9.113172,9.466022,9.914905000000001,10.173959000000002,10.516236000000001,11.041539,11.291154,11.534813,11.922644,12.310765,12.521516,12.726783,13.097722999999998,13.534691999999998,13.909434999999998,14.431617,14.678916,14.928291,15.275259,15.567983,15.969954,16.072443
69-2801822,,,,,,,,,,,,,,,0,0.213937,1.3667490000000002,2.38054,3.271994,3.798725,4.378455,5.068172,5.530154,6.134766999999999,6.230801,6.584384,6.845119,7.01834,7.271836,7.672989,7.796462,8.019171,8.204538,8.412884,8.765734,9.214617,9.473671000000001,9.815948,10.341251,10.590866,10.834525,11.222356,11.610477,11.821228,12.026494999999999,12.397434999999998,12.834403999999997,13.209146999999998,13.731328999999999,13.978627999999999,14.228003,14.574971,14.867695,15.269665999999999,15.372155
70-2802019,,,,,,,,,,,,,,,,0,1.1528120000000002,2.1666030000000003,3.0580570000000002,3.5847880000000005,4.164518,4.854235,5.316217,5.92083,6.016864,6.370447,6.631182000000001,6.804403000000001,7.057899000000001,7.459052000000001,7.582525,7.8052340000000004,7.990601000000001,8.198947,8.551797,9.000680000000001,9.259734000000002,9.602011000000001,10.127314,10.376929,10.620588,11.008419,11.39654,11.607291,11.812558,12.183497999999998,12.620466999999998,12.995209999999998,13.517391999999997,13.764690999999997,14.014065999999998,14.361033999999998,14.653757999999998,15.055728999999998,15.158217999999998
71-2802005,,,,,,,,,,,,,,,,,0,1.0137909999999999,1.9052449999999999,2.4319759999999997,3.0117059999999998,3.7014229999999997,4.163405,4.768018,4.864052,5.217635,5.47837,5.651591,5.905087,6.30624,6.429713,6.652422,6.837789,7.046135,7.398985,7.847868,8.106922,8.449199,8.974502,9.224117,9.467775999999999,9.855607,10.243727999999999,10.454479,10.659745999999998,11.030685999999998,11.467654999999997,11.842397999999998,12.364579999999997,12.611878999999997,12.861253999999997,13.208221999999997,13.500945999999997,13.902916999999997,14.005405999999997
72-2801932,,,,,,,,,,,,,,,,,,0,0.8914540000000001,1.4181850000000003,1.9979150000000003,2.6876320000000002,3.149614,3.754227,3.850261,4.203844,4.4645790000000005,4.6378,4.8912960000000005,5.292449,5.415922,5.638631,5.8239980000000005,6.032344,6.385194,6.834077000000001,7.0931310000000005,7.435408000000001,7.960711000000001,8.210326,8.453985,8.841816,9.229937,9.440688,9.645954999999999,10.016894999999998,10.453863999999998,10.828606999999998,11.350788999999999,11.598087999999999,11.847463,12.194431,12.487155,12.889126,12.991615
73-2801908,,,,,,,,,,,,,,,,,,,0,0.5267310000000001,1.106461,1.7961779999999998,2.2581599999999997,2.862773,2.9588069999999997,3.3123899999999997,3.5731249999999997,3.7463459999999995,3.9998419999999997,4.400995,4.524468,4.747177,4.932544,5.14089,5.49374,5.942623,6.201677,6.543954,7.069257,7.318872000000001,7.562531000000001,7.950362000000001,8.338483000000002,8.549234000000002,8.754501000000001,9.125441,9.56241,9.937153,10.459335,10.706634,10.956009,11.302977,11.595701,11.997672,12.100161
74-2801715,,,,,,,,,,,,,,,,,,,,0,0.57973,1.269447,1.7314289999999999,2.336042,2.432076,2.785659,3.046394,3.2196149999999997,3.473111,3.8742639999999997,3.997737,4.220446,4.405813,4.614159,4.967009,5.415892,5.674946,6.017223,6.5425260000000005,6.792141000000001,7.035800000000001,7.423631000000001,7.811752000000001,8.022503,8.22777,8.598709999999999,9.035678999999998,9.410421999999999,9.932603999999998,10.179902999999998,10.429277999999998,10.776245999999999,11.068969999999998,11.470940999999998,11.573429999999998
75-2801690,,,,,,,,,,,,,,,,,,,,,0,0.689717,1.151699,1.7563119999999999,1.8523459999999998,2.205929,2.4666639999999997,2.6398849999999996,2.8933809999999998,3.2945339999999996,3.418007,3.640716,3.8260829999999997,4.034428999999999,4.3872789999999995,4.836162,5.095216,5.437493,5.962796,6.212411,6.45607,6.843901000000001,7.232022000000001,7.442773000000001,7.648040000000001,8.01898,8.455949,8.830692,9.352874,9.600173,9.849548,10.196516,10.48924,10.891211,10.9937
76-2803662,,,,,,,,,,,,,,,,,,,,,,0,0.46198199999999995,1.066595,1.162629,1.516212,1.7769469999999998,1.950168,2.203664,2.6048169999999997,2.72829,2.950999,3.1363659999999998,3.344712,3.697562,4.146445,4.405499,4.747776,5.273079,5.522694,5.7663530000000005,6.154184000000001,6.542305000000001,6.753056000000001,6.958323000000001,7.329263000000001,7.7662320000000005,8.140975000000001,8.663157000000002,8.910456000000002,9.159831000000002,9.506799000000003,9.799523000000002,10.201494000000002,10.303983000000002
77-2800166,,,,,,,,,,,,,,,,,,,,,,,0,0.604613,0.700647,1.05423,1.314965,1.488186,1.741682,2.142835,2.266308,2.489017,2.674384,2.88273,3.23558,3.684463,3.943517,4.285794,4.811097,5.0607120000000005,5.304371000000001,5.692202000000001,6.080323000000001,6.291074000000001,6.496341000000001,6.867281000000001,7.3042500000000015,7.678993000000001,8.201175000000001,8.448474000000001,8.697849000000001,9.044817000000002,9.337541000000002,9.739512000000001,9.842001000000002
78-2801632,,,,,,,,,,,,,,,,,,,,,,,,0,0.09603400000000001,0.449617,0.710352,0.8835729999999999,1.1370689999999999,1.538222,1.661695,1.884404,2.069771,2.278117,2.630967,3.07985,3.338904,3.681181,4.206484,4.456099,4.699758,5.087589,5.47571,5.686461,5.8917280000000005,6.262668000000001,6.699637000000001,7.074380000000001,7.5965620000000005,7.843861,8.093236000000001,8.440204000000001,8.732928000000001,9.134899,9.237388000000001
79-2801643,,,,,,,,,,,,,,,,,,,,,,,,,0,0.353583,0.6143179999999999,0.787539,1.041035,1.442188,1.565661,1.78837,1.973737,2.182083,2.534933,2.983816,3.24287,3.585147,4.11045,4.3600650000000005,4.603724000000001,4.991555000000001,5.379676000000001,5.590427000000001,5.795694000000001,6.166634000000001,6.603603000000001,6.978346000000001,7.500528000000001,7.747827000000001,7.997202000000001,8.34417,8.636894,9.038865,9.141354
80-2801646,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.260735,0.433956,0.687452,1.088605,1.212078,1.434787,1.620154,1.8285,2.18135,2.630233,2.889287,3.231564,3.756867,4.006482,4.250141,4.637972,5.026093,5.2368440000000005,5.442111000000001,5.813051000000001,6.250020000000001,6.624763000000001,7.1469450000000005,7.3942440000000005,7.643619,7.9905870000000006,8.283311000000001,8.685282,8.787771000000001
