순번_정류장ID,80-2802587,81-2802580,82-2802572,83-2802561,84-2802550,85-2802363,86-2802488,87-2802472,88-2802448,89-2802421,90-2802409,91-2802413,92-2802417,93-2802391,94-2802425,95-2802432,96-2802437,97-2802449,98-2802370,99-2802459,100-2802461,101-2805716,102-2802464,103-2802462,104-2802428,105-2803019,106-2802965,107-2802939,108-2802634,109-2802843,110-2802804,111-2802799,112-2803264,113-2803257,114-2803253,115-2803249,116-2803226,117-2803127,118-2805712,119-2803122,120-2803104,121-2803094,122-2803080,123-2803075,124-2803041,125-2803066,126-2803064,127-2802652,128-2803058,129-2800805,130-2800798,131-2807057,132-2807074,133-2800730,134-2800716,135-2805583,136-2800690,137-2800345,138-2803643,139-2803791,140-2801474,141-2801464,142-2801178,143-2801179,144-2801439,145-2801492,146-2801524,147-2801602,148-2801658,149-2801672,150-2801684,151-2801718,152-2801741,153-2801750,154-2801755,155-2801765,156-2801775,157-2801789
80-2802587,0,0.462133,0.790014,0.9889479999999999,1.6043189999999998,2.021598,2.294029,2.6066000000000003,2.951162,3.252317,3.486415,3.819321,4.052514,4.322217,4.766606,5.067228,5.630649,5.832261,6.198911,6.482163,6.771314,7.005120000000001,7.538990000000001,8.085662000000001,9.086669,9.530721,9.769369,10.346784999999999,10.693333999999998,11.320833999999998,11.794001999999997,12.324845999999997,12.595080999999997,13.032089999999997,13.338873999999997,13.978885999999997,14.187784999999998,14.630826999999998,14.878829999999999,15.099334999999998,15.331464999999998,15.830419999999998,16.006676,16.402811,16.566481,16.909368999999998,17.419427999999996,17.774228999999995,18.272487999999996,18.513624999999994,18.943252999999995,19.451869999999996,19.946133999999997,20.278239999999997,20.463267,20.659456,21.378014,21.946418,23.877832,24.236018,24.475909,24.896128,25.47796,25.767255,26.285356999999998,26.585931,27.059428999999998,27.649634999999996,28.011770999999996,28.451265999999997,28.933647999999998,29.368222,29.767630999999998,30.150226999999997,30.522985,30.859358999999998,31.098007,31.442925
81-2802580,,0,0.327881,0.526815,1.1421860000000001,1.559465,1.831896,2.144467,2.489029,2.790184,3.024282,3.357188,3.590381,3.8600839999999996,4.304473,4.6050949999999995,5.168515999999999,5.370127999999999,5.736777999999999,6.020029999999999,6.309181,6.542987,7.076857,7.623529,8.624536,9.068588,9.307236,9.884651999999999,10.231200999999999,10.858700999999998,11.331868999999998,11.862712999999998,12.132947999999997,12.569956999999997,12.876740999999997,13.516752999999998,13.725651999999998,14.168693999999999,14.416697,14.637201999999998,14.869331999999998,15.368286999999999,15.544542999999999,15.940677999999998,16.104347999999998,16.447235999999997,16.957294999999995,17.312095999999993,17.810354999999994,18.051491999999993,18.481119999999994,18.989736999999995,19.484000999999996,19.816106999999995,20.001133999999997,20.197322999999997,20.915881,21.484285,23.415699,23.773885,24.013776,24.433995,25.015826999999998,25.305121999999997,25.823223999999996,26.123797999999997,26.597295999999996,27.187501999999995,27.549637999999995,27.989132999999995,28.471514999999997,28.906088999999998,29.305497999999996,29.688093999999996,30.060851999999997,30.397225999999996,30.635873999999998,30.980791999999997
82-2802572,,,0,0.198934,0.8143050000000001,1.231584,1.5040149999999999,1.8165859999999998,2.161148,2.462303,2.696401,3.0293069999999997,3.2624999999999997,3.532203,3.976592,4.277214,4.840635,5.042247,5.408897,5.692149,5.9813,6.2151060000000005,6.748976000000001,7.295648000000001,8.296655000000001,8.740707,8.979355,9.556771,9.903319999999999,10.530819999999999,11.003987999999998,11.534831999999998,11.805066999999998,12.242075999999997,12.548859999999998,13.188871999999998,13.397770999999999,13.840812999999999,14.088816,14.309320999999999,14.541450999999999,15.040405999999999,15.216662,15.612796999999999,15.776466999999998,16.119355,16.629413999999997,16.984214999999995,17.482473999999996,17.723610999999995,18.153238999999996,18.661855999999997,19.156119999999998,19.488225999999997,19.673253,19.869442,20.588,21.156404000000002,23.087818000000002,23.446004000000002,23.685895000000002,24.106114,24.687946,24.977241,25.495343,25.795917,26.269415,26.859620999999997,27.221756999999997,27.661251999999998,28.143634,28.578208,28.977617,29.360212999999998,29.732971,30.069345,30.307993,30.652911
83-2802561,,,,0,0.615371,1.03265,1.305081,1.6176519999999999,1.962214,2.263369,2.497467,2.830373,3.063566,3.3332689999999996,3.7776579999999997,4.0782799999999995,4.641700999999999,4.843312999999999,5.209962999999999,5.493214999999999,5.782366,6.016172,6.550042,7.096714,8.097721,8.541773,8.780420999999999,9.357836999999998,9.704385999999998,10.331885999999997,10.805053999999997,11.335897999999997,11.606132999999996,12.043141999999996,12.349925999999996,12.989937999999997,13.198836999999997,13.641878999999998,13.889881999999998,14.110386999999998,14.342516999999997,14.841471999999998,15.017727999999998,15.413862999999997,15.577532999999997,15.920420999999997,16.430479999999996,16.785280999999994,17.283539999999995,17.524676999999993,17.954304999999994,18.462921999999995,18.957185999999997,19.289291999999996,19.474318999999998,19.670507999999998,20.389066,20.95747,22.888884,23.24707,23.486961,23.90718,24.489012,24.778306999999998,25.296408999999997,25.596982999999998,26.070480999999997,26.660686999999996,27.022822999999995,27.462317999999996,27.944699999999997,28.379274,28.778682999999997,29.161278999999997,29.534036999999998,29.870410999999997,30.109059,30.453977
84-2802550,,,,,0,0.417279,0.68971,1.002281,1.346843,1.647998,1.882096,2.215002,2.448195,2.717898,3.162287,3.4629090000000002,4.02633,4.227942,4.594592,4.877844,5.166995,5.400801,5.934671000000001,6.481343000000001,7.48235,7.926402,8.16505,8.742466,9.089015,9.716515,10.189682999999999,10.720526999999999,10.990761999999998,11.427770999999998,11.734554999999999,12.374566999999999,12.583466,13.026508,13.274511,13.495016,13.727146,14.226101,14.402357,14.798492,14.962162,15.30505,15.815109,16.169909999999998,16.668169,16.909305999999997,17.338934,17.847551,18.341815,18.673921,18.858948,19.055137000000002,19.773695000000004,20.342099000000005,22.273513000000005,22.631699000000005,22.871590000000005,23.291809000000004,23.873641000000003,24.162936000000002,24.681038,24.981612000000002,25.45511,26.045316,26.407452,26.846947,27.329329,27.763903000000003,28.163312,28.545908,28.918666,29.25504,29.493688000000002,29.838606000000002
85-2802363,,,,,,0,0.272431,0.585002,0.9295640000000001,1.2307190000000001,1.464817,1.797723,2.030916,2.300619,2.7450080000000003,3.0456300000000005,3.6090510000000005,3.8106630000000004,4.177313000000001,4.460565000000001,4.749716000000001,4.983522000000002,5.517392000000002,6.064064000000002,7.065071000000001,7.5091230000000015,7.747771000000002,8.325187000000001,8.671736000000001,9.299236,9.772404,10.303248,10.573483,11.010492,11.317276,11.957288,12.166187,12.609229000000001,12.857232000000002,13.077737,13.309867,13.808822000000001,13.985078000000001,14.381213,14.544883,14.887771,15.39783,15.752631000000001,16.250890000000002,16.492027,16.921655,17.430272000000002,17.924536000000003,18.256642000000003,18.441669000000005,18.637858000000005,19.356416000000007,19.924820000000008,21.856234000000008,22.214420000000008,22.454311000000008,22.874530000000007,23.456362000000006,23.745657000000005,24.263759000000004,24.564333000000005,25.037831000000004,25.628037000000003,25.990173000000002,26.429668000000003,26.912050000000004,27.346624000000006,27.746033000000004,28.128629000000004,28.501387000000005,28.837761000000004,29.076409000000005,29.421327000000005
86-2802488,,,,,,,0,0.312571,0.657133,0.958288,1.192386,1.5252919999999999,1.7584849999999999,2.028188,2.4725770000000002,2.7731990000000004,3.3366200000000004,3.5382320000000003,3.904882,4.188134,4.477285,4.711091000000001,5.244961000000001,5.791633000000001,6.7926400000000005,7.236692000000001,7.475340000000001,8.052756,8.399305,9.026805,9.499972999999999,10.030816999999999,10.301051999999999,10.738060999999998,11.044844999999999,11.684857,11.893756,12.336798,12.584801,12.805306,13.037436,13.536391,13.712647,14.108782,14.272452,14.61534,15.125399,15.4802,15.978459,16.219596,16.649224,17.157841,17.652105000000002,17.984211000000002,18.169238000000004,18.365427000000004,19.083985000000006,19.652389000000007,21.583803000000007,21.941989000000007,22.181880000000007,22.602099000000006,23.183931000000005,23.473226000000004,23.991328000000003,24.291902000000004,24.765400000000003,25.355606,25.717742,26.157237000000002,26.639619000000003,27.074193000000005,27.473602000000003,27.856198000000003,28.228956000000004,28.565330000000003,28.803978000000004,29.148896000000004
87-2802472,,,,,,,,0,0.344562,0.645717,0.879815,1.212721,1.445914,1.715617,2.160006,2.4606280000000003,3.024049,3.225661,3.592311,3.875563,4.164714,4.39852,4.932390000000001,5.479062000000001,6.480069,6.924121,7.162769000000001,7.740185000000001,8.086734000000002,8.714234000000001,9.187402,9.718246,9.988481,10.42549,10.732274,11.372286,11.581185000000001,12.024227000000002,12.272230000000002,12.492735000000001,12.724865000000001,13.223820000000002,13.400076000000002,13.796211000000001,13.959881000000001,14.302769000000001,14.812828000000001,15.167629000000002,15.665888000000002,15.907025000000003,16.336653000000002,16.845270000000003,17.339534000000004,17.671640000000004,17.856667000000005,18.052856000000006,18.771414000000007,19.339818000000008,21.27123200000001,21.62941800000001,21.86930900000001,22.289528000000008,22.871360000000006,23.160655000000006,23.678757000000004,23.979331000000006,24.452829000000005,25.043035000000003,25.405171000000003,25.844666000000004,26.327048000000005,26.761622000000006,27.161031000000005,27.543627000000004,27.916385000000005,28.252759000000005,28.491407000000006,28.836325000000006
88-2802448,,,,,,,,,0,0.301155,0.535253,0.8681589999999999,1.1013519999999999,1.371055,1.8154439999999998,2.116066,2.679487,2.881099,3.2477489999999998,3.531001,3.8201519999999998,4.053958,4.587828,5.1345,6.1355070000000005,6.579559000000001,6.818207000000001,7.395623000000001,7.742172000000002,8.369672000000001,8.84284,9.373684,9.643919,10.080928,10.387712,11.027724000000001,11.236623000000002,11.679665000000002,11.927668000000002,12.148173000000002,12.380303000000001,12.879258000000002,13.055514000000002,13.451649000000002,13.615319000000001,13.958207000000002,14.468266000000002,14.823067000000002,15.321326000000003,15.562463000000003,15.992091000000002,16.500708000000003,16.994972000000004,17.327078000000004,17.512105000000005,17.708294000000006,18.426852000000007,18.99525600000001,20.92667000000001,21.28485600000001,21.52474700000001,21.944966000000008,22.526798000000007,22.816093000000006,23.334195000000005,23.634769000000006,24.108267000000005,24.698473000000003,25.060609000000003,25.500104000000004,25.982486000000005,26.417060000000006,26.816469000000005,27.199065000000004,27.571823000000006,27.908197000000005,28.146845000000006,28.491763000000006
89-2802421,,,,,,,,,,0,0.234098,0.567004,0.8001969999999999,1.0699,1.5142890000000002,1.8149110000000002,2.3783320000000003,2.5799440000000002,2.946594,3.229846,3.518997,3.752803,4.286673,4.8333450000000004,5.834352000000001,6.278404000000001,6.517052000000001,7.094468000000002,7.441017000000002,8.068517000000002,8.541685000000001,9.072529000000001,9.342764,9.779773,10.086557,10.726569000000001,10.935468000000002,11.378510000000002,11.626513000000003,11.847018000000002,12.079148000000002,12.578103000000002,12.754359000000003,13.150494000000002,13.314164000000002,13.657052000000002,14.167111000000002,14.521912000000002,15.020171000000001,15.261308000000001,15.690936,16.199553,16.693817000000003,17.025923000000002,17.210950000000004,17.407139000000004,18.125697000000006,18.694101000000007,20.625515000000007,20.983701000000007,21.223592000000007,21.643811000000007,22.225643000000005,22.514938000000004,23.033040000000003,23.333614000000004,23.807112000000004,24.397318000000002,24.759454,25.198949000000002,25.681331000000004,26.115905000000005,26.515314000000004,26.897910000000003,27.270668000000004,27.607042000000003,27.845690000000005,28.190608000000005
