순번_정류장ID,43-2804284,44-2804288,45-2804290,46-2804292,47-2804294,48-2804296,49-2804298,50-2803727,51-2803729,52-2803731,53-2803733,54-2804300,55-2803738,56-2807372,57-2803736,58-2803739,59-2803700,60-2803699,61-2803697,62-2803695,63-2803693,64-2804775,65-2803741,66-2803742,67-2803743,68-2803744,69-2804666,70-2803745,71-2803746,72-2803747,73-2803748,74-2804688,75-2807370,76-2803604,77-2800266,78-2807368,79-2804602,80-2803580,81-2800263,82-2800267,83-2804032
43-2804284,0,0.382472,0.591118,1.1971340000000001,1.4275410000000002,1.8552020000000002,2.2628630000000003,2.634993,2.954704,3.329106,3.7857149999999997,4.090008,4.381962,4.669703999999999,4.915842,5.080273999999999,5.401603999999999,5.758589999999999,6.186259999999999,6.503728999999999,6.734773999999999,7.532525999999999,8.550491999999998,8.824011999999998,9.394348999999998,9.698570999999998,10.351824999999998,10.828441999999997,11.560256999999996,11.966314999999996,12.399649999999996,12.534582999999996,12.848330999999996,13.522717999999996,13.823864999999996,14.050301999999997,14.199469999999996,14.419480999999996,14.671503999999995,15.310228999999996,15.506326999999995
44-2804288,,0,0.208646,0.814662,1.045069,1.4727299999999999,1.880391,2.2525209999999998,2.5722319999999996,2.9466339999999995,3.4032429999999994,3.7075359999999993,3.9994899999999993,4.2872319999999995,4.53337,4.697801999999999,5.019131999999999,5.376117999999999,5.803787999999999,6.121256999999999,6.352301999999999,7.150053999999999,8.168019999999999,8.441539999999998,9.011876999999998,9.316098999999998,9.969352999999998,10.445969999999997,11.177784999999997,11.583842999999996,12.017177999999996,12.152110999999996,12.465858999999996,13.140245999999996,13.441392999999996,13.667829999999997,13.816997999999996,14.037008999999996,14.289031999999995,14.927756999999996,15.123854999999995
45-2804290,,,0,0.606016,0.836423,1.264084,1.671745,2.043875,2.3635859999999997,2.7379879999999996,3.1945969999999995,3.4988899999999994,3.7908439999999994,4.078586,4.324724,4.4891559999999995,4.810485999999999,5.167471999999999,5.595141999999999,5.912610999999999,6.143655999999999,6.941407999999999,7.959373999999999,8.232893999999998,8.803230999999998,9.107452999999998,9.760706999999998,10.237323999999997,10.969138999999997,11.375196999999996,11.808531999999996,11.943464999999996,12.257212999999997,12.931599999999996,13.232746999999996,13.459183999999997,13.608351999999996,13.828362999999996,14.080385999999995,14.719110999999995,14.915208999999994
46-2804292,,,,0,0.23040700000000003,0.658068,1.065729,1.437859,1.75757,2.131972,2.588581,2.892874,3.184828,3.47257,3.7187080000000003,3.8831400000000005,4.204470000000001,4.561456000000001,4.989126000000001,5.306595000000001,5.537640000000001,6.335392000000001,7.353358,7.626878,8.197215,8.501437,9.154691,9.631307999999999,10.363122999999998,10.769180999999998,11.202515999999997,11.337448999999998,11.651196999999998,12.325583999999997,12.626730999999998,12.853167999999998,13.002335999999998,13.222346999999997,13.474369999999997,14.113094999999998,14.309192999999997
47-2804294,,,,,0,0.42766099999999996,0.8353219999999999,1.207452,1.527163,1.9015650000000002,2.358174,2.662467,2.954421,3.242163,3.4883010000000003,3.6527330000000005,3.9740630000000006,4.331049,4.758719,5.076188,5.307233,6.104985,7.1229510000000005,7.396471,7.966808,8.27103,8.924284,9.400901,10.132715999999999,10.538773999999998,10.972108999999998,11.107041999999998,11.420789999999998,12.095176999999998,12.396323999999998,12.622760999999999,12.771928999999998,12.991939999999998,13.243962999999997,13.882687999999998,14.078785999999997
48-2804296,,,,,,0,0.407661,0.779791,1.099502,1.473904,1.9305130000000001,2.2348060000000003,2.5267600000000003,2.8145020000000005,3.0606400000000007,3.225072000000001,3.546402000000001,3.903388000000001,4.3310580000000005,4.6485270000000005,4.8795720000000005,5.6773240000000005,6.69529,6.9688099999999995,7.539147,7.843369,8.496623,8.973239999999999,9.705054999999998,10.111112999999998,10.544447999999997,10.679380999999998,10.993128999999998,11.667515999999997,11.968662999999998,12.195099999999998,12.344267999999998,12.564278999999997,12.816301999999997,13.455026999999998,13.651124999999997
49-2804298,,,,,,,0,0.37213,0.691841,1.066243,1.522852,1.827145,2.119099,2.406841,2.652979,2.8174110000000003,3.1387410000000004,3.4957270000000005,3.9233970000000005,4.2408660000000005,4.471911,5.269663,6.287629000000001,6.561149,7.131486000000001,7.435708000000001,8.088962,8.565579,9.297393999999999,9.703451999999999,10.136786999999998,10.271719999999998,10.585467999999999,11.259854999999998,11.561001999999998,11.787439,11.936606999999999,12.156617999999998,12.408640999999998,13.047365999999997,13.243463999999996
50-2803727,,,,,,,,0,0.319711,0.694113,1.150722,1.455015,1.746969,2.034711,2.2808490000000003,2.4452810000000005,2.7666110000000006,3.1235970000000006,3.5512670000000006,3.8687360000000006,4.099781000000001,4.897533000000001,5.9154990000000005,6.189019,6.759356,7.063578000000001,7.716832,8.193449,8.925263999999999,9.331321999999998,9.764656999999998,9.899589999999998,10.213337999999998,10.887724999999998,11.188871999999998,11.415308999999999,11.564476999999998,11.784487999999998,12.036510999999997,12.675235999999998,12.871333999999997
51-2803729,,,,,,,,,0,0.374402,0.8310109999999999,1.1353039999999999,1.427258,1.7149999999999999,1.9611379999999998,2.1255699999999997,2.4469,2.803886,3.231556,3.549025,3.78007,4.577821999999999,5.595787999999999,5.869307999999998,6.439644999999999,6.743866999999999,7.3971209999999985,7.873737999999999,8.605552999999999,9.011610999999998,9.444945999999998,9.579878999999998,9.893626999999999,10.568013999999998,10.869160999999998,11.095597999999999,11.244765999999998,11.464776999999998,11.716799999999997,12.355524999999997,12.551622999999996
52-2803731,,,,,,,,,,0,0.456609,0.760902,1.052856,1.340598,1.586736,1.7511679999999998,2.072498,2.429484,2.857154,3.174623,3.405668,4.2034199999999995,5.221385999999999,5.4949059999999985,6.065242999999999,6.369464999999999,7.022718999999999,7.499335999999999,8.231150999999999,8.637208999999999,9.070543999999998,9.205476999999998,9.519224999999999,10.193611999999998,10.494758999999998,10.721195999999999,10.870363999999999,11.090374999999998,11.342397999999998,11.981122999999997,12.177220999999996
