순번_정류장ID,51-2806492,52-2805689,53-2802832,54-2802807,55-2802780,56-2802769,57-2802761,58-2802762,59-2805451,60-2803139,61-2805452,62-2803138,63-2803133,64-2805713,65-2803122,66-2805890,67-2803091,68-2805891,69-2803081,70-2803052,71-2806035,72-2803069,73-2803073,74-2803072,75-2803088,76-2803090,77-2803089,78-2803076,79-2803083,80-2805887,81-2803092,82-2803098,83-2803107,84-2803116,85-2805712,86-2805896,87-2803135,88-2803124,89-2803099,90-2803044,91-2803041,92-2803066,93-2805889,94-2803057,95-2803054,96-2800372,97-2805752,98-2800679,99-2805936,100-2805934
51-2806492,0,0.396461,0.8398939999999999,1.303127,1.612056,1.898707,2.274165,2.506064,2.641677,2.829714,3.091635,3.7458,4.129755,4.325119,4.787534,4.913272,5.158587,5.373772,5.505331,5.804124,6.067975,6.477824999999999,6.792287999999999,7.065949999999999,7.445842999999999,7.5666009999999995,7.938912999999999,8.123077,8.294565,8.538269,8.726989,8.938614,9.068095999999999,9.315114,9.798369,10.103031999999999,10.442614999999998,10.885326999999998,11.344341999999997,11.564096999999997,11.727766999999997,12.041544999999996,12.368641999999996,12.615377999999996,13.832735999999997,15.735034999999996,16.038832999999997,16.704429999999995,16.944850999999996,17.115673999999995
52-2805689,,0,0.44343299999999997,0.906666,1.215595,1.502246,1.877704,2.109603,2.245216,2.433253,2.695174,3.349339,3.733294,3.928658,4.391073,4.516811,4.762125999999999,4.977310999999999,5.10887,5.407662999999999,5.671513999999999,6.081363999999999,6.395826999999999,6.669488999999999,7.049381999999999,7.170139999999999,7.542451999999999,7.726615999999999,7.898103999999999,8.141808,8.330528,8.542152999999999,8.671634999999998,8.918652999999999,9.401907999999999,9.706570999999999,10.046153999999998,10.488865999999998,10.947880999999999,11.167635999999998,11.331305999999998,11.645083999999997,11.972180999999997,12.218916999999998,13.436274999999998,15.338573999999998,15.642371999999998,16.307969,16.54839,16.719213
53-2802832,,,0,0.463233,0.772162,1.058813,1.434271,1.6661700000000002,1.8017830000000001,1.9898200000000001,2.251741,2.905906,3.2898609999999997,3.485225,3.94764,4.073378,4.318693,4.533878,4.665437,4.96423,5.2280809999999995,5.637930999999999,5.952393999999999,6.226055999999999,6.605948999999999,6.726706999999999,7.099018999999999,7.283182999999999,7.454670999999999,7.6983749999999995,7.8870949999999995,8.09872,8.228202,8.47522,8.958475,9.263138,9.602720999999999,10.045433,10.504448,10.724203,10.887872999999999,11.201650999999998,11.528747999999998,11.775483999999999,12.992842,14.895140999999999,15.198939,15.864536,16.104957,16.275779999999997
54-2802807,,,,0,0.308929,0.59558,0.9710380000000001,1.202937,1.33855,1.526587,1.788508,2.442673,2.826628,3.021992,3.484407,3.610145,3.8554600000000003,4.070645000000001,4.202204000000001,4.500997000000001,4.764848000000001,5.174698,5.489161,5.762823,6.142716,6.263474,6.635786,6.81995,6.9914380000000005,7.235142000000001,7.423862000000001,7.635487,7.764969000000001,8.011987000000001,8.495242000000001,8.799905,9.139488,9.5822,10.041215000000001,10.26097,10.42464,10.738418,11.065515,11.312251,12.529609,14.431908,14.735706,15.401303,15.641724,15.812547
55-2802780,,,,,0,0.28665100000000004,0.6621090000000001,0.894008,1.0296210000000001,1.2176580000000001,1.4795790000000002,2.133744,2.517699,2.713063,3.175478,3.301216,3.5465310000000003,3.7617160000000003,3.893275,4.192068,4.455919,4.865768999999999,5.180231999999999,5.453893999999999,5.833786999999999,5.9545449999999995,6.3268569999999995,6.5110209999999995,6.682509,6.926213,7.114933,7.3265579999999995,7.45604,7.7030579999999995,8.186313,8.490976,8.830559,9.273271,9.732285999999998,9.952040999999998,10.115710999999997,10.429488999999997,10.756585999999997,11.003321999999997,12.220679999999998,14.122978999999997,14.426776999999998,15.092373999999998,15.332794999999997,15.503617999999998
56-2802769,,,,,,0,0.375458,0.6073569999999999,0.7429699999999999,0.9310069999999999,1.192928,1.847093,2.231048,2.426412,2.888827,3.014565,3.2598800000000003,3.4750650000000003,3.606624,3.905417,4.169268,4.579117999999999,4.893580999999999,5.167242999999999,5.547135999999999,5.6678939999999995,6.0402059999999995,6.2243699999999995,6.395858,6.639562,6.828282,7.0399069999999995,7.169389,7.4164069999999995,7.899661999999999,8.204324999999999,8.543907999999998,8.986619999999998,9.445635,9.665389999999999,9.829059999999998,10.142837999999998,10.469934999999998,10.716670999999998,11.934028999999999,13.836327999999998,14.140125999999999,14.805722999999999,15.046143999999998,15.216966999999999
57-2802761,,,,,,,0,0.23189899999999997,0.36751199999999995,0.555549,0.8174699999999999,1.471635,1.85559,2.050954,2.513369,2.639107,2.8844220000000003,3.0996070000000002,3.231166,3.529959,3.7938099999999997,4.203659999999999,4.518122999999999,4.791784999999999,5.171677999999999,5.2924359999999995,5.6647479999999995,5.8489119999999994,6.0203999999999995,6.264104,6.452824,6.664448999999999,6.793931,7.0409489999999995,7.524203999999999,7.828866999999999,8.168449999999998,8.611161999999998,9.070176999999997,9.289931999999997,9.453601999999997,9.767379999999996,10.094476999999996,10.341212999999996,11.558570999999997,13.460869999999996,13.764667999999997,14.430264999999997,14.670685999999996,14.841508999999997
58-2802762,,,,,,,,0,0.135613,0.32365,0.5855710000000001,1.2397360000000002,1.6236910000000002,1.8190550000000003,2.28147,2.4072080000000002,2.6525230000000004,2.8677080000000004,2.9992670000000006,3.2980600000000004,3.5619110000000003,3.9717610000000003,4.286224000000001,4.5598860000000005,4.939779000000001,5.060537000000001,5.432849000000001,5.617013000000001,5.788501000000001,6.032205000000001,6.220925000000001,6.432550000000001,6.562032000000001,6.809050000000001,7.292305000000001,7.596968,7.936551000000001,8.379263,8.838277999999999,9.058032999999998,9.221702999999998,9.535480999999997,9.862577999999997,10.109313999999998,11.326671999999999,13.228970999999998,13.532768999999998,14.198365999999998,14.438786999999998,14.609609999999998
59-2805451,,,,,,,,,0,0.18803699999999998,0.44995799999999997,1.104123,1.488078,1.683442,2.145857,2.271595,2.51691,2.732095,2.8636540000000004,3.1624470000000002,3.426298,3.836148,4.1506110000000005,4.424273,4.804166,4.924924000000001,5.297236000000001,5.481400000000001,5.652888000000001,5.896592000000001,6.085312000000001,6.296937000000001,6.426419000000001,6.673437000000001,7.1566920000000005,7.461355,7.800938,8.24365,8.702665,8.922419999999999,9.086089999999999,9.399867999999998,9.726964999999998,9.973700999999998,11.191059,13.093357999999998,13.397155999999999,14.062752999999999,14.303173999999999,14.473996999999999
60-2803139,,,,,,,,,,0,0.261921,0.916086,1.300041,1.495405,1.9578200000000001,2.083558,2.328873,2.544058,2.675617,2.9744099999999998,3.2382609999999996,3.6481109999999997,3.9625739999999996,4.236236,4.616129,4.736887,5.109199,5.293363,5.464851,5.7085550000000005,5.8972750000000005,6.1089,6.2383820000000005,6.4854,6.968655,7.273318,7.612901,8.055613,8.514627999999998,8.734382999999998,8.898052999999997,9.211830999999997,9.538927999999997,9.785663999999997,11.003021999999998,12.905320999999997,13.209118999999998,13.874715999999998,14.115136999999997,14.285959999999998
