순번_정류장ID,1-2800270,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2800265,8-2803682,9-2807369,10-2804135,11-2803684,12-2803685,13-2803686,14-2803687,15-2804667,16-2803688,17-2803689,18-2803690,19-2803691,20-2803740,21-2803692,22-2803694,23-2803696,24-2803698,25-2804776,26-2803701,27-2803702,28-2807371,29-2803737,30-2803735,31-2803734,32-2803732,33-2803730,34-2803728,35-2804299,36-2804297,37-2804295,38-2804293,39-2804291,40-2804289,41-2804285,42-2804283
1-2800270,0,0.271294,0.583611,0.7228600000000001,0.9735420000000001,1.2633670000000001,1.9028870000000002,2.2313310000000004,2.3665350000000003,2.793673,3.205846,3.9444500000000002,4.414061,5.058141,5.418665,5.9597169999999995,6.184507999999999,7.244993999999999,8.042713,8.263608999999999,8.552522,9.00372,9.345925,9.658588,9.861194,10.108431999999999,10.399541999999999,10.699085999999998,10.985913999999998,11.425027999999998,11.800120999999997,12.129689999999997,12.490392999999997,12.917247999999997,13.355648999999998,13.584869999999999,14.178545999999999,14.395055999999999,14.778551999999998,15.347048999999998,15.697574999999999,16.013265999999998
2-2800268,,0,0.312317,0.451566,0.702248,0.992073,1.631593,1.960037,2.095241,2.522379,2.934552,3.673156,4.142767,4.786847,5.147371,5.688423,5.913214,6.9737,7.771419,7.992315,8.281228,8.732426,9.074631,9.387294,9.5899,9.837138,10.128248,10.427792,10.71462,11.153734,11.528827,11.858395999999999,12.219099,12.645954,13.084355,13.313576000000001,13.907252000000002,14.123762000000001,14.507258,15.075755000000001,15.426281000000001,15.741972
3-2800264,,,0,0.139249,0.389931,0.679756,1.319276,1.6477199999999999,1.782924,2.2100619999999997,2.622235,3.360839,3.83045,4.47453,4.8350539999999995,5.376106,5.600897,6.661383,7.459102,7.679997999999999,7.968910999999999,8.420109,8.762314,9.074977,9.277583,9.524821,9.815930999999999,10.115475,10.402303,10.841417,11.21651,11.546078999999999,11.906782,12.333637,12.772038,13.001259000000001,13.594935000000001,13.811445,14.194941,14.763438,15.113964000000001,15.429655
4-2807245,,,,0,0.250682,0.5405070000000001,1.180027,1.508471,1.643675,2.0708130000000002,2.4829860000000004,3.2215900000000004,3.6912010000000004,4.335281,4.695805,5.2368570000000005,5.461648,6.522134,7.319853,7.540749,7.829662,8.28086,8.623065,8.935728000000001,9.138334,9.385572,9.676682,9.976226,10.263054,10.702168,11.077261,11.40683,11.767533,12.194388,12.632789,12.862010000000001,13.455686000000002,13.672196000000001,14.055692,14.624189000000001,14.974715000000002,15.290406
5-2800262,,,,,0,0.289825,0.929345,1.257789,1.3929930000000001,1.8201310000000002,2.232304,2.970908,3.440519,4.084599,4.445123,4.986174999999999,5.210965999999999,6.271451999999999,7.069170999999999,7.290066999999999,7.578979999999999,8.030178,8.372383,8.685046,8.887652,9.134889999999999,9.425999999999998,9.725544,10.012372,10.451486,10.826578999999999,11.156147999999998,11.516850999999999,11.943705999999999,12.382107,12.611328,13.205004,13.421514,13.80501,14.373507,14.724033,15.039724
6-2807367,,,,,,0,0.63952,0.967964,1.1031680000000001,1.5303060000000002,1.942479,2.681083,3.150694,3.7947740000000003,4.155298,4.696350000000001,4.921141,5.9816270000000005,6.779346,7.000242,7.289155,7.740353,8.082558,8.395221000000001,8.597827,8.845065,9.136175,9.435718999999999,9.722546999999999,10.161660999999999,10.536753999999998,10.866322999999998,11.227025999999999,11.653880999999998,12.092281999999999,12.321503,12.915179,13.131689,13.515184999999999,14.083682,14.434208,14.749899
7-2800265,,,,,,,0,0.328444,0.463648,0.8907860000000001,1.302959,2.041563,2.511174,3.1552540000000002,3.515778,4.05683,4.2816209999999995,5.3421069999999995,6.139825999999999,6.360721999999999,6.649634999999999,7.100832999999999,7.443037999999999,7.755700999999998,7.958306999999999,8.205544999999999,8.496654999999999,8.796198999999998,9.083026999999998,9.522140999999998,9.897233999999997,10.226802999999997,10.587505999999998,11.014360999999997,11.452761999999998,11.681982999999999,12.275659,12.492168999999999,12.875664999999998,13.444161999999999,13.794687999999999,14.110378999999998
8-2803682,,,,,,,,0,0.135204,0.562342,0.974515,1.713119,2.18273,2.82681,3.187334,3.728386,3.953177,5.013663,5.811382,6.032278,6.321191,6.7723889999999995,7.114593999999999,7.427256999999999,7.629862999999999,7.877101,8.168211,8.467755,8.754583,9.193697,9.56879,9.898359,10.259062,10.685917,11.124318,11.353539000000001,11.947215000000002,12.163725000000001,12.547221,13.115718000000001,13.466244000000001,13.781935
9-2807369,,,,,,,,,0,0.427138,0.8393109999999999,1.577915,2.047526,2.691606,3.05213,3.593182,3.8179730000000003,4.878459,5.676178,5.897074,6.185987,6.637185,6.9793899999999995,7.292052999999999,7.4946589999999995,7.741897,8.033007,8.332550999999999,8.619378999999999,9.058492999999999,9.433585999999998,9.763154999999998,10.123857999999998,10.550712999999998,10.989113999999999,11.218335,11.812011,12.028521,12.412016999999999,12.980514,13.33104,13.646730999999999
10-2804135,,,,,,,,,,0,0.41217299999999996,1.150777,1.620388,2.264468,2.6249919999999998,3.166044,3.390835,4.451321,5.24904,5.469936,5.758849,6.210046999999999,6.552251999999999,6.864914999999999,7.067520999999999,7.314759,7.605868999999999,7.905412999999999,8.192241,8.631355,9.006447999999999,9.336016999999998,9.69672,10.123574999999999,10.561976,10.791197,11.384873,11.601383,11.984879,12.553376,12.903902,13.219593
