순번_정류장ID,72-2805726,73-2805739,74-2800372,75-2800317,76-2804990,77-2807301,78-2806057,79-2805448,80-2803067,81-2803040,82-2803077,83-2803101,84-2803115,85-2803134,86-2803231,87-2803232,88-2803181,89-2803254,90-2803258,91-2803263,92-2803276,93-2802859,94-2802877,95-2802883,96-2802900,97-2802928,98-2802622,99-2802996,100-2803018,101-2803022,102-2803030,103-2802644,104-2802645,105-2803577,106-2803020,107-2802390,108-2802452,109-2802470,110-2802465,111-2802473,112-2802495,113-2802517,114-2802357,115-2802379,116-2802558,117-2802569,118-2805553,119-2805205,120-2805308,121-2805204,122-2803623,123-2804872,124-2805550,125-2803821,126-2803767,127-2804877,128-2803768,129-2805055,130-2802388,131-2806726,132-2805771,133-2807230,134-2806723,135-2806721,136-2805032,137-2805030,138-2806669,139-2803663,140-2802587,141-2802580,142-2802578,143-2802585
72-2805726,0,0.327373,0.6277280000000001,1.0797130000000001,1.580489,2.1029590000000002,2.4562530000000002,2.6899110000000004,3.2765920000000004,3.4207180000000004,3.7658090000000004,4.135373,4.4491510000000005,4.899150000000001,5.307876,5.77665,6.18185,6.513146,6.875869,7.189865,7.651781,7.895867,8.195073,8.500990000000002,8.765832000000001,9.006337000000002,9.283428000000002,9.519169000000002,9.762335000000002,9.918076000000003,10.298386000000002,10.510337000000003,10.728312000000003,11.208616000000003,11.493630000000003,12.611004000000003,12.997697000000002,13.371871000000002,13.661970000000002,13.972277000000002,14.235756000000002,14.429247000000002,14.802237000000002,15.147647000000001,15.802095000000001,16.473694000000002,18.256598,18.445734,18.861046,19.195269000000003,19.551371000000003,19.892176000000003,20.254728000000004,20.706977000000002,20.978602000000002,21.581548,22.113029,22.728022,23.215919,23.581274999999998,23.758703999999998,24.325037,24.794369999999997,25.283914999999997,25.967722999999996,26.424491999999997,26.806224999999998,27.582238999999998,29.345226999999998,29.847281,30.110944,30.396618
73-2805739,,0,0.30035500000000004,0.75234,1.253116,1.7755859999999999,2.1288799999999997,2.362538,2.949219,3.093345,3.438436,3.808,4.121778,4.571777,4.980503,5.4492769999999995,5.854476999999999,6.185772999999999,6.548495999999999,6.862492,7.324408,7.568494,7.8677,8.173617,8.438459,8.678964,8.956055000000001,9.191796,9.434962,9.590703000000001,9.971013000000001,10.182964000000002,10.400939000000001,10.881243000000001,11.166257000000002,12.283631000000002,12.670324,13.044498,13.334597,13.644904,13.908383,14.101874,14.474864,14.820274,15.474722,16.146321,17.929225,18.118361,18.533673,18.867896000000002,19.223998,19.564803,19.927355000000002,20.379604,20.651229,21.254175,21.785656,22.400648999999998,22.888545999999998,23.253901999999997,23.431330999999997,23.997663999999997,24.466996999999996,24.956541999999995,25.640349999999994,26.097118999999996,26.478851999999996,27.254865999999996,29.017853999999996,29.519907999999997,29.783571,30.069245
74-2800372,,,0,0.451985,0.952761,1.475231,1.828525,2.062183,2.648864,2.79299,3.138081,3.507645,3.8214230000000002,4.271422,4.680148,5.148922,5.554122,5.885418,6.2481409999999995,6.562137,7.024053,7.268139000000001,7.567345,7.873262,8.138104,8.378609,8.655700000000001,8.891441,9.134607,9.290348000000002,9.670658000000001,9.882609000000002,10.100584000000001,10.580888000000002,10.865902000000002,11.983276000000002,12.369969000000001,12.744143000000001,13.034242,13.344549,13.608028000000001,13.801519,14.174509,14.519919,15.174367,15.845966,17.62887,17.818006,18.233318,18.567541000000002,18.923643000000002,19.264448,19.627000000000002,20.079249,20.350874,20.95382,21.485301,22.100293999999998,22.588191,22.953546999999997,23.130975999999997,23.697308999999997,24.166641999999996,24.656186999999996,25.339994999999995,25.796763999999996,26.178496999999997,26.954510999999997,28.717498999999997,29.219552999999998,29.483216,29.76889
75-2800317,,,,0,0.500776,1.0232459999999999,1.3765399999999999,1.6101979999999998,2.196879,2.341005,2.686096,3.05566,3.369438,3.819437,4.228163,4.696937,5.102137,5.433433,5.796156,6.110152,6.572068,6.816154,7.11536,7.421277,7.686119,7.9266239999999994,8.203714999999999,8.439456,8.682622,8.838363000000001,9.218673,9.430624000000002,9.648599,10.128903000000001,10.413917000000001,11.531291000000001,11.917984,12.292158,12.582257,12.892564,13.156043,13.349534,13.722524,14.067934,14.722382,15.393981,17.176885,17.366021,17.781333,18.115556,18.471658,18.812463,19.175015000000002,19.627264,19.898889,20.501835,21.033316,21.648308999999998,22.136205999999998,22.501561999999996,22.678990999999996,23.245323999999997,23.714656999999995,24.204201999999995,24.888009999999994,25.344778999999996,25.726511999999996,26.502525999999996,28.265513999999996,28.767567999999997,29.031231,29.316905
76-2804990,,,,,0,0.52247,0.875764,1.109422,1.696103,1.840229,2.18532,2.554884,2.868662,3.318661,3.7273870000000002,4.196161,4.601361,4.932657,5.29538,5.609376,6.071292,6.315378,6.614584,6.920501,7.185343,7.425847999999999,7.702938999999999,7.938679999999999,8.181845999999998,8.337587,8.717896999999999,8.929848,9.147822999999999,9.628127,9.913141,11.030515,11.417207999999999,11.791381999999999,12.081480999999998,12.391787999999998,12.655266999999998,12.848757999999998,13.221747999999998,13.567157999999997,14.221605999999998,14.893204999999998,16.676108999999997,16.865244999999998,17.280556999999998,17.61478,17.970882,18.311687,18.674239,19.126488,19.398113,20.001058999999998,20.532539999999997,21.147532999999996,21.635429999999996,22.000785999999994,22.178214999999994,22.744547999999995,23.213880999999994,23.703425999999993,24.387233999999992,24.844002999999994,25.225735999999994,26.001749999999994,27.764737999999994,28.266791999999995,28.530454999999996,28.816128999999997
77-2807301,,,,,,0,0.353294,0.586952,1.1736330000000001,1.3177590000000001,1.6628500000000002,2.032414,2.3461920000000003,2.7961910000000003,3.2049170000000005,3.6736910000000003,4.0788910000000005,4.4101870000000005,4.77291,5.086906000000001,5.548822000000001,5.7929080000000015,6.092114000000001,6.398031000000001,6.662873000000001,6.903378000000001,7.180469,7.41621,7.659376,7.815117,8.195427,8.407378000000001,8.625353,9.105657,9.390671000000001,10.508045000000001,10.894738,11.268912,11.559011,11.869318,12.132797,12.326288,12.699278,13.044687999999999,13.699136,14.370735,16.153639,16.342775,16.758087,17.09231,17.448412,17.789217,18.151769,18.604018,18.875643,19.478589,20.01007,20.625062999999997,21.112959999999998,21.478315999999996,21.655744999999996,22.222077999999996,22.691410999999995,23.180955999999995,23.864763999999994,24.321532999999995,24.703265999999996,25.479279999999996,27.242267999999996,27.744321999999997,28.007984999999998,28.293658999999998
78-2806057,,,,,,,0,0.233658,0.820339,0.964465,1.309556,1.67912,1.9928979999999998,2.442897,2.851623,3.320397,3.7255969999999996,4.056893,4.4196159999999995,4.733612,5.1955279999999995,5.439614,5.73882,6.044737,6.309578999999999,6.550083999999999,6.827174999999999,7.062915999999999,7.306081999999998,7.461822999999998,7.842132999999998,8.054083999999998,8.272058999999997,8.752362999999997,9.037376999999998,10.154750999999997,10.541443999999997,10.915617999999997,11.205716999999996,11.516023999999996,11.779502999999997,11.972993999999996,12.345983999999996,12.691393999999995,13.345841999999996,14.017440999999996,15.800344999999997,15.989480999999996,16.404792999999994,16.739015999999996,17.095117999999996,17.435922999999995,17.798474999999996,18.250723999999995,18.522348999999995,19.125294999999994,19.656775999999994,20.271768999999992,20.759665999999992,21.12502199999999,21.30245099999999,21.86878399999999,22.33811699999999,22.82766199999999,23.51146999999999,23.96823899999999,24.34997199999999,25.12598599999999,26.88897399999999,27.39102799999999,27.654690999999993,27.940364999999993
79-2805448,,,,,,,,0,0.586681,0.730807,1.075898,1.445462,1.7592400000000001,2.209239,2.6179650000000003,3.086739,3.4919390000000003,3.8232350000000004,4.185958,4.499954000000001,4.961870000000001,5.205956000000001,5.505162000000001,5.811079000000001,6.075921000000001,6.316426000000001,6.593517,6.829258,7.072424,7.228165,7.608474999999999,7.820425999999999,8.038400999999999,8.518704999999999,8.803719,9.921092999999999,10.307785999999998,10.681959999999998,10.972058999999998,11.282365999999998,11.545844999999998,11.739335999999998,12.112325999999998,12.457735999999997,13.112183999999997,13.783782999999998,15.566686999999998,15.755822999999998,16.171134999999996,16.505357999999998,16.861459999999997,17.202264999999997,17.564816999999998,18.017065999999996,18.288690999999996,18.891636999999996,19.423117999999995,20.038110999999994,20.526007999999994,20.891363999999992,21.068792999999992,21.635125999999993,22.10445899999999,22.59400399999999,23.27781199999999,23.73458099999999,24.116313999999992,24.892327999999992,26.655315999999992,27.157369999999993,27.421032999999994,27.706706999999994
80-2803067,,,,,,,,,0,0.144126,0.489217,0.858781,1.1725590000000001,1.6225580000000002,2.0312840000000003,2.500058,2.905258,3.236554,3.599277,3.913273,4.375189,4.619275,4.918481,5.224398,5.48924,5.729744999999999,6.006836,6.242577,6.485742999999999,6.641483999999999,7.021793999999999,7.233744999999999,7.451719999999999,7.932023999999999,8.217037999999999,9.334411999999999,9.721104999999998,10.095278999999998,10.385377999999998,10.695684999999997,10.959163999999998,11.152654999999998,11.525644999999997,11.871054999999997,12.525502999999997,13.197101999999997,14.980005999999998,15.169141999999997,15.584453999999997,15.918676999999997,16.274779,16.615584,16.978136,17.430384999999998,17.702009999999998,18.304955999999997,18.836436999999997,19.451429999999995,19.939326999999995,20.304682999999994,20.482111999999994,21.048444999999994,21.517777999999993,22.007322999999992,22.69113099999999,23.147899999999993,23.529632999999993,24.305646999999993,26.068634999999993,26.570688999999994,26.834351999999996,27.120025999999996
81-2803040,,,,,,,,,,0,0.345091,0.714655,1.0284330000000002,1.4784320000000002,1.8871580000000003,2.355932,2.761132,3.092428,3.455151,3.769147,4.231063,4.475149,4.774355,5.080272,5.345114,5.5856189999999994,5.86271,6.098451,6.341616999999999,6.497357999999999,6.877667999999999,7.089618999999999,7.307593999999999,7.787897999999999,8.072911999999999,9.190285999999999,9.576978999999998,9.951152999999998,10.241251999999998,10.551558999999997,10.815037999999998,11.008528999999998,11.381518999999997,11.726928999999997,12.381376999999997,13.052975999999997,14.835879999999998,15.025015999999997,15.440327999999997,15.774550999999997,16.130653,16.471458,16.83401,17.286258999999998,17.557883999999998,18.160829999999997,18.692310999999997,19.307303999999995,19.795200999999995,20.160556999999994,20.337985999999994,20.904318999999994,21.373651999999993,21.863196999999992,22.54700499999999,23.003773999999993,23.385506999999993,24.161520999999993,25.924508999999993,26.426562999999994,26.690225999999996,26.975899999999996
