순번_정류장ID,1-2805021,2-2802489,3-2804973,4-2802499,5-2802369,6-2802529,7-2802536,8-2802533,9-2802496,10-2803039,11-2803037,12-2802619,13-2802902,14-2802621,15-2803274,16-2803264,17-2803251,18-2803242,19-2803231,20-2803229
1-2805021,0,0.186426,0.39337,0.580492,0.7607470000000001,0.9515210000000001,1.4084590000000001,2.021402,2.786045,3.15892,4.7353320000000005,5.250852,5.581401,5.9378269999999995,6.3662399999999995,6.683896999999999,6.915062999999999,7.452991999999999,7.6890279999999995,8.326965999999999
2-2802489,,0,0.20694400000000002,0.394066,0.5743210000000001,0.7650950000000001,1.2220330000000001,1.8349760000000002,2.599619,2.972494,4.548906000000001,5.064426000000001,5.3949750000000005,5.751401,6.179814,6.497471,6.728637,7.266566,7.502602,8.14054
3-2804973,,,0,0.187122,0.367377,0.5581510000000001,1.0150890000000001,1.6280320000000001,2.392675,2.76555,4.3419620000000005,4.857482000000001,5.1880310000000005,5.544457,5.97287,6.290527,6.521693,7.059622,7.295658,7.9335960000000005
4-2802499,,,,0,0.180255,0.371029,0.827967,1.4409100000000001,2.205553,2.578428,4.15484,4.6703600000000005,5.000909,5.357335,5.785748,6.1034049999999995,6.3345709999999995,6.8725,7.108536,7.746474
5-2802369,,,,,0,0.190774,0.6477120000000001,1.260655,2.0252980000000003,2.3981730000000003,3.9745850000000003,4.490105,4.820653999999999,5.177079999999999,5.605492999999999,5.923149999999999,6.154315999999999,6.692244999999999,6.928280999999999,7.566218999999999
6-2802529,,,,,,0,0.456938,1.069881,1.834524,2.207399,3.783811,4.2993310000000005,4.62988,4.986306,5.414719,5.7323759999999995,5.9635419999999995,6.501471,6.737507,7.375445
7-2802536,,,,,,,0,0.612943,1.377586,1.750461,3.326873,3.842393,4.172942,4.529368,4.957781,5.275437999999999,5.506603999999999,6.0445329999999995,6.280569,6.918507
8-2802533,,,,,,,,0,0.7646430000000001,1.137518,2.7139300000000004,3.2294500000000004,3.5599990000000004,3.9164250000000003,4.344838,4.662495,4.893661,5.43159,5.667626,6.305564
9-2802496,,,,,,,,,0,0.372875,1.9492870000000002,2.4648070000000004,2.7953560000000004,3.1517820000000003,3.5801950000000002,3.8978520000000003,4.129018,4.666947,4.902983000000001,5.540921000000001
10-2803039,,,,,,,,,,0,1.5764120000000001,2.091932,2.422481,2.778907,3.2073199999999997,3.524977,3.756143,4.294072,4.530108,5.168046
11-2803037,,,,,,,,,,,0,0.51552,0.846069,1.2024949999999999,1.6309079999999998,1.9485649999999999,2.179731,2.71766,2.953696,3.591634
12-2802619,,,,,,,,,,,,0,0.330549,0.686975,1.115388,1.4330450000000001,1.664211,2.20214,2.438176,3.076114
13-2802902,,,,,,,,,,,,,0,0.356426,0.7848390000000001,1.1024960000000001,1.3336620000000001,1.871591,2.107627,2.745565
14-2802621,,,,,,,,,,,,,,0,0.428413,0.74607,0.977236,1.515165,1.751201,2.389139
15-2803274,,,,,,,,,,,,,,,0,0.317657,0.5488230000000001,1.0867520000000002,1.322788,1.9607260000000002
16-2803264,,,,,,,,,,,,,,,,0,0.23116599999999998,0.769095,1.005131,1.6430690000000001
17-2803251,,,,,,,,,,,,,,,,,0,0.537929,0.773965,1.4119030000000001
18-2803242,,,,,,,,,,,,,,,,,,0,0.23603600000000002,0.873974
19-2803231,,,,,,,,,,,,,,,,,,,0,0.637938
20-2803229,,,,,,,,,,,,,,,,,,,,0
