순번_정류장ID,1-2802586,2-2802584,3-2802349,4-2802577,5-2802581,6-2802373,7-2802336,8-2802338,9-2802342,10-2805685,11-2805683,12-2807364,13-2802320,14-2802310,15-2802302,16-2805667,17-2801818,18-2802261,19-2802258,20-2802238,21-2802226,22-2802222,23-2802192,24-2802175,25-2801848,26-2802181,27-2802178,28-2802797,29-2802795,30-2802787,31-2802771,32-2802758,33-2802714,34-2802696,35-2802012,36-2806038,37-2801801,38-2801793,39-2801770,40-2801762,41-2800774,42-2800762,43-2800736,44-2800728,45-2800710,46-2800705,47-2800703,48-2800699,49-2800712,50-2800691,51-2800684,52-2800676,53-2800667,54-2800657,55-2800653,56-2800335,57-2800638,58-2800628,59-2804911,60-2807266,61-2806215,62-2807461,63-2806729,64-2806731,65-2805743,66-2804896,67-2805037,68-2805221,69-2806688,70-2806689,71-2800722,72-2800317,73-2800369,74-2800373
1-2802586,0,0.22202,0.320453,0.537365,0.704395,1.248925,2.094632,2.367775,2.837871,3.1287079999999996,3.4682649999999997,4.141655999999999,4.795946999999999,5.369756999999999,5.699252999999999,6.278650999999999,6.610309999999999,7.317301999999999,7.749998999999999,8.418095999999998,8.701005999999998,9.154669999999998,10.785062999999997,11.828616999999998,12.093893999999997,12.424360999999998,12.834004999999998,13.060151999999997,13.258835999999997,13.467117999999997,13.755810999999998,13.998910999999998,14.542524999999998,14.886046999999998,15.484762999999997,15.686014999999998,16.04769,16.298597,16.847527,17.224453,17.867172,18.199649,18.709575,18.882605,19.071711,19.148103,19.586754,19.991877,20.562579999999997,20.963288999999996,21.203491999999997,21.516375999999998,21.856426999999996,22.028957999999996,22.324239999999996,22.707946999999997,22.922800999999996,23.199870999999995,23.445302999999996,23.642465999999995,24.592162999999996,25.078250999999995,25.434993999999996,25.822393999999996,26.185122999999997,26.438601,26.745298,26.986603,28.877084,29.41839,29.901556,30.821379,31.253631,31.698489
2-2802584,,0,0.098433,0.315345,0.482375,1.0269050000000002,1.8726120000000002,2.1457550000000003,2.615851,2.906688,3.246245,3.919636,4.573927,5.147737,5.477233,6.056631,6.3882900000000005,7.095282,7.527979,8.196076,8.478985999999999,8.932649999999999,10.563042999999999,11.606596999999999,11.871873999999998,12.202340999999999,12.611984999999999,12.838131999999998,13.036815999999998,13.245097999999999,13.533790999999999,13.776890999999999,14.320504999999999,14.664026999999999,15.262742999999999,15.463994999999999,15.825669999999999,16.076577,16.625507,17.002433,17.645152,17.977629,18.487555,18.660585,18.849691,18.926083,19.364734,19.769857,20.340559999999996,20.741268999999996,20.981471999999997,21.294355999999997,21.634406999999996,21.806937999999995,22.102219999999996,22.485926999999997,22.700780999999996,22.977850999999994,23.223282999999995,23.420445999999995,24.370142999999995,24.856230999999994,25.212973999999996,25.600373999999995,25.963102999999997,26.216580999999998,26.523277999999998,26.764583,28.655064,29.196369999999998,29.679536,30.599359,31.031610999999998,31.476468999999998
3-2802349,,,0,0.216912,0.383942,0.9284720000000001,1.7741790000000002,2.0473220000000003,2.517418,2.808255,3.147812,3.821203,4.475494,5.049304,5.3788,5.958198,6.2898570000000005,6.996849,7.429546,8.097643,8.380552999999999,8.834216999999999,10.464609999999999,11.508163999999999,11.773440999999998,12.103907999999999,12.513551999999999,12.739698999999998,12.938382999999998,13.146664999999999,13.435357999999999,13.678458,14.222071999999999,14.565593999999999,15.164309999999999,15.365561999999999,15.727236999999999,15.978143999999999,16.527074,16.904,17.546719,17.879196,18.389122,18.562152,18.751258,18.82765,19.266301,19.671424,20.242126999999996,20.642835999999996,20.883038999999997,21.195922999999997,21.535973999999996,21.708504999999995,22.003786999999996,22.387493999999997,22.602347999999996,22.879417999999994,23.124849999999995,23.322012999999995,24.271709999999995,24.757797999999994,25.114540999999996,25.501940999999995,25.864669999999997,26.118147999999998,26.424844999999998,26.66615,28.556631,29.097936999999998,29.581103,30.500926,30.933177999999998,31.378035999999998
4-2802577,,,,0,0.16702999999999998,0.7115600000000001,1.557267,1.8304099999999999,2.300506,2.591343,2.9309000000000003,3.6042910000000004,4.2585820000000005,4.8323920000000005,5.161888,5.7412860000000006,6.072945000000001,6.779937,7.212634,7.880731000000001,8.163641,8.617305,10.247698,11.291252,11.556529,11.886996,12.29664,12.522787,12.721471,12.929753,13.218446,13.461546,14.00516,14.348682,14.947398,15.14865,15.510325,15.761232,16.310162,16.687088,17.329807,17.662284,18.17221,18.34524,18.534346,18.610737999999998,19.049388999999998,19.454511999999998,20.025214999999996,20.425923999999995,20.666126999999996,20.979010999999996,21.319061999999995,21.491592999999995,21.786874999999995,22.170581999999996,22.385435999999995,22.662505999999993,22.907937999999994,23.105100999999994,24.054797999999995,24.540885999999993,24.897628999999995,25.285028999999994,25.647757999999996,25.901235999999997,26.207932999999997,26.449237999999998,28.339719,28.881024999999998,29.364190999999998,30.284014,30.716265999999997,31.161123999999997
5-2802581,,,,,0,0.5445300000000001,1.390237,1.6633799999999999,2.133476,2.4243129999999997,2.76387,3.437261,4.091552,4.665362,4.994858,5.574256,5.905915,6.612907,7.045604,7.713701,7.996611000000001,8.450275000000001,10.080668000000001,11.124222000000001,11.389499,11.719966000000001,12.129610000000001,12.355757,12.554441,12.762723000000001,13.051416000000001,13.294516000000002,13.838130000000001,14.181652000000001,14.780368000000001,14.981620000000001,15.343295000000001,15.594202000000001,16.143132,16.520058000000002,17.162777000000002,17.495254000000003,18.005180000000003,18.178210000000004,18.367316000000002,18.443708,18.882359,19.287482,19.858185,20.258893999999998,20.499097,20.811981,21.152032,21.324562999999998,21.619844999999998,22.003552,22.218405999999998,22.495475999999996,22.740907999999997,22.938070999999997,23.887767999999998,24.373855999999996,24.730598999999998,25.117998999999998,25.480728,25.734206,26.040903,26.282208,28.172689000000002,28.713995,29.197161,30.116984000000002,30.549236,30.994094
6-2802373,,,,,,0,0.845707,1.11885,1.588946,1.879783,2.21934,2.892731,3.547022,4.120832,4.450328,5.029726,5.361385,6.068377,6.501074,7.169171,7.452081000000001,7.9057450000000005,9.536138000000001,10.579692000000001,10.844969,11.175436000000001,11.585080000000001,11.811227,12.009911,12.218193000000001,12.506886000000002,12.749986000000002,13.293600000000001,13.637122000000002,14.235838000000001,14.437090000000001,14.798765000000001,15.049672000000001,15.598602000000001,15.975528,16.618247,16.950724,17.46065,17.633680000000002,17.822786,17.899178,18.337829,18.742952,19.313654999999997,19.714363999999996,19.954566999999997,20.267450999999998,20.607501999999997,20.780032999999996,21.075314999999996,21.459021999999997,21.673875999999996,21.950945999999995,22.196377999999996,22.393540999999995,23.343237999999996,23.829325999999995,24.186068999999996,24.573468999999996,24.936197999999997,25.189676,25.496373,25.737678,27.628159,28.169465,28.652631,29.572454,30.004706,30.449564
7-2802336,,,,,,,0,0.27314299999999997,0.743239,1.034076,1.3736329999999999,2.047024,2.701315,3.275125,3.604621,4.184019,4.515678,5.22267,5.655367,6.323464,6.606374000000001,7.0600380000000005,8.690431,9.733985,9.999262,10.329729,10.739373,10.96552,11.164204,11.372486,11.661179,11.904279,12.447893,12.791415,13.390131,13.591383,13.953058,14.203965,14.752895,15.129821,15.77254,16.105017,16.614943,16.787973,16.977079,17.053471,17.492122,17.897244999999998,18.467948,18.868657,19.10886,19.421744,19.761795,19.934326,20.229608,20.613315,20.828169,21.105238999999997,21.350671,21.547833999999998,22.497531,22.983618999999997,23.340362,23.727762,24.090491,24.343969,24.650666,24.891971,26.782452000000003,27.323758,27.806924000000002,28.726747000000003,29.158999,29.603857
8-2802338,,,,,,,,0,0.470096,0.7609330000000001,1.1004900000000002,1.7738810000000003,2.428172,3.001982,3.3314779999999997,3.9108759999999996,4.242534999999999,4.949526999999999,5.382223999999999,6.050320999999999,6.333231,6.7868949999999995,8.417288,9.460842,9.726118999999999,10.056586,10.46623,10.692376999999999,10.891060999999999,11.099343,11.388036,11.631136,12.17475,12.518272,13.116988,13.31824,13.679915,13.930822,14.479752,14.856677999999999,15.499396999999998,15.831874,16.3418,16.51483,16.703936,16.780327999999997,17.218978999999997,17.624101999999997,18.194804999999995,18.595513999999994,18.835716999999995,19.148600999999996,19.488651999999995,19.661182999999994,19.956464999999994,20.340171999999995,20.555025999999994,20.832095999999993,21.077527999999994,21.274690999999994,22.224387999999994,22.710475999999993,23.067218999999994,23.454618999999994,23.817347999999996,24.070825999999997,24.377522999999997,24.618827999999997,26.509309,27.050614999999997,27.533780999999998,28.453604,28.885855999999997,29.330713999999997
9-2802342,,,,,,,,,0,0.290837,0.630394,1.303785,1.958076,2.531886,2.861382,3.4407799999999997,3.772439,4.479431,4.912128,5.580225,5.863135000000001,6.3167990000000005,7.947192,8.990746,9.256022999999999,9.58649,9.996134,10.222280999999999,10.420964999999999,10.629247,10.91794,11.16104,11.704654,12.048176,12.646892,12.848144,13.209819,13.460726,14.009656,14.386581999999999,15.029300999999998,15.361778,15.871704,16.044734,16.233839999999997,16.310231999999996,16.748882999999996,17.154005999999995,17.724708999999997,18.125417999999996,18.365620999999997,18.678504999999998,19.018555999999997,19.191086999999996,19.486368999999996,19.870075999999997,20.084929999999996,20.361999999999995,20.607431999999996,20.804594999999996,21.754291999999996,22.240379999999995,22.597122999999996,22.984522999999996,23.347251999999997,23.60073,23.907427,24.148732,26.039213,26.580519,27.063685,27.983508,28.41576,28.860618
10-2805685,,,,,,,,,,0,0.339557,1.012948,1.667239,2.241049,2.570545,3.149943,3.481602,4.188594,4.621291,5.289388000000001,5.572298000000001,6.025962000000001,7.6563550000000005,8.699909,8.965186,9.295653,9.705297,9.931443999999999,10.130128,10.33841,10.627103,10.870203,11.413817,11.757339,12.356055,12.557307,12.918982,13.169889,13.718819,14.095744999999999,14.738463999999999,15.070941,15.580867,15.753897,15.943003000000001,16.019395,16.458046,16.863169,17.433872,17.834581,18.074784,18.387668,18.727719,18.90025,19.195532,19.579239,19.794093,20.071163,20.316595,20.513758,21.463455,21.949543,22.306286,22.693686,23.056415,23.309893000000002,23.616590000000002,23.857895000000003,25.748376000000004,26.289682000000003,26.772848000000003,27.692671000000004,28.124923000000003,28.569781000000003
