순번_정류장ID,45-2803594,46-2805989,47-2805990,48-2801012,49-2801023,50-2801031,51-2801040,52-2801052,53-2801073,54-2800857,55-2800855,56-2800853,57-2800851,58-2805991,59-2805932,60-2806000,61-2801156,62-2806243,63-2806241,64-2806215,65-2806633,66-2805743,67-2804896,68-2805037,69-2804894,70-2805053,71-2804947,72-2806520,73-2804948,74-2805414,75-2805250,76-2805842,77-2805498,78-2805576,79-2806903,80-2806682,81-2806680,82-2806602,83-2806683,84-2806160,85-2806190,86-2807032,87-2800319,88-2806684,89-2806685,90-2805529,91-2805760,92-2805761,93-2805339
45-2803594,0,0.30182800000000004,0.731705,0.903687,1.142569,1.30372,1.508927,2.1348659999999997,2.859438,3.098451,3.414713,3.872077,4.388092,4.87103,5.038791,5.309691,5.7317599999999995,6.521596,6.879407,7.489134,8.645992,9.056094,9.309572,9.616268999999999,10.012457,10.319517,10.526223,10.812564,11.014596000000001,11.618538000000001,11.942241000000001,12.396965000000002,12.694578000000002,13.049573000000002,13.408086000000003,13.682919000000002,14.009883000000002,14.224318000000002,16.123341000000003,17.431564,19.004416000000003,19.279729000000003,20.722703000000003,21.846446000000004,22.559934000000005,23.922365000000006,24.313294000000006,24.599309000000005,24.843573000000006
46-2805989,,0,0.42987700000000006,0.601859,0.8407410000000001,1.001892,1.207099,1.833038,2.55761,2.796623,3.112885,3.570249,4.086264,4.569202,4.736962999999999,5.0078629999999995,5.429931999999999,6.219767999999999,6.577578999999999,7.1873059999999995,8.344164,8.754266,9.007743999999999,9.314440999999999,9.710628999999999,10.017688999999999,10.224395,10.510736,10.712768,11.31671,11.640413,12.095137000000001,12.392750000000001,12.747745000000002,13.106258000000002,13.381091000000001,13.708055000000002,13.922490000000002,15.821513000000001,17.129736,18.702588000000002,18.977901000000003,20.420875000000002,21.544618000000003,22.258106000000005,23.620537000000006,24.011466000000006,24.297481000000005,24.541745000000006
47-2805990,,,0,0.171982,0.410864,0.5720149999999999,0.777222,1.4031609999999999,2.127733,2.366746,2.683008,3.140372,3.656387,4.139325,4.307086,4.577986,5.000055,5.789891,6.147702,6.757429,7.914287,8.324389,8.577867,8.884564,9.280752,9.587812,9.794518,10.080859,10.282891,10.886833,11.210536,11.66526,11.962873,12.317868,12.676381000000001,12.951214,13.278178,13.492613,15.391636,16.699859,18.272711,18.548024,19.990998,21.114741000000002,21.828229000000004,23.190660000000005,23.581589000000005,23.867604000000004,24.111868000000005
48-2801012,,,,0,0.238882,0.40003299999999997,0.60524,1.231179,1.955751,2.194764,2.511026,2.9683900000000003,3.484405,3.967343,4.135104,4.406004,4.828073,5.617909,5.97572,6.585447,7.742305,8.152407,8.405885,8.712582,9.10877,9.41583,9.622536,9.908877,10.110909,10.714851,11.038554,11.493278,11.790891,12.145886,12.504399000000001,12.779232,13.106196,13.320631,15.219654,16.527877,18.100729,18.376042,19.819016,20.942759000000002,21.656247000000004,23.018678000000005,23.409607000000005,23.695622000000004,23.939886000000005
49-2801023,,,,,0,0.161151,0.366358,0.992297,1.716869,1.955882,2.272144,2.729508,3.245523,3.728461,3.896222,4.167122,4.589191,5.379027,5.736838,6.346565,7.503423,7.913525,8.167003,8.4737,8.869888,9.176948,9.383654,9.669995,9.872027,10.475969,10.799672,11.254396,11.552009,11.907004,12.265517000000001,12.54035,12.867314,13.081749,14.980772,16.288995,17.861847,18.13716,19.580134,20.703877000000002,21.417365000000004,22.779796000000005,23.170725000000004,23.456740000000003,23.701004000000005
50-2801031,,,,,,0,0.20520700000000003,0.831146,1.5557180000000002,1.794731,2.110993,2.5683570000000002,3.084372,3.56731,3.735071,4.005971,4.428039999999999,5.2178759999999995,5.575686999999999,6.185414,7.3422719999999995,7.752374,8.005851999999999,8.312548999999999,8.708737,9.015797,9.222503,9.508844,9.710875999999999,10.314817999999999,10.638520999999999,11.093245,11.390858,11.745853,12.104366,12.379199,12.706163,12.920598,14.819621,16.127844,17.700696,17.976009,19.418983,20.542726000000002,21.256214000000003,22.618645000000004,23.009574000000004,23.295589000000003,23.539853000000004
51-2801040,,,,,,,0,0.625939,1.350511,1.589524,1.905786,2.36315,2.879165,3.362103,3.529864,3.800764,4.222833,5.012669,5.37048,5.980207,7.137065,7.547167,7.800645,8.107342000000001,8.503530000000001,8.810590000000001,9.017296000000002,9.303637000000002,9.505669000000001,10.109611000000001,10.433314000000001,10.888038000000002,11.185651000000002,11.540646000000002,11.899159000000003,12.173992000000002,12.500956000000002,12.715391000000002,14.614414000000002,15.922637000000002,17.495489000000003,17.770802000000003,19.213776000000003,20.337519000000004,21.051007000000006,22.413438000000006,22.804367000000006,23.090382000000005,23.334646000000006
52-2801052,,,,,,,,0,0.724572,0.963585,1.279847,1.737211,2.253226,2.736164,2.903925,3.1748250000000002,3.5968940000000003,4.38673,4.744541,5.354268,6.511126,6.921228,7.1747060000000005,7.481403,7.877591000000001,8.184651,8.391357000000001,8.677698000000001,8.879730000000002,9.483672000000002,9.807375000000002,10.262099000000003,10.559712000000003,10.914707000000003,11.273220000000004,11.548053000000003,11.875017000000003,12.089452000000003,13.988475000000003,15.296698000000003,16.869550000000004,17.144863000000004,18.587837000000004,19.711580000000005,20.425068000000007,21.787499000000007,22.178428000000007,22.464443000000006,22.708707000000008
53-2801073,,,,,,,,,0,0.239013,0.555275,1.012639,1.528654,2.011592,2.179353,2.450253,2.872322,3.662158,4.019969,4.629696,5.786554,6.196656,6.450134,6.756831,7.1530190000000005,7.460079,7.666785,7.953126,8.155158,8.7591,9.082803,9.537527,9.83514,10.190135000000001,10.548648000000002,10.823481000000001,11.150445000000001,11.364880000000001,13.263903,14.572126,16.144978000000002,16.420291000000002,17.863265000000002,18.987008000000003,19.700496000000005,21.062927000000006,21.453856000000005,21.739871000000004,21.984135000000006
54-2800857,,,,,,,,,,0,0.316262,0.773626,1.289641,1.7725790000000001,1.9403400000000002,2.21124,2.633309,3.423145,3.7809559999999998,4.390683,5.547541,5.957643,6.211121,6.517818,6.9140060000000005,7.221066,7.427772,7.714113,7.916145,8.520087,8.84379,9.298514,9.596127000000001,9.951122000000002,10.309635000000002,10.584468000000001,10.911432000000001,11.125867000000001,13.024890000000001,14.333113,15.905965000000002,16.181278000000002,17.624252000000002,18.747995000000003,19.461483000000005,20.823914000000006,21.214843000000005,21.500858000000004,21.745122000000006
55-2800855,,,,,,,,,,,0,0.45736400000000005,0.973379,1.456317,1.6240780000000001,1.894978,2.317047,3.106883,3.4646939999999997,4.074421,5.231279,5.641381,5.894859,6.201556,6.5977440000000005,6.904804,7.11151,7.397851,7.599883,8.203825,8.527528,8.982252,9.279865000000001,9.634860000000002,9.993373000000002,10.268206000000001,10.595170000000001,10.809605000000001,12.708628000000001,14.016851,15.589703,15.865016,17.30799,18.431733,19.145221000000003,20.507652000000004,20.898581000000004,21.184596000000003,21.428860000000004
56-2800853,,,,,,,,,,,,0,0.516015,0.998953,1.166714,1.437614,1.859683,2.6495189999999997,3.0073299999999996,3.6170569999999995,4.773915,5.184017,5.437495,5.744192,6.14038,6.44744,6.654146,6.940487,7.142519,7.746461,8.070164,8.524888,8.822501,9.177496000000001,9.536009000000002,9.810842000000001,10.137806000000001,10.352241000000001,12.251264,13.559487,15.132339000000002,15.407652000000002,16.850626000000002,17.974369000000003,18.687857000000005,20.050288000000005,20.441217000000005,20.727232000000004,20.971496000000005
57-2800851,,,,,,,,,,,,,0,0.48293800000000003,0.650699,0.9215990000000001,1.343668,2.1335040000000003,2.491315,3.101042,4.2579,4.668002,4.921480000000001,5.2281770000000005,5.624365000000001,5.931425000000001,6.1381310000000004,6.424472000000001,6.626504000000001,7.230446000000001,7.554149000000001,8.008873000000001,8.306486000000001,8.661481000000002,9.019994000000002,9.294827000000002,9.621791000000002,9.836226000000002,11.735249000000001,13.043472000000001,14.616324000000002,14.891637000000003,16.334611000000002,17.458354000000003,18.171842000000005,19.534273000000006,19.925202000000006,20.211217000000005,20.455481000000006
58-2805991,,,,,,,,,,,,,,0,0.167761,0.43866099999999997,0.86073,1.650566,2.008377,2.6181039999999998,3.7749619999999995,4.185064,4.438542,4.745239,5.141427,5.448487,5.655193,5.941534,6.143566,6.747508,7.071211,7.525935,7.823548,8.178543,8.537056,8.811888999999999,9.138853,9.353288,11.252310999999999,12.560533999999999,14.133385999999998,14.408698999999999,15.851672999999998,16.975416,17.688904,19.051335,19.442264,19.728279,19.972543
59-2805932,,,,,,,,,,,,,,,0,0.2709,0.692969,1.482805,1.8406159999999998,2.4503429999999997,3.607201,4.017303,4.270781,4.577478,4.973666,5.280726,5.487431999999999,5.773772999999999,5.975804999999999,6.579746999999999,6.903449999999999,7.358173999999999,7.655786999999999,8.010781999999999,8.369295,8.644127999999998,8.971091999999999,9.185526999999999,11.084549999999998,12.392772999999998,13.965625,14.240938,15.683912,16.807655,17.521143000000002,18.883574000000003,19.274503000000003,19.560518000000002,19.804782000000003
60-2806000,,,,,,,,,,,,,,,,0,0.42206899999999997,1.211905,1.5697160000000001,2.179443,3.3363009999999997,3.746403,3.999881,4.306578,4.7027660000000004,5.009826,5.216532,5.502873,5.704905,6.308847,6.63255,7.087274,7.384887,7.739882,8.098395,8.373228,8.700192,8.914627,10.813649999999999,12.121872999999999,13.694724999999998,13.970037999999999,15.413011999999998,16.536755,17.250243,18.612674000000002,19.003603000000002,19.289618,19.533882000000002
61-2801156,,,,,,,,,,,,,,,,,0,0.789836,1.147647,1.757374,2.914232,3.3243340000000003,3.577812,3.8845090000000004,4.280697,4.587757,4.7944629999999995,5.080804,5.282836,5.886778,6.210481,6.665204999999999,6.9628179999999995,7.317812999999999,7.6763259999999995,7.951159,8.278122999999999,8.492557999999999,10.391580999999999,11.699803999999999,13.272655999999998,13.547968999999998,14.990942999999998,16.114686,16.828174,18.190605,18.581534,18.867549,19.111813
62-2806243,,,,,,,,,,,,,,,,,,0,0.357811,0.967538,2.124396,2.534498,2.787976,3.0946730000000002,3.490861,3.797921,4.004627,4.290968,4.493,5.096942,5.420645,5.875369,6.172982,6.527977,6.88649,7.161323,7.488287000000001,7.7027220000000005,9.601745000000001,10.909968000000001,12.48282,12.758133,14.201107,15.32485,16.038338,17.400769,17.791698,18.077713,18.321977
63-2806241,,,,,,,,,,,,,,,,,,,0,0.609727,1.766585,2.1766870000000003,2.430165,2.7368620000000004,3.1330500000000003,3.4401100000000002,3.6468160000000003,3.9331570000000005,4.1351890000000004,4.739131,5.0628340000000005,5.517558,5.815171,6.170166,6.528679,6.8035120000000004,7.130476000000001,7.344911000000001,9.243934000000001,10.552157000000001,12.125009000000002,12.400322000000003,13.843296000000002,14.967039000000002,15.680527000000001,17.042958000000002,17.433887000000002,17.719902,17.964166000000002
