순번_정류장ID,39-2803215,40-2803212,41-2803210,42-2803361,43-2807505,44-2807521,45-2806171,46-2800565,47-2806015,48-2800567,49-2800561,50-2804974,51-2800546,52-2800539,53-2800537,54-2800533,55-2800529,56-2800527,57-2800991,58-2800982,59-2800836,60-2800835,61-2800843,62-2800842,63-2800999,64-2801020,65-2801036,66-2801058,67-2801277,68-2801240,69-2801340,70-2801354,71-2801365,72-2801414,73-2801492,74-2801524,75-2801602,76-2801658,77-2801672,78-2801684,79-2801718,80-2801741,81-2801750,82-2801755,83-2801765,84-2801775,85-2801789
39-2803215,0,1.63838,1.937687,13.227968,22.963304,23.809863,25.300902999999998,25.667310999999998,25.863144,26.686563,28.06982,28.367688,28.656682,29.145075,29.616297999999997,30.036609,30.352432,32.326765,32.609651,32.937759,33.256863,33.764847,34.205361,34.561142000000004,34.89620600000001,35.159474,35.520885,36.66979,36.849005999999996,37.563928,37.920624,38.156988999999996,38.819568999999994,39.55978499999999,39.86035899999999,40.33385699999999,40.92406299999999,41.28619899999999,41.72569399999999,42.20807599999999,42.64264999999999,43.04205899999999,43.42465499999999,43.797412999999985,44.133786999999984,44.37243499999998,44.71735299999998
40-2803212,,0,0.299307,11.589588000000001,21.324924000000003,22.171483000000002,23.662523,24.028931,24.224764,25.048183,26.431440000000002,26.729308000000003,27.018302000000002,27.506695,27.977918,28.398229,28.714052000000002,30.688385000000004,30.971271000000005,31.299379000000005,31.618483000000005,32.126467000000005,32.566981000000006,32.922762000000006,33.25782600000001,33.521094000000005,33.882505,35.03141,35.210626,35.925548,36.282244,36.518609,37.181188999999996,37.92140499999999,38.22197899999999,38.69547699999999,39.28568299999999,39.64781899999999,40.08731399999999,40.56969599999999,41.00426999999999,41.40367899999999,41.78627499999999,42.15903299999999,42.495406999999986,42.734054999999984,43.07897299999998
41-2803210,,,0,11.290281,21.025617,21.872176,23.363216,23.729624,23.925457,24.748876000000003,26.132133000000003,26.430001000000004,26.718995000000003,27.207388,27.678611,28.098922,28.414745000000003,30.389078000000005,30.671964000000006,31.000072000000007,31.319176000000006,31.827160000000006,32.26767400000001,32.62345500000001,32.95851900000001,33.221787000000006,33.583198,34.732103,34.911319,35.626241,35.982937,36.219302,36.881882,37.622097999999994,37.92267199999999,38.39616999999999,38.98637599999999,39.34851199999999,39.78800699999999,40.270388999999994,40.70496299999999,41.10437199999999,41.48696799999999,41.85972599999999,42.19609999999999,42.434747999999985,42.779665999999985
42-2803361,,,,0,9.735336,10.581895,12.072935,12.439343,12.635176,13.458594999999999,14.841852,15.139719999999999,15.428714,15.917107,16.38833,16.808641,17.124464000000003,19.098797000000005,19.381683000000006,19.709791000000006,20.028895000000006,20.536879000000006,20.977393000000006,21.333174000000007,21.668238000000006,21.931506000000006,22.292917000000006,23.441822000000005,23.621038000000006,24.335960000000007,24.692656000000007,24.929021000000006,25.591601000000004,26.331817000000004,26.632391000000005,27.105889000000005,27.696095000000003,28.058231000000003,28.497726000000004,28.980108000000005,29.414682000000006,29.814091000000005,30.196687000000004,30.569445000000005,30.905819000000005,31.144467000000006,31.489385000000006
43-2807505,,,,,0,0.8465590000000001,2.337599,2.704007,2.8998399999999998,3.7232589999999997,5.106515999999999,5.404383999999999,5.693377999999999,6.1817709999999995,6.652994,7.0733049999999995,7.3891279999999995,9.363461,9.646346999999999,9.974454999999999,10.293558999999998,10.801542999999999,11.242056999999999,11.597838,11.932901999999999,12.196169999999999,12.557580999999999,13.706485999999998,13.885701999999998,14.600623999999998,14.957319999999998,15.193684999999997,15.856264999999997,16.596480999999997,16.897054999999998,17.370552999999997,17.960758999999996,18.322894999999995,18.762389999999996,19.244771999999998,19.679346,20.078754999999997,20.461350999999997,20.834108999999998,21.170482999999997,21.409131,21.754049
44-2807521,,,,,,0,1.49104,1.857448,2.053281,2.8767,4.259957,4.557825,4.846819,5.335212,5.8064350000000005,6.226746,6.542569,8.516902,8.799788,9.127896,9.447,9.954984,10.395498,10.751279,11.086343,11.349611,11.711022,12.859926999999999,13.039143,13.754064999999999,14.110760999999998,14.347125999999998,15.009705999999998,15.749921999999998,16.050496,16.523994,17.114199999999997,17.476335999999996,17.915830999999997,18.398213,18.832787,19.232196,19.614791999999998,19.98755,20.323923999999998,20.562572,20.90749
45-2806171,,,,,,,0,0.366408,0.562241,1.3856600000000001,2.768917,3.066785,3.355779,3.844172,4.315395,4.7357059999999995,5.0515289999999995,7.025862,7.3087480000000005,7.636856000000001,7.955960000000001,8.463944000000001,8.904458000000002,9.260239000000002,9.595303000000001,9.858571000000001,10.219982000000002,11.368887,11.548103000000001,12.263025,12.619721,12.856086,13.518666,14.258882,14.559455999999999,15.032953999999998,15.623159999999999,15.985295999999998,16.424791,16.907173,17.341747,17.741156,18.123752,18.49651,18.832884,19.071532,19.41645
46-2800565,,,,,,,,0,0.19583299999999998,1.019252,2.4025090000000002,2.700377,2.9893710000000002,3.477764,3.948987,4.369298,4.685121,6.659454,6.942340000000001,7.270448000000001,7.589552000000001,8.097536000000002,8.538050000000002,8.893831000000002,9.228895000000001,9.492163000000001,9.853574000000002,11.002479000000001,11.181695000000001,11.896617,12.253313,12.489678,13.152258,13.892474,14.193048,14.666545999999999,15.256751999999999,15.618887999999998,16.058383,16.540765,16.975339,17.374748,17.757344,18.130102,18.466476,18.705124,19.050042
47-2806015,,,,,,,,,0,0.823419,2.206676,2.5045439999999997,2.793538,3.2819309999999997,3.7531539999999994,4.173464999999999,4.489287999999999,6.463621,6.746507,7.0746150000000005,7.393719000000001,7.901703000000001,8.342217000000002,8.697998000000002,9.033062000000001,9.296330000000001,9.657741000000001,10.806646,10.985862000000001,11.700784,12.05748,12.293845,12.956425,13.696641,13.997214999999999,14.470712999999998,15.060918999999998,15.423054999999998,15.862549999999999,16.344932,16.779506,17.178915,17.561511,17.934269,18.270643,18.509291,18.854209
48-2800567,,,,,,,,,,0,1.383257,1.681125,1.970119,2.458512,2.929735,3.350046,3.665869,5.640202,5.923088000000001,6.251196000000001,6.570300000000001,7.078284000000002,7.518798000000002,7.874579000000002,8.209643000000002,8.472911000000002,8.834322000000002,9.983227000000001,10.162443000000001,10.877365000000001,11.234061,11.470426,12.133006,12.873222,13.173796,13.647293999999999,14.237499999999999,14.599635999999999,15.039130999999998,15.521512999999997,15.956086999999997,16.355495999999995,16.738091999999995,17.110849999999996,17.447223999999995,17.685871999999996,18.030789999999996
