순번_정류장ID,30-2807234,31-2806248,32-2807551,33-2803211,34-2804850,35-2803212,36-2803210,37-2803361,38-2807599,39-2804421,40-2803623,41-2802601,42-2802361,43-2802598,44-2802344,45-2805735,46-2805279,47-2803800,48-2804957,49-2801820,50-2802259,51-2801827,52-2801825,53-2801858,54-2802120,55-2802007,56-2801967,57-2801974,58-2801955,59-2803543
30-2807234,0,0.368709,10.523645,14.838363000000001,17.982627,18.43605,20.074430000000003,20.373737000000002,29.730204,46.711809,47.015567000000004,47.47957400000001,47.884589000000005,48.83104000000001,52.602174000000005,55.361622000000004,55.877503000000004,56.539241000000004,57.16950800000001,57.686468000000005,58.172799000000005,58.88046800000001,59.10676900000001,61.040451000000004,63.83274900000001,64.845099,65.877493,66.607971,67.406844,68.941426
31-2806248,,0,10.154936,14.469653999999998,17.613917999999998,18.067341,19.705721,20.005028,29.361494999999998,46.34309999999999,46.646857999999995,47.110865,47.515879999999996,48.462331,52.233464999999995,54.992912999999994,55.508793999999995,56.170531999999994,56.800799,57.317758999999995,57.804089999999995,58.511759,58.73806,60.671741999999995,63.46404,64.47639,65.50878399999999,66.239262,67.038135,68.572717
32-2807551,,,0,4.314718,7.458982,7.912405,9.550785,9.850092,19.206559,36.188164,36.491922,36.955929000000005,37.360944,38.30739500000001,42.078529,44.837977,45.353858,46.015596,46.645863000000006,47.162823,47.649154,48.356823000000006,48.583124000000005,50.516806,53.309104000000005,54.321454,55.353848,56.084326,56.883199,58.417781
33-2803211,,,,0,3.1442639999999997,3.5976869999999996,5.236066999999999,5.535373999999999,14.891841,31.873445999999998,32.177203999999996,32.641211,33.046226,33.992677,37.763811,40.523258999999996,41.039139999999996,41.700877999999996,42.331145,42.848105,43.334436,44.042105,44.268406,46.202087999999996,48.994386,50.006736,51.03913,51.769608,52.568481,54.103063
34-2804850,,,,,0,0.45342299999999996,2.091803,2.3911100000000003,11.747577,28.729181999999998,29.032939999999996,29.496946999999995,29.901961999999994,30.848412999999994,34.61954699999999,37.37899499999999,37.89487599999999,38.55661399999999,39.18688099999999,39.70384099999999,40.19017199999999,40.89784099999999,41.12414199999999,43.05782399999999,45.85012199999999,46.86247199999999,47.89486599999999,48.62534399999999,49.42421699999999,50.95879899999999
35-2803212,,,,,,0,1.63838,1.937687,11.294154,28.275759,28.579517,29.043523999999998,29.448538999999997,30.394989999999996,34.166123999999996,36.925571999999995,37.441452999999996,38.103190999999995,38.733458,39.250417999999996,39.736748999999996,40.444418,40.670719,42.604400999999996,45.396699,46.409048999999996,47.44144299999999,48.17192099999999,48.97079399999999,50.50537599999999
36-2803210,,,,,,,0,0.299307,9.655774000000001,26.637379,26.941136999999998,27.405143999999996,27.810158999999995,28.756609999999995,32.52774399999999,35.28719199999999,35.80307299999999,36.46481099999999,37.095077999999994,37.61203799999999,38.09836899999999,38.806037999999994,39.03233899999999,40.96602099999999,43.75831899999999,44.77066899999999,45.803062999999995,46.53354099999999,47.33241399999999,48.86699599999999
37-2803361,,,,,,,,0,9.356467,26.338071999999997,26.641829999999995,27.105836999999994,27.510851999999993,28.457302999999992,32.22843699999999,34.98788499999999,35.50376599999999,36.16550399999999,36.795770999999995,37.31273099999999,37.79906199999999,38.506730999999995,38.733031999999994,40.66671399999999,43.459011999999994,44.47136199999999,45.503755999999996,46.234233999999994,47.033106999999994,48.567688999999994
38-2807599,,,,,,,,,0,16.981605,17.285362999999997,17.749369999999995,18.154384999999994,19.100835999999994,22.871969999999994,25.631417999999993,26.147298999999993,26.809036999999993,27.439303999999993,27.956263999999994,28.442594999999994,29.150263999999993,29.376564999999992,31.310246999999993,34.10254499999999,35.11489499999999,36.14728899999999,36.877766999999984,37.676639999999985,39.211221999999985
39-2804421,,,,,,,,,,0,0.303758,0.7677649999999999,1.17278,2.119231,5.890364999999999,8.649812999999998,9.165693999999998,9.827431999999998,10.457698999999998,10.974658999999999,11.460989999999999,12.168658999999998,12.394959999999998,14.328641999999997,17.120939999999997,18.13329,19.165684,19.896162,20.695035,22.229617
