순번_정류장ID,1-2803028,2-2803017,3-2803013,4-2803004,5-2802997,6-2802990,7-2802966,8-2802940,9-2802926,10-2802921,11-2802901,12-2802884,13-2802875,14-2802863,15-2802847,16-2802844,17-2802867,18-2802899,19-2802864,20-2802824,21-2802618
1-2803028,0,0.246757,0.49980199999999997,0.730355,0.876547,1.109281,1.490442,1.777046,1.900865,2.052544,2.227951,2.447024,2.587433,2.8441039999999997,3.1031109999999997,3.393172,3.6184019999999997,4.122612999999999,4.724919,4.975841,5.327802
2-2803017,,0,0.25304499999999996,0.483598,0.62979,0.862524,1.243685,1.5302889999999998,1.654108,1.805787,1.9811940000000001,2.200267,2.340676,2.597347,2.856354,3.146415,3.371645,3.8758559999999997,4.478161999999999,4.729083999999999,5.081045
3-2803013,,,0,0.230553,0.376745,0.609479,0.99064,1.277244,1.4010630000000002,1.5527420000000003,1.7281490000000004,1.9472220000000005,2.0876310000000005,2.3443020000000003,2.6033090000000003,2.8933700000000004,3.1186000000000003,3.6228110000000004,4.225117000000001,4.476039000000001,4.828000000000001
4-2803004,,,,0,0.14619200000000002,0.37892600000000004,0.7600870000000001,1.046691,1.1705100000000002,1.3221890000000003,1.4975960000000004,1.7166690000000004,1.8570780000000005,2.1137490000000003,2.3727560000000003,2.6628170000000004,2.8880470000000003,3.392258,3.994564,4.245486,4.597447
5-2802997,,,,,0,0.23273400000000002,0.6138950000000001,0.900499,1.024318,1.1759970000000002,1.3514040000000003,1.5704770000000003,1.7108860000000004,1.9675570000000002,2.226564,2.5166250000000003,2.741855,3.246066,3.848372,4.0992939999999995,4.451255
6-2802990,,,,,,0,0.381161,0.6677649999999999,0.791584,0.943263,1.11867,1.3377430000000001,1.4781520000000001,1.734823,1.99383,2.283891,2.509121,3.013332,3.615638,3.86656,4.218521
7-2802966,,,,,,,0,0.28660399999999997,0.410423,0.562102,0.737509,0.9565819999999999,1.0969909999999998,1.353662,1.612669,1.90273,2.12796,2.6321709999999996,3.2344769999999996,3.4853989999999997,3.83736
8-2802940,,,,,,,,0,0.12381900000000001,0.275498,0.450905,0.669978,0.810387,1.0670579999999998,1.3260649999999998,1.616126,1.841356,2.345567,2.947873,3.198795,3.5507560000000002
9-2802926,,,,,,,,,0,0.151679,0.327086,0.546159,0.686568,0.9432389999999999,1.202246,1.4923069999999998,1.7175369999999999,2.221748,2.824054,3.074976,3.426937
10-2802921,,,,,,,,,,0,0.175407,0.39448,0.534889,0.7915599999999999,1.050567,1.3406280000000002,1.5658580000000002,2.070069,2.672375,2.9232970000000003,3.2752580000000004
11-2802901,,,,,,,,,,,0,0.219073,0.35948199999999997,0.616153,0.8751599999999999,1.1652209999999998,1.3904509999999999,1.8946619999999998,2.496968,2.74789,3.099851
12-2802884,,,,,,,,,,,,0,0.14040899999999998,0.39708,0.6560870000000001,0.9461480000000001,1.171378,1.675589,2.277895,2.528817,2.8807780000000003
13-2802875,,,,,,,,,,,,,0,0.256671,0.5156780000000001,0.8057390000000001,1.030969,1.53518,2.137486,2.388408,2.7403690000000003
14-2802863,,,,,,,,,,,,,,0,0.25900700000000004,0.5490680000000001,0.7742980000000002,1.2785090000000001,1.8808150000000001,2.131737,2.4836980000000004
15-2802847,,,,,,,,,,,,,,,0,0.290061,0.515291,1.0195020000000001,1.6218080000000001,1.8727300000000002,2.2246910000000004
16-2802844,,,,,,,,,,,,,,,,0,0.22523,0.729441,1.331747,1.582669,1.93463
17-2802867,,,,,,,,,,,,,,,,,0,0.504211,1.106517,1.3574389999999998,1.7093999999999998
18-2802899,,,,,,,,,,,,,,,,,,0,0.602306,0.853228,1.205189
19-2802864,,,,,,,,,,,,,,,,,,,0,0.250922,0.6028830000000001
20-2802824,,,,,,,,,,,,,,,,,,,,0,0.351961
21-2802618,,,,,,,,,,,,,,,,,,,,,0
