순번_정류장ID,20-2807429,21-2806542,22-2806540,23-2807478,24-2807476,25-2807474,26-2803647,27-2803761,28-2803754,29-2806490,30-2803755,31-2803756,32-2805484,33-2805485,34-2806537,35-2803178,36-2803297,37-2805971
20-2807429,0,0.845843,1.268033,1.7019929999999999,2.3642399999999997,2.8964869999999996,3.9624859999999993,4.568023999999999,4.948009999999999,5.3519749999999995,5.7135299999999996,6.356692,6.745227,9.092912,9.868639,10.184052,12.076830999999999,14.375388999999998
21-2806542,,0,0.42218999999999995,0.85615,1.518397,2.050644,3.116643,3.722181,4.102167,4.506132,4.867687,5.510849,5.899384,8.247069,9.022796,9.338208999999999,11.230988,13.529546
22-2806540,,,0,0.43396,1.0962070000000002,1.628454,2.694453,3.2999910000000003,3.6799770000000005,4.083942,4.4454970000000005,5.088659000000001,5.477194000000001,7.824879000000001,8.600606,8.916019,10.808798,13.107356
23-2807478,,,,0,0.662247,1.1944940000000002,2.2604930000000003,2.8660310000000004,3.2460170000000006,3.6499820000000005,4.011537000000001,4.654699000000001,5.043234000000001,7.390919,8.166646,8.482059,10.374838,12.673396
24-2807476,,,,,0,0.532247,1.598246,2.203784,2.5837700000000003,2.9877350000000003,3.3492900000000003,3.992452,4.380987,6.7286719999999995,7.504398999999999,7.819812,9.712591,12.011149
25-2807474,,,,,,0,1.065999,1.6715369999999998,2.051523,2.455488,2.817043,3.460205,3.8487400000000003,6.196425,6.9721519999999995,7.287565,9.180344,11.478902
26-2803647,,,,,,,0,0.605538,0.9855240000000001,1.3894890000000002,1.7510440000000003,2.3942060000000005,2.7827410000000006,5.130426,5.906153,6.221566,8.114345,10.412903
27-2803761,,,,,,,,0,0.379986,0.7839510000000001,1.1455060000000001,1.7886680000000001,2.177203,4.524888,5.300615,5.616028,7.508807,9.807365
28-2803754,,,,,,,,,0,0.403965,0.76552,1.408682,1.7972169999999998,4.144902,4.920629,5.236042,7.128821,9.427379
29-2806490,,,,,,,,,,0,0.361555,1.004717,1.393252,3.7409369999999997,4.516664,4.832077,6.724856,9.023414
30-2803755,,,,,,,,,,,0,0.643162,1.0316969999999999,3.3793819999999997,4.1551089999999995,4.470522,6.363301,8.661859
31-2803756,,,,,,,,,,,,0,0.38853499999999996,2.73622,3.511947,3.82736,5.720139,8.018697
32-2805484,,,,,,,,,,,,,0,2.347685,3.123412,3.438825,5.3316040000000005,7.630162
33-2805485,,,,,,,,,,,,,,0,0.775727,1.09114,2.983919,5.282477
34-2806537,,,,,,,,,,,,,,,0,0.315413,2.208192,4.50675
35-2803178,,,,,,,,,,,,,,,,0,1.892779,4.191337000000001
36-2803297,,,,,,,,,,,,,,,,,0,2.2985580000000003
37-2805971,,,,,,,,,,,,,,,,,,0
