순번_정류장ID,1-2807634,2-2806815,3-2807449,4-2800722,5-2800307,6-2800758,7-2800744,8-2807056,9-2800799,10-2800804,11-2803056,12-2802651,13-2802638,14-2802667,15-2802631,16-2802668,17-2807082,18-2807083,19-2802718,20-2802712,21-2802708,22-2802731,23-2802755,24-2802776,25-2802813,26-2802853,27-2802903,28-2802942,29-2805766,30-2802438,31-2803517,32-2802427,33-2802466,34-2806692,35-2805389,36-2802541,37-2802547,38-2802552,39-2802564,40-2807041,41-2804851,42-2803664,43-2804436,44-2806047,45-2807360,46-2807168,47-2806724,48-2805770,49-2806725,50-2805822,51-2805054,52-2803769,53-2806756,54-2807087
1-2807634,0,1.086608,1.439357,2.374638,2.765146,3.30871,4.008755,4.478558,4.7146,5.078362,5.580483,5.799467,6.3637429999999995,6.772373999999999,7.049045999999999,7.325730999999998,7.657737999999998,9.122717999999999,9.343611999999998,9.920228999999999,10.288319,10.543674,10.946644,11.413239999999998,11.668128999999999,12.157279999999998,12.459602999999998,14.525541999999998,14.730670999999997,15.043696999999998,15.725303999999998,16.120247999999997,16.280289999999997,16.825739,17.148327,17.325598999999997,17.501215,17.976523999999998,18.390575,19.482747,21.060336,21.901737,22.766549,23.040448,23.413309,23.799090000000003,24.704386000000003,25.010780000000004,25.385053000000003,25.99161,26.548353000000002,27.101331000000002,27.577267000000003,28.495845000000003
2-2806815,,0,0.352749,1.28803,1.678538,2.222102,2.922147,3.3919499999999996,3.6279919999999994,3.9917539999999994,4.493874999999999,4.712858999999999,5.2771349999999995,5.685765999999999,5.962437999999999,6.239122999999998,6.571129999999998,8.036109999999999,8.257003999999998,8.833620999999999,9.201711,9.457066,9.860036,10.326632,10.581521,11.070672,11.372995,13.438934,13.644063,13.957089,14.638696,15.03364,15.193682,15.739131,16.061719,16.238991,16.414607,16.889916,17.303967,18.396139,19.973728,20.815129000000002,21.679941000000003,21.953840000000003,22.326701000000003,22.712482000000005,23.617778000000005,23.924172000000006,24.298445000000005,24.905002000000003,25.461745000000004,26.014723000000004,26.490659000000004,27.409237000000005
3-2807449,,,0,0.9352809999999999,1.3257889999999999,1.8693529999999998,2.5693979999999996,3.0392009999999994,3.2752429999999992,3.639004999999999,4.141125999999999,4.360109999999999,4.924385999999998,5.333016999999998,5.609688999999998,5.886373999999997,6.218380999999997,7.683360999999997,7.904254999999997,8.480871999999998,8.848961999999998,9.104316999999998,9.507286999999998,9.973882999999997,10.228771999999998,10.717922999999997,11.020245999999997,13.086184999999997,13.291313999999996,13.604339999999997,14.285946999999997,14.680890999999997,14.840932999999998,15.386381999999998,15.708969999999997,15.886241999999998,16.061857999999997,16.537166999999997,16.951217999999997,18.04339,19.620979,20.46238,21.327192,21.601091,21.973952,22.359733000000002,23.265029000000002,23.571423000000003,23.945696,24.552253,25.108996,25.661974,26.13791,27.056488
4-2800722,,,,0,0.39050799999999997,0.934072,1.634117,2.10392,2.339962,2.703724,3.205845,3.424829,3.989105,4.397736,4.674408,4.951092999999999,5.283099999999999,6.748079999999999,6.968973999999999,7.545590999999999,7.913680999999999,8.169035999999998,8.572005999999998,9.038601999999997,9.293490999999998,9.782641999999997,10.084964999999997,12.150903999999997,12.356032999999996,12.669058999999997,13.350665999999997,13.745609999999997,13.905651999999998,14.451100999999998,14.773688999999997,14.950960999999998,15.126576999999997,15.601885999999997,16.015936999999997,17.108109,18.685698,19.527099,20.391911,20.66581,21.038671,21.424452000000002,22.329748000000002,22.636142000000003,23.010415000000002,23.616972,24.173715,24.726693,25.202629,26.121207000000002
5-2800307,,,,,0,0.543564,1.2436090000000002,1.7134120000000002,1.9494540000000002,2.313216,2.8153370000000004,3.0343210000000003,3.5985970000000003,4.0072280000000005,4.2839,4.560585,4.892592,6.357571999999999,6.578466,7.155082999999999,7.523173,7.778528,8.181498,8.648094,8.902983,9.392134,9.694457,11.760396,11.965525,12.278551,12.960158,13.355102,13.515144000000001,14.060593,14.383181,14.560453,14.736069,15.211378,15.625429,16.717601000000002,18.29519,19.136591000000003,20.001403000000003,20.275302000000003,20.648163000000004,21.033944000000005,21.939240000000005,22.245634000000006,22.619907000000005,23.226464000000004,23.783207000000004,24.336185000000004,24.812121000000005,25.730699000000005
6-2800758,,,,,,0,0.700045,1.169848,1.40589,1.769652,2.271773,2.490757,3.055033,3.463664,3.740336,4.017021,4.349028,5.814007999999999,6.034902,6.6115189999999995,6.979609,7.234964,7.637934,8.10453,8.359419,8.84857,9.150893,11.216832,11.421961,11.734987,12.416594,12.811538,12.971580000000001,13.517029,13.839617,14.016889,14.192505,14.667814,15.081865,16.174037000000002,17.751626,18.593027000000003,19.457839000000003,19.731738000000004,20.104599000000004,20.490380000000005,21.395676000000005,21.702070000000006,22.076343000000005,22.682900000000004,23.239643000000004,23.792621000000004,24.268557000000005,25.187135000000005
7-2800744,,,,,,,0,0.46980299999999997,0.705845,1.069607,1.571728,1.790712,2.354988,2.7636190000000003,3.0402910000000003,3.3169760000000004,3.6489830000000003,5.113963,5.334857,5.911474,6.279564000000001,6.534919,6.937889,7.404485,7.659374000000001,8.148525000000001,8.450848,10.516787,10.721916,11.034942000000001,11.716549,12.111493000000001,12.271535000000002,12.816984000000001,13.139572000000001,13.316844000000001,13.492460000000001,13.967769,14.381820000000001,15.473992,17.051581000000002,17.892982000000003,18.757794000000004,19.031693000000004,19.404554000000005,19.790335000000006,20.695631000000006,21.002025000000007,21.376298000000006,21.982855000000004,22.539598000000005,23.092576000000005,23.568512000000005,24.487090000000006
8-2807056,,,,,,,,0,0.236042,0.599804,1.101925,1.320909,1.885185,2.293816,2.570488,2.847173,3.17918,4.64416,4.865054000000001,5.441671,5.809761,6.065116,6.468086,6.934682,7.189571,7.678722,7.981045,10.046984,10.252113,10.565139,11.246746,11.64169,11.801732000000001,12.347181,12.669769,12.847041,13.022657,13.497966,13.912017,15.004189,16.581778,17.423179,18.287991,18.561890000000002,18.934751000000002,19.320532000000004,20.225828000000003,20.532222000000004,20.906495000000003,21.513052000000002,22.069795000000003,22.622773000000002,23.098709000000003,24.017287000000003
9-2800799,,,,,,,,,0,0.363762,0.865883,1.084867,1.649143,2.057774,2.3344460000000002,2.6111310000000003,2.9431380000000003,4.408118,4.629012,5.205629,5.5737190000000005,5.829074,6.232044,6.69864,6.9535290000000005,7.44268,7.7450030000000005,9.810942,10.016071,10.329097,11.010704,11.405648000000001,11.565690000000002,12.111139000000001,12.433727000000001,12.610999000000001,12.786615000000001,13.261924,13.675975000000001,14.768147,16.345736000000002,17.187137000000003,18.051949000000004,18.325848000000004,18.698709000000004,19.084490000000006,19.989786000000006,20.296180000000007,20.670453000000006,21.277010000000004,21.833753000000005,22.386731000000005,22.862667000000005,23.781245000000006
10-2800804,,,,,,,,,,0,0.502121,0.7211050000000001,1.285381,1.694012,1.970684,2.247369,2.579376,4.044356,4.26525,4.841867,5.209956999999999,5.465311999999999,5.868281999999999,6.334877999999999,6.589766999999999,7.078917999999999,7.381240999999999,9.44718,9.652308999999999,9.965335,10.646942,11.041886,11.201928,11.747377,12.069965,12.247237,12.422853,12.898162,13.312213,14.404385,15.981974,16.823375,17.688187,17.962086,18.334947,18.720728,19.626024,19.932418000000002,20.306691,20.913248,21.469991,22.022969,22.498905,23.417483
