순번_정류장ID,54-2800166,55-2803661,56-2801697,57-2801724,58-2801925,59-2801906,60-2802017,61-2802049,62-2804800,63-2802084,64-2802107,65-2802126,66-2803811,67-2806098,68-2802187,69-2802189,70-2802201,71-2802210,72-2802213,73-2802220,74-2801901,75-2805900,76-2801903,77-2803532,78-2801819,79-2803807,80-2804958,81-2803816,82-2803801,83-2804901,84-2805043,85-2804852,86-2804854,87-2805422,88-2806045,89-2806046,90-2805420,91-2802339,92-2806039,93-2802343,94-2806857,95-2806769,96-2802319,97-2802316,98-2807365,99-2806086,100-2806087,101-2805780,102-2807044,103-2805781,104-2805208,105-2803663
54-2800166,0,0.505675,1.130266,1.672388,3.214735,4.658055,4.848345,5.194458,5.516545,5.71919,6.0096110000000005,6.341030000000001,7.033985000000001,7.504299000000001,7.9536060000000015,8.609278000000002,9.128928000000002,9.553429000000001,9.696100000000001,9.913236000000001,10.209279,10.914832,11.124311,11.416037000000001,11.650499000000002,11.935863000000001,12.167710000000001,12.62212,12.818610000000001,13.514035000000002,13.825416000000002,14.134216000000002,14.356147000000002,14.501799000000002,14.625710000000002,14.978444000000001,15.209045000000001,16.152933,16.46299,16.915366000000002,17.226432000000003,17.629680000000004,18.369291000000004,18.906018000000003,19.592821000000004,22.060866000000004,22.311134000000003,22.806635000000004,23.204658000000002,23.463069,23.682583,24.393888
55-2803661,,0,0.624591,1.1667130000000001,2.70906,4.15238,4.34267,4.688783,5.01087,5.213515,5.503936,5.835355000000001,6.528310000000001,6.998624000000001,7.447931000000001,8.103603000000001,8.623253000000002,9.047754000000001,9.190425000000001,9.407561000000001,9.703604,10.409157,10.618636,10.910362000000001,11.144824000000002,11.430188000000001,11.662035000000001,12.116445,12.312935000000001,13.008360000000001,13.319741000000002,13.628541000000002,13.850472000000002,13.996124000000002,14.120035000000001,14.472769000000001,14.703370000000001,15.647258,15.957315000000001,16.409691000000002,16.720757000000003,17.124005000000004,17.863616000000004,18.400343000000003,19.087146000000004,21.555191000000004,21.805459000000003,22.300960000000003,22.698983000000002,22.957394,23.176908,23.888213
56-2801697,,,0,0.542122,2.084469,3.5277890000000003,3.7180790000000004,4.064192,4.386279,4.5889240000000004,4.879345000000001,5.210764000000001,5.903719000000001,6.374033000000001,6.823340000000001,7.479012000000001,7.998662000000001,8.423163,8.565834,8.78297,9.079013,9.784566,9.994045,10.285771,10.520233000000001,10.805597,11.037444,11.491854,11.688344,12.383769000000001,12.695150000000002,13.003950000000001,13.225881000000001,13.371533000000001,13.495444,13.848178,14.078779,15.022667,15.332724,15.7851,16.096166,16.499414,17.239025,17.775752,18.462555000000002,20.930600000000002,21.180868,21.676369,22.074392,22.332803,22.552317,23.263621999999998
57-2801724,,,,0,1.542347,2.9856670000000003,3.1759570000000004,3.5220700000000003,3.844157,4.0468020000000005,4.337223000000001,4.668642000000001,5.3615970000000015,5.831911000000002,6.281218000000002,6.936890000000002,7.456540000000002,7.881041000000002,8.023712000000003,8.240848000000003,8.536891000000002,9.242444000000003,9.451923000000003,9.743649000000003,9.978111000000004,10.263475000000003,10.495322000000003,10.949732000000003,11.146222000000003,11.841647000000004,12.153028000000004,12.461828000000004,12.683759000000004,12.829411000000004,12.953322000000004,13.306056000000003,13.536657000000003,14.480545000000003,14.790602000000003,15.242978000000003,15.554044000000003,15.957292000000002,16.696903000000002,17.23363,17.920433000000003,20.388478000000003,20.638746,21.134247000000002,21.53227,21.790681,22.010195,22.7215
58-2801925,,,,,0,1.4433200000000002,1.6336100000000002,1.9797230000000003,2.3018100000000006,2.5044550000000005,2.7948760000000004,3.1262950000000003,3.8192500000000003,4.289564,4.7388710000000005,5.3945430000000005,5.914193000000001,6.338694000000001,6.481365000000001,6.698501000000001,6.994544000000001,7.700097000000001,7.909576000000001,8.201302000000002,8.435764000000002,8.721128000000002,8.952975000000002,9.407385000000001,9.603875000000002,10.299300000000002,10.610681000000003,10.919481000000003,11.141412000000003,11.287064000000003,11.410975000000002,11.763709000000002,11.994310000000002,12.938198000000002,13.248255000000002,13.700631000000001,14.011697000000002,14.414945000000001,15.154556000000001,15.691283000000002,16.378086000000003,18.846131000000003,19.096399,19.591900000000003,19.989923,20.248334,20.467848,21.179153
59-2801906,,,,,,0,0.19029000000000001,0.536403,0.85849,1.061135,1.351556,1.6829749999999999,2.37593,2.846244,3.295551,3.951223,4.470873,4.895374,5.038045,5.255181,5.551224,6.2567770000000005,6.4662560000000004,6.757982,6.992444,7.277808,7.509655,7.964065000000001,8.160555,8.85598,9.167361000000001,9.476161000000001,9.698092,9.843744000000001,9.967655,10.320389,10.55099,11.494878,11.804935,12.257311,12.568377,12.971625,13.711236,14.247963,14.934766,17.402811,17.653078999999998,18.14858,18.546602999999998,18.805013999999996,19.024527999999997,19.735832999999996
60-2802017,,,,,,,0,0.346113,0.6682,0.870845,1.161266,1.4926849999999998,2.18564,2.655954,3.105261,3.760933,4.280583,4.705084,4.847755,5.064891,5.360934,6.066487,6.275966,6.567692,6.802154,7.087518,7.319365,7.7737750000000005,7.970265,8.66569,8.977071,9.285871,9.507802,9.653454,9.777365,10.130099,10.3607,11.304587999999999,11.614645,12.067020999999999,12.378086999999999,12.781334999999999,13.520945999999999,14.057673,14.744475999999999,17.212521,17.462788999999997,17.958289999999998,18.356312999999997,18.614723999999995,18.834237999999996,19.545542999999995
61-2802049,,,,,,,,0,0.322087,0.524732,0.815153,1.146572,1.839527,2.309841,2.759148,3.41482,3.93447,4.358971,4.501642,4.718778,5.014821,5.7203740000000005,5.9298530000000005,6.221579,6.456041,6.741405,6.9732520000000005,7.427662000000001,7.6241520000000005,8.319577,8.630958000000001,8.939758000000001,9.161689,9.307341000000001,9.431252,9.783986,10.014587,10.958475,11.268532,11.720908,12.031974,12.435222,13.174833,13.71156,14.398363,16.866408,17.116676,17.612177,18.010199999999998,18.268610999999996,18.488124999999997,19.199429999999996
62-2804800,,,,,,,,,0,0.202645,0.493066,0.824485,1.5174400000000001,1.9877540000000002,2.4370610000000004,3.0927330000000004,3.6123830000000003,4.036884000000001,4.179555000000001,4.396691000000001,4.692734000000001,5.398287000000001,5.607766000000001,5.899492,6.133954,6.4193180000000005,6.651165000000001,7.105575000000001,7.302065000000001,7.997490000000001,8.308871000000002,8.617671000000001,8.839602000000001,8.985254000000001,9.109165,9.461899,9.6925,10.636388,10.946445,11.398821,11.709887,12.113135,12.852746,13.389473,14.076276,16.544321,16.794589,17.29009,17.688112999999998,17.946523999999997,18.166037999999997,18.877342999999996
63-2802084,,,,,,,,,,0,0.290421,0.62184,1.314795,1.7851089999999998,2.234416,2.890088,3.409738,3.834239,3.97691,4.194046,4.490089,5.195642,5.405121,5.696847,5.931309,6.216673,6.44852,6.9029300000000005,7.09942,7.7948450000000005,8.106226000000001,8.415026000000001,8.636957,8.782609,8.90652,9.259254,9.489855,10.433743,10.7438,11.196176,11.507242,11.91049,12.650101,13.186828,13.873631,16.341676,16.591943999999998,17.087445,17.485467999999997,17.743878999999996,17.963392999999996,18.674697999999996
