순번_정류장ID,1-2806831,2-2806423,3-2806421,4-2805953,5-2806634,6-2806428,7-2806770,8-2807112,9-2806514,10-2801821,11-2801852,12-2801854,13-2802133,14-2802108,15-2801822,16-2802049,17-2804800,18-2802084,19-2802061,20-2802068,21-2802032,22-2802007,23-2802006,24-2802016,25-2802028,26-2802036,27-2802047,28-2802054,29-2802064,30-2802052,31-2805597,32-2801952,33-2801176
1-2806831,0,0.23597800000000002,0.5586070000000001,0.8529280000000001,1.6718380000000002,2.246188,2.621889,3.017378,3.3113479999999997,3.9985769999999996,4.215853999999999,4.4577089999999995,4.662864,4.973702,5.312465,5.849383,6.17147,6.374115000000001,7.050613,7.557254,7.782239000000001,8.158479,8.533698,8.773779999999999,9.157249999999998,9.359200999999997,9.682501999999998,10.081276999999998,10.424242999999999,10.766894999999998,11.094699999999998,11.846373999999997,12.443921999999997
2-2806423,,0,0.322629,0.61695,1.43586,2.01021,2.3859109999999997,2.7813999999999997,3.0753699999999995,3.7625989999999994,3.9798759999999995,4.221730999999999,4.426886,4.737724,5.076487,5.613405,5.935492,6.138137,6.814635,7.321276,7.546261,7.9225010000000005,8.29772,8.537802,8.921271999999998,9.123222999999998,9.446523999999998,9.845298999999999,10.188265,10.530916999999999,10.858721999999998,11.610395999999998,12.207943999999998
3-2806421,,,0,0.294321,1.113231,1.6875810000000002,2.063282,2.458771,2.752741,3.4399699999999998,3.657247,3.899102,4.1042570000000005,4.415095000000001,4.753858000000001,5.290776000000001,5.612863000000001,5.815508000000001,6.492006000000001,6.998647000000001,7.223632000000001,7.599872000000001,7.975091000000002,8.215173000000002,8.598643000000003,8.800594000000002,9.123895000000003,9.522670000000003,9.865636000000004,10.208288000000003,10.536093000000003,11.287767000000002,11.885315000000002
4-2805953,,,,0,0.81891,1.3932600000000002,1.7689610000000002,2.1644500000000004,2.4584200000000003,3.145649,3.3629260000000003,3.6047810000000005,3.8099360000000004,4.120774000000001,4.459537000000001,4.996455000000001,5.318542000000001,5.521187000000001,6.197685000000001,6.704326000000001,6.929311000000001,7.305551000000001,7.680770000000002,7.920852000000002,8.304322000000003,8.506273000000002,8.829574000000003,9.228349000000003,9.571315000000004,9.913967000000003,10.241772000000003,10.993446000000002,11.590994000000002
5-2806634,,,,,0,0.57435,0.950051,1.34554,1.63951,2.326739,2.544016,2.785871,2.991026,3.301864,3.6406270000000003,4.177545,4.499632,4.7022770000000005,5.378775,5.885416,6.110401,6.4866410000000005,6.861860000000001,7.101942000000001,7.485412000000001,7.687363000000001,8.010664000000002,8.409439000000003,8.752405000000003,9.095057000000002,9.422862000000002,10.174536000000002,10.772084000000001
6-2806428,,,,,,0,0.375701,0.77119,1.06516,1.752389,1.969666,2.211521,2.416676,2.7275139999999998,3.066277,3.603195,3.925282,4.127927000000001,4.804425,5.311066,5.5360510000000005,5.912291000000001,6.287510000000001,6.527592000000001,6.911062000000001,7.113013000000001,7.436314000000001,7.835089000000001,8.178055,8.520707,8.848512,9.600185999999999,10.197733999999999
7-2806770,,,,,,,0,0.395489,0.689459,1.3766880000000001,1.593965,1.83582,2.040975,2.351813,2.690576,3.227494,3.549581,3.752226,4.428724,4.935365,5.16035,5.53659,5.911809000000001,6.151891000000001,6.535361000000001,6.737312000000001,7.060613000000001,7.459388000000001,7.802354,8.145006,8.472811,9.224485,9.822033
8-2807112,,,,,,,,0,0.29397,0.9811989999999999,1.1984759999999999,1.4403309999999998,1.6454859999999998,1.9563239999999997,2.2950869999999997,2.8320049999999997,3.1540919999999995,3.3567369999999994,4.0332349999999995,4.539876,4.764861,5.141101,5.51632,5.7564020000000005,6.139872,6.341823000000001,6.6651240000000005,7.063899,7.406865,7.749517,8.077322,8.828996,9.426544
9-2806514,,,,,,,,,0,0.687229,0.904506,1.146361,1.351516,1.6623539999999999,2.001117,2.538035,2.8601219999999996,3.0627669999999996,3.7392649999999996,4.245906,4.470891,4.847131,5.2223500000000005,5.462432000000001,5.845902000000001,6.047853000000001,6.371154000000001,6.769929,7.112895,7.455547,7.783352,8.535026,9.132574
10-2801821,,,,,,,,,,0,0.217277,0.459132,0.6642870000000001,0.975125,1.313888,1.850806,2.172893,2.375538,3.052036,3.5586770000000003,3.7836620000000005,4.159902000000001,4.535121000000001,4.775203000000001,5.158673000000001,5.360624000000001,5.683925000000001,6.082700000000001,6.4256660000000005,6.768318000000001,7.096123,7.847797,8.445345
