순번_정류장ID,28-2807362,29-2807234,30-2807226,31-2806248,32-2807344,33-2806484,34-2807326,35-2805694,36-2805636,37-2806053,38-2806032,39-2806025,40-2805697,41-2807639,42-2803156,43-2807330,44-2805699,45-2805701,46-2807440,47-2806806,48-2805704,49-2807625,50-2806162,51-2805635,52-2805633,53-2807037,54-2805631,55-2805677,56-2806627,57-2807428,58-2806628
28-2807362,0,3.615277,3.983986,3.983986,18.404668,18.718966,19.910966000000002,21.831314000000003,22.246619000000003,22.615423000000003,22.919301000000004,23.269407000000005,23.467122000000003,24.561995000000003,25.447278000000004,25.850705000000005,27.979627000000004,28.189660000000003,28.387335000000004,28.600689000000003,29.046146000000004,29.301991000000005,29.733055000000004,30.027688000000005,30.669471000000005,31.022716000000006,31.341064000000006,31.869573000000006,32.87612500000001,32.95258300000001,32.95258300000001
29-2807234,,0,0.368709,0.368709,14.789391000000002,15.103689000000003,16.295689000000003,18.216037000000004,18.631342000000004,19.000146000000004,19.304024000000005,19.654130000000006,19.851845000000004,20.946718000000004,21.832001000000005,22.235428000000006,24.364350000000005,24.574383000000005,24.772058000000005,24.985412000000004,25.430869000000005,25.686714000000006,26.117778000000005,26.412411000000006,27.054194000000006,27.407439000000007,27.725787000000008,28.254296000000007,29.260848000000006,29.337306000000005,29.337306000000005
30-2807226,,,0,0.0,14.420682000000001,14.734980000000002,15.926980000000002,17.847328,18.262633,18.631437000000002,18.935315000000003,19.285421000000003,19.483136000000002,20.578009,21.463292000000003,21.866719000000003,23.995641000000003,24.205674000000002,24.403349000000002,24.616703,25.062160000000002,25.318005000000003,25.749069000000002,26.043702000000003,26.685485000000003,27.038730000000005,27.357078000000005,27.885587000000005,28.892139000000004,28.968597000000003,28.968597000000003
31-2806248,,,,0,14.420682000000001,14.734980000000002,15.926980000000002,17.847328,18.262633,18.631437000000002,18.935315000000003,19.285421000000003,19.483136000000002,20.578009,21.463292000000003,21.866719000000003,23.995641000000003,24.205674000000002,24.403349000000002,24.616703,25.062160000000002,25.318005000000003,25.749069000000002,26.043702000000003,26.685485000000003,27.038730000000005,27.357078000000005,27.885587000000005,28.892139000000004,28.968597000000003,28.968597000000003
32-2807344,,,,,0,0.314298,1.506298,3.426646,3.841951,4.210755,4.514633,4.864739,5.062454,6.1573269999999996,7.04261,7.446037,9.574959,9.784991999999999,9.982667,10.196021,10.641478,10.897323,11.328387,11.623019999999999,12.264802999999999,12.618047999999998,12.936395999999998,13.464904999999998,14.471456999999997,14.547914999999998,14.547914999999998
33-2806484,,,,,,0,1.192,3.112348,3.527653,3.896457,4.200335,4.550441,4.748156,5.843029,6.728312,7.131739,9.260660999999999,9.470693999999998,9.668368999999998,9.881723,10.327179999999998,10.583025,11.014088999999998,11.308721999999998,11.950504999999998,12.303749999999997,12.622097999999998,13.150606999999997,14.157158999999996,14.233616999999997,14.233616999999997
34-2807326,,,,,,,0,1.920348,2.3356529999999998,2.7044569999999997,3.0083349999999998,3.3584409999999996,3.5561559999999997,4.651028999999999,5.536312,5.939738999999999,8.068660999999999,8.278693999999998,8.476368999999998,8.689722999999999,9.135179999999998,9.391024999999999,9.822088999999998,10.116721999999998,10.758504999999998,11.111749999999997,11.430097999999997,11.958606999999997,12.965158999999996,13.041616999999997,13.041616999999997
35-2805694,,,,,,,,0,0.41530500000000004,0.7841090000000001,1.087987,1.438093,1.6358080000000002,2.730681,3.615964,4.019391,6.148313,6.358346,6.556021,6.769375,7.214832,7.470677,7.901741,8.196374,8.838157,9.191402,9.50975,10.038259,11.044811,11.121269,11.121269
36-2805636,,,,,,,,,0,0.368804,0.672682,1.022788,1.2205030000000001,2.315376,3.200659,3.6040859999999997,5.733008,5.943041,6.140716,6.35407,6.799527,7.055372,7.486436,7.7810690000000005,8.422852,8.776097,9.094445,9.622954,10.629506,10.705964,10.705964
37-2806053,,,,,,,,,,0,0.30387800000000004,0.653984,0.851699,1.946572,2.831855,3.2352819999999998,5.364204,5.574237,5.771912,5.985266,6.430723,6.686568,7.117632,7.4122650000000005,8.054048,8.407293,8.725641,9.25415,10.260701999999998,10.337159999999999,10.337159999999999
38-2806032,,,,,,,,,,,0,0.350106,0.547821,1.642694,2.527977,2.9314039999999997,5.060326,5.270359,5.468034,5.681388,6.126845,6.38269,6.813754,7.1083870000000005,7.750170000000001,8.103415,8.421763,8.950272,9.956824000000001,10.033282000000002,10.033282000000002
