순번_정류장ID,28-2801905,29-2801952,30-2801805,31-2801799,32-2801777,33-2801772,34-2800801,35-2800795,36-2800791,37-2800789,38-2800780,39-2800766,40-2800748,41-2800721,42-2800703,43-2800699,44-2800693,45-2800683,46-2800675,47-2800662,48-2800641,49-2800632,50-2800334,51-2800621,52-2800604,53-2801375,54-2801355,55-2801359,56-2801339,57-2801322,58-2807006,59-2801150,60-2801154,61-2801156,62-2806243,63-2806241,64-2806245,65-2800594,66-2804976,67-2800583,68-2800574,69-2800572,70-2806839,71-2800578,72-2800584,73-2800596,74-2806242,75-2806244,76-2801157,77-2801155,78-2801151,79-2801149,80-2801331,81-2801344,82-2801357
28-2801905,0,0.512009,0.868641,1.4832239999999999,1.736665,2.3219209999999997,2.783139,2.986525,3.177556,3.525579,3.943956,4.19579,4.61436,4.859286999999999,5.264409999999999,5.489532999999999,5.868620999999999,6.220242999999999,6.546516999999999,6.9314209999999985,7.203618999999999,7.482896999999999,7.700415999999999,8.133506999999998,8.282106999999998,8.901224999999998,9.212352999999998,9.579981999999998,10.013118999999998,10.488729999999999,10.721953,11.034623,11.479319,12.269155,12.626966,13.1014,13.425091,14.076931,14.868183,15.229012,15.610882,16.228994,16.58676,16.952479,18.343475,19.167740000000002,19.477358000000002,20.272983000000004,20.669046000000005,20.956355000000006,21.406579000000004,21.893877000000003,22.240845000000004,22.533569000000004,22.808892000000004
29-2801952,,0,0.356632,0.9712149999999999,1.224656,1.809912,2.27113,2.474516,2.665547,3.01357,3.431947,3.683781,4.1023510000000005,4.347278,4.752401,4.977524,5.356612,5.708234,6.034508,6.4194119999999995,6.69161,6.9708879999999995,7.188407,7.621498,7.770098,8.389216,8.700344,9.067972999999999,9.501109999999999,9.976721,10.209944,10.522614,10.967310000000001,11.757146,12.114957,12.589391,12.913082000000001,13.564922000000001,14.356174000000001,14.717003000000002,15.098873000000001,15.716985000000001,16.074751000000003,16.44047,17.831466000000002,18.655731000000003,18.965349000000003,19.760974000000004,20.157037000000006,20.444346000000007,20.894570000000005,21.381868000000004,21.728836000000005,22.021560000000004,22.296883000000005
30-2801805,,,0,0.614583,0.8680239999999999,1.45328,1.914498,2.117884,2.3089150000000003,2.6569380000000002,3.0753150000000002,3.3271490000000004,3.7457190000000002,3.9906460000000004,4.3957690000000005,4.620892,4.999980000000001,5.351602000000001,5.677876,6.06278,6.334978,6.614256,6.831775,7.2648660000000005,7.4134660000000006,8.032584,8.343712,8.711341000000001,9.144478000000001,9.620089000000002,9.853312000000003,10.165982000000003,10.610678000000004,11.400514000000003,11.758325000000003,12.232759000000003,12.556450000000003,13.208290000000003,13.999542000000003,14.360371000000004,14.742241000000003,15.360353000000003,15.718119000000003,16.083838000000004,17.474834000000005,18.299099000000005,18.608717000000006,19.404342000000007,19.80040500000001,20.08771400000001,20.537938000000008,21.025236000000007,21.372204000000007,21.664928000000007,21.940251000000007
31-2801799,,,,0,0.25344099999999997,0.838697,1.299915,1.503301,1.694332,2.042355,2.460732,2.7125660000000003,3.131136,3.3760630000000003,3.7811860000000004,4.006309000000001,4.385397000000001,4.737019000000001,5.063293000000001,5.448197,5.720395000000001,5.9996730000000005,6.217192000000001,6.650283000000001,6.798883000000001,7.418001000000001,7.729129000000001,8.096758000000001,8.529895000000002,9.005506000000002,9.238729000000003,9.551399000000004,9.996095000000004,10.785931000000003,11.143742000000003,11.618176000000004,11.941867000000004,12.593707000000004,13.384959000000004,13.745788000000005,14.127658000000004,14.745770000000004,15.103536000000004,15.469255000000004,16.860251000000005,17.684516000000006,17.994134000000006,18.789759000000007,19.18582200000001,19.47313100000001,19.923355000000008,20.410653000000007,20.757621000000007,21.050345000000007,21.325668000000007
32-2801777,,,,,0,0.585256,1.046474,1.24986,1.440891,1.788914,2.207291,2.4591250000000002,2.877695,3.1226220000000002,3.5277450000000004,3.7528680000000003,4.131956000000001,4.4835780000000005,4.809852,5.194756,5.466954,5.746232,5.963751,6.396842,6.545442,7.164560000000001,7.475688000000001,7.843317000000001,8.276454000000001,8.752065000000002,8.985288000000002,9.297958000000003,9.742654000000003,10.532490000000003,10.890301000000003,11.364735000000003,11.688426000000003,12.340266000000003,13.131518000000003,13.492347000000004,13.874217000000003,14.492329000000003,14.850095000000003,15.215814000000004,16.606810000000003,17.431075000000003,17.740693000000004,18.536318000000005,18.932381000000007,19.219690000000007,19.669914000000006,20.157212000000005,20.504180000000005,20.796904000000005,21.072227000000005
33-2801772,,,,,,0,0.461218,0.664604,0.8556349999999999,1.203658,1.622035,1.873869,2.292439,2.537366,2.942489,3.167612,3.5467,3.898322,4.224596,4.6095,4.881698,5.160976,5.378495,5.811586,5.960186,6.5793040000000005,6.890432000000001,7.2580610000000005,7.691198000000001,8.166809,8.400032000000001,8.712702000000002,9.157398000000002,9.947234000000002,10.305045000000002,10.779479000000002,11.103170000000002,11.755010000000002,12.546262000000002,12.907091000000003,13.288961000000002,13.907073000000002,14.264839000000002,14.630558000000002,16.021554000000002,16.845819000000002,17.155437000000003,17.951062000000004,18.347125000000005,18.634434000000006,19.084658000000005,19.571956000000004,19.918924000000004,20.211648000000004,20.486971000000004
34-2800801,,,,,,,0,0.20338599999999998,0.394417,0.74244,1.160817,1.4126509999999999,1.8312209999999998,2.076148,2.481271,2.706394,3.085482,3.4371039999999997,3.7633779999999994,4.148281999999999,4.4204799999999995,4.699757999999999,4.9172769999999995,5.350368,5.498968,6.118086,6.429214,6.796843,7.22998,7.705591,7.938814,8.251484,8.69618,9.486016,9.843827,10.318261,10.641952,11.293792,12.085044,12.445873,12.827743,13.445855,13.803621,14.16934,15.560336,16.384601,16.694219,17.489844,17.885907000000003,18.173216000000004,18.623440000000002,19.110738,19.457706,19.75043,20.025753
35-2800795,,,,,,,,0,0.191031,0.539054,0.9574310000000001,1.2092650000000003,1.6278350000000001,1.8727620000000003,2.2778850000000004,2.5030080000000003,2.882096,3.233718,3.5599920000000003,3.9448960000000004,4.217094,4.496372,4.713891,5.146982,5.2955820000000005,5.914700000000001,6.225828000000001,6.593457000000001,7.026594000000001,7.502205000000001,7.735428000000001,8.048098000000001,8.492794000000002,9.282630000000001,9.640441000000001,10.114875000000001,10.438566000000002,11.090406000000002,11.881658000000002,12.242487000000002,12.624357000000002,13.242469000000002,13.600235000000001,13.965954000000002,15.356950000000001,16.181215,16.490833000000002,17.286458000000003,17.682521000000005,17.969830000000005,18.420054000000004,18.907352000000003,19.254320000000003,19.547044000000003,19.822367000000003
36-2800791,,,,,,,,,0,0.348023,0.7664000000000001,1.018234,1.436804,1.681731,2.086854,2.311977,2.691065,3.042687,3.3689609999999997,3.753865,4.026063,4.305340999999999,4.52286,4.955951,5.104551,5.723669,6.034797,6.402426,6.8355630000000005,7.311174,7.544397,7.857067,8.301763,9.091598999999999,9.449409999999999,9.923843999999999,10.247535,10.899375,11.690627,12.051456,12.433326,13.051438,13.409203999999999,13.774923,15.165918999999999,15.990184,16.299802,17.095427,17.491490000000002,17.778799000000003,18.229023,18.716321,19.063289,19.356013,19.631336
37-2800789,,,,,,,,,,0,0.41837700000000005,0.6702110000000001,1.088781,1.3337080000000001,1.7388310000000002,1.9639540000000002,2.343042,2.694664,3.020938,3.4058420000000003,3.67804,3.9573180000000003,4.174837,4.607928,4.756528,5.375646000000001,5.686774000000001,6.054403000000001,6.487540000000001,6.963151000000001,7.1963740000000005,7.509044,7.95374,8.743576,9.101386999999999,9.575821,9.899512,10.551352,11.342604,11.703433,12.085303,12.703415,13.061181,13.4269,14.817896,15.642161,15.951779,16.747404,17.143467,17.430776,17.881,18.368298,18.715266,19.00799,19.283313
