순번_정류장ID,37-2807414,38-2804711,39-2804023,40-2804025,41-2804770,42-2804707,43-2804705,44-2804027,45-2806303,46-2800283,47-2806386,48-2804696,49-2804694,50-2804690,51-2804692,52-2803930,53-2804715,54-2804584,55-2803616,56-2803853,57-2803850,58-2803617,59-2806299,60-2803618,61-2806300,62-2803600,63-2800273,64-2803601,65-2804331,66-2803581,67-2800271,68-2805489,69-2807150,70-2804581,71-2804582,72-2800267,73-2804032
37-2807414,0,0.284236,0.8114380000000001,1.4795630000000002,1.9969530000000002,2.309079,2.695275,2.906219,3.334258,3.726038,4.786486,5.156987,5.319405,6.019259,6.240841,6.5703759999999996,6.976563,7.317682,8.201260999999999,8.400151999999999,8.802041,9.390030999999999,9.920219999999999,10.190757999999999,10.508126999999998,11.208888999999997,11.651817999999997,11.854426999999998,12.036042999999998,12.290362999999997,12.771694999999998,13.278624999999998,13.642873999999997,13.983808999999997,14.285061999999996,14.645249999999997,15.283974999999998
38-2804711,,0,0.5272020000000001,1.195327,1.712717,2.024843,2.411039,2.621983,3.0500220000000002,3.441802,4.50225,4.872751,5.035169,5.735023,5.956605,6.28614,6.692327,7.033446,7.917025,8.115916,8.517805000000001,9.105795,9.635984,9.906522,10.223891,10.924653,11.367581999999999,11.570191,11.751807,12.006127,12.487459,12.994389,13.358638,13.699573,14.000826,14.361014,14.999739000000002
39-2804023,,,0,0.668125,1.185515,1.4976410000000002,1.8838370000000002,2.0947810000000002,2.5228200000000003,2.9146,3.975048,4.345549,4.507967,5.207821,5.429403,5.758938,6.165125,6.506244,7.389823,7.5887139999999995,7.990602999999999,8.578593,9.108782,9.37932,9.696689,10.397450999999998,10.840379999999998,11.042988999999999,11.224604999999999,11.478924999999998,11.960256999999999,12.467187,12.831435999999998,13.172370999999998,13.473623999999997,13.833811999999998,14.472536999999999
40-2804025,,,,0,0.51739,0.829516,1.215712,1.426656,1.854695,2.246475,3.3069230000000003,3.6774240000000002,3.8398420000000004,4.539696,4.761278,5.090813,5.497,5.838119,6.721698,6.920589,7.322477999999999,7.910468,8.440657,8.711195,9.028564,9.729325999999999,10.172254999999998,10.374863999999999,10.556479999999999,10.810799999999999,11.292131999999999,11.799062,12.163310999999998,12.504245999999998,12.805498999999998,13.165686999999998,13.804412
41-2804770,,,,,0,0.312126,0.698322,0.909266,1.3373050000000002,1.7290850000000002,2.7895330000000005,3.1600340000000005,3.3224520000000006,4.022306,4.243888,4.573423,4.97961,5.320729,6.204308,6.403199,6.805088,7.393077999999999,7.923266999999999,8.193805,8.511173999999999,9.211935999999998,9.654864999999997,9.857473999999998,10.039089999999998,10.293409999999998,10.774741999999998,11.281671999999999,11.645920999999998,11.986855999999998,12.288108999999999,12.648297,13.287022
42-2804707,,,,,,0,0.386196,0.59714,1.025179,1.416959,2.4774070000000004,2.8479080000000003,3.0103260000000005,3.7101800000000003,3.9317620000000004,4.261297000000001,4.667484000000001,5.008603000000001,5.892182000000001,6.091073000000001,6.492962,7.080952,7.611141,7.881679,8.199048,8.899809999999999,9.342738999999998,9.545347999999999,9.726963999999999,9.981283999999999,10.462615999999999,10.969546,11.333794999999999,11.674729999999998,11.975983,12.336171,12.974896000000001
43-2804705,,,,,,,0,0.210944,0.6389830000000001,1.030763,2.0912110000000004,2.4617120000000003,2.6241300000000005,3.3239840000000003,3.5455660000000004,3.8751010000000004,4.281288,4.622407,5.505986,5.704877,6.1067659999999995,6.694756,7.224945,7.495483,7.812852,8.513614,8.956543,9.159152,9.340768,9.595088,10.07642,10.583350000000001,10.947599,11.288534,11.589787000000001,11.949975000000002,12.588700000000003
44-2804027,,,,,,,,0,0.42803900000000006,0.8198190000000001,1.8802670000000001,2.2507680000000003,2.4131860000000005,3.1130400000000007,3.334622000000001,3.6641570000000008,4.070344,4.411463,5.2950420000000005,5.493933,5.895822,6.483812,7.014001,7.2845390000000005,7.601908000000001,8.30267,8.745599,8.948208000000001,9.129824000000001,9.384144000000001,9.865476000000001,10.372406000000002,10.736655,11.07759,11.378843,11.739031,12.377756000000002
45-2806303,,,,,,,,,0,0.39178,1.452228,1.822729,1.985147,2.6850009999999997,2.906583,3.236118,3.642305,3.983424,4.867003,5.065894,5.467783,6.055773,6.585962,6.8565000000000005,7.173869000000001,7.874631000000001,8.31756,8.520169000000001,8.701785000000001,8.956105,9.437437000000001,9.944367000000002,10.308616,10.649551,10.950804000000002,11.310992000000002,11.949717000000003
46-2800283,,,,,,,,,,0,1.060448,1.430949,1.593367,2.293221,2.514803,2.844338,3.250525,3.591644,4.475223,4.674113999999999,5.076002999999999,5.663993,6.194182,6.46472,6.782089,7.482851,7.9257800000000005,8.128389,8.310005,8.564325,9.045657,9.552587,9.916836,10.257771,10.559024,10.919212000000002,11.557937000000003
