순번_정류장ID,1-2800900,2-2805288,3-2800898,4-2805292,5-2805297,6-2800888,7-2800823,8-2800868,9-2805867,10-2805868,11-2805870,12-2805864,13-2800847,14-2800877,15-2800822,16-2805940,17-2800875,18-2800924,19-2800926,20-2800933,21-2800939,22-2800842,23-2800989,24-2800979,25-2800990,26-2801012,27-2801023,28-2801040,29-2801058,30-2801268,31-2801277,32-2801161,33-2801158,34-2801391,35-2801386,36-2801380,37-2800209,38-2800204,39-2800201,40-2800197,41-2800199,42-2800207,43-2800212,44-2800218,45-2800219,46-2800223,47-2800231,48-2806090
31-2801277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.49740500000000004,0.918269,1.4632830000000001,1.706212,1.936015,2.487585,3.138926,3.370507,4.023098,4.419393,4.640482,5.034617000000001,5.2703880000000005,5.3932210000000005,5.686666000000001,5.961698000000001,6.751917000000001
32-2801161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.420864,0.965878,1.208807,1.43861,1.99018,2.641521,2.873102,3.525693,3.921988,4.143077,4.537212,4.772983,4.895816,5.189261,5.4642930000000005,6.254512
33-2801158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.545014,0.7879430000000001,1.017746,1.5693160000000002,2.220657,2.452238,3.104829,3.501124,3.722213,4.116348,4.352119,4.474952,4.768397,5.043429000000001,5.833648
34-2801391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.242929,0.47273200000000004,1.024302,1.675643,1.907224,2.559815,2.95611,3.177199,3.571334,3.807105,3.929938,4.223383,4.4984150000000005,5.288634
35-2801386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.229803,0.781373,1.4327139999999998,1.6642949999999999,2.316886,2.7131809999999996,2.9342699999999997,3.3284049999999996,3.564176,3.6870089999999998,3.980454,4.255486,5.045705
36-2801380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.55157,1.2029109999999998,1.4344919999999999,2.087083,2.4833779999999996,2.7044669999999997,3.0986019999999996,3.334373,3.457206,3.7506509999999995,4.025683,4.8159019999999995
37-2800209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.651341,0.882922,1.535513,1.931808,2.152897,2.5470319999999997,2.782803,2.905636,3.1990809999999996,3.4741129999999996,4.264332
38-2800204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.23158099999999998,0.884172,1.280467,1.501556,1.8956909999999998,2.131462,2.254295,2.54774,2.822772,3.612991
39-2800201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.652591,1.048886,1.269975,1.66411,1.899881,2.022714,2.316159,2.591191,3.38141
40-2800197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.396295,0.6173839999999999,1.0115189999999998,1.2472899999999998,1.3701229999999998,1.6635679999999997,1.9385999999999997,2.7288189999999997
41-2800199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.22108899999999998,0.615224,0.850995,0.9738279999999999,1.2672729999999999,1.5423049999999998,2.332524
42-2800207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.394135,0.6299060000000001,0.752739,1.046184,1.321216,2.111435
43-2800212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.235771,0.35860400000000003,0.652049,0.927081,1.7173
44-2800218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.122833,0.4162779999999999,0.6913099999999999,1.4815289999999999
45-2800219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.29344499999999996,0.5684769999999999,1.358696
46-2800223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.275032,1.065251
47-2800231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.790219
48-2806090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
