순번_정류장ID,1-2806160,2-2805528,3-2807269,4-2806830,5-2805759,6-2805529,7-2805839,8-2805340,9-2805817,10-2805339,11-2805228,12-2805226,13-2805328,14-2805335,15-2806172,16-2805231,17-2805400,18-2805038,19-2804895,20-2805744,21-2807080,22-2807078,23-2800622,24-2800627,25-2800336,26-2800658,27-2800669,28-2800345,29-2803643,30-2803791,31-2801474,32-2801178,33-2801179,34-2801439,35-2801584,36-2801628,37-2801621,38-2801633
1-2806160,0,1.423424,1.798718,2.480187,2.724287,3.0299,3.524258,3.943689,4.165494,5.514371,5.973291,6.375700999999999,6.944699999999999,7.510152999999999,8.022006,8.520114,8.72053,9.003684,9.592187,10.331541,10.679488,11.342244999999998,11.687383999999998,12.132293999999998,12.392280999999999,12.568463999999999,13.060853999999999,13.629257999999998,15.560671999999999,15.918857999999998,16.578968,17.1608,17.450094999999997,18.588563999999998,19.41849,20.017412999999998,20.17157,20.423123999999998
2-2805528,,0,0.375294,1.0567630000000001,1.300863,1.6064760000000002,2.1008340000000003,2.520265,2.74207,4.090947,4.549867,4.952277,5.521275999999999,6.086728999999999,6.5985819999999995,7.09669,7.297105999999999,7.580259999999999,8.168762999999998,8.908116999999999,9.256063999999999,9.918820999999998,10.263959999999997,10.708869999999997,10.968856999999998,11.145039999999998,11.637429999999998,12.205833999999998,14.137247999999998,14.495433999999998,15.155543999999997,15.737375999999998,16.026670999999997,17.165139999999997,17.995065999999998,18.593988999999997,18.748146,18.999699999999997
3-2807269,,,0,0.681469,0.925569,1.231182,1.72554,2.144971,2.3667759999999998,3.7156529999999997,4.174573,4.576982999999999,5.145981999999999,5.711434999999999,6.223287999999999,6.7213959999999995,6.921811999999999,7.204965999999999,7.793468999999999,8.532822999999999,8.880769999999998,9.543526999999997,9.888665999999997,10.333575999999997,10.593562999999998,10.769745999999998,11.262135999999998,11.830539999999997,13.761953999999998,14.120139999999997,14.780249999999997,15.362081999999997,15.651376999999997,16.789845999999997,17.619771999999998,18.218694999999997,18.372851999999998,18.624405999999997
4-2806830,,,,0,0.2441,0.549713,1.044071,1.463502,1.685307,3.034184,3.493104,3.8955140000000004,4.464513,5.029966,5.541819,6.0399270000000005,6.240343,6.523497,7.112,7.851354,8.199301,8.862058,9.207196999999999,9.652106999999999,9.912094,10.088277,10.580667,11.149071,13.080485,13.438671,14.098780999999999,14.680613,14.969907999999998,16.108376999999997,16.938302999999998,17.537225999999997,17.691383,17.942936999999997
5-2805759,,,,,0,0.305613,0.799971,1.219402,1.4412070000000001,2.7900840000000002,3.2490040000000002,3.6514140000000004,4.220413000000001,4.785866,5.297719000000001,5.795827000000001,5.996243000000001,6.279397,6.867900000000001,7.607254,7.955201000000001,8.617958,8.963097,9.408007,9.667994,9.844177,10.336567,10.904971,12.836385,13.194571,13.854681,14.436513,14.725807999999999,15.864277,16.694202999999998,17.293125999999997,17.447283,17.698836999999997
6-2805529,,,,,,0,0.494358,0.9137890000000001,1.1355940000000002,2.484471,2.943391,3.3458010000000002,3.9148000000000005,4.480253,4.992106000000001,5.490214000000001,5.6906300000000005,5.973784,6.562287,7.301641,7.649588,8.312344999999999,8.657483999999998,9.102393999999999,9.362381,9.538564,10.030954,10.599357999999999,12.530771999999999,12.888957999999999,13.549067999999998,14.130899999999999,14.420194999999998,15.558663999999998,16.388589999999997,16.987512999999996,17.141669999999998,17.393223999999996
7-2805839,,,,,,,0,0.41943100000000005,0.6412360000000001,1.9901130000000002,2.449033,2.851443,3.4204420000000004,3.985895,4.4977480000000005,4.995856000000001,5.1962720000000004,5.479426,6.067929,6.807283,7.1552299999999995,7.817987,8.163126,8.608036,8.868023,9.044206,9.536596000000001,10.105,12.036414,12.3946,13.05471,13.636542,13.925837,15.064306,15.894232,16.493155,16.647312000000003,16.898866
8-2805340,,,,,,,,0,0.22180500000000003,1.5706820000000001,2.029602,2.4320120000000003,3.001011,3.566464,4.078317,4.576425,4.776841,5.059995,5.648498,6.387852,6.735799,7.398556,7.743695,8.188604999999999,8.448592,8.624775,9.117165,9.685569,11.616983,11.975169,12.635278999999999,13.217111,13.506405999999998,14.644874999999999,15.474801,16.073724,16.227881,16.479435
9-2805817,,,,,,,,,0,1.348877,1.807797,2.210207,2.7792060000000003,3.344659,3.856512,4.35462,4.555035999999999,4.838189999999999,5.426692999999999,6.166046999999999,6.5139939999999985,7.1767509999999985,7.521889999999998,7.966799999999998,8.226786999999998,8.402969999999998,8.895359999999998,9.463763999999998,11.395177999999998,11.753363999999998,12.413473999999997,12.995305999999998,13.284600999999997,14.423069999999997,15.252995999999998,15.851918999999997,16.006075999999997,16.257629999999995
10-2805339,,,,,,,,,,0,0.45892,0.8613299999999999,1.430329,1.995782,2.507635,3.005743,3.206159,3.489313,4.077816,4.81717,5.165117,5.827874,6.173013,6.617923,6.87791,7.054093,7.546483,8.114887,10.046301,10.404487,11.064597,11.646429,11.935723999999999,13.074193,13.904119,14.503041999999999,14.657198999999999,14.908752999999999
