순번_정류장ID,1-2803703,2-2804580,3-2804213,4-2804211,5-2804209,6-2804207,7-2804205,8-2804204,9-2806290,10-2804202,11-2806292,12-2804578,13-2803609,14-2806232,15-2803608,16-2803607,17-2803606,18-2806297,19-2803616,20-2803853,21-2803850,22-2803617,23-2806299,24-2803618,25-2806300,26-2803600,27-2800273,28-2803601,29-2804331,30-2803581,31-2800271,32-2804749,33-2805489,34-2807150,35-2804581,36-2804582,37-2807389,38-2800267,39-2804032
1-2803703,0,0.186593,0.691388,1.055507,1.546418,1.9349150000000002,2.6535840000000004,2.8894910000000005,3.2371350000000003,3.6582550000000005,3.9105600000000003,4.274254,4.407854,4.784106,5.104953,5.616877,5.910159,6.453128,6.7778670000000005,6.976758,7.378647,7.966637,8.496826,8.767364,9.084733,9.785495,10.228423999999999,10.431033,10.612649,10.866969,11.348301,11.408349999999999,11.855230999999998,12.219479999999997,12.560414999999997,12.861667999999998,13.003348999999998,13.221855999999999,13.860581
2-2804580,,0,0.504795,0.868914,1.3598249999999998,1.748322,2.466991,2.7028980000000002,3.050542,3.4716620000000002,3.723967,4.087661,4.221261,4.597513,4.91836,5.4302839999999994,5.723566,6.266535,6.591274,6.790165,7.192054,7.780044,8.310233,8.580771,8.89814,9.598901999999999,10.041830999999998,10.244439999999999,10.426055999999999,10.680375999999999,11.161707999999999,11.221756999999998,11.668637999999998,12.032886999999997,12.373821999999997,12.675074999999996,12.816755999999996,13.035262999999997,13.673987999999998
3-2804213,,,0,0.364119,0.85503,1.2435269999999998,1.9621959999999998,2.1981029999999997,2.5457469999999995,2.9668669999999997,3.2191719999999995,3.5828659999999997,3.7164659999999996,4.092718,4.413564999999999,4.925488999999999,5.2187709999999985,5.761739999999999,6.086478999999999,6.285369999999999,6.687258999999998,7.275248999999999,7.805437999999999,8.075975999999999,8.393344999999998,9.094106999999997,9.537035999999997,9.739644999999998,9.921260999999998,10.175580999999998,10.656912999999998,10.716961999999997,11.163842999999996,11.528091999999996,11.869026999999996,12.170279999999995,12.311960999999995,12.530467999999995,13.169192999999996
4-2804211,,,,0,0.490911,0.879408,1.598077,1.833984,2.181628,2.602748,2.855053,3.218747,3.352347,3.728599,4.049446,4.561369999999999,4.854652,5.397621,5.72236,5.921251,6.3231399999999995,6.91113,7.441319,7.711857,8.029226,8.729987999999999,9.172916999999998,9.375525999999999,9.557141999999999,9.811461999999999,10.292793999999999,10.352842999999998,10.799723999999998,11.163972999999997,11.504907999999997,11.806160999999996,11.947841999999996,12.166348999999997,12.805073999999998
5-2804209,,,,,0,0.388497,1.1071659999999999,1.343073,1.690717,2.111837,2.364142,2.7278360000000004,2.8614360000000003,3.2376880000000003,3.5585350000000004,4.0704590000000005,4.363741000000001,4.906710000000001,5.231449000000001,5.430340000000001,5.832229000000001,6.420219000000001,6.950408000000001,7.220946000000001,7.538315000000002,8.239077000000002,8.682006000000001,8.884615000000002,9.066231000000002,9.320551000000002,9.801883000000002,9.861932000000001,10.308813,10.673062,11.013997,11.315249999999999,11.456930999999999,11.675438,12.314163
6-2804207,,,,,,0,0.718669,0.954576,1.30222,1.7233399999999999,1.9756449999999999,2.339339,2.4729389999999998,2.849191,3.170038,3.681962,3.975244,4.518213,4.842952,5.041843,5.443732,6.031722,6.561911,6.832449,7.149818000000001,7.850580000000001,8.293509,8.496118000000001,8.677734000000001,8.932054,9.413386000000001,9.473435,9.920316,10.284564999999999,10.625499999999999,10.926752999999998,11.068433999999998,11.286940999999999,11.925666
7-2804205,,,,,,,0,0.235907,0.583551,1.004671,1.256976,1.62067,1.75427,2.130522,2.451369,2.963293,3.256575,3.799544,4.124283,4.323174,4.725063,5.313053,5.843242,6.11378,6.4311490000000004,7.1319110000000006,7.574840000000001,7.777449000000001,7.959065000000001,8.213385,8.694717,8.754766,9.201647,9.565895999999999,9.906830999999999,10.208084,10.349765,10.568272,11.206997000000001
8-2804204,,,,,,,,0,0.347644,0.768764,1.021069,1.384763,1.518363,1.894615,2.215462,2.727386,3.020668,3.563637,3.888376,4.087267,4.4891559999999995,5.077145999999999,5.607334999999999,5.877872999999999,6.1952419999999995,6.896004,7.338933,7.541542,7.723158,7.977478,8.45881,8.518858999999999,8.965739999999998,9.329988999999998,9.670923999999998,9.972176999999999,10.113857999999999,10.332365,10.97109
9-2806290,,,,,,,,,0,0.42112,0.6734249999999999,1.037119,1.1707189999999998,1.5469709999999999,1.8678179999999998,2.379742,2.673024,3.2159929999999997,3.5407319999999998,3.739623,4.141512,4.729502,5.259691,5.530229,5.8475980000000005,6.548360000000001,6.991289000000001,7.193898000000001,7.375514000000001,7.629834000000001,8.111166,8.171215,8.618096,8.982344999999999,9.323279999999999,9.624533,9.766214,9.984721,10.623446000000001
10-2804202,,,,,,,,,,0,0.252305,0.615999,0.7495989999999999,1.125851,1.446698,1.958622,2.251904,2.794873,3.119612,3.318503,3.7203920000000004,4.308382,4.838571,5.109109,5.426478,6.1272400000000005,6.570169000000001,6.772778000000001,6.954394000000001,7.2087140000000005,7.690046000000001,7.750095000000001,8.196976000000001,8.561225,8.90216,9.203413000000001,9.345094000000001,9.563601000000002,10.202326000000003
