순번_정류장ID,32-2804643,33-2804197,34-2804195,35-2804717,36-2804193,37-2804191,38-2806153,39-2804189,40-2804641,41-2804740,42-2804794,43-2803700,44-2803699,45-2803697,46-2803695,47-2803693,48-2804775,49-2803741,50-2803742,51-2803743,52-2803744,53-2804666,54-2803745,55-2803746,56-2803747,57-2803748,58-2804688,59-2807370,60-2803604,61-2800266,62-2807368,63-2804602,64-2803580,65-2800263,66-2800267,67-2804032
32-2804643,0,0.39603299999999997,0.809858,0.983992,1.47845,1.627882,1.960813,2.2360059999999997,2.857824,4.483894,4.646873,4.968203,5.325189,5.752859,6.070328,6.301373,7.099125,8.117091,8.390611,8.960948,9.26517,9.918424,10.395040999999999,11.126855999999998,11.532913999999998,11.966248999999998,12.101181999999998,12.414929999999998,13.089316999999998,13.390463999999998,13.616900999999999,13.766068999999998,13.986079999999998,14.238102999999997,14.876827999999996,15.072925999999995
33-2804197,,0,0.413825,0.587959,1.082417,1.231849,1.5647799999999998,1.8399729999999999,2.461791,4.087861,4.25084,4.57217,4.929156,5.356826,5.674295,5.90534,6.703092,7.721057999999999,7.994577999999999,8.564915,8.869136999999998,9.522390999999999,9.999007999999998,10.730822999999997,11.136880999999997,11.570215999999997,11.705148999999997,12.018896999999997,12.693283999999997,12.994430999999997,13.220867999999998,13.370035999999997,13.590046999999997,13.842069999999996,14.480794999999997,14.676892999999996
34-2804195,,,0,0.17413399999999998,0.668592,0.818024,1.150955,1.426148,2.0479659999999997,3.674036,3.837015,4.158345,4.515331,4.943001,5.26047,5.491515,6.289267,7.307233,7.580753,8.15109,8.455312,9.108566,9.585182999999999,10.316997999999998,10.723055999999998,11.156390999999998,11.291323999999998,11.605071999999998,12.279458999999997,12.580605999999998,12.807042999999998,12.956210999999998,13.176221999999997,13.428244999999997,14.066969999999998,14.263067999999997
35-2804717,,,,0,0.494458,0.64389,0.9768209999999999,1.252014,1.873832,3.499902,3.662881,3.984211,4.341197,4.768867,5.086336,5.317381,6.115133,7.133099,7.406618999999999,7.9769559999999995,8.281177999999999,8.934432,9.411048999999998,10.142863999999998,10.548921999999997,10.982256999999997,11.117189999999997,11.430937999999998,12.105324999999997,12.406471999999997,12.632908999999998,12.782076999999997,13.002087999999997,13.254110999999996,13.892835999999996,14.088933999999995
36-2804193,,,,,0,0.14943199999999998,0.482363,0.7575559999999999,1.3793739999999999,3.005444,3.1684229999999998,3.489753,3.846739,4.274409,4.591878,4.822923,5.620675,6.638641,6.912160999999999,7.482498,7.78672,8.439974,8.916590999999999,9.648405999999998,10.054463999999998,10.487798999999997,10.622731999999997,10.936479999999998,11.610866999999997,11.912013999999997,12.138450999999998,12.287618999999998,12.507629999999997,12.759652999999997,13.398377999999997,13.594475999999997
37-2804191,,,,,,0,0.332931,0.6081239999999999,1.2299419999999999,2.8560119999999998,3.0189909999999998,3.340321,3.697307,4.1249769999999994,4.4424459999999995,4.673490999999999,5.471242999999999,6.489208999999999,6.762728999999998,7.333065999999999,7.637287999999999,8.290541999999999,8.767158999999998,9.498973999999997,9.905031999999997,10.338366999999996,10.473299999999997,10.787047999999997,11.461434999999996,11.762581999999997,11.989018999999997,12.138186999999997,12.358197999999996,12.610220999999996,13.248945999999997,13.445043999999996
38-2806153,,,,,,,0,0.27519299999999997,0.897011,2.5230810000000004,2.6860600000000003,3.0073900000000005,3.3643760000000005,3.7920460000000005,4.109515,4.34056,5.138312,6.156278,6.429798,7.000135,7.304357,7.957611,8.434228,9.166042999999998,9.572100999999998,10.005435999999998,10.140368999999998,10.454116999999998,11.128503999999998,11.429650999999998,11.656087999999999,11.805255999999998,12.025266999999998,12.277289999999997,12.916014999999998,13.112112999999997
39-2804189,,,,,,,,0,0.621818,2.247888,2.410867,2.732197,3.0891830000000002,3.5168530000000002,3.8343220000000002,4.065367,4.863119,5.881085000000001,6.154605,6.724942,7.029164000000001,7.682418,8.159035,8.890849999999999,9.296907999999998,9.730242999999998,9.865175999999998,10.178923999999999,10.853310999999998,11.154457999999998,11.380894999999999,11.530062999999998,11.750073999999998,12.002096999999997,12.640821999999996,12.836919999999996
40-2804641,,,,,,,,,0,1.6260700000000001,1.7890490000000001,2.110379,2.467365,2.895035,3.212504,3.443549,4.241301,5.2592669999999995,5.532786999999999,6.103123999999999,6.4073459999999995,7.060599999999999,7.537216999999999,8.269032,8.675089999999999,9.108424999999999,9.243357999999999,9.557106,10.231492999999999,10.532639999999999,10.759077,10.908244999999999,11.128255999999999,11.380278999999998,12.019003999999999,12.215101999999998
41-2804740,,,,,,,,,,0,0.16297899999999998,0.484309,0.841295,1.2689650000000001,1.5864340000000001,1.817479,2.615231,3.633197,3.906717,4.477054,4.781276,5.4345300000000005,5.911147000000001,6.642962000000001,7.0490200000000005,7.482355,7.617288,7.931036000000001,8.605423,8.90657,9.133007000000001,9.282175,9.502186,9.754209,10.392934,10.589032
42-2804794,,,,,,,,,,,0,0.32133,0.678316,1.1059860000000001,1.4234550000000001,1.6545,2.452252,3.470218,3.743738,4.314075,4.618297,5.2715510000000005,5.748168000000001,6.479983000000001,6.8860410000000005,7.319376,7.454309,7.768057000000001,8.442444,8.743591,8.970028000000001,9.119196,9.339207,9.59123,10.229955,10.426053
43-2803700,,,,,,,,,,,,0,0.356986,0.784656,1.102125,1.33317,2.130922,3.148888,3.422408,3.9927449999999998,4.2969669999999995,4.950220999999999,5.426837999999999,6.158652999999999,6.564710999999999,6.998045999999999,7.132978999999999,7.446726999999999,8.121113999999999,8.422260999999999,8.648698,8.797865999999999,9.017876999999999,9.269899999999998,9.908624999999997,10.104722999999996
44-2803699,,,,,,,,,,,,,0,0.42767,0.745139,0.9761839999999999,1.773936,2.791902,3.065422,3.6357589999999997,3.9399809999999995,4.593235,5.069852,5.801667,6.207725,6.6410599999999995,6.775993,7.089741,7.764128,8.065275,8.291712,8.44088,8.660891,8.912913999999999,9.551638999999998,9.747736999999997
45-2803697,,,,,,,,,,,,,,0,0.317469,0.548514,1.346266,2.364232,2.637752,3.2080889999999997,3.5123109999999995,4.165564999999999,4.642181999999999,5.373996999999999,5.780054999999999,6.213389999999999,6.348322999999999,6.662070999999999,7.3364579999999995,7.637605,7.8640419999999995,8.013209999999999,8.233220999999999,8.485243999999998,9.123968999999999,9.320066999999998
46-2803695,,,,,,,,,,,,,,,0,0.23104499999999997,1.028797,2.046763,2.320283,2.8906199999999997,3.1948419999999995,3.8480959999999995,4.324712999999999,5.056527999999999,5.462585999999999,5.8959209999999995,6.030854,6.344602,7.018989,7.320136000000001,7.546573,7.695741000000001,7.915752000000001,8.167775,8.8065,9.002597999999999
47-2803693,,,,,,,,,,,,,,,,0,0.797752,1.815718,2.089238,2.659575,2.9637969999999996,3.6170509999999996,4.093667999999999,4.825482999999999,5.231540999999999,5.664876,5.799809,6.113557,6.787944,7.089091000000001,7.3155280000000005,7.464696000000001,7.684707000000001,7.936730000000002,8.575455000000002,8.771553
48-2804775,,,,,,,,,,,,,,,,,0,1.017966,1.291486,1.8618229999999998,2.1660449999999996,2.8192989999999996,3.2959159999999996,4.027730999999999,4.433788999999999,4.867123999999999,5.002056999999999,5.315804999999999,5.9901919999999995,6.291339,6.517776,6.666944,6.886955,7.138978000000001,7.777703000000001,7.973801000000001
49-2803741,,,,,,,,,,,,,,,,,,0,0.27352,0.843857,1.148079,1.801333,2.27795,3.0097650000000002,3.415823,3.849158,3.9840910000000003,4.297839000000001,4.972226000000001,5.273373000000001,5.499810000000001,5.648978000000001,5.868989000000002,6.121012000000002,6.759737000000002,6.955835000000002
50-2803742,,,,,,,,,,,,,,,,,,,0,0.570337,0.874559,1.527813,2.00443,2.7362450000000003,3.142303,3.575638,3.7105710000000003,4.024319,4.6987060000000005,4.999853000000001,5.2262900000000005,5.375458000000001,5.595469000000001,5.847492000000002,6.486217000000002,6.682315000000002
51-2803743,,,,,,,,,,,,,,,,,,,,0,0.304222,0.957476,1.434093,2.165908,2.5719659999999998,3.005301,3.140234,3.453982,4.128369,4.4295160000000005,4.655953,4.805121000000001,5.025132000000001,5.277155000000001,5.915880000000001,6.1119780000000015
52-2803744,,,,,,,,,,,,,,,,,,,,,0,0.653254,1.129871,1.8616860000000002,2.267744,2.701079,2.836012,3.14976,3.824147,4.125294,4.351731,4.500899,4.720910000000001,4.972933000000001,5.611658000000001,5.807756000000001
53-2804666,,,,,,,,,,,,,,,,,,,,,,0,0.476617,1.208432,1.61449,2.047825,2.182758,2.496506,3.170893,3.47204,3.6984769999999996,3.8476449999999995,4.0676559999999995,4.319679,4.958404,5.154502
