순번_정류장ID,81-2803661,82-2801697,83-2801724,84-2801915,85-2801926,86-2801922,87-2801940,88-2801950,89-2801961,90-2801987,91-2802006,92-2802016,93-2802028,94-2806611,95-2802047,96-2802054,97-2802064,98-2802092,99-2802106,100-2802113,101-2802122,102-2802720,103-2802724,104-2802732,105-2802755,106-2802776,107-2802800,108-2802815,109-2802852,110-2802888,111-2802912,112-2802949,113-2802967,114-2802963,115-2802956,116-2802984,117-2803020,118-2802390,119-2802452,120-2802470,121-2802465,122-2802473,123-2802495,124-2802517,125-2802506,126-2802489,127-2802499,128-2802369,129-2802529,130-2802539,131-2802558,132-2802569,133-2802560,134-2802555,135-2802556,136-2802566,137-2802366,138-2802349,139-2802577,140-2802581,141-2804851,142-2802597,143-2802594,144-2802591,145-2802590,146-2802593,147-2802600,148-2802601,149-2802604,150-2802348,151-2804908,152-2803767,153-2804877,154-2803768,155-2803522
81-2803661,0,0.542122,1.8710660000000001,2.763938,3.14365,3.556026,3.858673,4.184376,4.4179070000000005,4.7185060000000005,4.958588000000001,5.342058000000001,5.696648000000001,5.867310000000001,6.266085,6.609051,7.102857,7.607084,7.769478,7.981493,8.227192,8.555717000000001,8.928445000000002,9.403589000000002,9.806559000000002,10.309761000000002,10.667844000000002,11.292895000000001,11.638753000000001,11.897909000000002,12.182801000000001,12.505731,12.998928000000001,13.340977,13.839173,14.321013,15.438387,15.82508,16.199254,16.489353,16.799660000000003,17.063139000000003,17.256630000000005,17.521027000000004,17.899268000000003,18.292638000000004,18.479760000000002,18.660015,18.950443,19.673479,20.345078,21.021246,21.362206,21.671689,22.187245,22.4965,22.792170000000002,23.009082000000003,23.176112000000003,23.834668000000004,25.443903000000006,25.680813000000008,25.878058000000006,26.079259000000008,26.405311000000008,26.557282000000008,26.72026200000001,27.01562700000001,27.26558900000001,27.96304200000001,28.73748500000001,29.34043100000001,29.87191200000001,30.370044000000007,30.81363500000001
82-2801697,,0,1.3289440000000001,2.221816,2.601528,3.013904,3.316551,3.642254,3.875785,4.176384,4.416466,4.799936,5.154526,5.325188,5.7239629999999995,6.066928999999999,6.560734999999999,7.0649619999999995,7.2273559999999994,7.4393709999999995,7.68507,8.013595,8.386323,8.861467000000001,9.264437000000001,9.767639,10.125722000000001,10.750773000000002,11.096631000000002,11.355787000000003,11.640679000000002,11.963609000000002,12.456806000000002,12.798855000000001,13.297051000000002,13.778891000000002,14.896265000000001,15.282958,15.657132,15.947231,16.257538,16.521017,16.714508000000002,16.978905,17.357146,17.750516,17.937638,18.117893,18.408320999999997,19.131356999999998,19.802956,20.479124,20.820083999999998,21.129566999999998,21.645122999999998,21.954378,22.250048,22.46696,22.63399,23.292546,24.901781,25.138691,25.335936,25.537137,25.863189000000002,26.01516,26.178140000000003,26.473505000000003,26.723467000000003,27.420920000000002,28.195363000000004,28.798309000000003,29.329790000000003,29.827922,30.271513000000002
83-2801724,,,0,0.8928719999999999,1.272584,1.68496,1.9876070000000001,2.31331,2.546841,2.84744,3.0875220000000003,3.4709920000000003,3.8255820000000003,3.9962440000000004,4.3950190000000005,4.737985,5.231791,5.7360180000000005,5.898412,6.1104270000000005,6.356126000000001,6.684651000000001,7.057379000000001,7.532523000000001,7.935493000000001,8.438695000000001,8.796778000000002,9.421829000000002,9.767687000000002,10.026843000000003,10.311735000000002,10.634665000000002,11.127862000000002,11.469911000000002,11.968107000000002,12.449947000000002,13.567321000000002,13.954014,14.328188,14.618287,14.928594,15.192073,15.385564,15.649961000000001,16.028202,16.421572,16.608694,16.788949,17.079376999999997,17.802412999999998,18.474012,19.15018,19.491139999999998,19.800622999999998,20.316178999999998,20.625434,20.921104,21.138016,21.305046,21.963602,23.572837,23.809747,24.006992,24.208193,24.534245000000002,24.686216,24.849196000000003,25.144561000000003,25.394523000000003,26.091976000000003,26.866419000000004,27.469365000000003,28.000846000000003,28.498978,28.942569000000002
84-2801915,,,,0,0.379712,0.792088,1.094735,1.420438,1.653969,1.954568,2.19465,2.57812,2.93271,3.1033720000000002,3.5021470000000003,3.8451130000000004,4.338919000000001,4.843146000000001,5.005540000000001,5.217555000000001,5.463254000000001,5.791779000000001,6.164507000000001,6.6396510000000015,7.042621000000001,7.545823000000001,7.903906000000001,8.528957000000002,8.874815000000002,9.133971000000003,9.418863000000002,9.741793000000001,10.234990000000002,10.577039000000001,11.075235000000001,11.557075000000001,12.674449000000001,13.061142,13.435316,13.725415,14.035722,14.299201,14.492692,14.757089,15.13533,15.5287,15.715822000000001,15.896077000000002,16.186505,16.909541,17.58114,18.257308000000002,18.598268,18.907751,19.423307,19.732562,20.028232000000003,20.245144000000003,20.412174000000004,21.070730000000005,22.679965000000003,22.916875000000005,23.114120000000003,23.315321000000004,23.641373000000005,23.793344000000005,23.956324000000006,24.251689000000006,24.501651000000006,25.199104000000005,25.973547000000007,26.576493000000006,27.107974000000006,27.606106000000004,28.049697000000005
85-2801926,,,,,0,0.412376,0.715023,1.040726,1.274257,1.574856,1.8149380000000002,2.198408,2.552998,2.72366,3.1224350000000003,3.4654010000000004,3.9592070000000006,4.463434,4.625828,4.837843,5.0835420000000004,5.412067,5.784795000000001,6.259939000000001,6.662909000000001,7.166111000000001,7.5241940000000005,8.149245,8.495103,8.754259000000001,9.039151,9.362081,9.855278,10.197327,10.695523,11.177363,12.294737,12.681429999999999,13.055603999999999,13.345702999999999,13.656009999999998,13.919488999999999,14.112979999999999,14.377377,14.755617999999998,15.148988,15.33611,15.516365,15.806793,16.529829,17.201428,17.877596,18.218556,18.528039,19.043595,19.35285,19.64852,19.865432000000002,20.032462000000002,20.691018000000003,22.300253000000005,22.537163000000007,22.734408000000006,22.935609000000007,23.261661000000007,23.413632000000007,23.576612000000008,23.871977000000008,24.12193900000001,24.819392000000008,25.59383500000001,26.19678100000001,26.728262000000008,27.226394000000006,27.669985000000008
86-2801922,,,,,,0,0.302647,0.62835,0.8618809999999999,1.16248,1.402562,1.786032,2.140622,2.311284,2.710059,3.0530250000000003,3.5468310000000005,4.051058,4.213452,4.425467,4.671166,4.999691,5.372419000000001,5.847563000000001,6.250533000000001,6.753735000000001,7.111818,7.736869,8.082727,8.341883000000001,8.626775,8.949705,9.442902,9.784951,10.283147,10.764987,11.882361,12.269053999999999,12.643227999999999,12.933326999999998,13.243633999999998,13.507112999999999,13.700603999999998,13.965000999999999,14.343241999999998,14.736611999999997,14.923733999999998,15.103988999999999,15.394416999999999,16.117452999999998,16.789051999999998,17.46522,17.806179999999998,18.115662999999998,18.631218999999998,18.940474,19.236144,19.453056,19.620086,20.278642,21.887877000000003,22.124787000000005,22.322032000000004,22.523233000000005,22.849285000000005,23.001256000000005,23.164236000000006,23.459601000000006,23.709563000000006,24.407016000000006,25.181459000000007,25.784405000000007,26.315886000000006,26.814018000000004,27.257609000000006
87-2801940,,,,,,,0,0.325703,0.559234,0.8598330000000001,1.0999150000000002,1.4833850000000002,1.8379750000000001,2.0086370000000002,2.4074120000000003,2.7503780000000004,3.2441840000000006,3.748411000000001,3.9108050000000008,4.122820000000001,4.368519000000001,4.697044000000001,5.069772000000001,5.5449160000000015,5.947886000000001,6.451088000000001,6.809171000000001,7.434222000000001,7.780080000000001,8.039236,8.324128,8.647058,9.140255,9.482304,9.9805,10.46234,11.579714,11.966406999999998,12.340580999999998,12.630679999999998,12.940986999999998,13.204465999999998,13.397956999999998,13.662353999999999,14.040594999999998,14.433964999999997,14.621086999999998,14.801341999999998,15.091769999999999,15.814805999999999,16.486404999999998,17.162573,17.503532999999997,17.813015999999998,18.328571999999998,18.637826999999998,18.933497,19.150409,19.317439,19.975995,21.585230000000003,21.822140000000005,22.019385000000003,22.220586000000004,22.546638000000005,22.698609000000005,22.861589000000006,23.156954000000006,23.406916000000006,24.104369000000005,24.878812000000007,25.481758000000006,26.013239000000006,26.511371000000004,26.954962000000005
88-2801950,,,,,,,,0,0.233531,0.53413,0.774212,1.1576819999999999,1.5122719999999998,1.682934,2.081709,2.424675,2.9184810000000003,3.4227080000000005,3.5851020000000005,3.7971170000000005,4.042816,4.371341,4.7440690000000005,5.219213000000001,5.622183000000001,6.1253850000000005,6.483468,7.108519,7.454377,7.713533,7.998425,8.321355,8.814552,9.156601,9.654797,10.136637,11.254011,11.640704,12.014878,12.304977,12.615283999999999,12.878763,13.072254,13.336651,13.714891999999999,14.108262,14.295384,14.475639000000001,14.766067000000001,15.489103000000002,16.160702,16.83687,17.17783,17.487313,18.002869,18.312124,18.607794000000002,18.824706000000003,18.991736000000003,19.650292000000004,21.259527000000006,21.496437000000007,21.693682000000006,21.894883000000007,22.220935000000008,22.372906000000008,22.53588600000001,22.83125100000001,23.08121300000001,23.77866600000001,24.55310900000001,25.15605500000001,25.68753600000001,26.185668000000007,26.62925900000001
89-2801961,,,,,,,,,0,0.300599,0.540681,0.924151,1.278741,1.4494029999999998,1.8481779999999999,2.191144,2.68495,3.1891770000000004,3.3515710000000003,3.5635860000000004,3.8092850000000005,4.137810000000001,4.510538000000001,4.9856820000000015,5.388652000000001,5.891854000000001,6.249937000000001,6.874988000000001,7.220846000000001,7.480002000000001,7.764894000000001,8.087824000000001,8.581021000000002,8.923070000000001,9.421266000000001,9.903106000000001,11.020480000000001,11.407173,11.781347,12.071446,12.381753,12.645232,12.838723,13.10312,13.481361,13.874731,14.061853000000001,14.242108000000002,14.532536000000002,15.255572000000003,15.927171000000003,16.603339000000002,16.944299,17.253782,17.769338,18.078593,18.374263000000003,18.591175000000003,18.758205000000004,19.416761000000005,21.025996000000006,21.262906000000008,21.460151000000007,21.661352000000008,21.98740400000001,22.13937500000001,22.30235500000001,22.59772000000001,22.84768200000001,23.54513500000001,24.31957800000001,24.92252400000001,25.45400500000001,25.952137000000008,26.39572800000001
90-2801987,,,,,,,,,,0,0.24008200000000002,0.623552,0.9781420000000001,1.1488040000000002,1.5475790000000003,1.8905450000000004,2.3843510000000006,2.8885780000000008,3.0509720000000007,3.2629870000000007,3.508686000000001,3.837211000000001,4.209939000000001,4.685083000000001,5.088053000000001,5.591255000000001,5.949338000000001,6.574389000000001,6.920247000000001,7.179403000000001,7.464295000000001,7.787225000000001,8.280422000000002,8.622471,9.120667000000001,9.602507000000001,10.719881,11.106574,11.480748,11.770847,12.081154,12.344633,12.538124,12.802521,13.180762,13.574131999999999,13.761254,13.941509,14.231937,14.954973,15.626572000000001,16.30274,16.6437,16.953183,17.468739,17.777994,18.073664,18.290576,18.457606000000002,19.116162000000003,20.725397,20.962307000000003,21.159552,21.360753000000003,21.686805000000003,21.838776000000003,22.001756000000004,22.297121000000004,22.547083000000004,23.244536000000004,24.018979000000005,24.621925000000005,25.153406000000004,25.651538000000002,26.095129000000004
