순번_정류장ID,1-2801867,2-2801915,3-2801923,4-2801926,5-2801922,6-2801930,7-2801937,8-2801951,9-2801962,10-2801979,11-2801967,12-2801973,13-2801974,14-2801964,15-2801953,16-2801977,17-2805598,18-2802051,19-2802098,20-2802129,21-2802152,22-2802161,23-2802171,24-2802816,25-2802618
1-2801867,0,0.095189,0.8647079999999999,0.9880599999999999,1.367772,1.494496,1.739618,2.0086850000000003,2.2402330000000004,2.570876,2.808803,3.134696,3.539281,3.896258,4.438485,4.902194,5.296119,5.535516,5.994848,6.366885,7.020804,7.420564,7.730411999999999,8.113105,8.305580999999998
2-2801915,,0,0.769519,0.892871,1.272583,1.399307,1.6444290000000001,1.913496,2.145044,2.4756869999999997,2.7136139999999997,3.0395069999999995,3.4440919999999995,3.8010689999999996,4.343296,4.807004999999999,5.20093,5.440327,5.899659,6.2716959999999995,6.925615,7.325374999999999,7.635222999999999,8.017916,8.210391999999999
3-2801923,,,0,0.123352,0.503064,0.629788,0.87491,1.143977,1.375525,1.7061680000000001,1.9440950000000001,2.269988,2.674573,3.03155,3.573777,4.037486,4.431411000000001,4.670808000000001,5.130140000000001,5.5021770000000005,6.156096000000001,6.555856,6.865704,7.248397,7.440873
4-2801926,,,,0,0.379712,0.506436,0.751558,1.020625,1.252173,1.582816,1.820743,2.146636,2.551221,2.908198,3.450425,3.9141340000000002,4.308059,4.547456,5.006788,5.378825,6.032744,6.432504,6.7423519999999995,7.125044999999999,7.317520999999999
5-2801922,,,,,0,0.126724,0.371846,0.6409130000000001,0.872461,1.203104,1.441031,1.766924,2.171509,2.528486,3.070713,3.534422,3.928347,4.167744,4.627076,4.9991129999999995,5.653032,6.052791999999999,6.362639999999999,6.745332999999999,6.937808999999999
6-2801930,,,,,,0,0.24512199999999998,0.514189,0.745737,1.07638,1.314307,1.6401999999999999,2.044785,2.401762,2.943989,3.4076980000000003,3.801623,4.0410200000000005,4.500352,4.872389,5.526308,5.926068,6.235916,6.618608999999999,6.811084999999999
7-2801937,,,,,,,0,0.269067,0.500615,0.831258,1.069185,1.395078,1.799663,2.15664,2.698867,3.162576,3.556501,3.7958979999999998,4.25523,4.627267,5.281186,5.680946,5.990793999999999,6.373486999999999,6.565962999999999
8-2801951,,,,,,,,0,0.231548,0.562191,0.800118,1.126011,1.530596,1.8875730000000002,2.4298,2.8935090000000003,3.287434,3.526831,3.986163,4.3582,5.012119,5.411879,5.721727,6.104419999999999,6.296895999999999
9-2801962,,,,,,,,,0,0.33064299999999996,0.56857,0.894463,1.299048,1.656025,2.198252,2.6619610000000002,3.055886,3.295283,3.754615,4.126652,4.780571,5.180331,5.4901789999999995,5.872871999999999,6.065347999999999
10-2801979,,,,,,,,,,0,0.237927,0.56382,0.968405,1.3253819999999998,1.8676089999999999,2.331318,2.725243,2.9646399999999997,3.4239719999999996,3.7960089999999997,4.449928,4.8496879999999996,5.159535999999999,5.542228999999999,5.734704999999999
11-2801967,,,,,,,,,,,0,0.325893,0.730478,1.0874549999999998,1.6296819999999999,2.093391,2.487316,2.7267129999999997,3.1860449999999996,3.5580819999999997,4.212001,4.6117609999999996,4.921608999999999,5.304301999999999,5.496777999999999
12-2801973,,,,,,,,,,,,0,0.404585,0.761562,1.303789,1.7674980000000002,2.161423,2.40082,2.860152,3.232189,3.886108,4.285868,4.5957159999999995,4.978408999999999,5.170884999999999
13-2801974,,,,,,,,,,,,,0,0.356977,0.899204,1.362913,1.7568380000000001,1.996235,2.455567,2.827604,3.481523,3.8812830000000003,4.191131,4.573824,4.7663
14-2801964,,,,,,,,,,,,,,0,0.542227,1.0059360000000002,1.3998610000000002,1.6392580000000003,2.09859,2.4706270000000004,3.1245460000000005,3.5243060000000006,3.8341540000000007,4.2168470000000005,4.4093230000000005
15-2801953,,,,,,,,,,,,,,,0,0.46370900000000004,0.857634,1.0970309999999999,1.5563629999999997,1.9283999999999997,2.5823189999999996,2.9820789999999997,3.291927,3.67462,3.867096
16-2801977,,,,,,,,,,,,,,,,0,0.393925,0.6333219999999999,1.092654,1.464691,2.11861,2.51837,2.828218,3.2109110000000003,3.4033870000000004
17-2805598,,,,,,,,,,,,,,,,,0,0.23939699999999997,0.6987289999999999,1.0707659999999999,1.7246849999999998,2.1244449999999997,2.434293,2.816986,3.009462
18-2802051,,,,,,,,,,,,,,,,,,0,0.45933199999999996,0.831369,1.485288,1.8850479999999998,2.194896,2.577589,2.770065
19-2802098,,,,,,,,,,,,,,,,,,,0,0.372037,1.0259559999999999,1.425716,1.735564,2.1182570000000003,2.3107330000000004
20-2802129,,,,,,,,,,,,,,,,,,,,0,0.6539189999999999,1.0536789999999998,1.363527,1.7462199999999999,1.938696
21-2802152,,,,,,,,,,,,,,,,,,,,,0,0.39976,0.709608,1.092301,1.284777
22-2802161,,,,,,,,,,,,,,,,,,,,,,0,0.309848,0.6925410000000001,0.885017
23-2802171,,,,,,,,,,,,,,,,,,,,,,,0,0.382693,0.575169
24-2802816,,,,,,,,,,,,,,,,,,,,,,,,0,0.192476
25-2802618,,,,,,,,,,,,,,,,,,,,,,,,,0
