순번_정류장ID,1-2805574,2-2804896,3-2805037,4-2805221,5-2805253,6-2805251,7-2805249,8-2805945,9-2800591,10-2805192,11-2806572,12-2806213,13-2807459,14-2803766,15-2800351,16-2800549,17-2800543,18-2805270,19-2800536,20-2807212,21-2803764,22-2800530,23-2800523,24-2800519,25-2800517,26-2800515,27-2804977,28-2800507,29-2800503,30-2805796,31-2800506
1-2805574,0,0.16206500000000001,0.468762,0.710067,1.076611,1.538309,1.9851409999999998,2.223245,2.710668,3.07252,3.4300889999999997,3.691744,3.92428,4.910747,5.283103,5.525173,5.711957999999999,5.9687529999999995,6.715184,7.192396,7.546538999999999,7.637896999999999,7.922783999999999,8.167001999999998,8.326041999999998,8.505688999999997,8.930989999999996,9.164759999999996,9.398734999999995,9.528176999999994,10.630997999999995
2-2804896,,0,0.306697,0.548002,0.914546,1.3762439999999998,1.8230759999999997,2.06118,2.548603,2.910455,3.2680239999999996,3.529679,3.762215,4.748682,5.1210379999999995,5.3631079999999995,5.549892999999999,5.806687999999999,6.553119,7.030330999999999,7.384473999999999,7.475831999999999,7.760718999999999,8.004936999999998,8.163976999999997,8.343623999999997,8.768924999999996,9.002694999999996,9.236669999999995,9.366111999999994,10.468932999999994
3-2805037,,,0,0.24130500000000002,0.607849,1.069547,1.516379,1.754483,2.241906,2.603758,2.961327,3.222982,3.455518,4.441985,4.814341,5.056411,5.243195999999999,5.499991,6.246422,6.723634,7.077776999999999,7.169134999999999,7.454021999999999,7.698239999999999,7.857279999999999,8.036926999999999,8.462227999999998,8.695997999999998,8.929972999999997,9.059414999999996,10.162235999999996
4-2805221,,,,0,0.366544,0.8282419999999999,1.2750739999999998,1.513178,2.0006009999999996,2.3624529999999995,2.7200219999999993,2.9816769999999995,3.2142129999999995,4.200679999999999,4.573035999999999,4.815105999999999,5.001890999999999,5.258685999999999,6.005116999999999,6.482328999999999,6.836471999999999,6.927829999999998,7.212716999999999,7.456934999999999,7.615974999999999,7.795621999999999,8.220922999999999,8.454692999999999,8.688667999999998,8.818109999999997,9.920930999999998
5-2805253,,,,,0,0.46169799999999994,0.9085299999999998,1.146634,1.6340569999999999,1.995909,2.353478,2.615133,2.8476690000000002,3.834136,4.206492,4.448562,4.635346999999999,4.892142,5.638573,6.115785,6.4699279999999995,6.561285999999999,6.846172999999999,7.090390999999999,7.2494309999999995,7.429078,7.854379,8.088149,8.322123999999999,8.451565999999998,9.554386999999998
6-2805251,,,,,,0,0.44683199999999995,0.684936,1.172359,1.534211,1.89178,2.153435,2.385971,3.372438,3.7447939999999997,3.9868639999999997,4.173648999999999,4.430444,5.176875,5.654087,6.008229999999999,6.099587999999999,6.384474999999999,6.628692999999999,6.787732999999999,6.9673799999999995,7.392681,7.626450999999999,7.8604259999999995,7.9898679999999995,9.092689
7-2805249,,,,,,,0,0.238104,0.7255269999999999,1.0873789999999999,1.444948,1.7066029999999999,1.939139,2.925606,3.297962,3.540032,3.726817,3.983612,4.730043,5.207255,5.561398,5.652755999999999,5.937643,6.181861,6.340901,6.520548,6.945849,7.179619,7.413594,7.543036,8.645857
8-2805945,,,,,,,,0,0.48742299999999994,0.849275,1.206844,1.468499,1.701035,2.6875020000000003,3.059858,3.301928,3.488713,3.745508,4.491939,4.969151,5.323294,5.414651999999999,5.699539,5.943757,6.102797,6.282444,6.707745,6.941515,7.17549,7.304932,8.407753
9-2800591,,,,,,,,,0,0.361852,0.7194210000000001,0.9810760000000001,1.2136120000000001,2.200079,2.572435,2.814505,3.00129,3.258085,4.004516,4.4817279999999995,4.835870999999999,4.927228999999999,5.212115999999999,5.456333999999999,5.615373999999999,5.795020999999999,6.2203219999999995,6.454091999999999,6.688066999999999,6.817508999999999,7.920329999999999
10-2805192,,,,,,,,,,0,0.357569,0.619224,0.8517600000000001,1.838227,2.210583,2.452653,2.639438,2.896233,3.642664,4.119876,4.474018999999999,4.565376999999999,4.850263999999999,5.094481999999999,5.253521999999999,5.4331689999999995,5.85847,6.092239999999999,6.3262149999999995,6.4556569999999995,7.558477999999999
11-2806572,,,,,,,,,,,0,0.261655,0.49419100000000005,1.480658,1.853014,2.095084,2.281869,2.538664,3.285095,3.762307,4.1164499999999995,4.207807999999999,4.492694999999999,4.7369129999999995,4.8959529999999996,5.0756,5.500901,5.734671,5.968646,6.098088,7.200908999999999
12-2806213,,,,,,,,,,,,0,0.23253600000000002,1.219003,1.5913590000000002,1.8334290000000002,2.020214,2.277009,3.02344,3.5006519999999997,3.8547949999999997,3.946153,4.23104,4.475258,4.634298,4.813945,5.2392460000000005,5.473016,5.706991,5.836433,6.939254
13-2807459,,,,,,,,,,,,,0,0.986467,1.3588230000000001,1.6008930000000001,1.787678,2.044473,2.7909040000000003,3.268116,3.622259,3.713617,3.998504,4.242722,4.401762,4.581409,5.00671,5.24048,5.474455,5.603897,6.7067179999999995
14-2803766,,,,,,,,,,,,,,0,0.372356,0.614426,0.801211,1.058006,1.804437,2.281649,2.635792,2.72715,3.012037,3.256255,3.415295,3.594942,4.020243,4.254013,4.487988,4.61743,5.720250999999999
15-2800351,,,,,,,,,,,,,,,0,0.24206999999999998,0.428855,0.68565,1.4320810000000002,1.9092930000000001,2.263436,2.354794,2.639681,2.883899,3.042939,3.222586,3.6478870000000003,3.881657,4.115632,4.245074,5.347894999999999
16-2800549,,,,,,,,,,,,,,,,0,0.18678499999999998,0.44358,1.1900110000000002,1.6672230000000001,2.021366,2.112724,2.397611,2.641829,2.800869,2.980516,3.4058170000000003,3.639587,3.873562,4.003004,5.105824999999999
17-2800543,,,,,,,,,,,,,,,,,0,0.256795,1.0032260000000002,1.4804380000000001,1.834581,1.925939,2.210826,2.455044,2.614084,2.793731,3.2190320000000003,3.452802,3.686777,3.8162190000000002,4.91904
18-2805270,,,,,,,,,,,,,,,,,,0,0.7464310000000001,1.223643,1.5777860000000001,1.6691440000000002,1.954031,2.198249,2.357289,2.5369360000000003,2.9622370000000005,3.1960070000000003,3.4299820000000003,3.5594240000000004,4.662245
19-2800536,,,,,,,,,,,,,,,,,,,0,0.47721199999999997,0.831355,0.922713,1.2076,1.451818,1.6108580000000001,1.790505,2.215806,2.449576,2.683551,2.812993,3.915814
20-2807212,,,,,,,,,,,,,,,,,,,,0,0.354143,0.445501,0.730388,0.9746060000000001,1.1336460000000002,1.3132930000000003,1.7385940000000004,1.9723640000000005,2.2063390000000003,2.3357810000000003,3.4386020000000004
21-2803764,,,,,,,,,,,,,,,,,,,,,0,0.09135800000000001,0.376245,0.620463,0.7795030000000001,0.9591500000000001,1.384451,1.6182210000000001,1.8521960000000002,1.9816380000000002,3.084459
22-2800530,,,,,,,,,,,,,,,,,,,,,,0,0.284887,0.5291049999999999,0.688145,0.867792,1.293093,1.526863,1.7608380000000001,1.8902800000000002,2.9931010000000002
23-2800523,,,,,,,,,,,,,,,,,,,,,,,0,0.244218,0.403258,0.582905,1.008206,1.241976,1.475951,1.605393,2.708214
24-2800519,,,,,,,,,,,,,,,,,,,,,,,,0,0.15904000000000001,0.338687,0.7639880000000001,0.9977580000000001,1.2317330000000002,1.3611750000000002,2.463996
25-2800517,,,,,,,,,,,,,,,,,,,,,,,,,0,0.179647,0.604948,0.8387180000000001,1.0726930000000001,1.2021350000000002,2.304956
26-2800515,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.42530100000000004,0.659071,0.893046,1.022488,2.1253089999999997
27-2804977,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.23376999999999998,0.46774499999999997,0.5971869999999999,1.7000079999999997
28-2800507,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.233975,0.363417,1.4662379999999997
29-2800503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.129442,1.2322629999999999
30-2805796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.1028209999999998
31-2800506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
