순번_정류장ID,37-2807234,38-2806248,39-2804850,40-2803212,41-2803210,42-2803361,43-2807599,44-2804421,45-2803623,46-2802601,47-2802361,48-2802598,49-2802587,50-2802565,51-2802545,52-2802367,53-2802525,54-2802371,55-2802449,56-2802370,57-2802459,58-2805716,59-2802462,60-2802428,61-2803019,62-2802965,63-2802634,64-2802857,65-2802848,66-2802859,67-2803287,68-2803294,69-2803308,70-2807102
37-2807234,0,0.368709,17.982626999999997,18.436049999999998,20.07443,20.373737,29.730204,46.751808999999994,47.055566999999996,47.519574,47.924589,48.87104,50.59742,51.526082,52.146368,52.583935000000004,53.222895,54.281127,54.882124,55.083735999999995,55.450385999999995,56.022788999999996,56.790465,57.337137,58.338144,58.782196,59.598259999999996,59.925371999999996,60.278054,61.084063,61.802729,62.399797,62.867999,63.511323999999995
38-2806248,,0,17.613917999999998,18.067341,19.705721,20.005028,29.361494999999998,46.3831,46.686858,47.150865,47.55588,48.502331000000005,50.228711000000004,51.15737300000001,51.77765900000001,52.21522600000001,52.854186000000006,53.912418,54.513415,54.715027,55.081677,55.65408,56.421756,56.968428,57.969435000000004,58.413487,59.229551,59.556663,59.909345,60.715354000000005,61.434020000000004,62.031088000000004,62.49929,63.142615
39-2804850,,,0,0.45342299999999996,2.091803,2.3911100000000003,11.747577,28.769181999999997,29.072939999999996,29.536946999999994,29.941961999999993,30.888412999999993,32.61479299999999,33.543454999999994,34.163740999999995,34.601307999999996,35.24026799999999,36.29849999999999,36.89949699999999,37.10110899999999,37.46775899999999,38.04016199999999,38.80783799999999,39.35450999999999,40.35551699999999,40.79956899999999,41.61563299999999,41.94274499999999,42.29542699999999,43.10143599999999,43.82010199999999,44.41716999999999,44.88537199999999,45.52869699999999
40-2803212,,,,0,1.63838,1.937687,11.294154,28.315759,28.619517,29.083523999999997,29.488538999999996,30.434989999999996,32.16137,33.090032,33.710318,34.147885,34.786845,35.845076999999996,36.446073999999996,36.64768599999999,37.01433599999999,37.586738999999994,38.354414999999996,38.901087,39.902094,40.346146,41.162209999999995,41.489321999999994,41.842003999999996,42.648013,43.366679,43.963747,44.431948999999996,45.07527399999999
41-2803210,,,,,0,0.299307,9.655774000000001,26.677379,26.981136999999997,27.445143999999996,27.850158999999994,28.796609999999994,30.522989999999993,31.451651999999992,32.07193799999999,32.50950499999999,33.14846499999999,34.206696999999984,34.807693999999984,35.00930599999998,35.37595599999998,35.94835899999998,36.716034999999984,37.262706999999985,38.263713999999986,38.707765999999985,39.52382999999998,39.85094199999998,40.203623999999984,41.00963299999999,41.728298999999986,42.325366999999986,42.793568999999984,43.43689399999998
42-2803361,,,,,,0,9.356467,26.378071999999996,26.681829999999994,27.145836999999993,27.550851999999992,28.49730299999999,30.22368299999999,31.15234499999999,31.77263099999999,32.21019799999999,32.84915799999999,33.907389999999985,34.508386999999985,34.70999899999998,35.07664899999998,35.64905199999998,36.416727999999985,36.963399999999986,37.96440699999999,38.408458999999986,39.224522999999984,39.55163499999998,39.904316999999985,40.71032599999999,41.42899199999999,42.02605999999999,42.494261999999985,43.13758699999998
43-2807599,,,,,,,0,17.021604999999997,17.325362999999996,17.789369999999995,18.194384999999993,19.140835999999993,20.867215999999992,21.79587799999999,22.41616399999999,22.853730999999993,23.492690999999994,24.550922999999994,25.151919999999993,25.353531999999994,25.720181999999994,26.292584999999995,27.060260999999997,27.606932999999998,28.60794,29.051992,29.868056,30.195168,30.54785,31.353859,32.072525,32.669593,33.137795,33.781119999999994
44-2804421,,,,,,,,0,0.303758,0.7677649999999999,1.17278,2.119231,3.845611,4.774273,5.394559,5.832126,6.471086,7.529318,8.130315,8.331927,8.698577,9.27098,10.038656,10.585328,11.586335,12.030387,12.846451,13.173563,13.526245,14.332253999999999,15.05092,15.647988,16.11619,16.759515
45-2803623,,,,,,,,,0,0.46400699999999995,0.869022,1.815473,3.5418529999999997,4.470515,5.090801,5.5283679999999995,6.1673279999999995,7.22556,7.826556999999999,8.028169,8.394819,8.967222,9.734898,10.281569999999999,11.282576999999998,11.726628999999997,12.542692999999998,12.869804999999998,13.222486999999997,14.028495999999997,14.747161999999998,15.344229999999998,15.812431999999998,16.455757
46-2802601,,,,,,,,,,0,0.405015,1.351466,3.077846,4.006508,4.626794,5.064361,5.703321,6.761553,7.362550000000001,7.5641620000000005,7.930812,8.503215,9.270891,9.817563,10.81857,11.262621999999999,12.078686,12.405797999999999,12.758479999999999,13.564488999999998,14.283154999999999,14.880222999999999,15.348424999999999,15.99175
