순번_정류장ID,1-2801665,2-2801604,3-2801520,4-2801485,5-2801450,6-2804871,7-2801387,8-2801368,9-2801353,10-2801350,11-2801330,12-2801287,13-2801270,14-2801057,15-2801035,16-2801027,17-2800998,18-2800971,19-2800841,20-2800840,21-2800839,22-2800981,23-2800992,24-2800526,25-2800528,26-2800532,27-2800535,28-2800544,29-2804975,30-2800560,31-2800569,32-2807222,33-2800563,34-2807520,35-2807504,36-2803359,37-2803214,38-2805065
1-2801665,0,0.533672,0.8446800000000001,1.1639050000000002,1.502504,1.7969050000000002,2.1345870000000002,2.5442020000000003,2.7082330000000003,3.0039750000000005,3.4354480000000005,3.8298100000000006,4.844721000000001,5.208819000000001,5.376203000000001,5.807093000000001,6.167530000000001,6.748610000000001,7.2490320000000015,7.551561000000001,7.875871000000001,8.230835,10.194095,10.522575000000002,10.907949000000002,11.326959000000002,12.148822000000003,12.445139000000003,13.776493000000002,14.507037000000002,14.838560000000003,15.193521000000002,17.523303000000002,27.364503000000003,39.530173000000005,39.70785000000001,39.99290200000001,44.17737100000001
2-2801604,,0,0.311008,0.630233,0.968832,1.263233,1.600915,2.01053,2.174561,2.4703030000000004,2.9017760000000004,3.2961380000000005,4.311049000000001,4.675147000000001,4.842531000000001,5.273421000000001,5.633858000000001,6.214938000000001,6.715360000000001,7.017889000000001,7.342199000000001,7.697163000000001,9.660423,9.988903,10.374277000000001,10.793287000000001,11.615150000000002,11.911467000000002,13.242821000000003,13.973365000000003,14.304888000000004,14.659849000000003,16.989631000000003,26.830831000000003,38.996501,39.174178000000005,39.459230000000005,43.643699000000005
3-2801520,,,0,0.319225,0.657824,0.952225,1.289907,1.699522,1.863553,2.159295,2.590768,2.9851300000000003,4.000041,4.364139000000001,4.531523000000001,4.962413000000001,5.322850000000001,5.903930000000001,6.404352000000001,6.706881000000001,7.031191000000001,7.3861550000000005,9.349415,9.677895000000001,10.063269000000002,10.482279000000002,11.304142000000002,11.600459000000003,12.931813000000002,13.662357000000002,13.993880000000003,14.348841000000002,16.678623,26.519823000000002,38.685493,38.863170000000004,39.148222000000004,43.332691000000004
4-2801485,,,,0,0.338599,0.633,0.970682,1.380297,1.5443280000000001,1.84007,2.271543,2.665905,3.680816,4.044914,4.2122980000000005,4.643188,5.003625,5.5847050000000005,6.085127000000001,6.387656000000001,6.711966,7.06693,9.03019,9.35867,9.744044,10.163054,10.984917000000001,11.281234000000001,12.612588000000002,13.343132000000002,13.674655000000003,14.029616000000003,16.359398000000002,26.200598000000003,38.366268000000005,38.54394500000001,38.82899700000001,43.01346600000001
5-2801450,,,,,0,0.294401,0.6320830000000001,1.041698,1.205729,1.501471,1.932944,2.327306,3.342217,3.706315,3.8736990000000002,4.304589,4.665026,5.246106,5.7465280000000005,6.049057,6.373367,6.728331,8.691590999999999,9.020071,9.405445,9.824455,10.646318,10.942635000000001,12.273989,13.004533,13.336056000000001,13.691017,16.020799,25.861999,38.027669,38.205346000000006,38.490398000000006,42.674867000000006
6-2804871,,,,,,0,0.33768200000000004,0.747297,0.9113279999999999,1.2070699999999999,1.6385429999999999,2.032905,3.047816,3.411914,3.579298,4.010188,4.370625,4.9517050000000005,5.452127000000001,5.754656000000001,6.078966,6.43393,8.39719,8.725670000000001,9.111044000000001,9.530054000000002,10.351917000000002,10.648234000000002,11.979588000000003,12.710132000000003,13.041655000000004,13.396616000000003,15.726398000000003,25.567598000000004,37.733268,37.910945000000005,38.195997000000006,42.380466000000006
7-2801387,,,,,,,0,0.40961499999999995,0.5736459999999999,0.8693879999999998,1.3008609999999998,1.695223,2.710134,3.074232,3.241616,3.672506,4.0329429999999995,4.6140229999999995,5.114445,5.416974,5.741283999999999,6.096247999999999,8.059508,8.387988,8.773362,9.192372,10.014235000000001,10.310552000000001,11.641906000000002,12.372450000000002,12.703973000000003,13.058934000000002,15.388716000000002,25.229916000000003,37.395586,37.573263000000004,37.858315000000005,42.042784000000005
8-2801368,,,,,,,,0,0.16403099999999998,0.459773,0.891246,1.2856079999999999,2.300519,2.664617,2.832001,3.2628909999999998,3.623328,4.204408,4.70483,5.007359,5.331669,5.686633,7.649893,7.9783729999999995,8.363747,8.782757,9.60462,9.900937,11.232291,11.962835,12.294358,12.649319,14.979101,24.820301,36.985971,37.163648,37.4487,41.633169
9-2801353,,,,,,,,,0,0.295742,0.727215,1.1215769999999998,2.136488,2.5005859999999998,2.66797,3.0988599999999997,3.459297,4.040376999999999,4.540799,4.843328,5.167637999999999,5.522601999999999,7.485861999999999,7.814341999999999,8.199715999999999,8.618725999999999,9.440589,9.736906,11.068259999999999,11.798803999999999,12.130327,12.485287999999999,14.815069999999999,24.65627,36.82194,36.999617,37.284669,41.469138
10-2801350,,,,,,,,,,0,0.43147299999999994,0.8258349999999999,1.840746,2.204844,2.3722280000000002,2.803118,3.163555,3.744635,4.245057,4.547586,4.871896,5.226859999999999,7.190119999999999,7.518599999999999,7.903973999999999,8.322983999999998,9.144846999999999,9.441163999999999,10.772517999999998,11.503061999999998,11.834584999999999,12.189545999999998,14.519327999999998,24.360528,36.526198,36.703875000000004,36.988927000000004,41.173396000000004
