순번_정류장ID,78-2807484,79-2806581,80-2806049,81-2807456,82-2806088,83-2807452,84-2806640,85-2806641,86-2805878,87-2806093,88-2806094,89-2805553,90-2805205,91-2805308,92-2805204,93-2802589,94-2802362,95-2802595,96-2802598,97-2805538,98-2802587,99-2802580,100-2802578,101-2803629,102-2802575,103-2802567,104-2802564,105-2807041,106-2802565,107-2802290,108-2802292,109-2803631,110-2801866,111-2802294,112-2802298,113-2802297,114-2805667,115-2801812,116-2801813,117-2802277,118-2802269,119-2802259,120-2801851,121-2802234,122-2801825,123-2801829,124-2801831,125-2801860,126-2801858,127-2802188,128-2802186,129-2804814,130-2802127,131-2802109,132-2802072,133-2802044,134-2801932,135-2801690,136-2803662,137-2800166,138-2801643,139-2801646,140-2801664,141-2801183,142-2801949,143-2801960,144-2801974,145-2801964,146-2801955,147-2801952,148-2801805,149-2803542,150-2803543
78-2807484,0,0.754134,1.269833,2.426162,3.10666,3.964024,4.708561,4.944507000000001,5.301309000000001,6.059957000000001,6.257471000000001,6.4341870000000005,6.623323000000001,7.038635000000001,7.372858000000001,7.760138,8.113776,8.399569,8.636433,8.983547,10.362813,10.864866999999998,11.128529999999998,11.284619999999999,11.532715999999999,11.862041999999999,12.336647,12.750698,13.192474,13.881434,14.094915,14.42868,14.828303,15.080908,15.273787,15.676074,16.343573,16.622726999999998,16.882416999999997,17.346745999999996,17.740623999999997,18.173192999999998,18.636642,18.794943999999997,19.065163,19.350804999999998,19.503012,19.654822999999997,21.135843999999995,21.811481999999994,22.442191999999995,22.930914999999995,24.040174999999994,24.363449999999993,24.693239999999992,24.97750299999999,26.43351599999999,28.86549199999999,29.44522199999999,30.134938999999992,31.20153399999999,31.29756799999999,31.65115099999999,32.085106999999994,35.001521999999994,35.22118699999999,35.52786199999999,35.88483899999999,36.32673499999999,36.788886999999995,37.300895999999995,37.61756,37.877317999999995
79-2806581,,0,0.515699,1.672028,2.352526,3.20989,3.954427,4.190373,4.547175,5.305823,5.503337,5.680053,5.869189,6.284501000000001,6.618724,7.006004,7.359642,7.645435,7.882299,8.229413,9.608678999999999,10.110732999999998,10.374395999999997,10.530485999999998,10.778581999999998,11.107907999999998,11.582512999999999,11.996564,12.43834,13.1273,13.340781,13.674546,14.074169,14.326774,14.519653,14.92194,15.589438999999999,15.868592999999999,16.128283,16.592612,16.98649,17.419059,17.882508,18.04081,18.311029,18.596671,18.748878,18.900689,20.381709999999998,21.057347999999998,21.688057999999998,22.176781,23.286040999999997,23.609315999999996,23.939105999999995,24.223368999999995,25.679381999999993,28.111357999999992,28.691087999999993,29.380804999999995,30.447399999999995,30.543433999999994,30.897016999999995,31.330972999999993,34.247387999999994,34.46705299999999,34.77372799999999,35.13070499999999,35.57260099999999,36.034752999999995,36.546761999999994,36.863426,37.123183999999995
80-2806049,,,0,1.1563290000000002,1.836827,2.694191,3.4387280000000002,3.6746740000000004,4.0314760000000005,4.7901240000000005,4.9876380000000005,5.164354,5.353490000000001,5.768802000000001,6.103025000000001,6.490305,6.843943,7.129736,7.3666,7.713714,9.09298,9.595034,9.858697,10.014787,10.262883,10.592209,11.066814,11.480865000000001,11.922641000000002,12.611601000000002,12.825082000000002,13.158847000000002,13.558470000000002,13.811075000000002,14.003954000000002,14.406241000000001,15.07374,15.352894000000001,15.612584000000002,16.076913,16.470791000000002,16.903360000000003,17.366809000000003,17.525111000000003,17.795330000000003,18.080972000000003,18.233179000000003,18.384990000000002,19.866011,20.541649,21.172359,21.661082,22.770342,23.093617,23.423406999999997,23.707669999999997,25.163682999999995,27.595658999999994,28.175388999999996,28.865105999999997,29.931700999999997,30.027734999999996,30.381317999999997,30.815273999999995,33.731688999999996,33.951353999999995,34.25802899999999,34.615005999999994,35.056901999999994,35.519054,36.031062999999996,36.347727,36.607485
81-2807456,,,,0,0.6804979999999999,1.5378619999999998,2.282399,2.518345,2.875147,3.633795,3.831309,4.008025,4.197161,4.6124730000000005,4.946696,5.333976,5.687614,5.973407,6.210271,6.557385,7.9366509999999995,8.438704999999999,8.702367999999998,8.858457999999999,9.106554,9.43588,9.910485,10.324536,10.766312000000001,11.455272,11.668753,12.002518,12.402141,12.654746000000001,12.847625,13.249912,13.917411,14.196565,14.456255,14.920584,15.314462,15.747031,16.21048,16.368782,16.639001,16.924643,17.07685,17.228661,18.709681999999997,19.385319999999997,20.016029999999997,20.504752999999997,21.614012999999996,21.937287999999995,22.267077999999994,22.551340999999994,24.007353999999992,26.43932999999999,27.019059999999993,27.708776999999994,28.775371999999994,28.871405999999993,29.224988999999994,29.658944999999992,32.57535999999999,32.79502499999999,33.10169999999999,33.45867699999999,33.90057299999999,34.36272499999999,34.87473399999999,35.19139799999999,35.45115599999999
82-2806088,,,,,0,0.8573639999999999,1.6019009999999998,1.8378469999999998,2.1946489999999996,2.9532969999999996,3.1508109999999996,3.3275269999999995,3.5166629999999994,3.9319749999999996,4.266197999999999,4.653477999999999,5.007115999999999,5.292908999999999,5.529772999999999,5.876886999999999,7.256152999999999,7.758207,8.02187,8.17796,8.426056,8.755382,9.229987000000001,9.644038000000002,10.085814000000003,10.774774000000003,10.988255000000002,11.322020000000002,11.721643000000002,11.974248000000003,12.167127000000002,12.569414000000002,13.236913000000001,13.516067000000001,13.775757000000002,14.240086000000002,14.633964000000002,15.066533000000003,15.529982000000004,15.688284000000005,15.958503000000004,16.244145000000003,16.396352000000004,16.548163000000002,18.029184,18.704822,19.335532,19.824255,20.933515,21.25679,21.586579999999998,21.870842999999997,23.326855999999996,25.758831999999995,26.338561999999996,27.028278999999998,28.094873999999997,28.190907999999997,28.544490999999997,28.978446999999996,31.894861999999996,32.114526999999995,32.421201999999994,32.778178999999994,33.220074999999994,33.682227,34.194236,34.5109,34.770658
83-2807452,,,,,,0,0.744537,0.980483,1.337285,2.095933,2.293447,2.470163,2.659299,3.074611,3.408834,3.796114,4.149752,4.435545,4.672409,5.019523,6.398789000000001,6.900843000000001,7.164506000000001,7.320596000000001,7.568692000000001,7.898018000000001,8.372623,8.786674000000001,9.228450000000002,9.917410000000002,10.130891000000002,10.464656000000002,10.864279000000002,11.116884000000002,11.309763000000002,11.712050000000001,12.379549,12.658703000000001,12.918393000000002,13.382722000000001,13.776600000000002,14.209169000000003,14.672618000000003,14.830920000000004,15.101139000000003,15.386781000000003,15.538988000000003,15.690799000000004,17.171820000000004,17.847458000000003,18.478168000000004,18.966891000000004,20.076151000000003,20.399426000000002,20.729216,21.013479,22.469492,24.901467999999998,25.481198,26.170915,27.23751,27.333544,27.687127,28.121083,31.037498,31.257163,31.563837999999997,31.920814999999997,32.362711,32.824863,33.336872,33.653536,33.913294
84-2806640,,,,,,,0,0.23594600000000002,0.592748,1.351396,1.54891,1.725626,1.914762,2.330074,2.6642970000000004,3.0515770000000004,3.4052150000000005,3.6910080000000005,3.9278720000000007,4.274986000000001,5.654252000000001,6.156306000000002,6.419969000000002,6.576059000000002,6.824155000000002,7.153481000000002,7.628086000000002,8.042137000000002,8.483913000000003,9.172873000000003,9.386354000000003,9.720119000000002,10.119742000000002,10.372347000000003,10.565226000000003,10.967513000000002,11.635012000000001,11.914166000000002,12.173856000000002,12.638185000000002,13.032063000000003,13.464632000000002,13.928081000000002,14.086383000000003,14.356602000000002,14.642244000000002,14.794451000000002,14.946262000000003,16.427283000000003,17.102921000000002,17.733631000000003,18.222354000000003,19.331614000000002,19.654889,19.984679,20.268942,21.724954999999998,24.156930999999997,24.736660999999998,25.426378,26.492973,26.589007,26.94259,27.376545999999998,30.292961,30.512625999999997,30.819300999999996,31.176277999999996,31.618173999999996,32.080326,32.592335,32.908999,33.168757
85-2806641,,,,,,,,0,0.356802,1.11545,1.312964,1.4896800000000001,1.678816,2.094128,2.428351,2.815631,3.1692690000000003,3.4550620000000003,3.6919260000000005,4.039040000000001,5.418306000000001,5.920360000000001,6.184023000000002,6.340113000000001,6.588209000000002,6.917535000000002,7.392140000000002,7.806191000000002,8.247967000000003,8.936927000000003,9.150408000000002,9.484173000000002,9.883796000000002,10.136401000000003,10.329280000000002,10.731567000000002,11.399066000000001,11.678220000000001,11.937910000000002,12.402239000000002,12.796117000000002,13.228686000000003,13.692135000000004,13.850437000000005,14.120656000000004,14.406298000000003,14.558505000000004,14.710316000000004,16.191337000000004,16.866975000000004,17.497685000000004,17.986408000000004,19.095668000000003,19.418943000000002,19.748733,20.032996,21.489009,23.920984999999998,24.500715,25.190432,26.257027,26.353061,26.706644,27.1406,30.057015,30.27668,30.583354999999997,30.940331999999998,31.382227999999998,31.844379999999997,32.356389,32.673053,32.932811
86-2805878,,,,,,,,,0,0.758648,0.956162,1.132878,1.322014,1.737326,2.071549,2.458829,2.8124670000000003,3.0982600000000002,3.3351240000000004,3.6822380000000003,5.061504,5.5635580000000004,5.827221000000001,5.9833110000000005,6.231407000000001,6.560733000000001,7.035338000000001,7.449389000000001,7.891165000000001,8.580125,8.793606,9.127371,9.526994,9.779599000000001,9.972478,10.374765,11.042264,11.321418,11.581108,12.045437,12.439315,12.871884000000001,13.335333000000002,13.493635000000003,13.763854000000002,14.049496000000001,14.201703000000002,14.353514000000002,15.834535000000002,16.510173,17.140883000000002,17.629606000000003,18.738866,19.062141,19.391931,19.676194,21.132206999999998,23.564182999999996,24.143912999999998,24.83363,25.900225,25.996259,26.349842,26.783797999999997,29.700212999999998,29.919877999999997,30.226552999999996,30.583529999999996,31.025425999999996,31.487577999999996,31.999586999999995,32.316250999999994,32.57600899999999
87-2806093,,,,,,,,,,0,0.19751400000000002,0.37423000000000006,0.563366,0.978678,1.312901,1.7001810000000002,2.0538190000000003,2.3396120000000002,2.5764760000000004,2.9235900000000004,4.302856,4.8049100000000005,5.068573000000001,5.2246630000000005,5.472759000000001,5.802085000000001,6.276690000000001,6.690741000000001,7.132517000000001,7.821477000000001,8.034958000000001,8.368723000000001,8.768346000000001,9.020951000000002,9.213830000000002,9.616117000000001,10.283616,10.56277,10.822460000000001,11.286789,11.680667000000001,12.113236,12.576685000000001,12.734987000000002,13.005206000000001,13.290848,13.443055000000001,13.594866000000001,15.075887000000002,15.751525,16.382235,16.870958,17.980218,18.303493,18.633283,18.917545999999998,20.373558999999997,22.805534999999995,23.385264999999997,24.074982,25.141576999999998,25.237610999999998,25.591193999999998,26.025149999999996,28.941564999999997,29.161229999999996,29.467904999999995,29.824881999999995,30.266777999999995,30.728929999999995,31.240938999999994,31.557602999999993,31.817360999999995
