순번_정류장ID,1-2807273,2-2800328,3-2800640,4-2800636,5-2800628,6-2804911,7-2807266,8-2806214,9-2806242,10-2806244,11-2801157,12-2801153,13-2801147,14-2801135,15-2801131,16-2801122,17-2801119,18-2800848,19-2801098,20-2801070,21-2801041,22-2800837,23-2801007,24-2800983,25-2800836,26-2800835,27-2800965,28-2800843,29-2800832,30-2800962,31-2800990,32-2801012,33-2801023,34-2801040,35-2801074,36-2800834,37-2801081,38-2801066,39-2801056,40-2801045,41-2804917,42-2800131,43-2805738,44-2800126,45-2800125,46-2800130,47-2800132,48-2800134,49-2800138,50-2800139,51-2800144,52-2800172,53-2800179,54-2800182,55-2800186,56-2800192,57-2800199,58-2800207,59-2800212,60-2800218,61-2800219,62-2800223,63-2800231,64-2806090
1-2807273,0,0.428713,0.750319,1.060959,1.398445,1.643877,1.84104,2.4639610000000003,3.063784,3.373402,4.169027,4.600751,4.835751999999999,5.407896999999999,5.619306999999999,6.063403999999999,6.262919999999999,6.663918999999999,7.008484999999999,7.2545459999999995,7.606519,8.007214,8.234523,8.496392,8.708851000000001,9.027955,9.355243,9.535938999999999,10.425075,10.575873999999999,11.062494999999998,11.361286999999999,11.600169,11.966527,12.623928999999999,13.099419999999999,13.330454999999999,13.725679,13.974058999999999,14.424029999999998,14.791151999999999,15.458111999999998,15.679112999999997,16.255982999999997,16.897423999999997,17.339161999999998,17.707411999999998,17.934631999999997,18.152920999999996,18.306254999999997,18.555165999999996,18.712785999999998,19.048232,19.322495,19.650033,19.941579,20.591273,20.812362,21.206497,21.442268,21.565101,21.858545999999997,22.133577999999996,22.923796999999997
2-2800328,,0,0.321606,0.6322460000000001,0.969732,1.2151640000000001,1.412327,2.035248,2.635071,2.944689,3.7403139999999997,4.172038,4.407038999999999,4.979183999999999,5.190593999999999,5.634690999999999,5.834206999999999,6.235205999999999,6.579771999999999,6.825832999999999,7.1778059999999995,7.578500999999999,7.805809999999999,8.067679,8.280138,8.599242,8.92653,9.107225999999999,9.996362,10.147160999999999,10.633781999999998,10.932573999999999,11.171456,11.537814,12.195215999999999,12.670706999999998,12.901741999999999,13.296966,13.545345999999999,13.995316999999998,14.362438999999998,15.029398999999998,15.250399999999997,15.827269999999997,16.468710999999995,16.910448999999996,17.278698999999996,17.505918999999995,17.724207999999994,17.877541999999995,18.126452999999994,18.284072999999996,18.619518999999997,18.893781999999998,19.22132,19.512866,20.16256,20.383649,20.777783999999997,21.013554999999997,21.136387999999997,21.429832999999995,21.704864999999995,22.495083999999995
3-2800640,,,0,0.31064,0.648126,0.893558,1.090721,1.713642,2.313465,2.623083,3.4187079999999996,3.8504319999999996,4.085433,4.657578,4.868988,5.313085,5.512601,5.9136,6.258166,6.504227,6.8562,7.256895,7.484204,7.746073,7.958532,8.277636,8.604923999999999,8.785619999999998,9.674755999999999,9.825554999999998,10.312175999999997,10.610967999999998,10.849849999999998,11.216207999999998,11.873609999999998,12.349100999999997,12.580135999999998,12.975359999999998,13.223739999999998,13.673710999999997,14.040832999999997,14.707792999999997,14.928793999999996,15.505663999999996,16.147104999999996,16.588842999999997,16.957092999999997,17.184312999999996,17.402601999999995,17.555935999999996,17.804846999999995,17.962466999999997,18.297912999999998,18.572176,18.899714,19.19126,19.840954,20.062043,20.456177999999998,20.691948999999997,20.814781999999997,21.108226999999996,21.383258999999995,22.173477999999996
4-2800636,,,,0,0.337486,0.582918,0.780081,1.403002,2.002825,2.312443,3.1080680000000003,3.5397920000000003,3.7747930000000003,4.346938000000001,4.5583480000000005,5.002445000000001,5.201961000000001,5.60296,5.947526000000001,6.193587000000001,6.545560000000001,6.946255000000001,7.173564000000001,7.435433000000001,7.647892000000001,7.966996000000001,8.294284000000001,8.47498,9.364116000000001,9.514915,10.001536,10.300328,10.53921,10.905568,11.56297,12.038461,12.269496,12.66472,12.9131,13.363071,13.730193,14.397153,14.618153999999999,15.195023999999998,15.836464999999999,16.278202999999998,16.646452999999998,16.873672999999997,17.091961999999995,17.245295999999996,17.494206999999996,17.651826999999997,17.987273,18.261536,18.589074,18.88062,19.530314,19.751403,20.145538,20.381308999999998,20.504141999999998,20.797586999999996,21.072618999999996,21.862837999999996
5-2800628,,,,,0,0.245432,0.442595,1.0655160000000001,1.6653390000000001,1.974957,2.770582,3.202306,3.437307,4.0094520000000005,4.220862,4.6649590000000005,4.8644750000000005,5.265474,5.610040000000001,5.856101000000001,6.208074000000001,6.608769000000001,6.8360780000000005,7.0979470000000005,7.310406,7.629510000000001,7.956798000000001,8.137494,9.02663,9.177429,9.66405,9.962842,10.201724,10.568082,11.225484,11.700975,11.93201,12.327234,12.575614,13.025585,13.392707,14.059667,14.280667999999999,14.857537999999998,15.498978999999999,15.940717,16.308967,16.536186999999998,16.754475999999997,16.907809999999998,17.156720999999997,17.314341,17.649787,17.92405,18.251588,18.543134000000002,19.192828000000002,19.413917,19.808052,20.043823,20.166656,20.460100999999998,20.735132999999998,21.525351999999998
6-2804911,,,,,,0,0.197163,0.820084,1.419907,1.729525,2.52515,2.956874,3.191875,3.76402,3.97543,4.4195269999999995,4.619043,5.020041999999999,5.364608,5.610669,5.962642,6.363337,6.590646,6.8525149999999995,7.064973999999999,7.384078,7.711366,7.892062,8.781198,8.931996999999999,9.418617999999999,9.71741,9.956292,10.32265,10.980051999999999,11.455542999999999,11.686577999999999,12.081802,12.330181999999999,12.780152999999999,13.147274999999999,13.814234999999998,14.035235999999998,14.612105999999997,15.253546999999998,15.695284999999998,16.063534999999998,16.290754999999997,16.509043999999996,16.662377999999997,16.911288999999996,17.068908999999998,17.404355,17.678618,18.006156,18.297702,18.947396,19.168485,19.56262,19.798391,19.921224,20.214668999999997,20.489700999999997,21.279919999999997
7-2807266,,,,,,,0,0.6229210000000001,1.222744,1.532362,2.3279870000000003,2.7597110000000002,2.9947120000000003,3.566857,3.778267,4.222364,4.42188,4.8228789999999995,5.167445,5.413506,5.765479,6.166174,6.393483,6.655352,6.867811,7.186915,7.514203,7.694899,8.584035,8.734834,9.221454999999999,9.520247,9.759129,10.125487,10.782888999999999,11.258379999999999,11.489415,11.884639,12.133018999999999,12.582989999999999,12.950111999999999,13.617071999999999,13.838072999999998,14.414942999999997,15.056383999999998,15.498121999999999,15.866371999999998,16.093591999999997,16.311880999999996,16.465214999999997,16.714125999999997,16.871745999999998,17.207192,17.481455,17.808993,18.100539,18.750233,18.971322,19.365457,19.601228,19.724061,20.017505999999997,20.292537999999997,21.082756999999997
8-2806214,,,,,,,,0,0.599823,0.9094409999999999,1.705066,2.13679,2.371791,2.943936,3.1553459999999998,3.599443,3.798959,4.199958,4.544524,4.790585,5.142558,5.543253,5.770562,6.032431,6.24489,6.563994,6.891282,7.0719780000000005,7.961114,8.111913,8.598533999999999,8.897326,9.136208,9.502566,10.159968,10.635458999999999,10.866494,11.261718,11.510098,11.960068999999999,12.327191,12.994150999999999,13.215151999999998,13.792021999999998,14.433462999999998,14.875200999999999,15.243450999999999,15.470671,15.68896,15.842293999999999,16.091205,16.248825,16.584271,16.858534000000002,17.186072000000003,17.477618000000003,18.127312000000003,18.348401000000003,18.742536,18.978307,19.10114,19.394585,19.669617,20.459836
9-2806242,,,,,,,,,0,0.309618,1.105243,1.536967,1.771968,2.344113,2.555523,2.99962,3.199136,3.6001350000000003,3.9447010000000002,4.190762,4.542735,4.94343,5.170739,5.432608,5.645067,5.964171,6.291459000000001,6.472155000000001,7.3612910000000005,7.512090000000001,7.998711000000001,8.297503,8.536385000000001,8.902743000000001,9.560145,10.035636,10.266671,10.661895000000001,10.910275,11.360246,11.727368,12.394328,12.615329,13.192198999999999,13.833639999999999,14.275378,14.643628,14.870847999999999,15.089137,15.242470999999998,15.491381999999998,15.649001999999998,15.984447999999997,16.258710999999998,16.586249,16.877795,17.527489,17.748578,18.142712999999997,18.378483999999997,18.501316999999997,18.794761999999995,19.069793999999995,19.860012999999995
10-2806244,,,,,,,,,,0,0.795625,1.227349,1.46235,2.034495,2.245905,2.6900020000000002,2.8895180000000003,3.2905170000000004,3.6350830000000003,3.8811440000000004,4.233117,4.633812,4.861121,5.12299,5.335449,5.654553,5.981841,6.162537,7.051673,7.202472,7.689093000000001,7.987885,8.226767,8.593125,9.250527,9.726018,9.957053,10.352277,10.600657,11.050628,11.41775,12.08471,12.305710999999999,12.882580999999998,13.524021999999999,13.96576,14.33401,14.561229999999998,14.779518999999999,14.932852999999998,15.181763999999998,15.339383999999997,15.674829999999996,15.949092999999996,16.276630999999995,16.568176999999995,17.217870999999995,17.438959999999994,17.833094999999993,18.068865999999993,18.191698999999993,18.48514399999999,18.76017599999999,19.55039499999999
