순번_정류장ID,56-2806055,57-2807455,58-2807484,59-2806581,60-2806049,61-2807456,62-2806088,63-2805878,64-2804448,65-2805552,66-2805003,67-2805206,68-2805004,69-2806095,70-2806096,71-2805007,72-2805008,73-2806625,74-2806216,75-2802599,76-2802592,77-2802589,78-2802362,79-2802595,80-2802598,81-2803664,82-2805207,83-2805774,84-2807045,85-2805775,86-2805960,87-2806042,88-2806043,89-2805961,90-2805776,91-2805777,92-2806089,93-2805031,94-2807042,95-2806047,96-2807360,97-2807168,98-2806724,99-2807357,100-2807447,101-2807445,102-2803579,103-2802358,104-2804867,105-2804908,106-2805203,107-2803522,108-2803523,109-2805995
56-2806055,0,0.553374,1.307508,1.823207,2.9795360000000004,3.6600340000000005,4.180683,4.827545,5.233973,5.706383,6.1513789999999995,6.3147269999999995,6.5701789999999995,6.767681,7.4367149999999995,7.645156999999999,8.12768,8.566277,9.034536,9.168044,9.441513,9.795151,10.080944,10.317808000000001,10.750836000000001,11.547414000000002,11.702700000000002,12.030351000000001,12.383238000000002,12.932729000000002,13.174208000000002,13.871442000000002,14.094864000000001,14.630281000000002,14.958105000000002,15.369167000000001,15.740823,16.488319,17.104049,17.377948,17.750809,18.13659,18.672746000000004,18.901337000000005,19.182166000000006,19.692120000000006,20.143930000000005,20.655414000000004,21.004122000000002,21.718732000000003,22.152124000000004,22.407252000000003,22.757647000000002,23.382594
57-2807455,,0,0.754134,1.269833,2.426162,3.10666,3.6273090000000003,4.274171,4.680599,5.153009,5.598005,5.761353,6.016805,6.214307,6.883341,7.0917829999999995,7.574305999999999,8.012903,8.481162,8.61467,8.888139,9.241777,9.52757,9.764434000000001,10.197462000000002,10.994040000000002,11.149326000000002,11.476977000000002,11.829864000000002,12.379355000000002,12.620834000000002,13.318068000000002,13.541490000000001,14.076907000000002,14.404731000000002,14.815793000000001,15.187449,15.934945,16.550675000000002,16.824574000000002,17.197435000000002,17.583216000000004,18.119372000000006,18.347963000000007,18.628792000000008,19.13874600000001,19.590556000000007,20.102040000000006,20.450748000000004,21.165358000000005,21.598750000000006,21.853878000000005,22.204273000000004,22.829220000000003
58-2807484,,,0,0.515699,1.672028,2.352526,2.8731750000000003,3.5200370000000003,3.9264650000000003,4.398875,4.843871,5.007219,5.262671,5.460173,6.129207,6.337649,6.8201719999999995,7.258768999999999,7.727027999999999,7.860535999999999,8.134004999999998,8.487642999999998,8.773435999999998,9.010299999999999,9.443328,10.239906,10.395192,10.722843,11.07573,11.625221,11.8667,12.563934,12.787355999999999,13.322773,13.650597,14.061658999999999,14.433314999999999,15.180810999999999,15.796540999999998,16.070439999999998,16.443300999999998,16.829082,17.365237999999998,17.593829,17.874658,18.384612,18.836422,19.347906,19.696613999999997,20.411223999999997,20.844616,21.099743999999998,21.450138999999997,22.075085999999995
59-2806581,,,,0,1.1563290000000002,1.836827,2.357476,3.004338,3.410766,3.883176,4.328172,4.49152,4.746972,4.9444740000000005,5.613508,5.82195,6.304473,6.7430699999999995,7.211328999999999,7.344836999999999,7.618306,7.971944,8.257736999999999,8.494601,8.927629,9.724207,9.879493,10.207144,10.560031,11.109522,11.351001,12.048235,12.271657,12.807074,13.134898,13.54596,13.917615999999999,14.665111999999999,15.280841999999998,15.554740999999998,15.927601999999998,16.313382999999998,16.849539,17.07813,17.358959000000002,17.868913000000003,18.320723,18.832207,19.180915,19.895525,20.328917,20.584045,20.93444,21.559386999999997
60-2806049,,,,,0,0.6804979999999999,1.201147,1.8480089999999998,2.254437,2.726847,3.171843,3.335191,3.590643,3.788145,4.457179,4.665621,5.148143999999999,5.586740999999999,6.054999999999999,6.188507999999999,6.461976999999999,6.815614999999999,7.101407999999999,7.338271999999999,7.771299999999999,8.567877999999999,8.723163999999999,9.050814999999998,9.403702,9.953192999999999,10.194671999999999,10.891905999999999,11.115327999999998,11.650744999999999,11.978568999999998,12.389630999999998,12.761286999999998,13.508782999999998,14.124512999999997,14.398411999999997,14.771272999999997,15.157053999999997,15.693209999999997,15.921800999999997,16.202629999999996,16.712583999999996,17.164393999999994,17.675877999999994,18.024585999999992,18.739195999999993,19.172587999999994,19.427715999999993,19.778110999999992,20.40305799999999
61-2807456,,,,,,0,0.520649,1.167511,1.573939,2.046349,2.4913450000000004,2.6546930000000004,2.9101450000000004,3.1076470000000005,3.7766810000000004,3.9851230000000006,4.467646,4.906243,5.374502,5.50801,5.781479,6.135117,6.42091,6.657774,7.090802,7.88738,8.042666,8.370317,8.723204,9.272695,9.514174,10.211408,10.43483,10.970247,11.298071,11.709133,12.080789,12.828285,13.444014999999998,13.717913999999999,14.090774999999999,14.476555999999999,15.012711999999999,15.241302999999998,15.522132,16.032086,16.483896,16.99538,17.344088,18.058698,18.49209,18.747218,19.097613,19.722559999999998
62-2806088,,,,,,,0,0.6468619999999999,1.05329,1.5257,1.970696,2.134044,2.389496,2.586998,3.256032,3.464474,3.946997,4.385594,4.853853,4.987361,5.26083,5.6144680000000005,5.900261,6.137125,6.570153,7.366731000000001,7.522017000000001,7.849668000000001,8.202555000000002,8.752046000000002,8.993525000000002,9.690759000000002,9.914181000000001,10.449598000000002,10.777422000000001,11.188484,11.56014,12.307636,12.923366,13.197265,13.570126,13.955907,14.492063,14.720654,15.001483,15.511437,15.963247,16.474731000000002,16.823439,17.538049,17.971441000000002,18.226569,18.576964,19.201911
63-2805878,,,,,,,,0,0.406428,0.878838,1.323834,1.487182,1.742634,1.940136,2.60917,2.8176120000000004,3.3001350000000005,3.7387320000000006,4.206991,4.340499,4.613968000000001,4.967606000000001,5.253399000000001,5.490263000000001,5.923291000000001,6.719869000000001,6.875155000000001,7.202806000000002,7.5556930000000015,8.105184000000001,8.346663000000001,9.043897000000001,9.267319,9.802736000000001,10.130560000000001,10.541622,10.913278,11.660774,12.276504,12.550403,12.923264,13.309045,13.845201,14.073792,14.354621,14.864575,15.316385,15.827869,16.176576999999998,16.891187,17.324579,17.579707,17.930101999999998,18.555048999999997
64-2804448,,,,,,,,,0,0.47241000000000005,0.917406,1.080754,1.336206,1.533708,2.202742,2.4111840000000004,2.8937070000000005,3.3323040000000006,3.800563000000001,3.9340710000000008,4.207540000000001,4.561178000000001,4.846971000000001,5.0838350000000005,5.516863000000001,6.313441000000001,6.468727000000001,6.796378000000002,7.1492650000000015,7.698756000000001,7.940235000000001,8.637469000000001,8.860891,9.396308000000001,9.724132,10.135194,10.50685,11.254346,11.870076,12.143975,12.516836,12.902617,13.438773,13.667364,13.948193,14.458147,14.909957,15.421441,15.770149,16.484759,16.918151,17.173279,17.523674,18.148621
65-2805552,,,,,,,,,,0,0.444996,0.608344,0.863796,1.061298,1.7303320000000002,1.9387740000000002,2.421297,2.859894,3.3281530000000004,3.4616610000000003,3.7351300000000003,4.088768,4.374561,4.611425,5.044453,5.841031,5.996317,6.323968000000001,6.676855000000001,7.226346,7.467825,8.165059000000001,8.388481,8.923898000000001,9.251722000000001,9.662784,10.03444,10.781936,11.397666,11.671565,12.044426,12.430207,12.966363,13.194954,13.475783,13.985737,14.437547,14.949031,15.297739,16.012349,16.445741,16.700869,17.051264,17.676211
