순번_정류장ID,30-2801636,31-2801601,32-2801564,33-2801501,34-2801450,35-2804871,36-2801383,37-2801347,38-2801317,39-2801280,40-2801115,41-2801098,42-2801070,43-2801041,44-2801025,45-2801029,46-2801014,47-2801002,48-2800982,49-2800836,50-2800968,51-2800965,52-2800843,53-2800842,54-2800989,55-2800979,56-2803594
30-2801636,0,0.29488600000000004,0.518992,0.931324,1.416432,1.7550309999999998,2.123586,2.435364,2.7614419999999997,3.264772,3.827768,4.12674,4.372801,4.724774,5.144963,5.373342,5.624894,5.803698000000001,6.118998,6.447106000000001,6.880581,7.093497,7.274193,7.714707000000001,8.159123000000001,8.570832000000001,8.757854000000002
31-2801601,,0,0.224106,0.636438,1.121546,1.4601449999999998,1.8286999999999998,2.140478,2.4665559999999997,2.969886,3.532882,3.831854,4.077915,4.429888,4.850077,5.078456,5.330008,5.508812000000001,5.824112,6.152220000000001,6.585695,6.798611,6.979307,7.419821000000001,7.864237000000001,8.275946000000001,8.462968000000002
32-2801564,,,0,0.412332,0.89744,1.2360389999999999,1.6045939999999999,1.916372,2.24245,2.74578,3.308776,3.607748,3.853809,4.205782,4.625971,4.85435,5.105902,5.284706000000001,5.6000060000000005,5.928114000000001,6.361589,6.574505,6.7552010000000005,7.195715000000001,7.640131000000001,8.05184,8.238862000000001
33-2801501,,,,0,0.485108,0.823707,1.192262,1.5040399999999998,1.830118,2.3334479999999997,2.896444,3.195416,3.441477,3.79345,4.213639,4.442018,4.69357,4.872374000000001,5.187674,5.515782000000001,5.949257,6.162173,6.342869,6.783383000000001,7.227799000000001,7.639508000000001,7.826530000000001
34-2801450,,,,,0,0.338599,0.7071540000000001,1.018932,1.34501,1.84834,2.4113360000000004,2.7103080000000004,2.9563690000000005,3.3083420000000006,3.7285310000000007,3.9569100000000006,4.208462000000001,4.387266000000001,4.702566000000001,5.030674000000001,5.464149000000001,5.677065000000001,5.857761000000001,6.298275000000001,6.7426910000000015,7.154400000000002,7.3414220000000014
35-2804871,,,,,,0,0.368555,0.6803330000000001,1.0064110000000002,1.5097410000000002,2.072737,2.371709,2.61777,2.9697430000000002,3.3899320000000004,3.6183110000000003,3.8698630000000005,4.048667000000001,4.363967000000001,4.692075000000001,5.1255500000000005,5.338466,5.519162000000001,5.959676000000001,6.404092000000001,6.815801000000001,7.002823000000001
36-2801383,,,,,,,0,0.311778,0.637856,1.141186,1.704182,2.003154,2.249215,2.601188,3.021377,3.249756,3.501308,3.680112,3.995412,4.32352,4.756995,4.969911,5.150607,5.591121,6.035537000000001,6.447246000000001,6.6342680000000005
37-2801347,,,,,,,,0,0.32607800000000003,0.8294080000000001,1.3924040000000002,1.6913760000000002,1.9374370000000003,2.28941,2.7095990000000003,2.937978,3.1895300000000004,3.3683340000000004,3.6836340000000005,4.011742000000001,4.445217,4.658133,4.8388290000000005,5.279343000000001,5.723759000000001,6.135468000000001,6.322490000000001
38-2801317,,,,,,,,,0,0.50333,1.066326,1.3652980000000001,1.6113590000000002,1.9633320000000003,2.3835210000000004,2.6119000000000003,2.8634520000000006,3.0422560000000005,3.3575560000000007,3.6856640000000005,4.1191390000000006,4.332055,4.512751000000001,4.953265000000001,5.397681000000001,5.809390000000001,5.996412000000001
39-2801280,,,,,,,,,,0,0.562996,0.8619680000000001,1.1080290000000002,1.4600020000000002,1.8801910000000004,2.1085700000000003,2.3601220000000005,2.5389260000000005,2.8542260000000006,3.1823340000000004,3.6158090000000005,3.8287250000000004,4.009421000000001,4.449935000000001,4.894351000000001,5.306060000000001,5.493082000000001
40-2801115,,,,,,,,,,,0,0.29897199999999996,0.545033,0.897006,1.317195,1.5455739999999998,1.7971259999999998,1.9759299999999997,2.2912299999999997,2.6193379999999995,3.0528129999999996,3.2657289999999994,3.4464249999999996,3.8869389999999995,4.331354999999999,4.7430639999999995,4.930085999999999
41-2801098,,,,,,,,,,,,0,0.246061,0.598034,1.0182229999999999,1.2466019999999998,1.4981539999999998,1.6769579999999997,1.9922579999999996,2.3203659999999995,2.7538409999999995,2.9667569999999994,3.1474529999999996,3.5879669999999995,4.032382999999999,4.4440919999999995,4.631113999999999
42-2801070,,,,,,,,,,,,,0,0.351973,0.772162,1.0005410000000001,1.2520930000000001,1.430897,1.746197,2.074305,2.50778,2.720696,2.901392,3.341906,3.7863219999999997,4.198030999999999,4.385052999999999
43-2801041,,,,,,,,,,,,,,0,0.42018900000000003,0.648568,0.90012,1.078924,1.394224,1.722332,2.155807,2.3687229999999997,2.549419,2.9899329999999997,3.4343489999999997,3.8460579999999998,4.03308
44-2801025,,,,,,,,,,,,,,,0,0.228379,0.479931,0.658735,0.974035,1.302143,1.735618,1.948534,2.12923,2.569744,3.01416,3.425869,3.612891
