순번_정류장ID,1-2800505,2-2800509,3-2800511,4-2800514,5-2800516,6-2800518,7-2800522,8-2800531,9-2800349,10-2807211,11-2800534,12-2800386,13-2800542,14-2800550,15-2800350,16-2803765,17-2800569,18-2807222,19-2800563,20-2806626,21-2807223,22-2806865,23-2806190,24-2805731,25-2806269,26-2806734,27-2807049,28-2806736,29-2806738,30-2806844,31-2806740
1-2800505,0,0.299536,0.576632,0.8645309999999999,1.015151,1.204448,1.384787,1.7449219999999999,1.841783,2.166703,2.522196,3.3028820000000003,3.657382,3.8517970000000004,4.012818,4.474149000000001,5.250579000000001,5.582102000000001,5.937063000000001,6.507948000000001,7.1964570000000005,7.7484,9.240291000000001,10.073335,10.833837,11.346540000000001,11.593426000000001,11.878786000000002,12.127434000000001,15.086142,15.545174000000001
2-2800509,,0,0.277096,0.5649949999999999,0.7156149999999999,0.9049119999999999,1.085251,1.445386,1.5422470000000001,1.8671670000000002,2.2226600000000003,3.0033460000000005,3.3578460000000003,3.5522610000000006,3.7132820000000004,4.174613000000001,4.951043000000001,5.282566000000001,5.637527000000001,6.208412000000001,6.896921000000001,7.448864,8.940755000000001,9.773799,10.534301000000001,11.047004000000001,11.293890000000001,11.579250000000002,11.827898000000001,14.786606,15.245638000000001
3-2800511,,,0,0.28789899999999996,0.438519,0.6278159999999999,0.808155,1.1682899999999998,1.265151,1.590071,1.945564,2.7262500000000003,3.08075,3.2751650000000003,3.436186,3.897517,4.673947,5.00547,5.360431,5.931316000000001,6.6198250000000005,7.171768,8.663659,9.496703,10.257205,10.769908000000001,11.016794,11.302154000000002,11.550802000000001,14.50951,14.968542000000001
4-2800514,,,,0,0.15062,0.339917,0.520256,0.880391,0.977252,1.302172,1.6576650000000002,2.438351,2.7928509999999998,2.987266,3.148287,3.6096179999999998,4.386048,4.7175709999999995,5.072532,5.6434169999999995,6.331925999999999,6.883868999999999,8.37576,9.208803999999999,9.969306,10.482009,10.728895,11.014255,11.262903,14.221611,14.680643
5-2800516,,,,,0,0.189297,0.36963599999999996,0.729771,0.8266319999999999,1.151552,1.507045,2.287731,2.6422309999999998,2.836646,2.997667,3.458998,4.235428,4.5669509999999995,4.921912,5.4927969999999995,6.181305999999999,6.733248999999999,8.22514,9.058183999999999,9.818686,10.331389,10.578275,10.863635,11.112283,14.070991,14.530023
6-2800518,,,,,,0,0.180339,0.540474,0.637335,0.962255,1.317748,2.098434,2.452934,2.647349,2.80837,3.269701,4.046131,4.377654,4.732615,5.3035,5.9920089999999995,6.543951999999999,8.035843,8.868886999999999,9.629389,10.142092,10.388978,10.674338,10.922986,13.881694,14.340726
7-2800522,,,,,,,0,0.360135,0.45699599999999996,0.7819159999999999,1.137409,1.9180949999999999,2.272595,2.46701,2.628031,3.089362,3.865792,4.197315,4.552276,5.123161,5.8116699999999994,6.363612999999999,7.855503999999999,8.688547999999999,9.44905,9.961753,10.208639,10.493999,10.742647,13.701355,14.160387
8-2800531,,,,,,,,0,0.096861,0.42178099999999996,0.777274,1.55796,1.91246,2.106875,2.267896,2.729227,3.505657,3.83718,4.192141,4.763026,5.451535,6.003477999999999,7.495368999999999,8.328413,9.088915,9.601618,9.848504,10.133864,10.382512,13.34122,13.800252
9-2800349,,,,,,,,,0,0.32492,0.6804129999999999,1.461099,1.815599,2.010014,2.171035,2.6323659999999998,3.4087959999999997,3.7403189999999995,4.09528,4.6661649999999995,5.354673999999999,5.906616999999999,7.398507999999999,8.231551999999999,8.992054,9.504757,9.751643,10.037003,10.285651,13.244359,13.703391
10-2807211,,,,,,,,,,0,0.355493,1.136179,1.490679,1.685094,1.8461150000000002,2.307446,3.083876,3.415399,3.7703599999999997,4.341245,5.029754,5.581697,7.073588,7.906632,8.667134,9.179837000000001,9.426723,9.712083000000002,9.960731000000001,12.919439,13.378471000000001
11-2800534,,,,,,,,,,,0,0.780686,1.135186,1.329601,1.4906220000000001,1.951953,2.728383,3.059906,3.4148669999999997,3.9857519999999997,4.6742609999999996,5.226203999999999,6.718094999999999,7.551138999999999,8.311641,8.824344,9.07123,9.35659,9.605238,12.563946,13.022978
12-2800386,,,,,,,,,,,,0,0.3545,0.548915,0.709936,1.171267,1.9476970000000002,2.2792200000000005,2.6341810000000003,3.2050660000000004,3.8935750000000002,4.445518,5.937409,6.770453,7.530955,8.043657999999999,8.290543999999999,8.575904,8.824551999999999,11.783259999999999,12.242291999999999
13-2800542,,,,,,,,,,,,,0,0.194415,0.355436,0.816767,1.593197,1.92472,2.279681,2.850566,3.5390750000000004,4.091018,5.582909,6.415953,7.176455,7.689158,7.936044,8.221404,8.470051999999999,11.428759999999999,11.887792
14-2800550,,,,,,,,,,,,,,0,0.161021,0.622352,1.3987820000000002,1.7303050000000002,2.0852660000000003,2.6561510000000004,3.34466,3.8966030000000003,5.388494000000001,6.221538000000001,6.9820400000000005,7.494743000000001,7.7416290000000005,8.026989,8.275637,11.234345,11.693377
