순번_정류장ID,1-2800505,2-2800509,3-2800511,4-2800514,5-2800516,6-2800518,7-2800522,8-2800531,9-2800349,10-2807211,11-2800534,12-2800386,13-2800542,14-2800550,15-2800350,16-2803765,17-2800569,18-2807222,19-2800563,20-2806626,21-2807223,22-2806865,23-2806190,24-2805731,25-2806269,26-2806734,27-2807049,28-2806736,29-2806738,30-2806844,31-2806740
15-2800350,,,,,,,,,,,,,,,0,0.46133100000000005,1.2377610000000001,1.5692840000000001,1.9242450000000002,2.4951300000000005,3.1836390000000003,3.7355820000000004,5.227473000000001,6.060517000000001,6.821019000000001,7.333722000000001,7.580608000000001,7.8659680000000005,8.114616,11.073324,11.532356
16-2803765,,,,,,,,,,,,,,,,0,0.7764300000000001,1.1079530000000002,1.4629140000000003,2.033799,2.722308,3.274251,4.766142,5.599186,6.359688,6.872391,7.119277,7.404637,7.653285,10.611993,11.071025
17-2800569,,,,,,,,,,,,,,,,,0,0.331523,0.6864840000000001,1.2573690000000002,1.9458780000000002,2.497821,3.989712,4.822756,5.583258,6.095961,6.342847,6.628207,6.876855,9.835563,10.294595000000001
18-2807222,,,,,,,,,,,,,,,,,,0,0.354961,0.9258460000000002,1.6143550000000002,2.1662980000000003,3.658189,4.491233,5.251735,5.764438,6.011324,6.296684,6.545332,9.50404,9.963072
19-2800563,,,,,,,,,,,,,,,,,,,0,0.5708850000000001,1.2593940000000001,1.8113370000000002,3.3032280000000003,4.136272,4.896774,5.409477,5.656363,5.941723,6.190371,9.149079,9.608111000000001
20-2806626,,,,,,,,,,,,,,,,,,,,0,0.688509,1.240452,2.732343,3.5653870000000003,4.325889,4.838592,5.085478,5.370838,5.619486,8.578194,9.037226
21-2807223,,,,,,,,,,,,,,,,,,,,,0,0.5519430000000001,2.0438340000000004,2.8768780000000005,3.6373800000000003,4.150083,4.396969,4.682329,4.930977,7.889685,8.348717
22-2806865,,,,,,,,,,,,,,,,,,,,,,0,1.491891,2.324935,3.0854369999999998,3.59814,3.845026,4.130386,4.379034,7.337742,7.796774
23-2806190,,,,,,,,,,,,,,,,,,,,,,,0,0.833044,1.593546,2.106249,2.353135,2.638495,2.887143,5.845851,6.304882999999999
24-2805731,,,,,,,,,,,,,,,,,,,,,,,,0,0.760502,1.273205,1.5200909999999999,1.805451,2.054099,5.0128070000000005,5.471839
25-2806269,,,,,,,,,,,,,,,,,,,,,,,,,0,0.512703,0.7595890000000001,1.0449490000000001,1.293597,4.252305,4.711336999999999
26-2806734,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24688600000000002,0.532246,0.780894,3.739602,4.198634
27-2807049,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.28536,0.534008,3.492716,3.9517480000000003
28-2806736,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.248648,3.2073560000000003,3.6663880000000004
29-2806738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.958708,3.4177400000000002
30-2806844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.459032
31-2806740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
