순번_정류장ID,1-2801795,2-2801793,3-2801779,4-2801766,5-2801756,6-2801749,7-2801743,8-2801185,9-2801687,10-2801184,11-2801659,12-2801647,13-2806781,14-2801568,15-2801498,16-2801479,17-2801473,18-2801486,19-2801519,20-2801571,21-2801610,22-2807616,23-2807617,24-2806090,25-2800225,26-2800217,27-2800210,28-2800187,29-2800177,30-2800143,31-2801030,32-2801024,33-2801003,34-2800959,35-2800841,36-2800840,37-2800839,38-2800981,39-2800535,40-2800544,41-2804975,42-2800560,43-2800569,44-2807222,1-2801796,2-2803545,3-2803552,4-2800816,5-2800818,6-2803063,7-2803062,8-2802651,9-2802638,10-2803042,11-2803043,12-2803115,13-2803133,14-2803106,15-2803109,16-2803239,17-2803252,18-2803249,19-2803226,20-2805712,21-2803122,22-2803094,23-2803630,24-2805651,25-2800679,26-2805253,27-2805251,28-2805249,29-2807222,30-2800563,31-2807520,32-2805676,33-2805630,34-2807038,35-2805632,36-2805634,37-2806163,38-2807626,39-2805703,40-2806807,41-2807439,42-2805702,43-2805700,44-2805698,45-2806024,46-2805696,47-2805694,48-2805636,49-2805692,50-2803651,51-2806491,52-2803678,53-2803679,54-2803155,55-2805705,56-2803154,57-2803655,58-2804981,59-2805148,60-2805812,61-2806027,62-2803298,63-2805832,64-2803179,65-2807423,66-2807232,67-2807362
31-2801030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.36236,1.0280010000000002,1.6696520000000001,2.170074,2.472603,2.796913,6.248001,7.069864,7.366181,8.697535,9.428079,9.759602000000001,10.114563,11.492905,11.768764000000001,12.328961000000001,12.535613000000001,13.902077000000002,14.117975000000001,15.001374000000002,15.220358000000003,15.664727000000003,16.029498000000004,16.398509000000004,17.232147000000005,18.091891000000004,18.865981000000005,19.730683000000006,20.242465000000006,21.089509000000007,21.729521000000005,22.381462000000006,22.629465000000007,23.082100000000008,23.910777000000007,24.246541000000008,27.342181000000007,29.144838000000007,29.606536000000006,30.053368000000006,32.076947000000004,32.43190800000001,34.76169000000001,45.79845600000001,46.218953000000006,46.540960000000005,46.884837000000005,47.512512,47.815999,48.210052999999995,48.53652999999999,48.933446999999994,49.15519799999999,49.45408799999999,49.64614099999999,50.443566999999994,50.652137999999994,50.97125799999999,51.95019899999999,52.36550399999999,52.80123399999999,53.801577999999985,54.12381699999999,55.04966799999999,55.33759499999999,55.81039299999999,56.67857499999999,57.41980999999999,58.09073399999999,58.42940299999999,58.71751799999999,59.32221899999999,60.71030299999999,61.046370999999986,61.57869199999999,61.96874499999999,67.088505,75.191723,75.570887,79.186164
32-2801024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.665641,1.307292,1.8077139999999998,2.1102429999999996,2.4345529999999997,5.885641,6.707503999999999,7.003820999999999,8.335175,9.065719,9.397242,9.752203,11.130545,11.406404,11.966601,12.173253,13.539717000000001,13.755615,14.639014000000001,14.857998000000002,15.302367000000002,15.667138000000001,16.036149,16.869787000000002,17.729531,18.503621000000003,19.368323000000004,19.880105000000004,20.727149000000004,21.367161000000003,22.019102000000004,22.267105000000004,22.719740000000005,23.548417000000004,23.884181000000005,26.979821000000005,28.782478000000005,29.244176000000003,29.691008000000004,31.714587000000005,32.069548000000005,34.399330000000006,45.436096000000006,45.856593000000004,46.1786,46.522477,47.150152000000006,47.453639,47.847693,48.17417,48.571087,48.792837999999996,49.091727999999996,49.283781,50.081207,50.289778,50.608897999999996,51.587838999999995,52.00314399999999,52.43887399999999,53.43921799999999,53.76145699999999,54.687307999999994,54.975235,55.448032999999995,56.31621499999999,57.057449999999996,57.728373999999995,58.067043,58.355157999999996,58.959858999999994,60.347942999999994,60.68401099999999,61.216331999999994,61.606384999999996,66.726145,74.829363,75.208527,78.82380400000001
33-2801003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.641651,1.142073,1.444602,1.7689119999999998,5.22,6.041862999999999,6.3381799999999995,7.669534,8.400077999999999,8.731601,9.086561999999999,10.464903999999999,10.740763,11.30096,11.507612,12.874076,13.089974,13.973373,14.192357000000001,14.636726000000001,15.001497,15.370508000000001,16.204146,17.06389,17.83798,18.702682000000003,19.214464000000003,20.061508000000003,20.701520000000002,21.353461000000003,21.601464000000004,22.054099000000004,22.882776000000003,23.218540000000004,26.314180000000004,28.116837000000004,28.578535000000002,29.025367000000003,31.048946000000004,31.403907000000004,33.733689000000005,44.770455000000005,45.190952,45.512959,45.856836,46.484511,46.787997999999995,47.18205199999999,47.50852899999999,47.90544599999999,48.12719699999999,48.42608699999999,48.61813999999999,49.41556599999999,49.62413699999999,49.94325699999999,50.92219799999999,51.337502999999984,51.77323299999998,52.77357699999998,53.095815999999985,54.02166699999999,54.30959399999999,54.78239199999999,55.650573999999985,56.39180899999999,57.06273299999999,57.40140199999999,57.68951699999999,58.29421799999999,59.682301999999986,60.01836999999998,60.550690999999986,60.94074399999999,66.06050399999998,74.16372199999998,74.54288599999998,78.15816299999999
34-2800959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.500422,0.802951,1.1272609999999998,4.578348999999999,5.400211999999999,5.696528999999999,7.027882999999999,7.758426999999999,8.08995,8.444911,9.823253,10.099112,10.659309,10.865961,12.232425000000001,12.448323,13.331722000000001,13.550706000000002,13.995075000000002,14.359846000000001,14.728857000000001,15.562495000000002,16.422239,17.196329000000002,18.061031000000003,18.572813000000004,19.419857000000004,20.059869000000003,20.711810000000003,20.959813000000004,21.412448000000005,22.241125000000004,22.576889000000005,25.672529000000004,27.475186000000004,27.936884000000003,28.383716000000003,30.407295000000005,30.762256000000004,33.092038,44.128804,44.549301,44.871308,45.215185,45.84286,46.146347,46.540400999999996,46.86687799999999,47.263794999999995,47.48554599999999,47.78443599999999,47.976488999999994,48.773914999999995,48.982485999999994,49.30160599999999,50.28054699999999,50.69585199999999,51.13158199999999,52.131925999999986,52.45416499999999,53.38001599999999,53.667942999999994,54.14074099999999,55.00892299999999,55.75015799999999,56.42108199999999,56.759750999999994,57.04786599999999,57.65256699999999,59.04065099999999,59.37671899999999,59.90903999999999,60.29909299999999,65.41885299999998,73.52207099999998,73.90123499999999,77.51651199999999
35-2800841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.302529,0.6268389999999999,4.077927,4.899789999999999,5.196107,6.527461,7.258005,7.589528,7.944489,9.322831,9.598690000000001,10.158887000000002,10.365539000000002,11.732003000000002,11.947901000000002,12.831300000000002,13.050284000000003,13.494653000000003,13.859424000000002,14.228435000000003,15.062073000000003,15.921817000000004,16.695907000000005,17.560609000000007,18.072391000000007,18.919435000000007,19.559447000000006,20.211388000000007,20.459391000000007,20.912026000000008,21.740703000000007,22.076467000000008,25.172107000000008,26.974764000000008,27.436462000000006,27.883294000000006,29.906873000000008,30.261834000000007,32.59161600000001,43.62838200000001,44.04887900000001,44.370886000000006,44.714763000000005,45.342438,45.645925,46.039978999999995,46.36645599999999,46.763372999999994,46.98512399999999,47.28401399999999,47.47606699999999,48.273492999999995,48.482063999999994,48.80118399999999,49.78012499999999,50.19542999999999,50.63115999999999,51.631503999999985,51.95374299999999,52.87959399999999,53.167520999999994,53.64031899999999,54.50850099999999,55.24973599999999,55.92065999999999,56.259328999999994,56.54744399999999,57.15214499999999,58.54022899999999,58.87629699999999,59.40861799999999,59.79867099999999,64.918431,73.021649,73.400813,77.01609
36-2800840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.32431,3.775398,4.597261,4.893578,6.224932,6.955476,7.286999,7.64196,9.020302000000001,9.296161000000001,9.856358000000002,10.063010000000002,11.429474000000003,11.645372000000002,12.528771000000003,12.747755000000003,13.192124000000003,13.556895000000003,13.925906000000003,14.759544000000004,15.619288000000005,16.393378000000006,17.258080000000007,17.769862000000007,18.616906000000007,19.256918000000006,19.908859000000007,20.156862000000007,20.609497000000008,21.438174000000007,21.77393800000001,24.869578000000008,26.672235000000008,27.133933000000006,27.580765000000007,29.604344000000008,29.959305000000008,32.28908700000001,43.32585300000001,43.74635000000001,44.068357000000006,44.412234000000005,45.03990900000001,45.343396000000006,45.73745,46.063927,46.460844,46.682595,46.981485,47.173538,47.970964,48.179535,48.498655,49.477596,49.892900999999995,50.328630999999994,51.32897499999999,51.651213999999996,52.577065,52.864992,53.33779,54.205971999999996,54.947207,55.618131,55.9568,56.244915,56.849616,58.2377,58.573767999999994,59.106089,59.496142,64.615902,72.71912,73.098284,76.71356100000001
37-2800839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.451088,4.272951,4.569268,5.900622,6.631166,6.962689,7.31765,8.695992,8.971851000000001,9.532048000000001,9.738700000000001,11.105164000000002,11.321062000000001,12.204461000000002,12.423445000000003,12.867814000000003,13.232585000000002,13.601596000000002,14.435234000000003,15.294978000000004,16.069068000000005,16.933770000000006,17.445552000000006,18.292596000000007,18.932608000000005,19.584549000000006,19.832552000000007,20.285187000000008,21.113864000000007,21.449628000000008,24.545268000000007,26.347925000000007,26.809623000000006,27.256455000000006,29.280034000000008,29.634995000000007,31.964777000000005,43.001543000000005,43.42204,43.744047,44.087924,44.715599,45.019085999999994,45.41313999999999,45.73961699999999,46.13653399999999,46.35828499999999,46.65717499999999,46.84922799999999,47.64665399999999,47.85522499999999,48.17434499999999,49.15328599999999,49.568590999999984,50.00432099999998,51.00466499999998,51.326903999999985,52.252754999999986,52.54068199999999,53.01347999999999,53.881661999999984,54.62289699999999,55.29382099999999,55.63248999999999,55.92060499999999,56.525305999999986,57.913389999999985,58.24945799999998,58.781778999999986,59.17183199999999,64.29159199999998,72.39480999999998,72.77397399999998,76.38925099999999
38-2800981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8218629999999999,1.11818,2.449534,3.180078,3.5116009999999998,3.8665619999999996,5.244904,5.520763,6.080959999999999,6.287611999999999,7.654075999999999,7.869973999999999,8.753373,8.972357,9.416726,9.781497,10.150508,10.984146,11.843890000000002,12.617980000000001,13.482682,13.994464,14.841508000000001,15.481520000000002,16.133461,16.381464,16.834099000000002,17.662776,17.998540000000002,21.09418,22.896837,23.358535,23.805367,25.828946000000002,26.183907,28.513689,39.550455,39.970952,40.292958999999996,40.636835999999995,41.264511,41.567997999999996,41.96205199999999,42.28852899999999,42.68544599999999,42.90719699999999,43.20608699999999,43.39813999999999,44.19556599999999,44.40413699999999,44.72325699999999,45.70219799999999,46.117502999999985,46.553232999999985,47.55357699999998,47.875815999999986,48.80166699999999,49.08959399999999,49.56239199999999,50.430573999999986,51.17180899999999,51.84273299999999,52.18140199999999,52.46951699999999,53.07421799999999,54.46230199999999,54.798369999999984,55.33069099999999,55.72074399999999,60.84050399999999,68.943722,69.322886,72.938163
39-2800535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.296317,1.627671,2.358215,2.689738,3.044699,4.423041,4.698899999999999,5.259096999999999,5.465748999999999,6.8322129999999985,7.048110999999999,7.9315099999999985,8.150493999999998,8.594862999999998,8.959633999999998,9.328644999999998,10.162282999999999,11.022026999999998,11.796116999999997,12.660818999999996,13.172600999999997,14.019644999999997,14.659656999999997,15.311597999999998,15.559600999999999,16.012235999999998,16.840912999999997,17.176676999999998,20.272316999999997,22.074973999999997,22.536671999999996,22.983503999999996,25.007082999999998,25.362043999999997,27.691826,38.728592,39.149089,39.471095999999996,39.814972999999995,40.44264799999999,40.74613499999999,41.140188999999985,41.46666599999998,41.863582999999984,42.08533399999998,42.38422399999998,42.57627699999998,43.373702999999985,43.582273999999984,43.90139399999998,44.88033499999998,45.29563999999998,45.73136999999998,46.731713999999975,47.05395299999998,47.97980399999998,48.26773099999998,48.74052899999998,49.60871099999998,50.34994599999998,51.02086999999998,51.359538999999984,51.64765399999998,52.25235499999998,53.64043899999998,53.97650699999998,54.50882799999998,54.89888099999998,60.01864099999998,68.12185899999999,68.50102299999999,72.1163
40-2800544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.3313540000000001,2.0618980000000002,2.393421,2.748382,4.126723999999999,4.402582999999999,4.962779999999999,5.169431999999999,6.535895999999998,6.7517939999999985,7.635192999999998,7.854176999999998,8.298545999999998,8.663316999999997,9.032327999999998,9.865965999999998,10.72571,11.499799999999999,12.364501999999998,12.876283999999998,13.723327999999999,14.363339999999999,15.015281,15.263284,15.715919000000001,16.544596000000002,16.880360000000003,19.976000000000003,21.778657000000003,22.240355,22.687187,24.710766000000003,25.065727000000003,27.395509000000004,38.432275000000004,38.852772,39.174779,39.518656,40.146331,40.449818,40.843872,41.170348999999995,41.567266,41.789016999999994,42.087906999999994,42.279959999999996,43.077386,43.285956999999996,43.605076999999994,44.58401799999999,44.99932299999999,45.43505299999999,46.43539699999999,46.75763599999999,47.68348699999999,47.971413999999996,48.44421199999999,49.31239399999999,50.053628999999994,50.72455299999999,51.063221999999996,51.351336999999994,51.95603799999999,53.34412199999999,53.68018999999999,54.21251099999999,54.602563999999994,59.72232399999999,67.825542,68.204706,71.81998300000001
41-2804975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.730544,1.0620669999999999,1.417028,2.79537,3.071229,3.6314260000000003,3.8380780000000003,5.204542,5.42044,6.303839,6.522823,6.967192,7.331963,7.700974,8.534612000000001,9.394356000000002,10.168446000000001,11.033148,11.54493,12.391974000000001,13.031986000000002,13.683927000000002,13.931930000000003,14.384565000000004,15.213242000000005,15.549006000000004,18.644646000000005,20.447303000000005,20.909001000000004,21.355833000000004,23.379412000000006,23.734373000000005,26.064155000000007,37.10092100000001,37.521418000000004,37.843425,38.187302,38.814977,39.118463999999996,39.51251799999999,39.83899499999999,40.23591199999999,40.45766299999999,40.75655299999999,40.94860599999999,41.74603199999999,41.95460299999999,42.27372299999999,43.25266399999999,43.667968999999985,44.103698999999985,45.10404299999998,45.426281999999986,46.35213299999999,46.64005999999999,47.11285799999999,47.981039999999986,48.72227499999999,49.39319899999999,49.73186799999999,50.01998299999999,50.62468399999999,52.01276799999999,52.348835999999984,52.88115699999999,53.27120999999999,58.39096999999999,66.494188,66.873352,70.488629
42-2800560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.331523,0.6864840000000001,2.064826,2.340685,2.900882,3.1075340000000002,4.473998,4.689896,5.573295,5.792279,6.236648,6.601419,6.97043,7.804068,8.663812,9.437902,10.302603999999999,10.814385999999999,11.66143,12.301442,12.953383,13.201386000000001,13.654021000000002,14.482698000000003,14.818462000000002,17.914102000000003,19.716759000000003,20.178457,20.625289000000002,22.648868000000004,23.003829000000003,25.333611000000005,36.370377000000005,36.790874,37.112881,37.456758,38.084433000000004,38.38792,38.781974,39.108450999999995,39.505368,39.727118999999995,40.026008999999995,40.218061999999996,41.015488,41.224059,41.543178999999995,42.522119999999994,42.93742499999999,43.37315499999999,44.37349899999999,44.69573799999999,45.62158899999999,45.909515999999996,46.382313999999994,47.25049599999999,47.991730999999994,48.662654999999994,49.001324,49.289438999999994,49.89413999999999,51.28222399999999,51.61829199999999,52.15061299999999,52.540665999999995,57.660425999999994,65.763644,66.142808,69.75808500000001
43-2800569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.354961,1.733303,2.009162,2.569359,2.776011,4.142475,4.358373,5.241772,5.460756,5.905125,6.269896,6.638907000000001,7.472545,8.332289,9.106378999999999,9.971080999999998,10.482862999999998,11.329906999999999,11.969918999999999,12.62186,12.869863,13.322498000000001,14.151175000000002,14.486939000000001,17.582579000000003,19.385236000000003,19.846934,20.293766,22.317345000000003,22.672306000000003,25.002088,36.038854,36.459351,36.781358,37.125234999999996,37.75291,38.056397,38.450450999999994,38.77692799999999,39.17384499999999,39.39559599999999,39.69448599999999,39.88653899999999,40.68396499999999,40.89253599999999,41.21165599999999,42.19059699999999,42.605901999999986,43.041631999999986,44.041975999999984,44.36421499999999,45.29006599999999,45.57799299999999,46.05079099999999,46.91897299999999,47.66020799999999,48.33113199999999,48.66980099999999,48.95791599999999,49.56261699999999,50.95070099999999,51.286768999999985,51.81908999999999,52.20914299999999,57.32890299999999,65.432121,65.811285,69.426562
44-2807222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.378342,1.654201,2.214398,2.42105,3.787514,4.003412,4.886811,5.105795,5.550164,5.914935,6.283946,7.117584,7.977328,8.751418,9.616119999999999,10.127901999999999,10.974946,11.614958,12.266899,12.514902000000001,12.967537000000002,13.796214000000003,14.131978000000002,17.227618000000003,19.030275000000003,19.491973,19.938805000000002,21.962384000000004,22.317345000000003,24.647127000000005,35.683893000000005,36.10439,36.426397,36.770274,37.397949,37.701435999999994,38.09548999999999,38.42196699999999,38.81888399999999,39.04063499999999,39.33952499999999,39.53157799999999,40.32900399999999,40.53757499999999,40.85669499999999,41.83563599999999,42.25094099999998,42.68667099999998,43.68701499999998,44.009253999999984,44.935104999999986,45.22303199999999,45.69582999999999,46.564011999999984,47.30524699999999,47.97617099999999,48.31483999999999,48.60295499999999,49.207655999999986,50.595739999999985,50.93180799999998,51.464128999999986,51.85418199999999,56.97394199999999,65.07715999999999,65.456324,69.071601
1-2801796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.275859,0.8360560000000001,1.0427080000000002,2.409172,2.62507,3.508469,3.7274529999999997,4.171822,4.536593,4.905604,5.739242,6.598986,7.373076,8.237778,8.74956,9.596604000000001,10.236616000000001,10.888557000000002,11.136560000000003,11.589195000000004,12.417872000000004,12.753636000000004,15.849276000000003,17.651933000000003,18.113631,18.560463000000002,20.584042000000004,20.939003000000003,23.268785,34.305551,34.726048,35.048055,35.391932,36.01960699999999,36.32309399999999,36.71714799999999,37.043624999999984,37.440541999999986,37.662292999999984,37.961182999999984,38.153235999999985,38.95066199999999,39.159232999999986,39.478352999999984,40.45729399999998,40.87259899999998,41.30832899999998,42.30867299999998,42.63091199999998,43.55676299999998,43.844689999999986,44.31748799999998,45.18566999999998,45.926904999999984,46.59782899999998,46.936497999999986,47.224612999999984,47.82931399999998,49.21739799999998,49.55346599999998,50.08578699999998,50.475839999999984,55.59559999999998,63.69881799999998,64.07798199999998,67.69325899999998
2-2803545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5601970000000001,0.7668490000000001,2.1333130000000002,2.3492110000000004,3.23261,3.451594,3.895963,4.260734,4.629745000000001,5.463383,6.323127,7.0972170000000006,7.961919000000001,8.473701,9.320745,9.960757000000001,10.612698000000002,10.860701000000002,11.313336000000003,12.142013000000004,12.477777000000003,15.573417000000003,17.376074000000003,17.837772,18.284604,20.308183000000003,20.663144000000003,22.992926000000004,34.029692000000004,34.450189,34.772196,35.116073,35.743748,36.04723499999999,36.44128899999999,36.76776599999999,37.16468299999999,37.38643399999999,37.68532399999999,37.87737699999999,38.67480299999999,38.88337399999999,39.20249399999999,40.181434999999986,40.59673999999998,41.03246999999998,42.03281399999998,42.355052999999984,43.280903999999985,43.56883099999999,44.041628999999986,44.90981099999998,45.65104599999999,46.321969999999986,46.66063899999999,46.94875399999999,47.553454999999985,48.941538999999985,49.27760699999998,49.809927999999985,50.19998099999999,55.319740999999986,63.422958999999985,63.80212299999999,67.41739999999999
3-2803552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.206652,1.573116,1.7890139999999999,2.6724129999999997,2.8913969999999996,3.3357659999999996,3.7005369999999997,4.069548,4.903186,5.76293,6.53702,7.401722,7.9135040000000005,8.760548,9.40056,10.052501000000001,10.300504000000002,10.753139000000003,11.581816000000003,11.917580000000003,15.013220000000002,16.815877,17.277575,17.724407,19.747986,20.102947,22.432729000000002,33.469495,33.889992,34.211999,34.555876,35.183550999999994,35.48703799999999,35.88109199999999,36.207568999999985,36.60448599999999,36.826236999999985,37.125126999999985,37.317179999999986,38.11460599999999,38.32317699999999,38.642296999999985,39.621237999999984,40.03654299999998,40.47227299999998,41.47261699999998,41.79485599999998,42.72070699999998,43.00863399999999,43.481431999999984,44.34961399999998,45.090848999999984,45.761772999999984,46.10044199999999,46.388556999999984,46.99325799999998,48.38134199999998,48.71740999999998,49.24973099999998,49.639783999999985,54.759543999999984,62.86276199999998,63.241925999999985,66.85720299999998
4-2800816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.366464,1.5823619999999998,2.4657609999999996,2.6847449999999995,3.1291139999999995,3.4938849999999997,3.8628959999999997,4.696534,5.556278,6.330368,7.19507,7.7068520000000005,8.553896,9.193908,9.845849000000001,10.093852000000002,10.546487000000003,11.375164000000003,11.710928000000003,14.806568000000002,16.609225000000002,17.070923,17.517755,19.541334000000003,19.896295000000002,22.226077000000004,33.262843000000004,33.68334,34.005347,34.349224,34.976899,35.280386,35.67444,36.000916999999994,36.397833999999996,36.619584999999994,36.918474999999994,37.110527999999995,37.907954,38.116524999999996,38.435644999999994,39.41458599999999,39.82989099999999,40.26562099999999,41.26596499999999,41.58820399999999,42.51405499999999,42.801981999999995,43.27477999999999,44.14296199999999,44.88419699999999,45.55512099999999,45.893789999999996,46.18190499999999,46.78660599999999,48.17468999999999,48.51075799999999,49.04307899999999,49.43313199999999,54.55289199999999,62.65610999999999,63.035273999999994,66.650551
5-2800818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.215898,1.099297,1.318281,1.76265,2.127421,2.496432,3.33007,4.189814,4.963904,5.828606000000001,6.340388000000001,7.187432000000001,7.827444000000002,8.479385000000002,8.727388000000003,9.180023000000004,10.008700000000005,10.344464000000004,13.440104000000003,15.242761000000003,15.704459000000003,16.151291000000004,18.174870000000006,18.529831000000005,20.859613000000003,31.896379000000003,32.316876,32.638883,32.98276,33.610434999999995,33.91392199999999,34.30797599999999,34.634452999999986,35.03136999999999,35.253120999999986,35.552010999999986,35.74406399999999,36.54148999999999,36.75006099999999,37.069180999999986,38.048121999999985,38.46342699999998,38.89915699999998,39.89950099999998,40.22173999999998,41.147590999999984,41.43551799999999,41.908315999999985,42.77649799999998,43.517732999999986,44.188656999999985,44.52732599999999,44.815440999999986,45.420141999999984,46.80822599999998,47.14429399999998,47.676614999999984,48.066667999999986,53.186427999999985,61.28964599999998,61.668809999999986,65.28408699999999
6-2803063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.8833989999999999,1.102383,1.546752,1.9115229999999999,2.280534,3.114172,3.973916,4.748006,5.6127080000000005,6.124490000000001,6.971534000000001,7.611546000000001,8.263487000000001,8.511490000000002,8.964125000000003,9.792802000000004,10.128566000000003,13.224206000000002,15.026863000000002,15.488561000000002,15.935393000000003,17.958972000000003,18.313933000000002,20.643715,31.680481,32.100978,32.422985,32.766861999999996,33.394537,33.698024,34.092077999999994,34.41855499999999,34.81547199999999,35.03722299999999,35.33611299999999,35.52816599999999,36.32559199999999,36.53416299999999,36.85328299999999,37.83222399999999,38.247528999999986,38.683258999999985,39.683602999999984,40.00584199999999,40.93169299999999,41.21961999999999,41.69241799999999,42.56059999999999,43.30183499999999,43.97275899999999,44.31142799999999,44.59954299999999,45.20424399999999,46.59232799999999,46.928395999999985,47.46071699999999,47.85076999999999,52.97052999999999,61.07374799999999,61.45291199999999,65.06818899999999
7-2803062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.218984,0.663353,1.028124,1.397135,2.230773,3.090517,3.8646070000000003,4.729309000000001,5.241091000000001,6.088135000000001,6.728147000000002,7.3800880000000015,7.628091000000001,8.080726000000002,8.909403000000003,9.245167000000002,12.340807000000002,14.143464000000002,14.605162000000002,15.051994000000002,17.075573000000002,17.430534,19.760316000000003,30.797082000000003,31.217579000000004,31.539586000000003,31.883463000000003,32.511138,32.814625,33.208679,33.53515599999999,33.932072999999995,34.15382399999999,34.45271399999999,34.644766999999995,35.442192999999996,35.650763999999995,35.96988399999999,36.94882499999999,37.36412999999999,37.79985999999999,38.80020399999999,39.12244299999999,40.04829399999999,40.336220999999995,40.80901899999999,41.67720099999999,42.41843599999999,43.08935999999999,43.428028999999995,43.71614399999999,44.32084499999999,45.70892899999999,46.04499699999999,46.57731799999999,46.96737099999999,52.08713099999999,60.19034899999999,60.56951299999999,64.18478999999999
8-2802651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.44436899999999996,0.80914,1.178151,2.011789,2.871533,3.6456229999999996,4.510325,5.022107,5.8691510000000005,6.509163000000001,7.161104000000001,7.4091070000000006,7.8617420000000005,8.690419,9.026183,12.121823,13.924479999999999,14.386178,14.83301,16.856589,17.21155,19.541331999999997,30.578097999999997,30.998594999999998,31.320601999999997,31.664478999999996,32.292154,32.59564099999999,32.98969499999999,33.31617199999999,33.71308899999999,33.93483999999999,34.23372999999999,34.42578299999999,35.22320899999999,35.43177999999999,35.75089999999999,36.729840999999986,37.14514599999998,37.58087599999998,38.58121999999998,38.903458999999984,39.829309999999985,40.11723699999999,40.590034999999986,41.45821699999998,42.19945199999999,42.870375999999986,43.20904499999999,43.49715999999999,44.101860999999985,45.489944999999985,45.82601299999998,46.358333999999985,46.74838699999999,51.868146999999986,59.971364999999984,60.35052899999999,63.965805999999986
9-2802638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.364771,0.733782,1.5674199999999998,2.427164,3.2012539999999996,4.065956,4.577738,5.424782,6.064794000000001,6.716735000000001,6.9647380000000005,7.417373,8.24605,8.581814,11.677454,13.480110999999999,13.941809,14.388641,16.41222,16.767181,19.096963000000002,30.133729000000002,30.554226000000003,30.876233000000003,31.220110000000002,31.847785000000002,32.151272,32.545325999999996,32.87180299999999,33.268719999999995,33.49047099999999,33.78936099999999,33.981413999999994,34.778839999999995,34.987410999999994,35.30653099999999,36.28547199999999,36.70077699999999,37.13650699999999,38.136850999999986,38.45908999999999,39.38494099999999,39.672867999999994,40.14566599999999,41.01384799999999,41.75508299999999,42.42600699999999,42.764675999999994,43.05279099999999,43.65749199999999,45.04557599999999,45.38164399999999,45.91396499999999,46.30401799999999,51.42377799999999,59.52699599999999,59.90615999999999,63.52143699999999
10-2803042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.36901100000000003,1.2026489999999999,2.062393,2.8364830000000003,3.7011850000000006,4.212967000000001,5.060011000000001,5.700023000000002,6.3519640000000015,6.599967000000001,7.052602000000001,7.881279000000001,8.217043,11.312683,13.11534,13.577038,14.02387,16.047449,16.40241,18.732191999999998,29.768957999999998,30.189455,30.511461999999998,30.855338999999997,31.483013999999997,31.786500999999998,32.180555,32.507031999999995,32.903949,33.125699999999995,33.424589999999995,33.616642999999996,34.414069,34.62264,34.941759999999995,35.920700999999994,36.336006,36.771736,37.772079999999995,38.094319,39.02017,39.308097000000004,39.780895,40.649077,41.390312,42.061236,42.399905000000004,42.68802,43.292721,44.680805,45.016873,45.549194,45.939247,51.059007,59.162225,59.541389,63.156666
