순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2806301,11-2803848,12-2806298,13-2803849,14-2803851,15-2803852,16-2803854,17-2806296,18-2803605,19-2803855,20-2803856,21-2806231,22-2803857,23-2806293,24-2804201,25-2806291,26-2807291,27-2804203,28-2804206,29-2804332,30-2804208,31-2804210,32-2804212,33-2804579,34-2803703,35-2807382,36-2804632,37-2806358,38-2806322,39-2806320,40-2803881,41-2803879,42-2803877,43-2803875,44-2803876,45-2803878,46-2803880,47-2803882,48-2803884,49-2803886,50-2803888,51-2806219,52-2803890,53-2803892,54-2803894,55-2803896,56-2807380,57-2807379,58-2803898,59-2803900,60-2806222,61-2804630,62-2803902,63-2803904,64-2807377,65-2803906,66-2803909,67-2803910,68-2803912,69-2804628,70-2806314,71-2803914,72-2804626,73-2804099,74-2804624,75-2804622,76-2804096,77-2804620,78-2804095,79-2804618,80-2804616,81-2804092,82-2804090,83-2806224,84-2804088,85-2804614,86-2804087,87-2804612,88-2804067,89-2804571,90-2804538,91-2804536,92-2804065,93-2800297,94-2800261,95-2804064,96-2804535,97-2804537,98-2804539,99-2804541,100-2804069,101-2804543,102-2804544,103-2804071,104-2804547,105-2804549,106-2804551,107-2804553,108-2804610,109-2804608,110-2804606,111-2804061,112-2804059,113-2804060,114-2804062,115-2800299,116-2800293,117-2804058,118-2804601,119-2804056,120-2804604,121-2804598,122-2804053,123-2804051,124-2804596,125-2804050,126-2804594,127-2804047,128-2806409,129-2804592,130-2804044,131-2804590,132-2804042,133-2804040,134-2804038,135-2804036,136-2804033,137-2800268,138-2804528,139-2804527
1-2800269,0,0.41885600000000006,0.775061,1.343418,1.730049,1.9700739999999999,2.1342399999999997,2.3960009999999996,2.7858639999999997,3.5499169999999998,3.869557,4.150482,4.6594880000000005,5.250293000000001,5.731132000000001,5.891259000000001,6.225085000000001,6.719396000000001,7.039803000000001,7.477903000000001,7.833264000000002,8.185478000000002,8.721814000000002,8.976198000000002,9.351470000000003,9.542272000000002,9.778519000000003,9.974164000000004,10.519432000000004,11.069991000000003,11.567985000000004,11.902872000000004,12.432939000000005,12.612322000000004,14.514123000000005,15.980390000000005,16.998640000000005,18.219328000000004,20.584273000000003,21.875243000000005,22.563638000000005,22.880167000000004,23.763828000000004,24.671598000000003,25.016340000000003,25.697911000000005,26.088222000000005,26.511191000000004,27.161220000000004,27.565191000000002,28.339347000000004,29.683536000000004,30.132803000000003,30.423514000000004,31.040013000000005,31.268268000000006,32.369001000000004,32.58597400000001,32.817440000000005,33.108502,33.567329,34.324349,34.761935,35.155042,35.451370000000004,35.868768,36.308712,36.763965,37.094499,37.504647,37.736875,38.033322,38.538092,38.848169999999996,39.525405,40.043317,40.68229,40.995332000000005,41.34973300000001,42.162164000000004,42.472759,42.999659,43.301578,43.878994,44.326763,44.802407,45.412991000000005,46.20370500000001,47.04068600000001,47.426618000000005,47.935984000000005,48.15291800000001,48.73376600000001,48.95303400000001,49.96124900000001,50.22793000000001,50.72452100000001,51.48125700000001,51.664159000000005,51.996568,52.179948,52.549044,52.806182,53.168725,53.384784,53.884526,54.335673,55.758411,56.091063000000005,56.37655000000001,56.87882600000001,57.16552300000001,57.459652000000006,57.875271000000005,58.59049400000001,59.02136300000001,59.38480200000001,60.12833200000001,61.45138800000001,61.880480000000006,62.94341300000001,63.29070300000001,65.07872400000001,65.95880000000001,66.86351200000001,68.95017500000002,69.43065400000002,69.95063900000002,71.10724000000002,72.18912800000003,72.47665300000003,72.85297400000003,73.17737200000003,73.53982600000003,73.76118900000003,74.51292500000002,75.09745500000002,75.57282700000002,75.83011900000002
2-2805488,,0,0.356205,0.924562,1.311193,1.551218,1.715384,1.9771450000000002,2.3670080000000002,3.1310610000000003,3.4507010000000005,3.7316260000000003,4.240632000000001,4.831437000000001,5.312276000000001,5.472403000000001,5.806229000000001,6.300540000000001,6.620947000000001,7.059047000000001,7.414408000000002,7.766622000000002,8.302958000000002,8.557342000000002,8.932614000000003,9.123416000000002,9.359663000000003,9.555308000000004,10.100576000000004,10.651135000000004,11.149129000000004,11.484016000000004,12.014083000000005,12.193466000000004,14.095267000000003,15.561534000000004,16.579784000000004,17.800472000000003,20.165417,21.456387000000003,22.144782000000003,22.461311000000002,23.344972000000002,24.252742,24.597484,25.279055000000003,25.669366000000004,26.092335000000002,26.742364000000002,27.146335,27.920491000000002,29.264680000000002,29.713947,30.004658000000003,30.621157000000004,30.849412000000004,31.950145000000006,32.16711800000001,32.39858400000001,32.689646,33.148473,33.905493,34.343079,34.736186000000004,35.032514000000006,35.449912000000005,35.889856,36.345109,36.675643,37.085791,37.318019,37.614466,38.119236,38.429314,39.106549,39.624461000000004,40.263434000000004,40.57647600000001,40.93087700000001,41.743308000000006,42.053903000000005,42.580803,42.882722,43.460138,43.907907,44.383551000000004,44.99413500000001,45.78484900000001,46.62183000000001,47.00776200000001,47.51712800000001,47.73406200000001,48.31491000000001,48.53417800000001,49.54239300000001,49.80907400000001,50.30566500000001,51.06240100000001,51.24530300000001,51.577712000000005,51.761092000000005,52.130188000000004,52.387326,52.749869000000004,52.965928000000005,53.46567,53.916817,55.339555000000004,55.67220700000001,55.95769400000001,56.45997000000001,56.74666700000001,57.04079600000001,57.45641500000001,58.17163800000001,58.60250700000001,58.96594600000001,59.70947600000001,61.03253200000001,61.46162400000001,62.52455700000001,62.87184700000001,64.659868,65.539944,66.44465600000001,68.53131900000001,69.01179800000001,69.53178300000002,70.68838400000001,71.77027200000002,72.05779700000002,72.43411800000003,72.75851600000003,73.12097000000003,73.34233300000002,74.09406900000002,74.67859900000002,75.15397100000001,75.41126300000002
3-2807373,,,0,0.568357,0.954988,1.1950129999999999,1.359179,1.62094,2.010803,2.774856,3.0944960000000004,3.3754210000000002,3.8844270000000005,4.475232,4.956071,5.116198,5.450024,5.944335,6.264742,6.702842,7.058203000000001,7.410417000000001,7.946753000000001,8.201137000000001,8.576409000000002,8.767211000000001,9.003458000000002,9.199103000000003,9.744371000000003,10.294930000000003,10.792924000000003,11.127811000000003,11.657878000000004,11.837261000000003,13.739062000000004,15.205329000000004,16.223579000000004,17.444267000000004,19.809212000000002,21.100182000000004,21.788577000000004,22.105106000000003,22.988767000000003,23.896537000000002,24.241279000000002,24.922850000000004,25.313161000000004,25.736130000000003,26.386159000000003,26.79013,27.564286000000003,28.908475000000003,29.357742000000002,29.648453000000003,30.264952000000005,30.493207000000005,31.593940000000003,31.810913000000003,32.042379000000004,32.333441,32.792268,33.549288,33.986874,34.379981,34.676309,35.093707,35.533651,35.988904,36.319438,36.729586,36.961814,37.258261,37.763031,38.073108999999995,38.750344,39.268256,39.907229,40.220271000000004,40.57467200000001,41.387103,41.697698,42.224598,42.526517,43.103933,43.551702,44.027346,44.637930000000004,45.428644000000006,46.26562500000001,46.651557000000004,47.160923000000004,47.377857000000006,47.95870500000001,48.17797300000001,49.18618800000001,49.45286900000001,49.94946000000001,50.706196000000006,50.889098000000004,51.221507,51.404887,51.773983,52.031121,52.393664,52.609723,53.109465,53.560612,54.98335,55.316002000000005,55.60148900000001,56.10376500000001,56.39046200000001,56.684591000000005,57.100210000000004,57.815433000000006,58.24630200000001,58.60974100000001,59.35327100000001,60.67632700000001,61.105419000000005,62.168352000000006,62.51564200000001,64.303663,65.183739,66.088451,68.17511400000001,68.65559300000001,69.17557800000002,70.33217900000001,71.41406700000002,71.70159200000002,72.07791300000002,72.40231100000003,72.76476500000003,72.98612800000002,73.73786400000002,74.32239400000002,74.79776600000001,75.05505800000002
4-2800272,,,,0,0.386631,0.626656,0.790822,1.052583,1.4424460000000001,2.206499,2.526139,2.807064,3.31607,3.906875,4.387714,4.547841,4.881667,5.375978,5.696385,6.134485000000001,6.489846000000001,6.842060000000001,7.378396,7.63278,8.008052000000001,8.198854,8.435101000000001,8.630746000000002,9.176014000000002,9.726573000000002,10.224567000000002,10.559454000000002,11.089521000000003,11.268904000000003,13.170705000000002,14.636972000000002,15.655222000000002,16.87591,19.240855,20.531825,21.22022,21.536749,22.42041,23.32818,23.672922,24.354493,24.744804000000002,25.167773,25.817802,26.221773,26.995929,28.340118,28.789385,29.080096,29.696595000000002,29.924850000000003,31.025583000000005,31.242556000000004,31.474022000000005,31.765084000000005,32.22391100000001,32.980931000000005,33.41851700000001,33.81162400000001,34.10795200000001,34.52535000000001,34.96529400000001,35.420547000000006,35.751081000000006,36.161229000000006,36.393457000000005,36.689904000000006,37.194674000000006,37.504752,38.18198700000001,38.69989900000001,39.33887200000001,39.65191400000001,40.006315000000015,40.81874600000001,41.12934100000001,41.65624100000001,41.95816000000001,42.535576000000006,42.98334500000001,43.45898900000001,44.06957300000001,44.860287000000014,45.697268000000015,46.08320000000001,46.59256600000001,46.809500000000014,47.39034800000002,47.60961600000002,48.61783100000002,48.884512000000015,49.38110300000002,50.137839000000014,50.32074100000001,50.65315000000001,50.83653000000001,51.20562600000001,51.46276400000001,51.82530700000001,52.04136600000001,52.54110800000001,52.99225500000001,54.41499300000001,54.74764500000001,55.033132000000016,55.53540800000002,55.822105000000015,56.11623400000001,56.53185300000001,57.247076000000014,57.677945000000015,58.041384000000015,58.784914000000015,60.107970000000016,60.53706200000001,61.599995000000014,61.947285000000015,63.735306000000016,64.61538200000001,65.52009400000001,67.60675700000002,68.08723600000002,68.60722100000002,69.76382200000002,70.84571000000003,71.13323500000003,71.50955600000003,71.83395400000003,72.19640800000003,72.41777100000003,73.16950700000002,73.75403700000003,74.22940900000002,74.48670100000002
5-2803582,,,,,0,0.240025,0.40419099999999997,0.665952,1.055815,1.819868,2.139508,2.420433,2.9294390000000003,3.5202440000000004,4.001083,4.1612100000000005,4.495036000000001,4.989347,5.309754000000001,5.747854000000001,6.103215000000001,6.455429000000001,6.991765000000001,7.246149000000001,7.621421000000001,7.812223,8.04847,8.244115,8.789383,9.339942,9.837936000000001,10.172823000000001,10.702890000000002,10.882273000000001,12.784074,14.250341,15.268591,16.489279,18.854224,20.145194,20.833589,21.150118,22.033779,22.941549,23.286291,23.967862,24.358173,24.781142,25.431171,25.835141999999998,26.609298,27.953487,28.402753999999998,28.693465,29.309964,29.538219,30.638952000000003,30.855925000000003,31.087391000000004,31.378453000000004,31.837280000000003,32.594300000000004,33.03188600000001,33.42499300000001,33.72132100000001,34.13871900000001,34.578663000000006,35.033916000000005,35.364450000000005,35.774598000000005,36.006826000000004,36.303273000000004,36.808043000000005,37.118121,37.795356000000005,38.31326800000001,38.95224100000001,39.26528300000001,39.619684000000014,40.43211500000001,40.74271000000001,41.26961000000001,41.571529000000005,42.148945000000005,42.596714000000006,43.07235800000001,43.68294200000001,44.47365600000001,45.310637000000014,45.69656900000001,46.20593500000001,46.42286900000001,47.003717000000016,47.222985000000016,48.231200000000015,48.497881000000014,48.994472000000016,49.75120800000001,49.93411000000001,50.26651900000001,50.44989900000001,50.81899500000001,51.076133000000006,51.43867600000001,51.65473500000001,52.15447700000001,52.605624000000006,54.02836200000001,54.36101400000001,54.646501000000015,55.14877700000002,55.43547400000001,55.72960300000001,56.14522200000001,56.86044500000001,57.291314000000014,57.654753000000014,58.39828300000001,59.721339000000015,60.15043100000001,61.21336400000001,61.560654000000014,63.348675000000014,64.22875100000002,65.13346300000002,67.22012600000002,67.70060500000002,68.22059000000003,69.37719100000002,70.45907900000003,70.74660400000003,71.12292500000004,71.44732300000004,71.80977700000004,72.03114000000004,72.78287600000003,73.36740600000003,73.84277800000002,74.10007000000003
6-2803603,,,,,,0,0.164166,0.42592700000000006,0.81579,1.5798429999999999,1.899483,2.180408,2.689414,3.280219,3.7610580000000002,3.9211850000000004,4.2550110000000005,4.749322,5.069729000000001,5.507829000000001,5.863190000000001,6.215404000000001,6.751740000000002,7.006124000000002,7.381396000000001,7.572198000000001,7.808445000000001,8.004090000000001,8.549358000000002,9.099917000000001,9.597911000000002,9.932798000000002,10.462865000000003,10.642248000000002,12.544049000000001,14.010316000000001,15.028566000000001,16.249254,18.614199,19.905169,20.593564,20.910093,21.793754,22.701524,23.046266,23.727837,24.118148,24.541117,25.191146,25.595117,26.369273,27.713462,28.162729,28.45344,29.069939,29.298194000000002,30.398927,30.6159,30.847366,31.138428,31.597255,32.354275,32.791861000000004,33.184968000000005,33.48129600000001,33.898694000000006,34.338638,34.793891,35.124425,35.534573,35.766801,36.063248,36.568018,36.878096,37.555331,38.073243000000005,38.712216000000005,39.02525800000001,39.37965900000001,40.19209000000001,40.50268500000001,41.029585000000004,41.331504,41.90892,42.356689,42.832333000000006,43.44291700000001,44.23363100000001,45.07061200000001,45.45654400000001,45.96591000000001,46.18284400000001,46.76369200000001,46.98296000000001,47.99117500000001,48.25785600000001,48.75444700000001,49.51118300000001,49.69408500000001,50.02649400000001,50.209874000000006,50.578970000000005,50.836108,51.198651000000005,51.41471000000001,51.914452000000004,52.365599,53.788337000000006,54.12098900000001,54.40647600000001,54.908752000000014,55.19544900000001,55.48957800000001,55.90519700000001,56.62042000000001,57.05128900000001,57.41472800000001,58.15825800000001,59.48131400000001,59.91040600000001,60.97333900000001,61.32062900000001,63.10865000000001,63.988726000000014,64.89343800000002,66.98010100000002,67.46058000000002,67.98056500000003,69.13716600000002,70.21905400000003,70.50657900000003,70.88290000000003,71.20729800000004,71.56975200000004,71.79111500000003,72.54285100000003,73.12738100000003,73.60275300000002,73.86004500000003
7-2803602,,,,,,,0,0.261761,0.651624,1.415677,1.7353170000000002,2.016242,2.5252480000000004,3.1160530000000004,3.5968920000000004,3.7570190000000006,4.090845000000001,4.5851560000000005,4.905563000000001,5.343663000000001,5.699024000000001,6.0512380000000014,6.587574000000002,6.841958000000002,7.217230000000002,7.408032000000001,7.644279000000001,7.839924000000001,8.385192,8.935751,9.433745,9.768632,10.298699000000001,10.478082,12.379883,13.84615,14.8644,16.085088,18.450032999999998,19.741003,20.429398,20.745927,21.629588,22.537357999999998,22.882099999999998,23.563671,23.953982,24.376951,25.02698,25.430950999999997,26.205106999999998,27.549296,27.998562999999997,28.289274,28.905773,29.134028,30.234761,30.451734,30.6832,30.974262,31.433089,32.190109,32.627695,33.020802,33.317130000000006,33.734528000000005,34.174472,34.629725,34.960259,35.370407,35.602635,35.899082,36.403852,36.71393,37.391165,37.909077,38.54805,38.861092000000006,39.21549300000001,40.027924000000006,40.338519000000005,40.865419,41.167338,41.744754,42.192523,42.668167000000004,43.27875100000001,44.06946500000001,44.90644600000001,45.29237800000001,45.80174400000001,46.01867800000001,46.59952600000001,46.81879400000001,47.82700900000001,48.09369000000001,48.59028100000001,49.34701700000001,49.52991900000001,49.862328000000005,50.045708000000005,50.414804000000004,50.671942,51.034485000000004,51.250544000000005,51.750286,52.201433,53.624171000000004,53.95682300000001,54.24231000000001,54.74458600000001,55.03128300000001,55.32541200000001,55.74103100000001,56.45625400000001,56.88712300000001,57.25056200000001,57.99409200000001,59.31714800000001,59.74624000000001,60.80917300000001,61.15646300000001,62.94448400000001,63.82456000000001,64.72927200000001,66.81593500000001,67.29641400000001,67.81639900000002,68.97300000000001,70.05488800000002,70.34241300000002,70.71873400000003,71.04313200000003,71.40558600000003,71.62694900000002,72.37868500000002,72.96321500000002,73.43858700000001,73.69587900000002
8-2800274,,,,,,,,0,0.389863,1.153916,1.4735559999999999,1.7544809999999997,2.2634869999999996,2.8542919999999996,3.3351309999999996,3.4952579999999998,3.829084,4.323395,4.643802,5.081902,5.437263000000001,5.789477000000001,6.325813,6.580197,6.955469,7.146271,7.382517999999999,7.578162999999999,8.123430999999998,8.673989999999998,9.171983999999998,9.506870999999999,10.036938,10.216320999999999,12.118122,13.584389,14.602639,15.823326999999999,18.188271999999998,19.479242,20.167637,20.484166,21.367827,22.275596999999998,22.620338999999998,23.30191,23.692221,24.11519,24.765219,25.169189999999997,25.943346,27.287535,27.736801999999997,28.027513,28.644012,28.872267,29.973,30.189973,30.421439,30.712501,31.171328,31.928348,32.365934,32.759041,33.055369000000006,33.472767000000005,33.912711,34.367964,34.698498,35.108646,35.340874,35.637321,36.142091,36.452169,37.129404,37.647316000000004,38.286289000000004,38.59933100000001,38.95373200000001,39.766163000000006,40.076758000000005,40.603658,40.905577,41.482993,41.930762,42.406406000000004,43.01699000000001,43.80770400000001,44.64468500000001,45.03061700000001,45.53998300000001,45.75691700000001,46.33776500000001,46.55703300000001,47.56524800000001,47.83192900000001,48.32852000000001,49.08525600000001,49.26815800000001,49.600567000000005,49.783947000000005,50.153043000000004,50.410181,50.772724000000004,50.988783000000005,51.488525,51.939672,53.362410000000004,53.69506200000001,53.98054900000001,54.48282500000001,54.76952200000001,55.06365100000001,55.47927000000001,56.19449300000001,56.62536200000001,56.98880100000001,57.73233100000001,59.05538700000001,59.48447900000001,60.54741200000001,60.89470200000001,62.68272300000001,63.56279900000001,64.46751100000002,66.55417400000002,67.03465300000002,67.55463800000003,68.71123900000002,69.79312700000003,70.08065200000003,70.45697300000003,70.78137100000004,71.14382500000004,71.36518800000003,72.11692400000003,72.70145400000003,73.17682600000002,73.43411800000003
9-2803847,,,,,,,,,0,0.764053,1.083693,1.364618,1.8736240000000002,2.464429,2.945268,3.105395,3.4392210000000003,3.9335320000000005,4.253939000000001,4.692039000000001,5.047400000000001,5.3996140000000015,5.935950000000002,6.190334000000002,6.565606000000002,6.756408000000001,6.992655000000001,7.188300000000001,7.733568000000001,8.284127000000002,8.782121000000002,9.117008000000002,9.647075000000003,9.826458000000002,11.728259000000001,13.194526000000002,14.212776000000002,15.433464,17.798409,19.089379,19.777774,20.094303,20.977964,21.885734,22.230476,22.912047,23.302358,23.725327,24.375356,24.779327,25.553483,26.897672,27.346939,27.63765,28.254149,28.482404000000002,29.583137,29.80011,30.031576,30.322638,30.781465,31.538485,31.976071,32.369178,32.665506,33.082904,33.522847999999996,33.978100999999995,34.308634999999995,34.718782999999995,34.951010999999994,35.247457999999995,35.752227999999995,36.06230599999999,36.739540999999996,37.257453,37.896426,38.209468,38.563869000000004,39.3763,39.686895,40.213795,40.515713999999996,41.093129999999995,41.540898999999996,42.016543,42.627127,43.417841,44.254822000000004,44.640754,45.15012,45.367054,45.947902000000006,46.167170000000006,47.175385000000006,47.442066000000004,47.938657000000006,48.695393,48.878295,49.210704,49.394084,49.76318,50.020317999999996,50.382861,50.59892,51.098662,51.549808999999996,52.972547,53.305199,53.590686000000005,54.09296200000001,54.379659000000004,54.673788,55.089407,55.80463,56.235499000000004,56.598938000000004,57.342468000000004,58.665524000000005,59.094616,60.157549,60.504839000000004,62.292860000000005,63.17293600000001,64.07764800000001,66.16431100000001,66.64479000000001,67.16477500000002,68.32137600000001,69.40326400000002,69.69078900000002,70.06711000000003,70.39150800000003,70.75396200000003,70.97532500000003,71.72706100000002,72.31159100000002,72.78696300000001,73.04425500000002
10-2806301,,,,,,,,,,0,0.31964000000000004,0.600565,1.109571,1.700376,2.181215,2.341342,2.675168,3.169479,3.489886,3.9279859999999998,4.283347,4.635561,5.1718969999999995,5.4262809999999995,5.801552999999999,5.992354999999999,6.228601999999999,6.4242469999999985,6.969514999999999,7.520073999999998,8.018067999999998,8.352954999999998,8.883021999999999,9.062404999999998,10.964205999999997,12.430472999999997,13.448722999999998,14.669410999999997,17.034355999999995,18.325325999999997,19.013720999999997,19.330249999999996,20.213910999999996,21.121680999999995,21.466422999999995,22.147993999999997,22.538304999999998,22.961273999999996,23.611302999999996,24.015273999999994,24.789429999999996,26.133618999999996,26.582885999999995,26.873596999999997,27.490095999999998,27.718351,28.819083999999997,29.036056999999996,29.267522999999997,29.558584999999997,30.017411999999997,30.774431999999997,31.212017999999997,31.605124999999997,31.901452999999997,32.318850999999995,32.75879499999999,33.21404799999999,33.54458199999999,33.95472999999999,34.18695799999999,34.48340499999999,34.98817499999999,35.29825299999999,35.97548799999999,36.493399999999994,37.132372999999994,37.445415,37.799816,38.612246999999996,38.922841999999996,39.44974199999999,39.75166099999999,40.32907699999999,40.77684599999999,41.252489999999995,41.863074,42.653788,43.490769,43.876701,44.386067,44.603001,45.183849,45.403117,46.411332,46.678013,47.174604,47.93134,48.114242,48.446650999999996,48.630030999999995,48.999126999999994,49.25626499999999,49.618807999999994,49.834866999999996,50.33460899999999,50.78575599999999,52.208493999999995,52.541146,52.826633,53.328909,53.615606,53.909735,54.325354,55.040577,55.471446,55.834885,56.578415,57.901471,58.330563,59.393496,59.740786,61.528807,62.408883,63.31359500000001,65.40025800000001,65.88073700000001,66.40072200000002,67.55732300000001,68.63921100000002,68.92673600000002,69.30305700000002,69.62745500000003,69.98990900000003,70.21127200000002,70.96300800000002,71.54753800000002,72.02291000000001,72.28020200000002
