순번_정류장ID,1-2806263,2-2806259,3-2806253,4-2800492,5-2800477,6-2805048,7-2800456,8-2800451,9-2800454,10-2800461,11-2800463,12-2800466,13-2800353,14-2800467,15-2800436,16-2800401,17-2800901,18-2807489,19-2807492,20-2807529,21-2807537,22-2807540,23-2807523,24-2807538,25-2807562,26-2807513,27-2807519,28-2803390,29-2803570,30-2803568,31-2805046,32-2805648,33-2803394,34-2803396,35-2803397,36-2803400,37-2803403
1-2806263,0,0.52135,1.9910780000000001,3.19346,4.26922,4.419144,5.4967310000000005,5.955941,6.199102,6.766052,6.963147,7.309675,8.094872,8.60393,10.363346,12.814097,15.282344,24.401326,28.389503,31.804247,33.233904,34.381512,35.774198,38.25689,39.713927999999996,42.109823,43.867839,44.701601,45.529781,46.777067,47.464193,48.321393,48.695299,49.209478,49.824765,50.319812999999996,51.208434999999994
2-2806259,,0,1.4697280000000001,2.67211,3.74787,3.8977939999999998,4.975381,5.434590999999999,5.677751999999999,6.244701999999999,6.441796999999999,6.7883249999999995,7.573522,8.08258,9.841996,12.292747,14.760994,23.879976,27.868153,31.282897,32.712554,33.860161999999995,35.25284799999999,37.73553999999999,39.19257799999999,41.58847299999999,43.34648899999999,44.18025099999999,45.008430999999995,46.255717,46.942842999999996,47.800042999999995,48.17394899999999,48.68812799999999,49.303414999999994,49.79846299999999,50.68708499999999
3-2806253,,,0,1.202382,2.278142,2.428066,3.5056529999999997,3.964863,4.208024,4.774974,4.972069,5.3185970000000005,6.103794000000001,6.612852,8.372268,10.823019,13.291266,22.410248000000003,26.398425000000003,29.813169000000002,31.242826,32.390434,33.78312,36.265812,37.722849999999994,40.118745,41.876760999999995,42.710522999999995,43.538703,44.785989,45.473115,46.330315,46.704221,47.218399999999995,47.833687,48.328734999999995,49.21735699999999
4-2800492,,,,0,1.07576,1.225684,2.303271,2.762481,3.0056420000000004,3.572592,3.7696870000000002,4.116215,4.9014120000000005,5.41047,7.169886,9.620637,12.088884,21.207866000000003,25.196043000000003,28.610787000000002,30.040444,31.188052,32.580738,35.06343,36.520467999999994,38.916363,40.674378999999995,41.508140999999995,42.336321,43.583607,44.270733,45.127933,45.501839,46.016017999999995,46.631305,47.126352999999995,48.01497499999999
5-2800477,,,,,0,0.149924,1.227511,1.6867210000000001,1.929882,2.496832,2.693927,3.040455,3.8256520000000003,4.33471,6.094126,8.544877,11.013124,20.132106,24.120283,27.535027,28.964684,30.112291999999997,31.504977999999998,33.987669999999994,35.44470799999999,37.840602999999994,39.59861899999999,40.43238099999999,41.260560999999996,42.507847,43.194973,44.052172999999996,44.426078999999994,44.94025799999999,45.555544999999995,46.05059299999999,46.93921499999999
6-2805048,,,,,,0,1.077587,1.5367970000000002,1.7799580000000002,2.346908,2.544003,2.890531,3.6757280000000003,4.184786000000001,5.944202000000001,8.394953000000001,10.8632,19.982182,23.970359000000002,27.385103,28.81476,29.962367999999998,31.355054,33.837745999999996,35.29478399999999,37.690678999999996,39.448694999999994,40.282456999999994,41.110637,42.357923,43.045049,43.902249,44.276154999999996,44.790333999999994,45.405621,45.90066899999999,46.78929099999999
7-2800456,,,,,,,0,0.45921000000000006,0.7023710000000001,1.2693210000000001,1.4664160000000002,1.812944,2.598141,3.107199,4.866615,7.317366,9.785613,18.904595,22.892772,26.307516,27.737173,28.884780999999997,30.277466999999998,32.760158999999994,34.21719699999999,36.613091999999995,38.37110799999999,39.20486999999999,40.033049999999996,41.280336,41.967462,42.824662,43.198567999999995,43.71274699999999,44.328033999999995,44.82308199999999,45.71170399999999
8-2800451,,,,,,,,0,0.24316100000000002,0.810111,1.007206,1.353734,2.138931,2.647989,4.407405,6.858155999999999,9.326402999999999,18.445385,22.433562000000002,25.848306,27.277963,28.425570999999998,29.818257,32.300948999999996,33.75798699999999,36.153881999999996,37.911897999999994,38.745659999999994,39.57384,40.821126,41.508252,42.365452,42.739357999999996,43.253536999999994,43.868824,44.36387199999999,45.25249399999999
9-2800454,,,,,,,,,0,0.56695,0.764045,1.110573,1.8957700000000002,2.404828,4.164244,6.614995,9.083242,18.202224,22.190401,25.605145,27.034802,28.182409999999997,29.575096,32.057787999999995,33.51482599999999,35.910720999999995,37.66873699999999,38.50249899999999,39.330678999999996,40.577965,41.265091,42.122291,42.496196999999995,43.010375999999994,43.625662999999996,44.12071099999999,45.00933299999999
10-2800461,,,,,,,,,,0,0.197095,0.543623,1.32882,1.837878,3.5972939999999998,6.048045,8.516292,17.635274000000003,21.623451000000003,25.038195,26.467852,27.61546,29.008146,31.490838,32.947876,35.343771000000004,37.101787,37.935549,38.763729000000005,40.01101500000001,40.69814100000001,41.555341000000006,41.929247000000004,42.443426,43.058713000000004,43.553761,44.442383
11-2800463,,,,,,,,,,,0,0.346528,1.131725,1.640783,3.400199,5.85095,8.319197,17.438179,21.426356000000002,24.8411,26.270757,27.418365,28.811051000000003,31.293743000000003,32.750781,35.14667600000001,36.904692000000004,37.738454000000004,38.56663400000001,39.81392000000001,40.50104600000001,41.35824600000001,41.732152000000006,42.246331000000005,42.86161800000001,43.356666000000004,44.245288
12-2800466,,,,,,,,,,,,0,0.785197,1.2942550000000002,3.0536710000000005,5.504422,7.972669,17.091651,21.079828,24.494571999999998,25.924228999999997,27.071836999999995,28.464522999999996,30.947214999999996,32.404253,34.800148,36.558164,37.391926,38.220106,39.467392000000004,40.154518,41.011718,41.385624,41.899803,42.51509,43.010138,43.898759999999996
13-2800353,,,,,,,,,,,,,0,0.509058,2.2684740000000003,4.719225,7.187472,16.306454000000002,20.294631000000003,23.709375,25.139032,26.28664,27.679326,30.162018,31.619056,34.014951,35.772967,36.606729,37.434909000000005,38.68219500000001,39.36932100000001,40.226521000000005,40.600427,41.114606,41.729893000000004,42.224941,43.113563
14-2800467,,,,,,,,,,,,,,0,1.759416,4.210167,6.678414,15.797396,19.785573,23.200317,24.629973999999997,25.777581999999995,27.170267999999997,29.652959999999997,31.109997999999997,33.505893,35.263909,36.097671,36.925851,38.173137000000004,38.860263,39.717463,40.091369,40.605548,41.220835,41.715883,42.604504999999996
15-2800436,,,,,,,,,,,,,,,0,2.450751,4.918998,14.037980000000001,18.026157,21.440901,22.870558,24.018166,25.410852000000002,27.893544000000002,29.350582000000003,31.746477000000002,33.504493000000004,34.338255000000004,35.16643500000001,36.41372100000001,37.10084700000001,37.95804700000001,38.331953000000006,38.846132000000004,39.46141900000001,39.956467,40.845089
16-2800401,,,,,,,,,,,,,,,,0,2.4682470000000003,11.587229,15.575406000000001,18.99015,20.419807,21.567414999999997,22.960100999999998,25.442792999999998,26.899831,29.295726,31.053742,31.887504,32.715684,33.962970000000006,34.650096000000005,35.507296000000004,35.881202,36.395381,37.010668,37.505716,38.394338
17-2800901,,,,,,,,,,,,,,,,,0,9.118982,13.107159000000001,16.521903000000002,17.95156,19.099168,20.491854,22.974546,24.431584,26.827479,28.585495,29.419257,30.247437,31.494723,32.181849,33.039049,33.412955,33.927133999999995,34.542421,35.037468999999994,35.92609099999999
18-2807489,,,,,,,,,,,,,,,,,,0,3.988177,7.402921,8.832578,9.980186,11.372872,13.855564,15.312601999999998,17.708496999999998,19.466513,20.300275,21.128455,22.375740999999998,23.062866999999997,23.920066999999996,24.293972999999998,24.808151999999996,25.423438999999995,25.918486999999995,26.807108999999997
19-2807492,,,,,,,,,,,,,,,,,,,0,3.4147440000000002,4.844401,5.992009,7.384695000000001,9.867387,11.324425000000002,13.720320000000001,15.478336,16.312098,17.140278,18.387563999999998,19.074689999999997,19.931889999999996,20.305795999999997,20.819974999999996,21.435261999999994,21.930309999999995,22.818931999999997
