순번_정류장ID,1-2801292,2-2801259,3-2805069,4-2801243,5-2801242,6-2801247,7-2801249,8-2801254,9-2801177,10-2801276,11-2801282,12-2801290,13-2801297,14-2801318,15-2801356,16-2801439,17-2801500,18-2805733,19-2801513,20-2801515,21-2801569,22-2801607,23-2801636
1-2801292,0,1.1632639999999999,1.418883,1.6043319999999999,1.7790059999999999,2.096876,2.372635,2.5311179999999998,2.7718939999999996,3.0864389999999995,3.3678889999999995,3.7683099999999996,4.060124999999999,4.418825999999999,4.846181,5.617653,6.247453999999999,6.710311999999999,7.041570999999999,7.3484739999999995,7.652422,7.869413,8.334622
2-2801259,,0,0.255619,0.441068,0.615742,0.933612,1.209371,1.367854,1.60863,1.923175,2.204625,2.605046,2.8968610000000004,3.2555620000000003,3.682917,4.454389,5.0841899999999995,5.547047999999999,5.8783069999999995,6.18521,6.489158,6.706149,7.171358
3-2805069,,,0,0.185449,0.36012299999999997,0.677993,0.9537519999999999,1.1122349999999999,1.353011,1.6675559999999998,1.9490059999999998,2.349427,2.641242,2.999943,3.427298,4.19877,4.828571,5.291429,5.622688,5.929591,6.233539,6.4505300000000005,6.915739
4-2801243,,,,0,0.174674,0.492544,0.768303,0.9267859999999999,1.167562,1.482107,1.763557,2.163978,2.4557930000000003,2.8144940000000003,3.241849,4.013321,4.643122,5.10598,5.437239,5.744142,6.04809,6.265081,6.73029
5-2801242,,,,,0,0.31787,0.593629,0.7521119999999999,0.9928879999999999,1.3074329999999998,1.5888829999999998,1.9893039999999997,2.281119,2.63982,3.0671749999999998,3.838647,4.468448,4.931306,5.262565,5.5694680000000005,5.873416000000001,6.090407000000001,6.5556160000000006
6-2801247,,,,,,0,0.27575900000000003,0.434242,0.675018,0.989563,1.271013,1.671434,1.963249,2.32195,2.749305,3.5207770000000003,4.150578,4.613436,4.944695,5.251598,5.5555460000000005,5.772537000000001,6.2377460000000005
7-2801249,,,,,,,0,0.15848299999999998,0.39925900000000003,0.713804,0.995254,1.395675,1.68749,2.046191,2.473546,3.245018,3.874819,4.337677,4.668936,4.975839000000001,5.279787000000001,5.496778000000001,5.961987000000001
8-2801254,,,,,,,,0,0.24077600000000002,0.555321,0.8367709999999999,1.2371919999999998,1.5290069999999998,1.887708,2.315063,3.086535,3.716336,4.179194,4.510453,4.817356,5.121304,5.3382950000000005,5.803504
9-2801177,,,,,,,,,0,0.31454499999999996,0.5959949999999999,0.996416,1.288231,1.646932,2.074287,2.845759,3.47556,3.9384180000000004,4.269677000000001,4.576580000000001,4.880528000000001,5.097519000000001,5.562728000000001
10-2801276,,,,,,,,,,0,0.28145,0.681871,0.973686,1.3323870000000002,1.7597420000000001,2.5312140000000003,3.1610150000000004,3.6238730000000006,3.9551320000000008,4.262035000000001,4.565983000000001,4.782974000000001,5.248183000000001
11-2801282,,,,,,,,,,,0,0.400421,0.6922360000000001,1.0509370000000002,1.4782920000000002,2.2497640000000003,2.8795650000000004,3.342423,3.6736820000000003,3.9805850000000005,4.284533000000001,4.501524000000001,4.9667330000000005
12-2801290,,,,,,,,,,,,0,0.291815,0.6505160000000001,1.077871,1.8493430000000002,2.4791440000000002,2.9420020000000005,3.2732610000000006,3.580164000000001,3.884112000000001,4.101103000000001,4.566312000000001
13-2801297,,,,,,,,,,,,,0,0.35870100000000005,0.7860560000000001,1.557528,2.187329,2.650187,2.981446,3.288349,3.5922970000000003,3.8092880000000005,4.274497
14-2801318,,,,,,,,,,,,,,0,0.42735500000000004,1.198827,1.8286280000000001,2.291486,2.622745,2.9296480000000003,3.2335960000000004,3.4505870000000005,3.9157960000000007
15-2801356,,,,,,,,,,,,,,,0,0.771472,1.4012730000000002,1.8641310000000002,2.19539,2.5022930000000003,2.8062410000000004,3.0232320000000006,3.488441000000001
16-2801439,,,,,,,,,,,,,,,,0,0.629801,1.092659,1.423918,1.7308210000000002,2.0347690000000003,2.2517600000000004,2.7169690000000006
17-2801500,,,,,,,,,,,,,,,,,0,0.462858,0.794117,1.10102,1.4049680000000002,1.6219590000000002,2.087168
18-2805733,,,,,,,,,,,,,,,,,,0,0.331259,0.6381620000000001,0.9421100000000001,1.1591010000000002,1.6243100000000001
19-2801513,,,,,,,,,,,,,,,,,,,0,0.30690300000000004,0.610851,0.827842,1.293051
20-2801515,,,,,,,,,,,,,,,,,,,,0,0.303948,0.520939,0.986148
21-2801569,,,,,,,,,,,,,,,,,,,,,0,0.216991,0.6822
22-2801607,,,,,,,,,,,,,,,,,,,,,,0,0.46520900000000004
23-2801636,,,,,,,,,,,,,,,,,,,,,,,0
