순번_정류장ID,50-2805980,51-2805340,52-2805841,53-2805450,54-2806913,55-2805580,56-2805332,57-2805742,58-2805229,59-2805231,60-2805400,61-2805038,62-2804895,63-2805911,64-2806175,65-2806603,66-2803657,67-2806659,68-2805674,69-2804974,70-2800541,71-2800530,72-2800523,73-2800519,74-2800517,75-2800515,76-2805304,77-2800498,78-2800497,79-2800493,80-2800344,81-2800481,82-2805944,83-2803595,84-2800468,85-2800465,86-2800462,87-2800460,88-2800453,89-2800445,90-2800437,91-2800416,92-2804855,93-2800343,94-2800303
50-2805980,0,0.104426,0.341638,0.9410499999999999,1.377757,1.677298,2.0257199999999997,2.2341979999999997,2.53875,3.0368579999999996,3.2372739999999998,3.520428,3.788567,4.335468,4.62257,6.000090999999999,6.268911999999999,6.8608709999999995,7.684972999999999,7.9119269999999995,8.392066999999999,8.676953999999999,8.921171999999999,9.080211999999998,9.259858999999997,9.929771999999996,10.946439999999996,11.226173999999995,11.726583999999995,12.037352999999996,12.287154999999997,12.575371999999996,12.884924999999996,13.107235999999995,13.404211999999996,13.676995999999995,13.923132999999995,14.348033999999995,14.739241999999996,15.061570999999995,15.825809999999995,16.240519999999997,16.671597999999996,16.805752999999996,17.046144999999996
51-2805340,,0,0.23721199999999998,0.8366239999999999,1.2733309999999998,1.5728719999999998,1.9212939999999998,2.129772,2.434324,2.9324320000000004,3.1328480000000005,3.4160020000000006,3.6841410000000008,4.231042,4.518144,5.895665,6.164486,6.756445,7.580547,7.807501,8.287641,8.572528,8.816746,8.975786,9.155432999999999,9.825345999999998,10.842013999999999,11.121747999999998,11.622157999999999,11.932927,12.182729,12.470946,12.780498999999999,13.002809999999998,13.299786,13.572569999999999,13.818706999999998,14.243607999999998,14.634815999999999,14.957144999999999,15.721383999999999,16.136094,16.567172,16.701327,16.941719
52-2805841,,,0,0.599412,1.0361189999999998,1.3356599999999998,1.6840819999999999,1.8925599999999998,2.1971119999999997,2.69522,2.895636,3.1787900000000002,3.4469290000000004,3.9938300000000004,4.280932000000001,5.658453000000001,5.927274000000001,6.519233000000001,7.343335000000001,7.570289000000001,8.050429000000001,8.335316,8.579534,8.738574,8.918220999999999,9.588133999999998,10.604802,10.884535999999999,11.384946,11.695715,11.945517,12.233734,12.543287,12.765597999999999,13.062574,13.335358,13.581494999999999,14.006395999999999,14.397604,14.719933,15.484172,15.898881999999999,16.32996,16.464115,16.704507
53-2805450,,,,0,0.43670699999999996,0.736248,1.08467,1.293148,1.5977,2.095808,2.296224,2.579378,2.8475170000000003,3.3944180000000004,3.6815200000000003,5.059041000000001,5.3278620000000005,5.919821000000001,6.743923000000001,6.970877000000001,7.451017,7.735904000000001,7.980122000000001,8.139162,8.318809,8.988722,10.005389999999998,10.285123999999998,10.785533999999998,11.096302999999999,11.346105,11.634322,11.943874999999998,12.166185999999998,12.463161999999999,12.735945999999998,12.982082999999998,13.406983999999998,13.798191999999998,14.120520999999998,14.884759999999998,15.299469999999998,15.730547999999997,15.864702999999997,16.105095
54-2806913,,,,,0,0.299541,0.647963,0.856441,1.160993,1.659101,1.8595169999999999,2.142671,2.41081,2.957711,3.244813,4.622334,4.891155,5.4831140000000005,6.307216,6.5341700000000005,7.01431,7.299197,7.543415,7.7024550000000005,7.882102000000001,8.552015,9.568683,9.848417,10.348827,10.659596,10.909398000000001,11.197615,11.507168,11.729479,12.026455,12.299239,12.545376,12.970277,13.361485,13.683814,14.448053,14.862763,15.293840999999999,15.427995999999998,15.668387999999998
55-2805580,,,,,,0,0.34842199999999995,0.5569,0.8614519999999999,1.3595599999999999,1.5599759999999998,1.84313,2.111269,2.65817,2.945272,4.322793,4.591614,5.183573,6.007675,6.234629,6.7147689999999995,6.999656,7.243874,7.402914,7.582561,8.252474,9.269141999999999,9.548875999999998,10.049285999999999,10.360055,10.609857,10.898074,11.207626999999999,11.429937999999998,11.726913999999999,11.999697999999999,12.245834999999998,12.670735999999998,13.061943999999999,13.384272999999999,14.148511999999998,14.563221999999998,14.994299999999997,15.128454999999997,15.368846999999997
56-2805332,,,,,,,0,0.20847800000000002,0.51303,1.0111379999999999,1.2115539999999998,1.4947079999999997,1.7628469999999996,2.3097479999999995,2.5968499999999994,3.9743709999999997,4.243192,4.835151,5.659253,5.886207,6.366346999999999,6.651234,6.895452,7.054492,7.234139,7.904052,8.92072,9.200453999999999,9.700864,10.011633,10.261435,10.549652,10.859205,11.081515999999999,11.378492,11.651276,11.897412999999998,12.322313999999999,12.713522,13.035851,13.800089999999999,14.214799999999999,14.645877999999998,14.780032999999998,15.020424999999998
57-2805742,,,,,,,,0,0.304552,0.8026599999999999,1.0030759999999999,1.2862299999999998,1.5543689999999997,2.1012699999999995,2.3883719999999995,3.7658929999999993,4.034713999999999,4.626672999999999,5.450774999999999,5.677728999999999,6.157868999999999,6.442755999999999,6.686973999999999,6.846013999999999,7.0256609999999995,7.695574,8.712242,8.991976,9.492386,9.803155,10.052957000000001,10.341174,10.650727,10.873038,11.170014,11.442798,11.688934999999999,12.113836,12.505044,12.827373,13.591612,14.006321999999999,14.437399999999998,14.571554999999998,14.811946999999998
58-2805229,,,,,,,,,0,0.498108,0.698524,0.981678,1.249817,1.7967179999999998,2.08382,3.461341,3.730162,4.322121,5.146223,5.373177,5.853317,6.138204,6.382422,6.541462,6.721109,7.391022,8.40769,8.687424,9.187834,9.498603000000001,9.748405000000002,10.036622000000001,10.346175,10.568486,10.865462,11.138246,11.384383,11.809284,12.200492,12.522821,13.28706,13.70177,14.132848,14.267002999999999,14.507394999999999
59-2805231,,,,,,,,,,0,0.200416,0.48357000000000006,0.751709,1.29861,1.585712,2.963233,3.2320539999999998,3.824013,4.648115,4.875069,5.355208999999999,5.640096,5.884314,6.043354,6.223001,6.892914,7.909582,8.189316,8.689726,9.000495,9.250297000000002,9.538514000000001,9.848067,10.070378,10.367354,10.640138,10.886275,11.311176,11.702384,12.024713,12.788952,13.203662,13.634739999999999,13.768894999999999,14.009286999999999
