순번_정류장ID,34-2801636,35-2801601,36-2801533,37-2801518,38-2801490,39-2801458,40-2801434,41-2801399,42-2801370,43-2801341,44-2801316,45-2801291,46-2801272,47-2801264,48-2801097,49-2801068,50-2801055,51-2801060,52-2801069,53-2801062,54-2800856,55-2801051,56-2801032,57-2801010
34-2801636,0,0.413579,0.544531,0.741914,1.064905,1.294378,1.574838,1.864106,2.121499,2.442545,2.747528,3.086108,3.236325,3.779491,4.091923,4.4137710000000006,4.602604,5.007078,5.188813,5.419448999999999,5.607390999999999,5.952360999999999,6.301360999999999,6.650182999999999
35-2801601,,0,0.13095199999999999,0.328335,0.651326,0.880799,1.161259,1.4505270000000001,1.70792,2.028966,2.333949,2.672529,2.822746,3.365912,3.678344,4.000192,4.189025,4.5934989999999996,4.775233999999999,5.005869999999999,5.1938119999999985,5.5387819999999985,5.887781999999999,6.236603999999999
36-2801533,,,0,0.197383,0.520374,0.749847,1.030307,1.319575,1.576968,1.8980139999999999,2.202997,2.5415769999999998,2.691794,3.23496,3.5473920000000003,3.8692400000000005,4.058073,4.462547000000001,4.6442820000000005,4.874918,5.06286,5.40783,5.75683,6.105652
37-2801518,,,,0,0.322991,0.552464,0.832924,1.122192,1.379585,1.700631,2.005614,2.344194,2.494411,3.0375769999999997,3.350009,3.671857,3.86069,4.265164,4.446899,4.677535,4.865476999999999,5.210446999999999,5.559447,5.908269
38-2801490,,,,,0,0.229473,0.509933,0.7992009999999999,1.056594,1.37764,1.682623,2.021203,2.17142,2.7145859999999997,3.027018,3.348866,3.537699,3.942173,4.123908,4.354544,4.542485999999999,4.887455999999999,5.2364559999999996,5.585278
39-2801458,,,,,,0,0.28046,0.569728,0.827121,1.148167,1.45315,1.7917299999999998,1.9419469999999999,2.485113,2.7975450000000004,3.1193930000000005,3.3082260000000003,3.7127000000000003,3.8944350000000005,4.125071,4.313013,4.657983,5.006983,5.355805
40-2801434,,,,,,,0,0.28926799999999997,0.546661,0.867707,1.17269,1.5112700000000001,1.6614870000000002,2.2046530000000004,2.5170850000000007,2.838933000000001,3.0277660000000006,3.4322400000000006,3.613975000000001,3.844611000000001,4.032553000000001,4.377523000000001,4.726523000000001,5.075345000000001
41-2801399,,,,,,,,0,0.257393,0.5784389999999999,0.8834219999999999,1.2220019999999998,1.3722189999999999,1.915385,2.227817,2.549665,2.738498,3.142972,3.324707,3.555343,3.743285,4.088255,4.437255,4.786077000000001
42-2801370,,,,,,,,,0,0.321046,0.626029,0.9646089999999999,1.1148259999999999,1.657992,1.970424,2.292272,2.481105,2.885579,3.0673139999999997,3.2979499999999997,3.4858919999999998,3.8308619999999998,4.179862,4.528684
43-2801341,,,,,,,,,,0,0.304983,0.643563,0.79378,1.3369460000000002,1.6493780000000002,1.9712260000000001,2.160059,2.564533,2.7462679999999997,2.9769039999999998,3.164846,3.509816,3.858816,4.207638
44-2801316,,,,,,,,,,,0,0.33858,0.48879700000000004,1.0319630000000002,1.3443950000000002,1.6662430000000001,1.8550760000000002,2.25955,2.4412849999999997,2.6719209999999998,2.859863,3.204833,3.553833,3.902655
45-2801291,,,,,,,,,,,,0,0.15021700000000002,0.6933830000000001,1.0058150000000001,1.3276630000000003,1.5164960000000003,1.9209700000000003,2.1027050000000003,2.3333410000000003,2.5212830000000004,2.8662530000000004,3.2152530000000006,3.5640750000000008
46-2801272,,,,,,,,,,,,,0,0.543166,0.8555980000000001,1.1774460000000002,1.3662790000000002,1.7707530000000002,1.9524880000000002,2.1831240000000003,2.3710660000000003,2.7160360000000003,3.065036,3.4138580000000003
47-2801264,,,,,,,,,,,,,,0,0.31243200000000004,0.6342800000000001,0.8231130000000001,1.2275870000000002,1.4093220000000002,1.6399580000000002,1.8279000000000003,2.1728700000000005,2.5218700000000007,2.870692000000001
48-2801097,,,,,,,,,,,,,,,0,0.321848,0.510681,0.915155,1.0968900000000001,1.3275260000000002,1.5154680000000003,1.8604380000000003,2.2094380000000005,2.5582600000000006
49-2801068,,,,,,,,,,,,,,,,0,0.188833,0.593307,0.775042,1.005678,1.1936200000000001,1.5385900000000001,1.88759,2.236412
50-2801055,,,,,,,,,,,,,,,,,0,0.404474,0.586209,0.816845,1.004787,1.349757,1.698757,2.047579
51-2801060,,,,,,,,,,,,,,,,,,0,0.18173499999999998,0.412371,0.600313,0.945283,1.294283,1.643105
52-2801069,,,,,,,,,,,,,,,,,,,0,0.230636,0.418578,0.763548,1.1125479999999999,1.4613699999999998
53-2801062,,,,,,,,,,,,,,,,,,,,0,0.187942,0.532912,0.881912,1.230734
54-2800856,,,,,,,,,,,,,,,,,,,,,0,0.34497,0.69397,1.042792
55-2801051,,,,,,,,,,,,,,,,,,,,,,0,0.349,0.6978219999999999
56-2801032,,,,,,,,,,,,,,,,,,,,,,,0,0.34882199999999997
57-2801010,,,,,,,,,,,,,,,,,,,,,,,,0
