순번_정류장ID,41-2803936,42-2804533,43-2804531,44-2803937,45-2804058,46-2804601,47-2806304,48-2800295,49-2804482,50-2800300,51-2805078,52-2800297,53-2800261,54-2803997,55-2800290,56-2800289,57-2803934,58-2806662,59-2800286,60-2803932,61-2803596,62-2800283,63-2800281,64-2800280,65-2800278,66-2806663,67-2804031,68-2800260,69-2800275,70-2804713,71-2803598,72-2803600,73-2800273,74-2803601,75-2804331,76-2803581,77-2800271,78-2805489,79-2807150,80-2804581,81-2804582,82-2800267,83-2804032
41-2803936,0,0.985693,1.374917,1.885526,2.407069,3.1505989999999997,3.5377729999999996,4.096598999999999,4.482733,5.002686,5.585216,6.309035,6.528302999999999,7.118835999999999,7.658363999999999,8.024555,8.481359999999999,8.843369,9.788345,10.674507,10.960767,11.952234,12.396663,13.106103000000001,13.678322000000001,13.815256000000002,14.756082000000001,15.486399,15.719127,16.044806,16.22295,16.734086,17.177015,17.379624,17.561239999999998,17.815559999999998,18.296891999999996,18.803821999999997,19.168070999999998,19.509006,19.810259,20.170447,20.809172
42-2804533,,0,0.38922399999999996,0.8998329999999999,1.421376,2.164906,2.55208,3.110906,3.49704,4.016993,4.5995230000000005,5.323342,5.54261,6.133143,6.672670999999999,7.038861999999999,7.495666999999999,7.857676,8.802652,9.688814,9.975074000000001,10.966541000000001,11.41097,12.120410000000001,12.692629000000002,12.829563000000002,13.770389000000002,14.500706000000001,14.733434,15.059113,15.237257,15.748393,16.191322,16.393931,16.575547,16.829867,17.311199,17.818129,18.182378,18.523313,18.824566,19.184754,19.823479000000003
43-2804531,,,0,0.510609,1.032152,1.775682,2.162856,2.7216820000000004,3.1078160000000006,3.6277690000000007,4.210299000000001,4.934118000000001,5.153386,5.743919,6.283447,6.6496379999999995,7.106443,7.468451999999999,8.413428,9.29959,9.58585,10.577317,11.021746,11.731186000000001,12.303405000000001,12.440339000000002,13.381165000000001,14.111482,14.34421,14.669889,14.848033,15.359169,15.802097999999999,16.004707,16.186323,16.440643,16.921975,17.428905,17.793154,18.134089000000003,18.435342000000002,18.795530000000003,19.434255000000004
44-2803937,,,,0,0.521543,1.2650730000000001,1.652247,2.211073,2.597207,3.11716,3.6996900000000004,4.423509,4.642777,5.2333099999999995,5.772837999999999,6.139028999999999,6.595833999999999,6.957842999999999,7.902818999999999,8.788981,9.075241,10.066708,10.511137,11.220577,11.792796000000001,11.929730000000001,12.870556,13.600873,13.833601,14.159279999999999,14.337423999999999,14.848559999999999,15.291488999999999,15.494098,15.675714,15.930034,16.411365999999997,16.918295999999998,17.282545,17.62348,17.924733,18.284921,18.923646
45-2804058,,,,,0,0.74353,1.130704,1.68953,2.075664,2.5956170000000003,3.178147,3.901966,4.121233999999999,4.711766999999999,5.251294999999999,5.617485999999999,6.074290999999999,6.436299999999999,7.381276,8.267438,8.553698,9.545165,9.989594,10.699034000000001,11.271253000000002,11.408187000000002,12.349013000000001,13.07933,13.312058,13.637737,13.815881,14.327017,14.769946,14.972555,15.154171,15.408491,15.889823,16.396753,16.761002,17.101937,17.40319,17.763378,18.402103
46-2804601,,,,,,0,0.38717399999999996,0.946,1.332134,1.852087,2.4346170000000003,3.158436,3.377704,3.9682370000000002,4.507765,4.873956,5.330761,5.692769999999999,6.637746,7.5239080000000005,7.810168000000001,8.801635000000001,9.246064,9.955504000000001,10.527723000000002,10.664657000000002,11.605483000000001,12.3358,12.568528,12.894207,13.072351,13.583487,14.026416,14.229025,14.410641,14.664961,15.146293,15.653223,16.017472,16.358407,16.65966,17.019848,17.658573
47-2806304,,,,,,,0,0.558826,0.94496,1.4649130000000001,2.0474430000000003,2.771262,2.99053,3.5810630000000003,4.120591,4.486782,4.943587,5.3055959999999995,6.250572,7.136734000000001,7.422994000000001,8.414461000000001,8.85889,9.568330000000001,10.140549000000002,10.277483000000002,11.218309000000001,11.948626,12.181354,12.507033,12.685177,13.196313,13.639242,13.841851,14.023467,14.277787,14.759119,15.266049,15.630298,15.971233,16.272486,16.632674,17.271399000000002
48-2800295,,,,,,,,0,0.38613400000000003,0.9060870000000001,1.488617,2.2124360000000003,2.4317040000000003,3.0222370000000005,3.5617650000000003,3.9279560000000004,4.384761,4.74677,5.691746,6.577908000000001,6.864168000000001,7.855635000000001,8.300064,9.009504000000002,9.581723000000002,9.718657000000002,10.659483000000002,11.389800000000001,11.622528,11.948207,12.126351,12.637487,13.080416,13.283025,13.464641,13.718961,14.200293,14.707223,15.071472,15.412407,15.71366,16.073848,16.712573000000003
49-2804482,,,,,,,,,0,0.519953,1.1024829999999999,1.8263019999999999,2.0455699999999997,2.6361029999999994,3.175630999999999,3.5418219999999994,3.9986269999999995,4.3606359999999995,5.305612,6.1917740000000006,6.478034000000001,7.469501000000001,7.9139300000000015,8.623370000000001,9.195589000000002,9.332523000000002,10.273349000000001,11.003666,11.236394,11.562073,11.740217,12.251353,12.694282,12.896891,13.078507,13.332827,13.814159,14.321089,14.685338,15.026273,15.327525999999999,15.687714,16.326439
50-2800300,,,,,,,,,,0,0.58253,1.306349,1.525617,2.11615,2.655678,3.021869,3.4786740000000003,3.8406830000000003,4.785659000000001,5.671821000000001,5.958081000000002,6.949548000000002,7.393977000000002,8.103417000000002,8.675636000000003,8.812570000000003,9.753396000000002,10.483713000000002,10.716441000000001,11.04212,11.220264,11.7314,12.174329,12.376938,12.558554,12.812874,13.294206,13.801136000000001,14.165385,14.50632,14.807573000000001,15.167761000000002,15.806486000000003
