순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2804748,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2806301,11-2803848,12-2806298,13-2803849,14-2803851,15-2803852,16-2803854,17-2806296,18-2803605,19-2803855,20-2803856,21-2806231,22-2803857,23-2803610,24-2803612,25-2806226,26-2803613,27-2803860,28-2803861,29-2800256,30-2806225,31-2803862,32-2803865,33-2806899,34-2806359,35-2804721,36-2803870,37-2800254,38-2803874
1-2800269,0,0.41885600000000006,0.775061,1.216895,1.7300490000000002,1.970074,2.13424,2.396001,2.785864,3.549917,3.8695570000000004,4.150482,4.6594880000000005,5.250293000000001,5.731132000000001,5.891259000000001,6.225085000000001,6.719396000000001,7.039803000000001,7.477903000000001,7.833264000000002,8.185478000000002,9.384364000000001,9.734738000000002,10.458146000000001,10.684534000000001,10.98024,12.027233,12.54631,12.669736,12.87978,13.413091,13.670791,14.103659,15.486317,15.838269,16.015036000000002,16.331669
2-2805488,,0,0.356205,0.7980389999999999,1.3111929999999998,1.5512179999999998,1.7153839999999998,1.9771449999999997,2.367008,3.131061,3.450701,3.731626,4.240632,4.831436999999999,5.312275999999999,5.472402999999999,5.806228999999999,6.300539999999999,6.620946999999999,7.059047,7.414408,7.766622,8.965508,9.315882,10.03929,10.265678,10.561383999999999,11.608376999999999,12.127453999999998,12.250879999999999,12.460923999999999,12.994234999999998,13.251934999999998,13.684802999999999,15.067460999999998,15.419412999999999,15.596179999999999,15.912812999999998
3-2807373,,,0,0.441834,0.954988,1.1950129999999999,1.359179,1.62094,2.010803,2.774856,3.0944960000000004,3.3754210000000002,3.8844270000000005,4.475232,4.956071,5.116198,5.450024,5.944335,6.264742,6.702842,7.058203000000001,7.410417000000001,8.609303,8.959677000000001,9.683085,9.909473,10.205179,11.252172,11.771249,11.894675,12.104719,12.638029999999999,12.895729999999999,13.328598,14.711255999999999,15.063208,15.239975,15.556607999999999
4-2804748,,,,0,0.513154,0.753179,0.9173450000000001,1.179106,1.568969,2.333022,2.6526620000000003,2.933587,3.4425930000000005,4.033398,4.514237,4.674364,5.00819,5.502501,5.822908,6.261008,6.616369000000001,6.968583000000001,8.167469,8.517843000000001,9.241251,9.467639,9.763345,10.810338,11.329415,11.452841,11.662885,12.196195999999999,12.453895999999999,12.886764,14.269421999999999,14.621374,14.798141,15.114773999999999
5-2803582,,,,,0,0.240025,0.40419099999999997,0.665952,1.055815,1.819868,2.139508,2.420433,2.9294390000000003,3.5202440000000004,4.001083,4.1612100000000005,4.495036000000001,4.989347,5.309754000000001,5.747854000000001,6.103215000000001,6.455429000000001,7.654315000000001,8.004689,8.728097,8.954485,9.250191,10.297184,10.816260999999999,10.939687,11.149731,11.683041999999999,11.940741999999998,12.37361,13.756267999999999,14.10822,14.284987,14.601619999999999
6-2803603,,,,,,0,0.164166,0.42592700000000006,0.81579,1.5798429999999999,1.899483,2.180408,2.689414,3.280219,3.7610580000000002,3.9211850000000004,4.2550110000000005,4.749322,5.069729000000001,5.507829000000001,5.863190000000001,6.215404000000001,7.414290000000001,7.764664000000002,8.488072,8.71446,9.010166,10.057159,10.576236,10.699662,10.909706,11.443017,11.700717,12.133585,13.516243,13.868195,14.044962,14.361595
7-2803602,,,,,,,0,0.261761,0.651624,1.415677,1.7353170000000002,2.016242,2.5252480000000004,3.1160530000000004,3.5968920000000004,3.7570190000000006,4.090845000000001,4.5851560000000005,4.905563000000001,5.343663000000001,5.699024000000001,6.0512380000000014,7.250124000000001,7.600498000000002,8.323906000000001,8.550294000000001,8.846,9.892993,10.41207,10.535496,10.74554,11.278851,11.536551,11.969418999999998,13.352076999999998,13.704028999999998,13.880795999999998,14.197428999999998
8-2800274,,,,,,,,0,0.389863,1.153916,1.4735559999999999,1.7544809999999997,2.2634869999999996,2.8542919999999996,3.3351309999999996,3.4952579999999998,3.829084,4.323395,4.643802,5.081902,5.437263000000001,5.789477000000001,6.9883630000000005,7.338737,8.062145,8.288533,8.584238999999998,9.631231999999999,10.150308999999998,10.273734999999999,10.483778999999998,11.017089999999998,11.274789999999998,11.707657999999999,13.090315999999998,13.442267999999999,13.619034999999998,13.935667999999998
9-2803847,,,,,,,,,0,0.764053,1.083693,1.364618,1.8736240000000002,2.464429,2.945268,3.105395,3.4392210000000003,3.9335320000000005,4.253939000000001,4.692039000000001,5.047400000000001,5.3996140000000015,6.598500000000001,6.948874000000002,7.672282000000002,7.898670000000002,8.194376000000002,9.241369000000002,9.760446000000002,9.883872000000002,10.093916000000002,10.627227000000001,10.884927000000001,11.317795,12.700453,13.052405,13.229172,13.545805
10-2806301,,,,,,,,,,0,0.31964000000000004,0.600565,1.109571,1.700376,2.181215,2.341342,2.675168,3.169479,3.489886,3.9279859999999998,4.283347,4.635561,5.834447,6.1848209999999995,6.9082289999999995,7.1346169999999995,7.430323,8.477316,8.996393,9.119819,9.329863,9.863173999999999,10.120873999999999,10.553742,11.936399999999999,12.288352,12.465119,12.781752
11-2803848,,,,,,,,,,,0,0.280925,0.789931,1.3807360000000002,1.8615750000000002,2.0217020000000003,2.3555280000000005,2.8498390000000002,3.170246,3.608346,3.9637070000000003,4.315921,5.514807,5.865181,6.588589,6.814977,7.110683,8.157676,8.676753,8.800179,9.010223,9.543534,9.801234,10.234102,11.61676,11.968712,12.145479,12.462112
12-2806298,,,,,,,,,,,,0,0.5090060000000001,1.099811,1.58065,1.740777,2.074603,2.5689140000000004,2.8893210000000003,3.327421,3.6827820000000004,4.0349960000000005,5.233882,5.584256,6.307664,6.534052,6.829758,7.8767510000000005,8.395828,8.519254,8.729298,9.262609,9.520309,9.953177,11.335835,11.687787,11.864554,12.181187
13-2803849,,,,,,,,,,,,,0,0.590805,1.071644,1.231771,1.565597,2.059908,2.380315,2.818415,3.173776,3.52599,4.724876,5.0752500000000005,5.7986580000000005,6.025046000000001,6.320752000000001,7.367745000000001,7.886822000000001,8.010248,8.220292,8.753603,9.011303,9.444171,10.826829,11.178781,11.355548,11.672181
14-2803851,,,,,,,,,,,,,,0,0.480839,0.640966,0.9747920000000001,1.469103,1.78951,2.22761,2.5829709999999997,2.9351849999999997,4.134071,4.484444999999999,5.207852999999999,5.434240999999999,5.729946999999999,6.77694,7.296017,7.419443,7.629487,8.162798,8.420498,8.853366000000001,10.236024,10.587976000000001,10.764743000000001,11.081376
15-2803852,,,,,,,,,,,,,,,0,0.160127,0.493953,0.9882639999999999,1.308671,1.7467709999999999,2.102132,2.454346,3.653232,4.0036059999999996,4.727014,4.953402,5.249108,6.296101,6.815178,6.938604000000001,7.148648000000001,7.681959000000001,7.939659000000001,8.372527000000002,9.755185,10.107137000000002,10.283904000000001,10.600537000000001
16-2803854,,,,,,,,,,,,,,,,0,0.333826,0.8281369999999999,1.1485439999999998,1.5866439999999997,1.9420049999999998,2.2942189999999996,3.493105,3.843479,4.5668869999999995,4.7932749999999995,5.0889809999999995,6.135973999999999,6.655050999999999,6.778477,6.9885209999999995,7.521832,7.779532,8.212399999999999,9.595057999999998,9.947009999999999,10.123776999999999,10.440409999999998
17-2806296,,,,,,,,,,,,,,,,,0,0.49431099999999994,0.8147179999999999,1.252818,1.608179,1.960393,3.159279,3.509653,4.233061,4.459449,4.755155,5.802148000000001,6.321225000000001,6.444651000000001,6.654695000000001,7.1880060000000014,7.445706000000001,7.878574000000001,9.261232000000001,9.613184000000002,9.789951000000002,10.106584000000002
18-2803605,,,,,,,,,,,,,,,,,,0,0.320407,0.758507,1.113868,1.466082,2.664968,3.015342,3.73875,3.965138,4.260844,5.307836999999999,5.8269139999999995,5.95034,6.160384,6.693695,6.951395,7.384263,8.766921,9.118873,9.29564,9.612273
19-2803855,,,,,,,,,,,,,,,,,,,0,0.4381,0.793461,1.145675,2.344561,2.694935,3.418343,3.644731,3.940437,4.98743,5.506507,5.629933,5.839977,6.3732880000000005,6.630988,7.063856,8.446514,8.798466000000001,8.975233000000001,9.291866
20-2803856,,,,,,,,,,,,,,,,,,,,0,0.35536100000000004,0.7075750000000001,1.9064610000000002,2.256835,2.980243,3.2066310000000002,3.5023370000000003,4.54933,5.0684070000000006,5.191833000000001,5.401877000000001,5.935188000000001,6.192888000000001,6.625756000000001,8.008414,8.360366,8.537133,8.853766
21-2806231,,,,,,,,,,,,,,,,,,,,,0,0.35221399999999997,1.5511000000000001,1.901474,2.624882,2.85127,3.146976,4.193969,4.713046,4.8364720000000005,5.0465160000000004,5.579827000000001,5.837527000000001,6.270395000000001,7.653053000000001,8.005005,8.181772,8.498405
22-2803857,,,,,,,,,,,,,,,,,,,,,,0,1.1988860000000001,1.54926,2.272668,2.499056,2.794762,3.841755,4.360832,4.4842580000000005,4.694302,5.227613000000001,5.4853130000000005,5.918181000000001,7.300839000000001,7.652791000000001,7.8295580000000005,8.146191
23-2803610,,,,,,,,,,,,,,,,,,,,,,,0,0.35037399999999996,1.073782,1.30017,1.595876,2.642869,3.1619460000000004,3.285372,3.495416,4.028727,4.286427,4.719295,6.101953,6.453905,6.630672,6.947305
24-2803612,,,,,,,,,,,,,,,,,,,,,,,,0,0.7234079999999999,0.949796,1.2455019999999999,2.2924949999999997,2.811572,2.9349979999999998,3.1450419999999997,3.6783529999999995,3.9360529999999994,4.368920999999999,5.7515789999999996,6.103530999999999,6.280297999999999,6.596931
25-2806226,,,,,,,,,,,,,,,,,,,,,,,,,0,0.226388,0.522094,1.5690870000000001,2.088164,2.2115899999999997,2.4216339999999996,2.9549449999999995,3.2126449999999993,3.6455129999999993,5.0281709999999995,5.380122999999999,5.556889999999999,5.873523
26-2803613,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.29570599999999997,1.342699,1.861776,1.9852020000000001,2.195246,2.728557,2.9862569999999997,3.4191249999999997,4.8017829999999995,5.153734999999999,5.330501999999999,5.647135
27-2803860,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.046993,1.56607,1.689496,1.89954,2.432851,2.6905509999999997,3.1234189999999997,4.506076999999999,4.858028999999999,5.034795999999999,5.3514289999999995
28-2803861,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.519077,0.642503,0.852547,1.385858,1.643558,2.076426,3.459084,3.8110359999999996,3.9878029999999995,4.304436
29-2800256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.123426,0.33347,0.866781,1.124481,1.557349,2.940007,3.291959,3.4687259999999998,3.7853589999999997
30-2806225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.210044,0.743355,1.001055,1.433923,2.8165810000000002,3.168533,3.3453,3.661933
31-2803862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.533311,0.7910109999999999,1.223879,2.606537,2.9584889999999997,3.1352559999999996,3.4518889999999995
32-2803865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2577,0.6905680000000001,2.073226,2.425178,2.6019449999999997,2.9185779999999997
33-2806899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.43286800000000003,1.815526,2.167478,2.344245,2.660878
34-2806359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.382658,1.73461,1.9113769999999999,2.22801
35-2804721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.351952,0.5287189999999999,0.8453519999999999
36-2803870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.176767,0.4934
37-2800254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.316633
38-2803874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
