순번_정류장ID,1-2805953,2-2806527,3-2806526,4-2806910,5-2806429,6-2805649,7-2805659,8-2802210,9-2802213,10-2802220,11-2801901,12-2805900,13-2801903,14-2801864,15-2801842,16-2801840,17-2801838,18-2801836,19-2801820,20-2802268,21-2802276,22-2801814,23-2801811,24-2801818,25-2805040,26-2802248,27-2802230,28-2805977,29-2802217,30-2805534,31-2802203,32-2802199,33-2802198,34-2802192,35-2802175,36-2801848,37-2802181,38-2802178,39-2802797,40-2802795,41-2802787,42-2802771,43-2802758,44-2802714,45-2802696,46-2802689,47-2802708,48-2802731,49-2802755,50-2802776,51-2802800,52-2802815,53-2802826,54-2802834,55-2802833,56-2802832,57-2802846,58-2802886,59-2802934,60-2802984,61-2803578,62-2802646,63-2803032,64-2803031,65-2803025,66-2803023,67-2803016,68-2802995,69-2802957,70-2802933,71-2802911,72-2802891,73-2805153,74-2805154
1-2805953,0,0.300094,0.809742,1.028601,1.700039,1.990031,3.5502580000000004,3.6929290000000004,3.9100650000000003,4.206108,4.9116610000000005,5.1211400000000005,5.554717,5.905346,6.1541619999999995,6.389425999999999,6.723503999999999,7.116750999999999,7.446160999999999,7.780630999999999,8.206641999999999,8.402987,8.689121,9.079244,9.536639999999998,9.806435999999998,10.302037999999998,10.720006999999997,11.020850999999997,11.452428999999997,11.592020999999997,11.870247999999997,12.788876999999996,13.832430999999996,14.097707999999995,14.428174999999996,14.837818999999996,15.063965999999995,15.262649999999995,15.470931999999996,15.759624999999996,16.002724999999995,16.546338999999996,16.889860999999996,17.348264999999998,17.990243,18.358333,18.613688,19.016658,19.51986,19.877943000000002,20.229228000000003,20.528118000000003,20.724585,21.386933000000003,21.912797,22.314564,22.808408,23.07827,23.473022,23.868851,24.163496,24.428435999999998,24.603119999999997,24.696903999999996,24.922009999999997,25.151479999999996,25.421682999999994,25.606641999999994,25.776129999999995,25.972991999999994,26.401683999999996,26.736712999999995,27.125533999999995
2-2806527,,0,0.509648,0.728507,1.399945,1.689937,3.250164,3.392835,3.609971,3.906014,4.611567,4.821046,5.254623,5.605251999999999,5.854067999999999,6.089331999999999,6.423409999999999,6.816656999999998,7.146066999999999,7.480536999999998,7.906547999999998,8.102892999999998,8.389026999999999,8.779149999999998,9.236545999999997,9.506341999999997,10.001943999999996,10.419912999999996,10.720756999999995,11.152334999999995,11.291926999999996,11.570153999999995,12.488782999999994,13.532336999999995,13.797613999999994,14.128080999999995,14.537724999999995,14.763871999999994,14.962555999999994,15.170837999999994,15.459530999999995,15.702630999999995,16.246244999999995,16.589766999999995,17.048170999999996,17.690148999999998,18.058238999999997,18.313594,18.716563999999998,19.219766,19.577849,19.929134,20.228024,20.424491,21.086839,21.612703,22.01447,22.508314,22.778176,23.172928,23.568756999999998,23.863401999999997,24.128341999999996,24.303025999999996,24.396809999999995,24.621915999999995,24.851385999999994,25.121588999999993,25.306547999999992,25.476035999999993,25.672897999999993,26.101589999999995,26.436618999999993,26.825439999999993
3-2806526,,,0,0.21885900000000003,0.890297,1.1802890000000001,2.7405160000000004,2.8831870000000004,3.1003230000000004,3.3963660000000004,4.1019190000000005,4.3113980000000005,4.744975,5.095604,5.3444199999999995,5.579683999999999,5.913761999999999,6.307008999999999,6.636418999999999,6.970888999999999,7.396899999999999,7.593244999999999,7.879378999999998,8.269502,8.726897999999998,8.996693999999998,9.492295999999998,9.910264999999997,10.211108999999997,10.642686999999997,10.782278999999997,11.060505999999997,11.979134999999996,13.022688999999996,13.287965999999996,13.618432999999996,14.028076999999996,14.254223999999995,14.452907999999995,14.661189999999996,14.949882999999996,15.192982999999996,15.736596999999996,16.080118999999996,16.538522999999998,17.180501,17.548591,17.803946,18.206916,18.710118,19.068201000000002,19.419486000000003,19.718376000000003,19.914843,20.577191000000003,21.103055,21.504822,21.998666,22.268528,22.66328,23.059109,23.353754,23.618693999999998,23.793377999999997,23.887161999999996,24.112267999999997,24.341737999999996,24.611940999999995,24.796899999999994,24.966387999999995,25.163249999999994,25.591941999999996,25.926970999999995,26.315791999999995
4-2806910,,,,0,0.671438,0.96143,2.5216570000000003,2.6643280000000003,2.8814640000000002,3.1775070000000003,3.8830600000000004,4.092539,4.526116,4.876745,5.125560999999999,5.360824999999999,5.694902999999999,6.088149999999999,6.417559999999999,6.752029999999999,7.178040999999999,7.3743859999999986,7.660519999999998,8.050642999999997,8.508038999999997,8.777834999999996,9.273436999999996,9.691405999999995,9.992249999999995,10.423827999999995,10.563419999999995,10.841646999999995,11.760275999999994,12.803829999999994,13.069106999999994,13.399573999999994,13.809217999999994,14.035364999999993,14.234048999999994,14.442330999999994,14.731023999999994,14.974123999999994,15.517737999999994,15.861259999999994,16.319663999999996,16.961641999999998,17.329731999999996,17.585086999999998,17.988056999999998,18.491259,18.849342,19.200627,19.499517,19.695984,20.358332,20.884196,21.285963,21.779806999999998,22.049668999999998,22.444421,22.840249999999997,23.134894999999997,23.399834999999996,23.574518999999995,23.668302999999995,23.893408999999995,24.122878999999994,24.393081999999993,24.578040999999992,24.747528999999993,24.944390999999992,25.373082999999994,25.708111999999993,26.096932999999993
5-2806429,,,,,0,0.289992,1.850219,1.99289,2.210026,2.506069,3.211622,3.421101,3.8546780000000003,4.205307,4.454123,4.689387,5.023465,5.4167119999999995,5.746122,6.080591999999999,6.506602999999999,6.702947999999999,6.989081999999999,7.379204999999999,7.836600999999999,8.106397,8.601999,9.019967999999999,9.320811999999998,9.752389999999998,9.891981999999999,10.170208999999998,11.088837999999999,12.132392,12.397668999999999,12.728136,13.13778,13.363926999999999,13.562610999999999,13.770893,14.059586,14.302686,14.8463,15.189822,15.648226,16.290204,16.658293999999998,16.913649,17.316619,17.819821,18.177904,18.529189000000002,18.828079000000002,19.024546,19.686894000000002,20.212758,20.614525,21.108369,21.378231,21.772983,22.168812,22.463457,22.728396999999998,22.903080999999997,22.996864999999996,23.221970999999996,23.451440999999996,23.721643999999994,23.906602999999993,24.076090999999995,24.272952999999994,24.701644999999996,25.036673999999994,25.425494999999994
6-2805649,,,,,,0,1.560227,1.702898,1.920034,2.216077,2.92163,3.131109,3.564686,3.915315,4.164131,4.399395,4.733473,5.12672,5.45613,5.7905999999999995,6.216610999999999,6.412955999999999,6.699089999999999,7.089212999999999,7.546608999999999,7.816405,8.312007,8.729975999999999,9.030819999999999,9.462397999999999,9.601989999999999,9.880216999999998,10.798845999999998,11.842399999999998,12.107676999999997,12.438143999999998,12.847787999999998,13.073934999999997,13.272618999999997,13.480900999999998,13.769593999999998,14.012693999999998,14.556307999999998,14.899829999999998,15.358233999999998,16.000211999999998,16.368301999999996,16.623656999999998,17.026626999999998,17.529829,17.887912,18.239197,18.538087,18.734554,19.396902,19.922766,20.324533,20.818376999999998,21.088238999999998,21.482991,21.878819999999997,22.173464999999997,22.438404999999996,22.613088999999995,22.706872999999995,22.931978999999995,23.161448999999994,23.431651999999993,23.616610999999992,23.786098999999993,23.982960999999992,24.411652999999994,24.746681999999993,25.135502999999993
7-2805659,,,,,,,0,0.142671,0.359807,0.65585,1.3614030000000001,1.5708820000000001,2.004459,2.3550880000000003,2.6039040000000004,2.8391680000000004,3.1732460000000002,3.5664930000000004,3.8959030000000006,4.230373,4.656384,4.852729,5.138863,5.528986,5.986382,6.256178,6.75178,7.169749,7.470593,7.902171,8.041763,8.319989999999999,9.238619,10.282173,10.54745,10.877917,11.287561,11.513708,11.712392,11.920674,12.209367,12.452467,12.996081,13.339603,13.798007,14.439985,14.808075,15.06343,15.4664,15.969602,16.327685,16.67897,16.97786,17.174326999999998,17.836675,18.362538999999998,18.764305999999998,19.258149999999997,19.528011999999997,19.922763999999997,20.318592999999996,20.613237999999996,20.878177999999995,21.052861999999994,21.146645999999993,21.371751999999994,21.601221999999993,21.87142499999999,22.05638399999999,22.225871999999992,22.42273399999999,22.851425999999993,23.18645499999999,23.57527599999999
8-2802210,,,,,,,,0,0.21713600000000002,0.513179,1.2187320000000001,1.4282110000000001,1.8617880000000002,2.2124170000000003,2.4612330000000004,2.6964970000000004,3.0305750000000002,3.4238220000000004,3.7532320000000006,4.087702,4.513713,4.710058,4.996192,5.386315,5.843711,6.113507,6.609109,7.027078,7.327922,7.7595,7.8990920000000004,8.177319,9.095948,10.139502,10.404779,10.735246,11.14489,11.371037,11.569721,11.778003,12.066696,12.309796,12.85341,13.196932,13.655336,14.297314,14.665404,14.920759,15.323729,15.826931,16.185014,16.536299,16.835189,17.031655999999998,17.694004,18.219867999999998,18.621634999999998,19.115478999999997,19.385340999999997,19.780092999999997,20.175921999999996,20.470566999999996,20.735506999999995,20.910190999999994,21.003974999999993,21.229080999999994,21.458550999999993,21.72875399999999,21.91371299999999,22.083200999999992,22.28006299999999,22.708754999999993,23.04378399999999,23.43260499999999
9-2802213,,,,,,,,,0,0.296043,1.001596,1.211075,1.644652,1.995281,2.244097,2.479361,2.813439,3.206686,3.5360959999999997,3.8705659999999997,4.296577,4.492922,4.779056,5.169179,5.626575,5.896371,6.391973,6.809942,7.110786,7.542364,7.6819560000000005,7.960183000000001,8.878812,9.922366,10.187643,10.51811,10.927754,11.153901,11.352585,11.560867,11.84956,12.09266,12.636274,12.979796,13.4382,14.080178,14.448268,14.703623,15.106593,15.609795,15.967878,16.319163,16.618053,16.814519999999998,17.476868,18.002731999999998,18.404498999999998,18.898342999999997,19.168204999999997,19.562956999999997,19.958785999999996,20.253430999999996,20.518370999999995,20.693054999999994,20.786838999999993,21.011944999999994,21.241414999999993,21.51161799999999,21.69657699999999,21.866064999999992,22.06292699999999,22.491618999999993,22.82664799999999,23.21546899999999
10-2802220,,,,,,,,,,0,0.705553,0.915032,1.348609,1.699238,1.948054,2.183318,2.5173959999999997,2.910643,3.2400529999999996,3.5745229999999997,4.000534,4.196879,4.483013,4.873136,5.330532,5.600328,6.09593,6.513899,6.814743,7.246321,7.385913,7.664140000000001,8.582769,9.626323000000001,9.8916,10.222067000000001,10.631711000000001,10.857858,11.056542,11.264824,11.553517000000001,11.796617000000001,12.340231000000001,12.683753000000001,13.142157000000001,13.784135000000001,14.152225000000001,14.407580000000001,14.810550000000001,15.313752000000001,15.671835000000002,16.023120000000002,16.322010000000002,16.518477,17.180825000000002,17.706689,18.108456,18.6023,18.872162,19.266914,19.662743,19.957387999999998,20.222327999999997,20.397011999999997,20.490795999999996,20.715901999999996,20.945371999999995,21.215574999999994,21.400533999999993,21.570021999999994,21.766883999999994,22.195575999999996,22.530604999999994,22.919425999999994
