순번_정류장ID,94-2805764,95-2803452,96-2803436,97-2803437,98-2803431,99-2803435,100-2800829,101-2800831,102-2804992,103-2807333,104-2800847,105-2800877,106-2800822,107-2805940,108-2800875,109-2800924,110-2800926,111-2800933,112-2800939,113-2800842,114-2800999,115-2801020,116-2801036,117-2801058,118-2801079,119-2801095,120-2801102,121-2801098,122-2801070,123-2801041,124-2800837,125-2801007,126-2800987,127-2800981,128-2800992,129-2800994,130-2800526,131-2800528,132-2800532,133-2800535,134-2800545,135-2800337,136-2800559,137-2800572,138-2800578,139-2800580,140-2805741,141-2805680,142-2800575,143-2800562,144-2800555,145-2800541,146-2800530,147-2800523,148-2800519,149-2800517,150-2800515,151-2805304,152-2800498,153-2800497,154-2800493,155-2800344,156-2800481,157-2805944,158-2803595,159-2800468,160-2800465,161-2800462,162-2800460,163-2800453,164-2800458,165-2800330,166-2800473,167-2800476,168-2800487,169-2805285,170-2800490,171-2806249,172-2806250,173-2806252,174-2806254,175-2806256,176-2806258,177-2806260,178-2806262,179-2805257,180-2805258,181-2805260,182-2805262,183-2805264,184-2805267
117-2801058,,,,,,,,,,,,,,,,,,,,,,,,0,0.303352,0.570886,0.925952,1.172013,1.5239859999999998,1.9246809999999999,2.15199,2.367913,2.677608,3.032572,3.354475,4.995832,5.324312,5.709686,6.128696,6.52581,6.722359,7.063563,7.278393,7.570271,7.967212,8.142583,8.200868,8.508169,8.726591,9.064826,9.484333,9.964473,10.24936,10.493578,10.652617999999999,10.832264999999998,11.502177999999997,12.518845999999996,12.798579999999996,13.298989999999996,13.609758999999997,13.859560999999998,14.147777999999997,14.457330999999996,14.679641999999996,14.976617999999997,15.249401999999996,15.495538999999996,15.920439999999996,16.242990999999996,16.481807999999997,16.803454,17.016886,17.551658,17.856239,18.110661999999998,18.636843999999996,18.880101999999997,19.272457999999997,19.504948999999996,20.068174999999997,20.730070999999995,21.123923999999995,21.260390999999995,21.984913999999996,22.407758999999995,22.678252999999994,23.063290999999996,23.469945999999997,23.972385999999997,24.251564999999996
118-2801079,,,,,,,,,,,,,,,,,,,,,,,,,0,0.267534,0.6226,0.868661,1.220634,1.621329,1.848638,2.064561,2.374256,2.7292199999999998,3.0511229999999996,4.69248,5.02096,5.406333999999999,5.825343999999999,6.222458,6.419007,6.760211,6.975041,7.266919,7.66386,7.839231,7.8975159999999995,8.204817,8.423239,8.761474,9.180981,9.661121,9.946007999999999,10.190226,10.349265999999998,10.528912999999998,11.198825999999997,12.215493999999996,12.495227999999996,12.995637999999996,13.306406999999997,13.556208999999997,13.844425999999997,14.153978999999996,14.376289999999996,14.673265999999996,14.946049999999996,15.192186999999995,15.617087999999995,15.939638999999996,16.178455999999997,16.500102,16.713534,17.248306,17.552887,17.807309999999998,18.333491999999996,18.576749999999997,18.969105999999996,19.201596999999996,19.764822999999996,20.426718999999995,20.820571999999995,20.957038999999995,21.681561999999996,22.104406999999995,22.374900999999994,22.759938999999996,23.166593999999996,23.669033999999996,23.948212999999996
119-2801095,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.355066,0.601127,0.9531,1.3537949999999999,1.5811039999999998,1.797027,2.106722,2.461686,2.7835889999999996,4.424945999999999,4.753425999999999,5.138799999999999,5.557809999999999,5.954923999999999,6.151472999999999,6.492677,6.707507,6.999384999999999,7.396325999999999,7.5716969999999995,7.629981999999999,7.937282999999999,8.155705,8.493939999999998,8.913446999999998,9.393586999999998,9.678473999999998,9.922691999999998,10.081731999999997,10.261378999999996,10.931291999999996,11.947959999999995,12.227693999999994,12.728103999999995,13.038872999999995,13.288674999999996,13.576891999999996,13.886444999999995,14.108755999999994,14.405731999999995,14.678515999999995,14.924652999999994,15.349553999999994,15.672104999999995,15.910921999999994,16.232567999999993,16.445999999999994,16.980771999999995,17.285352999999994,17.539775999999993,18.06595799999999,18.309215999999992,18.70157199999999,18.93406299999999,19.49728899999999,20.15918499999999,20.55303799999999,20.68950499999999,21.41402799999999,21.83687299999999,22.10736699999999,22.49240499999999,22.89905999999999,23.40149999999999,23.68067899999999
120-2801102,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.246061,0.598034,0.998729,1.226038,1.441961,1.751656,2.10662,2.4285229999999998,4.0698799999999995,4.398359999999999,4.783733999999999,5.202743999999999,5.599857999999999,5.796406999999999,6.137611,6.352441,6.644318999999999,7.041259999999999,7.216631,7.274915999999999,7.582216999999999,7.800638999999999,8.138874,8.558380999999999,9.038521,9.323407999999999,9.567625999999999,9.726665999999998,9.906312999999997,10.576225999999997,11.592893999999998,11.872627999999997,12.373037999999998,12.683806999999998,12.933608999999999,13.221825999999998,13.531378999999998,13.753689999999997,14.050665999999998,14.323449999999998,14.569586999999997,14.994487999999997,15.317038999999998,15.555855999999997,15.877501999999996,16.090933999999997,16.625705999999997,16.930286999999996,17.184709999999995,17.710891999999994,17.954149999999995,18.346505999999994,18.578996999999994,19.142222999999994,19.804118999999993,20.197971999999993,20.334438999999993,21.058961999999994,21.481806999999993,21.752300999999992,22.137338999999994,22.543993999999994,23.046433999999994,23.325612999999993
121-2801098,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.351973,0.7526679999999999,0.9799769999999999,1.1959,1.505595,1.860559,2.182462,3.8238190000000003,4.152299,4.537673,4.956683,5.353797,5.550346,5.8915500000000005,6.106380000000001,6.398258,6.795199,6.97057,7.028855,7.336156,7.554578,7.892813,8.31232,8.79246,9.077347,9.321565,9.480604999999999,9.660251999999998,10.330164999999997,11.346832999999997,11.626566999999996,12.126976999999997,12.437745999999997,12.687547999999998,12.975764999999997,13.285317999999997,13.507628999999996,13.804604999999997,14.077388999999997,14.323525999999996,14.748426999999996,15.070977999999997,15.309794999999996,15.631440999999995,15.844872999999994,16.379644999999993,16.684225999999992,16.93864899999999,17.46483099999999,17.70808899999999,18.10044499999999,18.33293599999999,18.89616199999999,19.55805799999999,19.95191099999999,20.088377999999988,20.81290099999999,21.23574599999999,21.506239999999988,21.89127799999999,22.29793299999999,22.80037299999999,23.07955199999999
122-2801070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.40069499999999997,0.628004,0.843927,1.153622,1.508586,1.830489,3.471846,3.800326,4.1857,4.60471,5.001824,5.198373,5.539577,5.7544070000000005,6.046285,6.443226,6.618597,6.676882,6.984183,7.202605,7.54084,7.9603470000000005,8.440487000000001,8.725374,8.969592,9.128632,9.308278999999999,9.978191999999998,10.99486,11.274593999999999,11.775004,12.085773,12.335575,12.623792,12.933345,13.155655999999999,13.452632,13.725416,13.971552999999998,14.396453999999999,14.719005,14.957821999999998,15.279467999999998,15.492899999999997,16.027671999999995,16.332252999999994,16.586675999999994,17.112857999999992,17.356115999999993,17.748471999999992,17.980962999999992,18.544188999999992,19.20608499999999,19.59993799999999,19.73640499999999,20.460927999999992,20.88377299999999,21.15426699999999,21.53930499999999,21.945959999999992,22.448399999999992,22.72757899999999
123-2801041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.227309,0.443232,0.752927,1.107891,1.429794,3.071151,3.399631,3.785005,4.204015,4.601129,4.797678,5.138882000000001,5.353712000000001,5.64559,6.042531,6.2179020000000005,6.276187,6.583488,6.80191,7.140145,7.559652000000001,8.039792,8.324679,8.568897,8.727936999999999,8.907583999999998,9.577496999999997,10.594164999999997,10.873898999999996,11.374308999999997,11.685077999999997,11.934879999999998,12.223096999999997,12.532649999999997,12.754960999999996,13.051936999999997,13.324720999999997,13.570857999999996,13.995758999999996,14.318309999999997,14.557126999999996,14.878772999999995,15.092204999999995,15.626976999999995,15.931557999999995,16.185980999999995,16.712162999999993,16.955420999999994,17.347776999999994,17.580267999999993,18.143493999999993,18.805389999999992,19.199242999999992,19.33570999999999,20.060232999999993,20.483077999999992,20.75357199999999,21.138609999999993,21.545264999999993,22.047704999999993,22.326883999999993
124-2800837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.215923,0.525618,0.880582,1.202485,2.843842,3.172322,3.557696,3.976706,4.37382,4.570369,4.911573000000001,5.126403000000001,5.418281,5.815222,5.9905930000000005,6.048878,6.356179,6.574601,6.912836,7.332343000000001,7.812483,8.09737,8.341588,8.500627999999999,8.680274999999998,9.350187999999998,10.366855999999999,10.646589999999998,11.146999999999998,11.457768999999999,11.707571,11.995788,12.305340999999999,12.527651999999998,12.824627999999999,13.097411999999998,13.343548999999998,13.768449999999998,14.091000999999999,14.329817999999998,14.651463999999997,14.864895999999996,15.399667999999997,15.704248999999997,15.958671999999996,16.484853999999995,16.728111999999996,17.120467999999995,17.352958999999995,17.916184999999995,18.578080999999994,18.971933999999994,19.108400999999994,19.832923999999995,20.255768999999994,20.526262999999993,20.911300999999995,21.317955999999995,21.820395999999995,22.099574999999994
125-2801007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.309695,0.664659,0.9865619999999999,2.627919,2.9563989999999998,3.341773,3.760783,4.157897,4.354446,4.6956500000000005,4.910480000000001,5.202358,5.599299,5.77467,5.832955,6.140256,6.358678,6.696913,7.116420000000001,7.59656,7.8814470000000005,8.125665,8.284704999999999,8.464351999999998,9.134264999999997,10.150932999999998,10.430666999999998,10.931076999999998,11.241845999999999,11.491648,11.779865,12.089417999999998,12.311728999999998,12.608704999999999,12.881488999999998,13.127625999999998,13.552526999999998,13.875077999999998,14.113894999999998,14.435540999999997,14.648972999999996,15.183744999999996,15.488325999999997,15.742748999999996,16.268930999999995,16.512188999999996,16.904544999999995,17.137035999999995,17.700261999999995,18.362157999999994,18.756010999999994,18.892477999999993,19.617000999999995,20.039845999999994,20.310339999999993,20.695377999999995,21.102032999999995,21.604472999999995,21.883651999999994
126-2800987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.354964,0.676867,2.318224,2.6467039999999997,3.032078,3.451088,3.8482019999999997,4.044751,4.385955,4.600785,4.892663,5.289604,5.464975,5.52326,5.830560999999999,6.048983,6.387218,6.806725,7.286865,7.571752,7.81597,7.97501,8.154657,8.82457,9.841238,10.120972,10.621382,10.932151000000001,11.181953000000002,11.470170000000001,11.779723,12.002034,12.29901,12.571794,12.817931,13.242832,13.565383,13.8042,14.125846,14.339277999999998,14.874049999999999,15.178631,15.433053999999998,15.959235999999999,16.202493999999998,16.594849999999997,16.827340999999997,17.390566999999997,18.052462999999996,18.446315999999996,18.582782999999996,19.307305999999997,19.730150999999996,20.000644999999995,20.385682999999997,20.792337999999997,21.294777999999997,21.573956999999996
127-2800981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.321903,1.96326,2.29174,2.677114,3.096124,3.493238,3.689787,4.030991,4.245821,4.537699,4.93464,5.110011,5.168296,5.475597,5.694019,6.032254,6.451761,6.931901,7.216788,7.461006,7.620046,7.799693,8.469606,9.486274000000002,9.766008000000001,10.266418000000002,10.577187000000002,10.826989000000003,11.115206000000002,11.424759000000002,11.647070000000001,11.944046000000002,12.216830000000002,12.462967,12.887868000000001,13.210419000000002,13.449236,13.770882,13.984314,14.519086,14.823667,15.07809,15.604272,15.84753,16.239886000000002,16.472377,17.035603000000002,17.697499,18.091352,18.227819,18.952342,19.375187,19.645681,20.030719,20.437374000000002,20.939814000000002,21.218993
128-2800992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.641357,1.969837,2.355211,2.7742210000000003,3.171335,3.367884,3.709088,3.923918,4.215796,4.612737,4.788108,4.846393,5.153694,5.372116,5.710351,6.1298580000000005,6.609998,6.894885,7.139103,7.2981430000000005,7.477790000000001,8.147703,9.164371,9.444104999999999,9.944514999999999,10.255284,10.505086,10.793303,11.102856,11.325166999999999,11.622143,11.894927,12.141063999999998,12.565964999999998,12.888516,13.127332999999998,13.448978999999998,13.662410999999997,14.197182999999997,14.501763999999998,14.756186999999997,15.282368999999997,15.525626999999998,15.917982999999998,16.150474,16.7137,17.375595999999998,17.769448999999998,17.905915999999998,18.630439,19.053283999999998,19.323777999999997,19.708816,20.115471,20.617911,20.89709
129-2800994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.32848,0.713854,1.132864,1.529978,1.7265270000000001,2.067731,2.2825610000000003,2.5744390000000004,2.9713800000000004,3.1467510000000005,3.2050360000000007,3.5123370000000005,3.7307590000000004,4.068994,4.488501,4.968641,5.253528,5.497746,5.656786,5.836433,6.506346000000001,7.523014000000001,7.802748000000001,8.303158000000002,8.613927000000002,8.863729000000003,9.151946000000002,9.461499000000002,9.683810000000001,9.980786000000002,10.253570000000002,10.499707,10.924608000000001,11.247159000000002,11.485976,11.807622,12.021054,12.555826,12.860407,13.11483,13.641012,13.88427,14.276626,14.509117,15.072343,15.734239,16.128092000000002,16.264559000000002,16.989082000000003,17.411927000000002,17.682421,18.067459000000003,18.474114000000004,18.976554000000004,19.255733000000003
130-2800526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.385374,0.804384,1.201498,1.398047,1.739251,1.9540810000000002,2.245959,2.6429,2.818271,2.8765560000000003,3.1838570000000006,3.4022790000000005,3.7405140000000006,4.160021,4.640161,4.925048,5.169266,5.328306,5.5079530000000005,6.177866000000001,7.194534000000001,7.474268000000001,7.974678000000001,8.285447000000001,8.535249000000002,8.823466000000002,9.133019,9.35533,9.652306000000001,9.92509,10.171227,10.596128,10.918679000000001,11.157496,11.479142,11.692573999999999,12.227345999999999,12.531927,12.786349999999999,13.312532,13.55579,13.948146,14.180636999999999,14.743863,15.405759,15.799612,15.936079,16.660602,17.083447,17.353941,17.738979,18.145634,18.648074,18.927253
131-2800528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.41901000000000005,0.8161240000000001,1.0126730000000002,1.3538770000000002,1.5687070000000003,1.8605850000000004,2.2575260000000004,2.4328970000000005,2.4911820000000007,2.798483000000001,3.016905000000001,3.355140000000001,3.7746470000000008,4.254787,4.539674000000001,4.783892000000001,4.942932000000001,5.122579000000001,5.792492000000001,6.809160000000001,7.088894000000002,7.589304000000002,7.900073000000002,8.149875000000002,8.438092000000001,8.747645,8.969956,9.266932,9.539716,9.785853,10.210754,10.533305,10.772122,11.093767999999999,11.307199999999998,11.841971999999998,12.146552999999999,12.400975999999998,12.927157999999999,13.170416,13.562771999999999,13.795262999999998,14.358488999999999,15.020385,15.414238,15.550704999999999,16.275228,16.698072999999997,16.968566999999997,17.353604999999998,17.76026,18.2627,18.541878999999998
132-2800532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.39711399999999997,0.5936629999999999,0.9348669999999999,1.149697,1.441575,1.838516,2.013887,2.072172,2.379473,2.597895,2.93613,3.3556369999999998,3.8357769999999998,4.120664,4.364882,4.523922,4.703569,5.373482,6.39015,6.669884000000001,7.170294,7.481063,7.730865,8.019082,8.328634999999998,8.550945999999998,8.847921999999999,9.120705999999998,9.366842999999998,9.791743999999998,10.114294999999998,10.353111999999998,10.674757999999997,10.888189999999996,11.422961999999997,11.727542999999997,11.981965999999996,12.508147999999997,12.751405999999998,13.143761999999997,13.376252999999997,13.939478999999997,14.601374999999997,14.995227999999997,15.131694999999997,15.856217999999997,16.279062999999997,16.549556999999997,16.934594999999998,17.34125,17.84369,18.122868999999998
133-2800535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.196549,0.537753,0.752583,1.044461,1.441402,1.616773,1.675058,1.982359,2.200781,2.539016,2.958523,3.438663,3.72355,3.967768,4.126808,4.306455,4.976368,5.993036,6.27277,6.77318,7.083949,7.3337509999999995,7.621968,7.931521,8.153832,8.450808,8.723592,8.969729,9.39463,9.717181,9.955998,10.277643999999999,10.491075999999998,11.025847999999998,11.330428999999999,11.584851999999998,12.111033999999998,12.354292,12.746647999999999,12.979138999999998,13.542364999999998,14.204260999999999,14.598113999999999,14.734580999999999,15.459103999999998,15.881948999999999,16.152442999999998,16.537481,16.944136,17.446576,17.725755
134-2800545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.341204,0.556034,0.847912,1.244853,1.420224,1.4785089999999999,1.78581,2.004232,2.342467,2.761974,3.242114,3.527001,3.771219,3.930259,4.109906,4.779819,5.796487,6.076221,6.576631000000001,6.8874,7.137202,7.425419000000001,7.734972000000001,7.957283000000001,8.254259000000001,8.527043,8.77318,9.198081,9.520632,9.759449,10.081095,10.294526999999999,10.829298999999999,11.13388,11.388302999999999,11.914484999999999,12.157743,12.550099,12.782589999999999,13.345816,14.007712,14.401565,14.538032,15.262554999999999,15.6854,15.955893999999999,16.340932,16.747587,17.250027,17.529206
135-2800337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.21483000000000002,0.506708,0.903649,1.07902,1.137305,1.444606,1.663028,2.001263,2.4207699999999996,2.9009099999999997,3.1857969999999995,3.4300149999999996,3.5890549999999997,3.7687019999999998,4.4386149999999995,5.455283,5.735017,6.235427,6.546195999999999,6.795997999999999,7.0842149999999995,7.393768,7.616079,7.913055,8.185839,8.431975999999999,8.856876999999999,9.179428,9.418244999999999,9.739890999999998,9.953322999999997,10.488094999999998,10.792675999999998,11.047098999999998,11.573280999999998,11.816538999999999,12.208894999999998,12.441385999999998,13.004611999999998,13.666507999999999,14.060360999999999,14.196827999999998,14.921350999999998,15.344195999999998,15.614689999999998,15.999727999999998,16.406382999999998,16.908822999999998,17.188001999999997
136-2800559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.291878,0.6888190000000001,0.86419,0.922475,1.2297760000000002,1.448198,1.7864330000000002,2.20594,2.68608,2.970967,3.215185,3.374225,3.553872,4.223785,5.2404530000000005,5.520187000000001,6.020597,6.331366,6.581168,6.869385,7.1789380000000005,7.401249000000001,7.698225000000001,7.9710090000000005,8.217146,8.642047,8.964598,9.203415,9.525060999999999,9.738492999999998,10.273264999999999,10.577846,10.832268999999998,11.358450999999999,11.601709,11.994064999999999,12.226555999999999,12.789781999999999,13.451678,13.845531,13.981997999999999,14.706520999999999,15.129366,15.399859999999999,15.784897999999998,16.191553,16.693993,16.973171999999998
137-2800572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.396941,0.5723119999999999,0.630597,0.937898,1.15632,1.494555,1.914062,2.394202,2.679089,2.923307,3.082347,3.261994,3.931907,4.948575,5.228309,5.728719,6.0394879999999995,6.289289999999999,6.577507,6.88706,7.109371,7.406347,7.679131,7.925268,8.350169,8.67272,8.911537,9.233182999999999,9.446614999999998,9.981386999999998,10.285967999999999,10.540390999999998,11.066572999999998,11.309830999999999,11.702186999999999,11.934677999999998,12.497903999999998,13.159799999999999,13.553652999999999,13.690119999999999,14.414642999999998,14.837487999999999,15.107981999999998,15.493019999999998,15.899674999999998,16.402115,16.681293999999998
138-2800578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.175371,0.233656,0.540957,0.759379,1.097614,1.517121,1.997261,2.282148,2.526366,2.685406,2.865053,3.534966,4.551634,4.831368,5.331778,5.6425469999999995,5.892348999999999,6.180566,6.490119,6.71243,7.009406,7.28219,7.528327,7.953228,8.275779,8.514596,8.836241999999999,9.049673999999998,9.584445999999998,9.889026999999999,10.143449999999998,10.669631999999998,10.912889999999999,11.305245999999999,11.537736999999998,12.100962999999998,12.762858999999999,13.156711999999999,13.293178999999999,14.017701999999998,14.440546999999999,14.711040999999998,15.096078999999998,15.502733999999998,16.005173999999997,16.284352999999996
139-2800580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.058285000000000003,0.3655860000000001,0.5840080000000001,0.9222430000000001,1.3417500000000002,1.8218900000000002,2.106777,2.350995,2.5100350000000002,2.6896820000000004,3.3595950000000006,4.376263000000001,4.655997000000001,5.1564070000000015,5.467176000000001,5.716978000000001,6.005195000000001,6.314748000000002,6.537059000000002,6.834035000000002,7.1068190000000016,7.352956000000002,7.777857000000002,8.100408000000002,8.339225,8.660871,8.874303,9.409075,9.713656,9.968079,10.494261,10.737519,11.129875,11.362366,11.925592,12.587488,12.981341,13.117808,13.842331,14.265176,14.53567,14.920708,15.327363,15.829803,16.108982
140-2805741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.30730100000000005,0.525723,0.863958,1.283465,1.763605,2.048492,2.29271,2.45175,2.631397,3.30131,4.317978,4.5977120000000005,5.098122,5.408891,5.6586929999999995,5.94691,6.256463,6.4787740000000005,6.77575,7.048534,7.294671,7.719572,8.042123,8.28094,8.602585999999999,8.816017999999998,9.350789999999998,9.655370999999999,9.909793999999998,10.435975999999998,10.679234,11.071589999999999,11.304080999999998,11.867306999999998,12.529202999999999,12.923055999999999,13.059522999999999,13.784045999999998,14.206890999999999,14.477384999999998,14.862422999999998,15.269077999999999,15.771517999999999,16.050697
141-2805680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.21842199999999998,0.556657,0.9761639999999999,1.4563039999999998,1.7411909999999997,1.9854089999999998,2.144449,2.324096,2.994009,4.010677,4.290411000000001,4.790821000000001,5.101590000000001,5.351392000000001,5.639609000000001,5.949162000000001,6.1714730000000015,6.4684490000000014,6.741233000000001,6.987370000000001,7.412271000000001,7.734822000000001,7.973639000000001,8.295285000000002,8.508717,9.043489000000001,9.348070000000002,9.602493,10.128675000000001,10.371933000000002,10.764289000000002,10.996780000000001,11.560006000000001,12.221902000000002,12.615755000000002,12.752222000000002,13.476745000000001,13.899590000000002,14.170084000000001,14.555122,14.961777000000001,15.464217000000001,15.743396
142-2800575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.338235,0.7577419999999999,1.237882,1.5227689999999998,1.7669869999999999,1.926027,2.105674,2.775587,3.792255,4.071989,4.572399000000001,4.883168,5.13297,5.421187000000001,5.730740000000001,5.953051000000001,6.250027000000001,6.522811000000001,6.768948000000001,7.193849000000001,7.516400000000001,7.755217000000001,8.076863000000001,8.290295,8.825067,9.129648000000001,9.384071,9.910253,10.153511000000002,10.545867000000001,10.778358,11.341584000000001,12.003480000000001,12.397333000000001,12.533800000000001,13.258323,13.681168000000001,13.951662,14.3367,14.743355000000001,15.245795000000001,15.524974
143-2800562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.41950699999999996,0.8996469999999999,1.1845339999999998,1.4287519999999998,1.5877919999999999,1.767439,2.4373519999999997,3.45402,3.733754,4.234164,4.5449329999999994,4.794734999999999,5.082952,5.392505,5.614816,5.911792,6.184576,6.430713,6.855614,7.178165,7.416982,7.738628,7.95206,8.486832,8.791413,9.045836,9.572018,9.815276,10.207632,10.440123,11.003349,11.665245,12.059098,12.195565,12.920088,13.342933,13.613427,13.998465,14.40512,14.90756,15.186739
144-2800555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.48013999999999996,0.7650269999999999,1.009245,1.168285,1.3479320000000001,2.0178450000000003,3.0345130000000005,3.3142470000000004,3.8146570000000004,4.125426,4.375228,4.663445,4.9729980000000005,5.195309000000001,5.492285000000001,5.765069,6.0112060000000005,6.436107000000001,6.7586580000000005,6.9974750000000006,7.319121000000001,7.532553000000001,8.067325,8.371906000000001,8.626329,9.152511,9.395769000000001,9.788125,10.020616,10.583842,11.245738000000001,11.639591000000001,11.776058,12.500581,12.923426000000001,13.19392,13.578958,13.985613,14.488053,14.767232
145-2800541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.284887,0.5291049999999999,0.688145,0.867792,1.5377049999999999,2.554373,2.834107,3.334517,3.645286,3.895088,4.183305,4.492858,4.715169,5.012145,5.284929,5.531066,5.955967,6.278518,6.517335,6.838981,7.0524130000000005,7.587185000000001,7.8917660000000005,8.146189,8.672371,8.915629000000001,9.307985,9.540476,10.103702,10.765598,11.159451,11.295918,12.020441,12.443286,12.71378,13.098818,13.505473,14.007913,14.287092
146-2800530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.244218,0.403258,0.582905,1.252818,2.269486,2.54922,3.04963,3.360399,3.610201,3.898418,4.207971,4.430282,4.727258,5.000042,5.246179,5.67108,5.993631,6.232448,6.554094,6.767526,7.302298,7.606879,7.861302,8.387484,8.630742000000001,9.023098000000001,9.255589,9.818815,10.480711000000001,10.874564000000001,11.011031000000001,11.735554,12.158399000000001,12.428893,12.813931,13.220586,13.723026,14.002205
147-2800523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.15904000000000001,0.338687,1.0086,2.025268,2.305002,2.805412,3.116181,3.365983,3.6542,3.963753,4.186064,4.48304,4.755824,5.001961,5.426862,5.749413,5.98823,6.309876,6.523308,7.05808,7.362661,7.617084,8.143266,8.386524000000001,8.778880000000001,9.011371,9.574597,10.236493000000001,10.630346000000001,10.766813,11.491336,11.914181000000001,12.184675,12.569713,12.976368,13.478808,13.757987
148-2800519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.179647,0.84956,1.866228,2.145962,2.646372,2.957141,3.206943,3.49516,3.804713,4.027024,4.324,4.5967839999999995,4.842921,5.267822,5.590373,5.82919,6.150836,6.364268,6.89904,7.203621,7.458044,7.984226,8.227484,8.61984,8.852331,9.415557,10.077453,10.471306,10.607773,11.332296,11.755141,12.025635,12.410673,12.817328,13.319768,13.598946999999999
149-2800517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.669913,1.686581,1.9663150000000003,2.4667250000000003,2.7774940000000004,3.027296,3.315513,3.6250660000000003,3.8473770000000003,4.144353000000001,4.417137,4.663274,5.088175000000001,5.410726,5.649543,5.971189000000001,6.184621000000001,6.719393000000001,7.023974000000001,7.278397000000001,7.804579,8.047837000000001,8.440193,8.672684,9.23591,9.897806000000001,10.291659000000001,10.428126,11.152649,11.575494,11.845988,12.231026,12.637681,13.140121,13.4193
150-2800515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0166680000000001,1.296402,1.796812,2.107581,2.357383,2.6456,2.955153,3.177464,3.47444,3.747224,3.993361,4.418262,4.740813,4.97963,5.3012760000000005,5.514708000000001,6.049480000000001,6.354061000000001,6.608484000000001,7.134666000000001,7.377924000000001,7.770280000000001,8.002771000000001,8.565997000000001,9.227893000000002,9.621746000000002,9.758213000000001,10.482736000000001,10.905581000000002,11.176075,11.561113,11.967768000000001,12.470208000000001,12.749387
151-2805304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.27973400000000004,0.7801440000000001,1.090913,1.340715,1.628932,1.938485,2.160796,2.457772,2.730556,2.976693,3.4015940000000002,3.724145,3.962962,4.284608,4.4980400000000005,5.032812000000001,5.3373930000000005,5.591816000000001,6.117998,6.361256,6.753612,6.986103,7.549329,8.211225,8.605078,8.741545,9.466068,9.888913,10.159407,10.544445,10.9511,11.45354,11.732719
