순번_정류장ID,29-2807464,30-2804146,31-2804144,32-2804143,33-2804662,34-2804139,35-2804664,36-2804137,37-2803741,38-2803742,39-2803743,40-2803744,41-2804666,42-2803745,43-2803746,44-2803747,45-2803748,46-2804688,47-2807370,48-2803604,49-2800266,50-2807368,51-2804602,52-2803580,53-2800263,54-2800267,55-2804032
29-2807464,0,0.527737,1.006683,1.8297919999999999,2.223547,2.726166,3.1315910000000002,3.7297590000000005,4.747725000000001,5.021245,5.591582000000001,5.895804000000001,6.5490580000000005,7.025675000000001,7.757490000000001,8.163548,8.596883,8.731816,9.045564,9.719951,10.021098,10.247535000000001,10.396703,10.616714,10.868737,11.507462,11.70356
30-2804146,,0,0.478946,1.302055,1.69581,2.198429,2.603854,3.2020220000000004,4.219988000000001,4.493508,5.063845000000001,5.368067000000001,6.021321,6.497938,7.2297530000000005,7.635811,8.069146,8.204079,8.517827,9.192214,9.493361,9.719798,9.868966,10.088977,10.341,10.979724999999998,11.175822999999998
31-2804144,,,0,0.823109,1.216864,1.7194829999999999,2.124908,2.723076,3.7410419999999998,4.014562,4.584899,4.889121,5.542375,6.018992,6.750807,7.156865,7.590199999999999,7.725133,8.038881,8.713268,9.014415,9.240852,9.39002,9.610031,9.862053999999999,10.500778999999998,10.696876999999997
32-2804143,,,,0,0.393755,0.896374,1.301799,1.899967,2.9179329999999997,3.1914529999999997,3.7617899999999995,4.066012,4.719265999999999,5.195882999999999,5.9276979999999995,6.333755999999999,6.767090999999999,6.902023999999999,7.215771999999999,7.890159,8.191305999999999,8.417743,8.566911,8.786921999999999,9.038944999999998,9.677669999999999,9.873767999999998
33-2804662,,,,,0,0.5026189999999999,0.9080439999999999,1.5062119999999999,2.524178,2.797698,3.368035,3.672257,4.3255110000000005,4.802128000000001,5.533943000000001,5.9400010000000005,6.373336,6.508269,6.822017000000001,7.496404000000001,7.797551000000001,8.023988000000001,8.173156,8.393167,8.64519,9.283915,9.480013
34-2804139,,,,,,0,0.405425,1.003593,2.021559,2.295079,2.8654159999999997,3.169638,3.822892,4.299509,5.031324,5.4373819999999995,5.870716999999999,6.005649999999999,6.319398,6.993785,7.294932,7.521369,7.670537,7.890548000000001,8.142571,8.781296000000001,8.977394
35-2804664,,,,,,,0,0.598168,1.616134,1.889654,2.459991,2.764213,3.417467,3.894084,4.6258989999999995,5.031956999999999,5.465292,5.600225,5.913973,6.588360000000001,6.889507000000001,7.115944000000001,7.265112000000001,7.4851230000000015,7.737146000000002,8.375871000000002,8.571969000000001
36-2804137,,,,,,,,0,1.017966,1.291486,1.8618229999999998,2.1660449999999996,2.8192989999999996,3.2959159999999996,4.027730999999999,4.433788999999999,4.867123999999999,5.002056999999999,5.315804999999999,5.9901919999999995,6.291339,6.517776,6.666944,6.886955,7.138978000000001,7.777703000000001,7.973801000000001
37-2803741,,,,,,,,,0,0.27352,0.843857,1.148079,1.801333,2.27795,3.0097650000000002,3.415823,3.849158,3.9840910000000003,4.297839000000001,4.972226000000001,5.273373000000001,5.499810000000001,5.648978000000001,5.868989000000002,6.121012000000002,6.759737000000002,6.955835000000002
38-2803742,,,,,,,,,,0,0.570337,0.874559,1.527813,2.00443,2.7362450000000003,3.142303,3.575638,3.7105710000000003,4.024319,4.6987060000000005,4.999853000000001,5.2262900000000005,5.375458000000001,5.595469000000001,5.847492000000002,6.486217000000002,6.682315000000002
39-2803743,,,,,,,,,,,0,0.304222,0.957476,1.434093,2.165908,2.5719659999999998,3.005301,3.140234,3.453982,4.128369,4.4295160000000005,4.655953,4.805121000000001,5.025132000000001,5.277155000000001,5.915880000000001,6.1119780000000015
40-2803744,,,,,,,,,,,,0,0.653254,1.129871,1.8616860000000002,2.267744,2.701079,2.836012,3.14976,3.824147,4.125294,4.351731,4.500899,4.720910000000001,4.972933000000001,5.611658000000001,5.807756000000001
41-2804666,,,,,,,,,,,,,0,0.476617,1.208432,1.61449,2.047825,2.182758,2.496506,3.170893,3.47204,3.6984769999999996,3.8476449999999995,4.0676559999999995,4.319679,4.958404,5.154502
42-2803745,,,,,,,,,,,,,,0,0.731815,1.137873,1.571208,1.706141,2.019889,2.694276,2.9954229999999997,3.2218599999999995,3.3710279999999995,3.5910389999999994,3.8430619999999993,4.481786999999999,4.677884999999999
43-2803746,,,,,,,,,,,,,,,0,0.406058,0.8393930000000001,0.974326,1.288074,1.9624609999999998,2.2636079999999996,2.4900449999999994,2.6392129999999994,2.8592239999999993,3.111246999999999,3.749971999999999,3.9460699999999993
44-2803747,,,,,,,,,,,,,,,,0,0.433335,0.568268,0.882016,1.556403,1.85755,2.083987,2.233155,2.453166,2.705189,3.343914,3.540012
45-2803748,,,,,,,,,,,,,,,,,0,0.134933,0.448681,1.123068,1.424215,1.650652,1.79982,2.019831,2.271854,2.910579,3.106677
46-2804688,,,,,,,,,,,,,,,,,,0,0.313748,0.988135,1.289282,1.515719,1.664887,1.884898,2.136921,2.775646,2.971744
47-2807370,,,,,,,,,,,,,,,,,,,0,0.674387,0.9755339999999999,1.201971,1.3511389999999999,1.5711499999999998,1.8231729999999997,2.4618979999999997,2.657996
48-2803604,,,,,,,,,,,,,,,,,,,,0,0.301147,0.527584,0.676752,0.896763,1.1487859999999999,1.7875109999999999,1.983609
49-2800266,,,,,,,,,,,,,,,,,,,,,0,0.226437,0.37560499999999997,0.5956159999999999,0.8476389999999999,1.486364,1.6824620000000001
50-2807368,,,,,,,,,,,,,,,,,,,,,,0,0.149168,0.36917900000000003,0.621202,1.259927,1.456025
51-2804602,,,,,,,,,,,,,,,,,,,,,,,0,0.220011,0.472034,1.110759,1.306857
52-2803580,,,,,,,,,,,,,,,,,,,,,,,,0,0.252023,0.890748,1.086846
53-2800263,,,,,,,,,,,,,,,,,,,,,,,,,0,0.638725,0.834823
54-2800267,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.196098
55-2804032,,,,,,,,,,,,,,,,,,,,,,,,,,,0
