순번_정류장ID,1-2805726,2-2805739,3-2800372,4-2800317,5-2804990,6-2807301,7-2803514,8-2803093,9-2803107,10-2803121,11-2803125,12-2803232,13-2803181,14-2803254,15-2803258,16-2803263,17-2806495,18-2802802,19-2802790,20-2802606,21-2802764,22-2802635,23-2802730,24-2802727,25-2802734,26-2802756,27-2802782,28-2802819,29-2802852,30-2802888,31-2802912,32-2802949,33-2802975,34-2802981,35-2802624,36-2802989,37-2802993,38-2802969,39-2802615,40-2802952,41-2802918,42-2802864,43-2802824,44-2802618,45-2802828,46-2802193,47-2802196,48-2802200,49-2802204,50-2805533,51-2802218,52-2805976,53-2802233,54-2802254,55-2802261,56-2802258,57-2802252,58-2802249,59-2802368,60-2802440,61-2802421,62-2802409,63-2802413,64-2802417,65-2802424,66-2802416,67-2802411,68-2802427,69-2802444,70-2802457,71-2802486,72-2802503,73-2802521,74-2802531,75-2802534,76-2802546,77-2802562,78-2802571,79-2802576,80-2802585,81-2802374,82-2802588
1-2805726,0,0.327373,0.6277280000000001,1.0797130000000001,1.580489,2.1029590000000002,2.625897,3.428043,3.6896060000000004,3.8833440000000006,4.285744,4.719651,5.124851,5.456147,5.8188699999999995,6.132866,6.487169,6.774266,7.139161,7.492512,7.715745999999999,8.335519,8.834418,9.289432999999999,9.709195,10.033681999999999,10.524605999999999,10.885755999999999,11.113513999999999,11.459371999999998,11.718528,12.003419999999998,12.247087999999998,12.545769999999997,12.807626999999997,13.200563999999996,13.499066999999997,13.850923999999997,14.120793999999997,14.292659999999996,14.837310999999996,15.657192999999996,15.908114999999995,16.260075999999994,16.525172999999995,17.654524999999996,18.444518999999996,18.836260999999997,18.967427999999998,19.307146999999997,19.683059999999998,20.098028,20.604599,21.000264,21.216636,21.649333000000002,22.084606,22.648484,22.915296,23.134688,23.500441000000002,23.801596000000004,24.035694000000003,24.368600000000004,25.155204000000005,25.462780000000006,25.838851000000005,26.443838000000007,26.848421000000005,27.239069000000004,27.791566000000003,27.999065,28.263404,28.541320000000002,28.837997,29.324096,29.64787,29.941378,30.219654000000002,30.646615,30.854829000000002,31.639212
2-2805739,,0,0.30035500000000004,0.75234,1.253116,1.7755859999999999,2.298524,3.10067,3.362233,3.555971,3.958371,4.392278,4.797478,5.128774,5.491497,5.805493,6.159796,6.446893,6.811788,7.165139,7.388373,8.008146,8.507045,8.96206,9.381822,9.706309,10.197232999999999,10.558383,10.786140999999999,11.131998999999999,11.391155,11.676046999999999,11.919714999999998,12.218396999999998,12.480253999999999,12.873190999999998,13.171693999999999,13.523551,13.793420999999999,13.965286999999998,14.509937999999998,15.329819999999998,15.580741999999997,15.932702999999997,16.197799999999997,17.327151999999998,18.117145999999998,18.508888,18.640055,18.979774,19.355687,19.770654999999998,20.277226,20.672891,20.889263,21.32196,21.757233,22.321111,22.587923,22.807315,23.173068,23.474223000000002,23.708321,24.041227000000003,24.827831000000003,25.135407000000004,25.511478000000004,26.116465000000005,26.521048000000004,26.911696000000003,27.464193,27.671692,27.936031,28.213947,28.510624,28.996723,29.320497,29.614005,29.892281,30.319242,30.527456,31.311839
3-2800372,,,0,0.451985,0.952761,1.475231,1.9981689999999999,2.800315,3.061878,3.2556160000000003,3.6580160000000004,4.091923,4.497123,4.828419,5.191142,5.5051380000000005,5.859441,6.1465380000000005,6.511433,6.864784,7.088018,7.707791,8.20669,8.661705,9.081467,9.405954,9.896878,10.258028,10.485786,10.831643999999999,11.0908,11.375691999999999,11.619359999999999,11.918041999999998,12.179898999999999,12.572835999999999,12.871338999999999,13.223196,13.493065999999999,13.664931999999999,14.209582999999999,15.029464999999998,15.280386999999997,15.632347999999997,15.897444999999998,17.026797,17.816791,18.208533,18.3397,18.679419,19.055332,19.4703,19.976871000000003,20.372536000000004,20.588908000000004,21.021605000000005,21.456878000000003,22.020756000000002,22.287568000000004,22.506960000000003,22.872713000000005,23.173868000000006,23.407966000000005,23.740872000000007,24.527476000000007,24.835052000000008,25.211123000000008,25.81611000000001,26.220693000000008,26.611341000000007,27.163838000000005,27.371337000000004,27.635676000000004,27.913592000000005,28.210269000000004,28.696368000000003,29.020142000000003,29.313650000000003,29.591926000000004,30.018887000000003,30.227101000000005,31.011484000000003
4-2800317,,,,0,0.500776,1.0232459999999999,1.5461839999999998,2.34833,2.6098929999999996,2.8036309999999998,3.206031,3.639938,4.045138,4.376434,4.739157,5.053153,5.407456,5.694553,6.059448,6.412799,6.636032999999999,7.255806,7.7547049999999995,8.209719999999999,8.629482,8.953968999999999,9.444892999999999,9.806042999999999,10.033800999999999,10.379658999999998,10.638815,10.923706999999999,11.167374999999998,11.466056999999998,11.727913999999998,12.120850999999998,12.419353999999998,12.771211,13.041080999999998,13.212946999999998,13.757597999999998,14.577479999999998,14.828401999999997,15.180362999999996,15.445459999999997,16.574811999999998,17.364805999999998,17.756548,17.887715,18.227434,18.603347,19.018315,19.524886000000002,19.920551000000003,20.136923000000003,20.569620000000004,21.004893000000003,21.568771,21.835583000000003,22.054975000000002,22.420728000000004,22.721883000000005,22.955981000000005,23.288887000000006,24.075491000000007,24.383067000000008,24.759138000000007,25.36412500000001,25.768708000000007,26.159356000000006,26.711853000000005,26.919352000000003,27.183691000000003,27.461607000000004,27.758284000000003,28.244383000000003,28.568157000000003,28.861665000000002,29.139941000000004,29.566902000000002,29.775116000000004,30.559499000000002
5-2804990,,,,,0,0.52247,1.0454080000000001,1.8475540000000001,2.1091170000000004,2.3028550000000005,2.7052550000000006,3.1391620000000007,3.5443620000000005,3.8756580000000005,4.238381,4.552377000000001,4.906680000000001,5.193777000000001,5.5586720000000005,5.9120230000000005,6.135257,6.75503,7.253928999999999,7.708943999999999,8.128706,8.453192999999999,8.944116999999999,9.305266999999999,9.533024999999999,9.878882999999998,10.138039,10.422930999999998,10.666598999999998,10.965280999999997,11.227137999999997,11.620074999999996,11.918577999999997,12.270434999999997,12.540304999999996,12.712170999999996,13.256821999999996,14.076703999999996,14.327625999999995,14.679586999999994,14.944683999999995,16.074035999999996,16.864029999999996,17.255771999999997,17.386938999999998,17.726657999999997,18.102570999999998,18.517539,19.02411,19.419775,19.636147,20.068844000000002,20.504117,21.067995,21.334807,21.554199,21.919952000000002,22.221107000000003,22.455205000000003,22.788111000000004,23.574715000000005,23.882291000000006,24.258362000000005,24.863349000000007,25.267932000000005,25.658580000000004,26.211077000000003,26.418576,26.682915,26.960831000000002,27.257508,27.743607,28.067381,28.360889,28.639165000000002,29.066126,29.274340000000002,30.058723
6-2807301,,,,,,0,0.522938,1.325084,1.586647,1.7803849999999999,2.182785,2.616692,3.0218920000000002,3.3531880000000003,3.715911,4.029907000000001,4.38421,4.6713070000000005,5.036202,5.389553,5.612787,6.232559999999999,6.731458999999999,7.186473999999999,7.606235999999999,7.930722999999999,8.421646999999998,8.782796999999999,9.010554999999998,9.356412999999998,9.615568999999999,9.900460999999998,10.144128999999998,10.442810999999997,10.704667999999998,11.097604999999998,11.396107999999998,11.747964999999999,12.017834999999998,12.189700999999998,12.734351999999998,13.554233999999997,13.805155999999997,14.157116999999996,14.422213999999997,15.551565999999998,16.341559999999998,16.733302,16.864469,17.204188,17.580101,17.995069,18.501640000000002,18.897305000000003,19.113677000000003,19.546374000000004,19.981647000000002,20.545525,20.812337000000003,21.031729000000002,21.397482000000004,21.698637000000005,21.932735000000005,22.265641000000006,23.052245000000006,23.359821000000007,23.735892000000007,24.340879000000008,24.745462000000007,25.136110000000006,25.688607000000005,25.896106000000003,26.160445000000003,26.438361000000004,26.735038000000003,27.221137000000002,27.544911000000003,27.838419000000002,28.116695000000004,28.543656000000002,28.751870000000004,29.536253000000002
7-2803514,,,,,,,0,0.802146,1.063709,1.257447,1.659847,2.093754,2.4989540000000003,2.8302500000000004,3.1929730000000003,3.5069690000000002,3.8612720000000005,4.148369000000001,4.513264,4.866615,5.089849,5.7096219999999995,6.208520999999999,6.663535999999999,7.083297999999999,7.407784999999999,7.898708999999998,8.259858999999999,8.487616999999998,8.833474999999998,9.092630999999999,9.377522999999998,9.621190999999998,9.919872999999997,10.181729999999998,10.574666999999998,10.873169999999998,11.225026999999999,11.494896999999998,11.666762999999998,12.211413999999998,13.031295999999998,13.282217999999997,13.634178999999996,13.899275999999997,15.028627999999998,15.818621999999998,16.210364,16.341531,16.68125,17.057163,17.472130999999997,17.978702,18.374367,18.590739,19.023436,19.458709,20.022586999999998,20.289399,20.508791,20.874544,21.175699,21.409797,21.742703000000002,22.529307000000003,22.836883000000004,23.212954000000003,23.817941000000005,24.222524000000003,24.613172000000002,25.165669,25.373168,25.637507,25.915423,26.2121,26.698199,27.021973,27.315481,27.593757,28.020718,28.228932,29.013315
8-2803093,,,,,,,,0,0.261563,0.455301,0.857701,1.291608,1.696808,2.028104,2.390827,2.7048229999999998,3.059126,3.346223,3.711118,4.064469,4.287703,4.907475999999999,5.406374999999999,5.861389999999998,6.281151999999999,6.605638999999998,7.096562999999998,7.457712999999998,7.685470999999998,8.031328999999998,8.290484999999999,8.575376999999998,8.819044999999997,9.117726999999997,9.379583999999998,9.772520999999998,10.071023999999998,10.422880999999999,10.692750999999998,10.864616999999997,11.409267999999997,12.229149999999997,12.480071999999996,12.832032999999996,13.097129999999996,14.226481999999997,15.016475999999997,15.408217999999998,15.539384999999998,15.879103999999998,16.255017,16.669984999999997,17.176555999999998,17.572221,17.788593,18.22129,18.656563,19.220440999999997,19.487253,19.706644999999998,20.072398,20.373553,20.607651,20.940557000000002,21.727161000000002,22.034737000000003,22.410808000000003,23.015795000000004,23.420378000000003,23.811026000000002,24.363523,24.571022,24.835361,25.113277,25.409954,25.896053,26.219827,26.513334999999998,26.791611,27.218571999999998,27.426786,28.211168999999998
9-2803107,,,,,,,,,0,0.19373800000000002,0.5961380000000001,1.030045,1.435245,1.7665410000000001,2.129264,2.44326,2.7975630000000002,3.0846600000000004,3.449555,3.802906,4.02614,4.645913,5.144812,5.599826999999999,6.019589,6.344075999999999,6.834999999999999,7.196149999999999,7.423907999999999,7.769765999999999,8.028922,8.313813999999999,8.557481999999998,8.856163999999998,9.118020999999999,9.510957999999999,9.809460999999999,10.161318,10.431187999999999,10.603053999999998,11.147704999999998,11.967586999999998,12.218508999999997,12.570469999999997,12.835566999999998,13.964918999999998,14.754912999999998,15.146654999999999,15.277821999999999,15.617541,15.993454,16.408422,16.914993000000003,17.310658000000004,17.527030000000003,17.959727000000004,18.395000000000003,18.958878000000002,19.225690000000004,19.445082000000003,19.810835000000004,20.111990000000006,20.346088000000005,20.678994000000007,21.465598000000007,21.773174000000008,22.149245000000008,22.75423200000001,23.158815000000008,23.549463000000006,24.101960000000005,24.309459000000004,24.573798000000004,24.851714000000005,25.148391000000004,25.634490000000003,25.958264000000003,26.251772000000003,26.530048000000004,26.957009000000003,27.165223000000005,27.949606000000003
10-2803121,,,,,,,,,,0,0.4024,0.8363069999999999,1.241507,1.572803,1.9355259999999999,2.249522,2.6038249999999996,2.8909219999999998,3.2558169999999995,3.6091679999999995,3.8324019999999996,4.4521749999999995,4.951073999999999,5.406089,5.825851,6.150338,6.641261999999999,7.002412,7.230169999999999,7.576027999999999,7.835183999999999,8.120076,8.363743999999999,8.662425999999998,8.924282999999999,9.317219999999999,9.615723,9.96758,10.237449999999999,10.409315999999999,10.953966999999999,11.773848999999998,12.024770999999998,12.376731999999997,12.641828999999998,13.771180999999999,14.561174999999999,14.952917,15.084083999999999,15.423803,15.799716,16.214684,16.721255,17.11692,17.333292,17.765989,18.201262,18.76514,19.031952,19.251344,19.617097,19.918252000000003,20.152350000000002,20.485256000000003,21.271860000000004,21.579436000000005,21.955507000000004,22.560494000000006,22.965077000000004,23.355725000000003,23.908222000000002,24.115721,24.38006,24.657976,24.954653,25.440752,25.764526,26.058034,26.33631,26.763271,26.971485,27.755868
