순번_정류장ID,27-2803394,28-2805673,29-2803403,30-2805014,31-2807528,32-2800108,33-2807508,34-2807498,35-2807501,36-2807560,37-2807559,38-2807555,39-2807278,40-2807516,41-2807541,42-2807545,43-2807552,44-2805030,45-2806669,46-2803663,47-2802587,48-2802572,49-2802561,50-2802550,51-2802367,52-2802371
27-2803394,0,1.526874,3.18879,4.4618389999999994,6.474907,8.278572,10.324773,11.990646,14.629757999999999,17.927941999999998,26.768366,29.189464,32.788167,35.51644,39.542611,41.615768,48.246458000000004,48.628191,49.404205000000005,51.183193,52.147380000000005,52.475261,52.674195000000005,53.093707,54.790899,54.992503000000006
28-2805673,,0,1.661916,2.934965,4.948033000000001,6.751698000000001,8.797899000000001,10.463772,13.102884,16.401068,25.241492,27.66259,31.261293000000002,33.989566,38.015737,40.088894,46.719584000000005,47.101317,47.877331,49.656318999999996,50.620506,50.948387,51.147321,51.566832999999995,53.264025,53.465629
29-2803403,,,0,1.2730489999999999,3.286117,5.089782,7.1359829999999995,8.801855999999999,11.440967999999998,14.739151999999997,23.579575999999996,26.000673999999997,29.599376999999997,32.32765,36.353820999999996,38.426978,45.057668,45.439401,46.21541499999999,47.99440299999999,48.958589999999994,49.28647099999999,49.48540499999999,49.90491699999999,51.60210899999999,51.803712999999995
30-2805014,,,,0,2.013068,3.816733,5.862934,7.5288070000000005,10.167919000000001,13.466103,22.306527000000003,24.727625000000003,28.326328000000004,31.054601000000005,35.080772,37.153929000000005,43.784619000000006,44.166352,44.94236600000001,46.721354000000005,47.68554100000001,48.013422000000006,48.21235600000001,48.631868000000004,50.329060000000005,50.53066400000001
31-2807528,,,,,0,1.803665,3.849866,5.515739,8.154851,11.453035,20.293459,22.714557,26.31326,29.041533,33.067704,35.140861,41.771551,42.153284,42.929298,44.708286,45.672473000000004,46.000354,46.199288,46.6188,48.315992,48.517596000000005
32-2800108,,,,,,0,2.046201,3.712074,6.351186,9.64937,18.489794,20.910892,24.509595,27.237868000000002,31.264039000000004,33.337196000000006,39.96788600000001,40.349619000000004,41.12563300000001,42.904621000000006,43.86880800000001,44.196689000000006,44.39562300000001,44.815135000000005,46.512327000000006,46.71393100000001
33-2807508,,,,,,,0,1.665873,4.304985,7.603168999999999,16.443593,18.864691,22.463394,25.191667000000002,29.217838,31.290995000000002,37.921685000000004,38.303418,39.079432,40.858419999999995,41.822607,42.150487999999996,42.349422,42.768933999999994,44.466125999999996,44.66773
34-2807498,,,,,,,,0,2.639112,5.937296,14.77772,17.198818,20.797521,23.525794,27.551965000000003,29.625122000000005,36.255812000000006,36.637545,37.41355900000001,39.192547000000005,40.15673400000001,40.484615000000005,40.683549000000006,41.103061000000004,42.800253000000005,43.00185700000001
35-2807501,,,,,,,,,0,3.2981839999999996,12.138608,14.559705999999998,18.158409,20.886682,24.912853,26.98601,33.6167,33.998433,34.774446999999995,36.55343499999999,37.517621999999996,37.845502999999994,38.044436999999995,38.46394899999999,40.16114099999999,40.362745
36-2807560,,,,,,,,,,0,8.840424,11.261522,14.860225,17.588498,21.614669,23.687826,30.318516000000002,30.700249000000003,31.476263000000003,33.255251,34.219438000000004,34.547319,34.746253,35.165765,36.862957,37.064561000000005
37-2807559,,,,,,,,,,,0,2.4210979999999998,6.019800999999999,8.748073999999999,12.774244999999999,14.847401999999999,21.478091999999997,21.859824999999997,22.635838999999997,24.414826999999995,25.379013999999994,25.706894999999996,25.905828999999997,26.325340999999998,28.022533,28.224137
38-2807555,,,,,,,,,,,,0,3.598703,6.326976,10.353147,12.426304,19.056994,19.438727,20.214741,21.993729000000002,22.957916,23.285797000000002,23.484731000000004,23.904243000000005,25.601435000000006,25.803039000000005
39-2807278,,,,,,,,,,,,,0,2.728273,6.7544439999999994,8.827601,15.458291,15.840024,16.616038,18.395026,19.359213,19.687094000000002,19.886028000000003,20.305540000000004,22.002732000000005,22.204336000000005
40-2807516,,,,,,,,,,,,,,0,4.026171,6.099328,12.730018,13.111751,13.887765,15.666753,16.63094,16.958821,17.157755,17.577267000000003,19.274459000000004,19.476063000000003
41-2807541,,,,,,,,,,,,,,,0,2.073157,8.703847,9.08558,9.861594,11.640582,12.604769000000001,12.93265,13.131584,13.551096,15.248287999999999,15.449891999999998
42-2807545,,,,,,,,,,,,,,,,0,6.6306899999999995,7.012422999999999,7.788436999999999,9.567425,10.531612,10.859493,11.058427,11.477939,13.175130999999999,13.376734999999998
43-2807552,,,,,,,,,,,,,,,,,0,0.381733,1.157747,2.936735,3.9009220000000004,4.228803,4.4277370000000005,4.847249000000001,6.544441000000001,6.7460450000000005
44-2805030,,,,,,,,,,,,,,,,,,0,0.776014,2.555002,3.519189,3.84707,4.046004,4.465516,6.162708,6.364312
45-2806669,,,,,,,,,,,,,,,,,,,0,1.778988,2.743175,3.071056,3.26999,3.689502,5.386694,5.588298
46-2803663,,,,,,,,,,,,,,,,,,,,0,0.9641870000000001,1.292068,1.491002,1.910514,3.607706,3.80931
47-2802587,,,,,,,,,,,,,,,,,,,,,0,0.327881,0.526815,0.946327,2.643519,2.845123
48-2802572,,,,,,,,,,,,,,,,,,,,,,0,0.198934,0.618446,2.315638,2.517242
49-2802561,,,,,,,,,,,,,,,,,,,,,,,0,0.419512,2.116704,2.318308
50-2802550,,,,,,,,,,,,,,,,,,,,,,,,0,1.6971919999999998,1.898796
51-2802367,,,,,,,,,,,,,,,,,,,,,,,,,0,0.201604
52-2802371,,,,,,,,,,,,,,,,,,,,,,,,,,0
