순번_정류장ID,1-2802586,2-2802584,3-2802575,4-2802567,5-2802557,6-2802554,7-2802559,8-2802568,9-2802551,10-2802538,11-2802375,12-2802507,13-2802428,14-2803019,15-2802965,16-2802959,17-2802964,18-2802971,19-2802975,20-2802981,21-2802624,22-2802636,23-2802955,24-2802936,25-2802918,26-2802864,27-2802824,28-2802618,29-2802169,30-2802154,31-2801846,32-2802103,33-2802052,34-2801847,35-2801990,36-2801943,37-2801919,38-2801914,39-2801751,40-2801746,41-2801185,42-2801687,43-2801184,44-2801665,45-2801604,46-2801564,47-2801619
1-2802586,0,0.22202,0.451796,0.781122,1.237298,1.555325,1.977267,2.66819,3.308274,4.132577,4.433209000000001,4.616901,5.61561,6.616617,7.060669,7.563292,7.9635549999999995,8.471992,8.700757,8.999438999999999,9.261295999999998,9.562661999999998,10.322362999999998,10.576734999999998,10.922479999999997,11.742361999999996,11.993283999999996,12.345244999999995,12.963727999999994,13.364445999999994,13.787262999999994,14.088673999999994,14.560491999999995,14.834951999999994,15.130818999999994,15.786484999999994,16.322621999999992,16.56236299999999,17.04252199999999,17.38479899999999,18.03832399999999,18.43020399999999,18.90156799999999,19.16925199999999,19.81420199999999,20.08066699999999,21.029589999999992
2-2802584,,0,0.229776,0.559102,1.015278,1.333305,1.755247,2.44617,3.086254,3.910557,4.211189,4.394881,5.39359,6.394596999999999,6.838648999999999,7.341271999999999,7.741534999999999,8.249972,8.478736999999999,8.777418999999998,9.039275999999997,9.340641999999997,10.100342999999997,10.354714999999997,10.700459999999996,11.520341999999996,11.771263999999995,12.123224999999994,12.741707999999994,13.142425999999993,13.565242999999994,13.866653999999993,14.338471999999994,14.612931999999994,14.908798999999993,15.564464999999993,16.10060199999999,16.34034299999999,16.82050199999999,17.16277899999999,17.816303999999988,18.20818399999999,18.67954799999999,18.94723199999999,19.59218199999999,19.85864699999999,20.80756999999999
3-2802575,,,0,0.329326,0.785502,1.103529,1.525471,2.216394,2.856478,3.680781,3.981413,4.165105,5.1638139999999995,6.164821,6.608873,7.111496,7.511759,8.020196,8.248961,8.547642999999999,8.8095,9.110866,9.870567,10.124939,10.470683999999999,11.290565999999998,11.541487999999998,11.893448999999997,12.511931999999996,12.912649999999996,13.335466999999996,13.636877999999996,14.108695999999997,14.383155999999996,14.679022999999995,15.334688999999996,15.870825999999996,16.110566999999996,16.590725999999997,16.933002999999996,17.586527999999994,17.978407999999995,18.449771999999996,18.717455999999995,19.362405999999996,19.628870999999997,20.577793999999997
4-2802567,,,,0,0.456176,0.774203,1.196145,1.887068,2.527152,3.351455,3.652087,3.835779,4.834488,5.835495,6.279547,6.78217,7.182433,7.690869999999999,7.9196349999999995,8.218316999999999,8.480173999999998,8.781539999999998,9.541240999999998,9.795612999999998,10.141357999999997,10.961239999999997,11.212161999999996,11.564122999999995,12.182605999999994,12.583323999999994,13.006140999999994,13.307551999999994,13.779369999999995,14.053829999999994,14.349696999999994,15.005362999999994,15.541499999999994,15.781240999999994,16.261399999999995,16.603676999999994,17.257201999999992,17.649081999999993,18.120445999999994,18.388129999999993,19.033079999999995,19.299544999999995,20.248467999999995
5-2802557,,,,,0,0.318027,0.739969,1.430892,2.070976,2.895279,3.1959109999999997,3.379603,4.378312,5.379319000000001,5.823371000000001,6.325994000000001,6.726257,7.234694,7.463459,7.762141000000001,8.023998,8.325364,9.085065,9.339437,9.685182000000001,10.505064,10.755986,11.107947,11.726429999999999,12.127147999999998,12.549964999999998,12.851375999999998,13.323193999999999,13.597653999999999,13.893520999999998,14.549186999999998,15.085323999999998,15.325064999999999,15.805223999999999,16.147501,16.801025999999997,17.192905999999997,17.66427,17.931953999999998,18.576904,18.843369,19.792292
6-2802554,,,,,,0,0.421942,1.112865,1.752949,2.577252,2.877884,3.061576,4.060285,5.061292,5.505344,6.007967,6.40823,6.9166669999999995,7.145432,7.444114,7.705971,8.007337,8.767038,9.02141,9.367155,10.187037,10.437959,10.789919999999999,11.408402999999998,11.809120999999998,12.231937999999998,12.533348999999998,13.005166999999998,13.279626999999998,13.575493999999997,14.231159999999997,14.767296999999997,15.007037999999998,15.487196999999998,15.829473999999998,16.482998999999996,16.874878999999996,17.346242999999998,17.613926999999997,18.258877,18.525342,19.474265
7-2802559,,,,,,,0,0.690923,1.331007,2.15531,2.4559420000000003,2.6396340000000005,3.6383430000000008,4.63935,5.083402,5.586025,5.986288,6.494725,6.72349,7.022172,7.284029,7.585395,8.345096,8.599468,8.945212999999999,9.765094999999999,10.016016999999998,10.367977999999997,10.986460999999997,11.387178999999996,11.809995999999996,12.111406999999996,12.583224999999997,12.857684999999996,13.153551999999996,13.809217999999996,14.345354999999996,14.585095999999997,15.065254999999997,15.407531999999996,16.061056999999995,16.452936999999995,16.924300999999996,17.191984999999995,17.836934999999997,18.103399999999997,19.052322999999998
8-2802568,,,,,,,,0,0.640084,1.464387,1.7650190000000001,1.948711,2.94742,3.948427,4.392479,4.895102,5.295364999999999,5.803801999999999,6.032566999999999,6.331249,6.593106,6.8944719999999995,7.654172999999999,7.908544999999999,8.25429,9.074171999999999,9.325093999999998,9.677054999999998,10.295537999999997,10.696255999999996,11.119072999999997,11.420483999999997,11.892301999999997,12.166761999999997,12.462628999999996,13.118294999999996,13.654431999999996,13.894172999999997,14.374331999999997,14.716608999999996,15.370133999999997,15.762013999999997,16.233378,16.501061999999997,17.146012,17.412477,18.3614
9-2802551,,,,,,,,,0,0.8243030000000001,1.1249350000000002,1.3086270000000002,2.3073360000000003,3.3083430000000003,3.7523950000000004,4.255018000000001,4.6552810000000004,5.163718,5.392483,5.691165000000001,5.953022000000001,6.2543880000000005,7.014089,7.268461,7.614206,8.434088000000001,8.68501,9.036971,9.655453999999999,10.056171999999998,10.478988999999999,10.780399999999998,11.252218,11.526677999999999,11.822544999999998,12.478210999999998,13.014347999999998,13.254088999999999,13.734248,14.076524999999998,14.730049999999999,15.121929999999999,15.593293999999998,15.860978,16.505928,16.772393,17.721316
10-2802538,,,,,,,,,,0,0.300632,0.484324,1.483033,2.4840400000000002,2.9280920000000004,3.430715,3.830978,4.339415,4.56818,4.866862,5.128719,5.430085,6.189786,6.444158,6.789903,7.609785,7.860707,8.212667999999999,8.831150999999998,9.231868999999998,9.654685999999998,9.956096999999998,10.427914999999999,10.702374999999998,10.998241999999998,11.653907999999998,12.190044999999998,12.429785999999998,12.909944999999999,13.252221999999998,13.905746999999998,14.297626999999999,14.768990999999998,15.036674999999999,15.681624999999999,15.948089999999999,16.897012999999998
