순번_정류장ID,1-2803261,2-2806613,3-2803246,4-2803245,5-2804860,6-2803247,7-2803235,8-2803238,9-2803228,10-2803224,11-2803220,12-2803218,13-2803232,14-2803181,15-2803254,16-2803258,17-2803263,18-2806495,19-2802802,20-2802806,21-2802840,22-2802849,23-2802836,24-2802837,25-2802838,26-2802829,27-2802814,28-2802801,29-2802791,30-2802784,31-2802775,32-2802164,33-2802159,34-2802153,35-2801846,36-2802103,37-2802052,38-2801847,39-2801990,40-2801943,41-2801919,42-2801914,43-2801174,44-2801722,45-2801703,46-2801681,47-2801666,48-2801633,49-2801192,50-2801612,51-2801576,52-2801549,53-2801520,54-2801485,55-2801450,56-2801424,57-2801411,58-2801401
1-2803261,0,0.225873,0.412016,0.714612,0.914027,1.50059,2.07647,2.43433,2.603364,2.878929,3.194544,3.9219720000000002,4.327172,4.658468,5.021191,5.335187,5.68949,5.976587,6.4280100000000004,6.956507,7.259502,7.748393,8.325488,8.623678,8.954733,9.342694,9.667417,10.214587,10.477971,10.954885,11.243458,11.531155,11.951508,12.588415000000001,12.889826000000001,13.361644000000002,13.636104000000001,13.931971,14.587637,15.123774000000001,15.363515000000001,16.244581,16.615415,16.92069,17.470335,17.832877,18.278334,18.529888,18.931987,19.318476999999998,19.530503999999997,19.817024999999997,20.128033,20.447257999999998,20.962089,21.241339999999997,21.528783999999998,21.791071
2-2806613,,0,0.186143,0.488739,0.6881539999999999,1.2747169999999999,1.850597,2.208457,2.377491,2.653056,2.968671,3.6960990000000002,4.101299,4.432595,4.795318,5.109314,5.463617,5.750714,6.2021370000000005,6.730634,7.033629,7.52252,8.099615,8.397805,8.72886,9.116821,9.441544,9.988714,10.252098,10.729012,11.017585,11.305282,11.725635,12.362542000000001,12.663953000000001,13.135771000000002,13.410231000000001,13.706098,14.361764,14.897901000000001,15.137642000000001,16.018708,16.389542,16.694817,17.244462,17.607004,18.052461,18.304015,18.706114,19.092603999999998,19.304630999999997,19.591151999999997,19.90216,20.221384999999998,20.736216,21.015466999999997,21.302910999999998,21.565198
3-2803246,,,0,0.302596,0.502011,1.088574,1.664454,2.022314,2.191348,2.466913,2.782528,3.509956,3.9151559999999996,4.246452,4.609175,4.923171,5.277474,5.564571,6.015994,6.544491,6.847486,7.336377,7.913472,8.211662,8.542717,8.930678,9.255401,9.802571,10.065955,10.542869000000001,10.831442000000001,11.119139,11.539492000000001,12.176399000000002,12.477810000000002,12.949628000000002,13.224088000000002,13.519955000000001,14.175621000000001,14.711758000000001,14.951499000000002,15.832565000000002,16.203399,16.508674000000003,17.058319000000004,17.420861000000006,17.866318000000007,18.117872000000006,18.519971000000005,18.906461000000004,19.118488000000003,19.405009000000003,19.716017000000004,20.035242000000004,20.550073000000005,20.829324000000003,21.116768000000004,21.379055000000005
4-2803245,,,,0,0.199415,0.7859780000000001,1.3618580000000002,1.7197180000000003,1.8887520000000002,2.164317,2.4799320000000002,3.2073600000000004,3.61256,3.9438560000000003,4.306579,4.6205750000000005,4.974878,5.2619750000000005,5.713398000000001,6.241895,6.5448900000000005,7.033781,7.610876,7.909066,8.240121,8.628082000000001,8.952805000000001,9.499975000000001,9.763359000000001,10.240273000000002,10.528846000000001,10.816543000000001,11.236896000000002,11.873803000000002,12.175214000000002,12.647032000000003,12.921492000000002,13.217359000000002,13.873025000000002,14.409162000000002,14.648903000000002,15.529969000000003,15.900803000000003,16.206078000000005,16.755723000000003,17.118265000000005,17.563722000000006,17.815276000000004,18.217375000000004,18.603865000000003,18.815892,19.102413000000002,19.413421000000003,19.732646000000003,20.247477000000003,20.526728000000002,20.814172000000003,21.076459000000003
5-2804860,,,,,0,0.5865630000000001,1.1624430000000001,1.5203030000000002,1.689337,1.9649020000000001,2.280517,3.0079450000000003,3.413145,3.744441,4.107164,4.42116,4.775463,5.06256,5.5139830000000005,6.04248,6.345475,6.834366,7.411461,7.709651,8.040706,8.428667,8.753390000000001,9.30056,9.563944000000001,10.040858000000002,10.329431000000001,10.617128000000001,11.037481000000001,11.674388000000002,11.975799000000002,12.447617000000003,12.722077000000002,13.017944000000002,13.673610000000002,14.209747000000002,14.449488000000002,15.330554000000003,15.701388000000003,16.006663000000003,16.556308,16.918850000000003,17.364307000000004,17.615861000000002,18.017960000000002,18.40445,18.616477,18.902998,19.214006,19.533231,20.048062,20.327313,20.614757,20.877044
6-2803247,,,,,,0,0.5758800000000001,0.93374,1.102774,1.378339,1.693954,2.421382,2.826582,3.157878,3.520601,3.834597,4.1889,4.4759970000000004,4.927420000000001,5.455917,5.7589120000000005,6.247803,6.824898,7.123088,7.454143,7.842104,8.166827,8.713996999999999,8.977381,9.454295,9.742868,10.030565,10.450918,11.087825,11.389236,11.861054000000001,12.135514,12.431381,13.087047,13.623184,13.862925,14.743991000000001,15.114825000000002,15.420100000000001,15.969745000000001,16.332287,16.777744000000002,17.029298,17.431397,17.817887,18.029913999999998,18.316435,18.627443,18.946668,19.461499,19.74075,20.028194,20.290481
7-2803235,,,,,,,0,0.35786,0.526894,0.802459,1.118074,1.845502,2.250702,2.581998,2.944721,3.258717,3.6130199999999997,3.900117,4.35154,4.880037,5.183032,5.671923,6.2490179999999995,6.5472079999999995,6.878263,7.266223999999999,7.590946999999999,8.138117,8.401501,8.878415,9.166988,9.454685,9.875038,10.511945,10.813356,11.285174000000001,11.559634,11.855501,12.511167,13.047304,13.287045,14.168111000000001,14.538945000000002,14.844220000000002,15.393865000000002,15.756407000000001,16.201864,16.453418,16.855517,17.242006999999997,17.454033999999996,17.740554999999997,18.051562999999998,18.370787999999997,18.885619,19.164869999999997,19.452313999999998,19.714601
8-2803238,,,,,,,,0,0.169034,0.44459899999999997,0.760214,1.487642,1.892842,2.224138,2.586861,2.900857,3.25516,3.542257,3.9936800000000003,4.522177,4.825172,5.314063,5.891158,6.189348,6.520403,6.908364,7.233086999999999,7.780256999999999,8.043641,8.520555,8.809128,9.096824999999999,9.517178,10.154085,10.455496,10.927314,11.201774,11.497641,12.153307,12.689444,12.929185,13.810251000000001,14.181085000000001,14.486360000000001,15.036005000000001,15.398547,15.844004,16.095558,16.497657,16.884147,17.096173999999998,17.382695,17.693703,18.012928,18.527759,18.80701,19.094454,19.356741
9-2803228,,,,,,,,,0,0.275565,0.59118,1.318608,1.723808,2.055104,2.417827,2.731823,3.086126,3.3732230000000003,3.8246460000000004,4.353143,4.656138,5.145029,5.722124,6.020314,6.351369,6.73933,7.0640529999999995,7.611222999999999,7.874606999999999,8.351521,8.640094,8.927791,9.348144,9.985051,10.286462,10.758280000000001,11.03274,11.328607,11.984273,12.52041,12.760151,13.641217000000001,14.012051000000001,14.317326000000001,14.866971000000001,15.229513,15.67497,15.926524,16.328623,16.715113,16.927139999999998,17.213661,17.524669,17.843894,18.358725,18.637976,18.92542,19.187707
10-2803224,,,,,,,,,,0,0.31561500000000003,1.043043,1.448243,1.779539,2.142262,2.456258,2.810561,3.097658,3.549081,4.077578,4.380573,4.869464,5.446559,5.744749,6.075804,6.4637649999999995,6.788487999999999,7.335657999999999,7.599041999999999,8.075956,8.364529,8.652225999999999,9.072579,9.709486,10.010897,10.482715,10.757175,11.053042,11.708708,12.244845,12.484586,13.365652,13.736486000000001,14.041761000000001,14.591406000000001,14.953948,15.399405,15.650959,16.053058,16.439548,16.651574999999998,16.938095999999998,17.249104,17.568329,18.08316,18.362410999999998,18.649855,18.912142
11-2803220,,,,,,,,,,,0,0.727428,1.132628,1.463924,1.826647,2.140643,2.4949459999999997,2.782043,3.233466,3.7619629999999997,4.064958,4.553849,5.1309439999999995,5.4291339999999995,5.760189,6.148149999999999,6.472872999999999,7.020042999999999,7.283427,7.7603409999999995,8.048914,8.336611,8.756964,9.393871,9.695282,10.167100000000001,10.44156,10.737427,11.393093,11.92923,12.168971,13.050037000000001,13.420871000000002,13.726146000000002,14.275791000000002,14.638333000000001,15.08379,15.335344000000001,15.737443,16.123933,16.33596,16.622481,16.933489,17.252714,17.767545000000002,18.046796,18.33424,18.596527000000002
12-2803218,,,,,,,,,,,,0,0.4052,0.736496,1.0992190000000002,1.413215,1.7675180000000001,2.054615,2.506038,3.034535,3.33753,3.826421,4.403516,4.701706,5.032761,5.420722,5.745444999999999,6.292615,6.555999,7.032913,7.321486,7.609183,8.029536,8.666443000000001,8.967854,9.439672000000002,9.714132000000001,10.009999,10.665665,11.201802,11.441543000000001,12.322609000000002,12.693443000000002,12.998718000000002,13.548363000000002,13.910905000000001,14.356362,14.607916000000001,15.010015000000001,15.396505000000001,15.608532000000002,15.895053000000003,16.206061000000002,16.525286,17.040117000000002,17.319368,17.606812,17.869099000000002
13-2803232,,,,,,,,,,,,,0,0.331296,0.6940189999999999,1.0080149999999999,1.362318,1.6494149999999999,2.100838,2.629335,2.9323300000000003,3.421221,3.998316,4.296506,4.627561,5.015522,5.3402449999999995,5.887414999999999,6.150798999999999,6.627712999999999,6.9162859999999995,7.203982999999999,7.624336,8.261243,8.562654,9.034472000000001,9.308932,9.604799,10.260465,10.796602,11.036343,11.917409000000001,12.288243000000001,12.593518000000001,13.143163000000001,13.505705,13.951162,14.202716,14.604815,14.991305,15.203332000000001,15.489853000000002,15.800861000000001,16.120086,16.634917,16.914168,17.201612,17.463899
14-2803181,,,,,,,,,,,,,,0,0.362723,0.6767190000000001,1.031022,1.318119,1.769542,2.298039,2.6010340000000003,3.089925,3.66702,3.96521,4.296265,4.684226,5.008948999999999,5.556118999999999,5.819502999999999,6.296416999999999,6.5849899999999995,6.872686999999999,7.2930399999999995,7.929946999999999,8.231358,8.703176000000001,8.977636,9.273503,9.929169,10.465306,10.705047,11.586113000000001,11.956947000000001,12.262222000000001,12.811867000000001,13.174409,13.619866,13.87142,14.273519,14.660009,14.872036000000001,15.158557000000002,15.469565000000001,15.78879,16.303621,16.582872,16.870316,17.132603
