순번_정류장ID,59-2806146,60-2804303,61-2804304,62-2804307,63-2806402,64-2806145,65-2807471,66-2803700,67-2803699,68-2803697,69-2803695,70-2803693,71-2804775,72-2803741,73-2803742,74-2803743,75-2803744,76-2804666,77-2803745,78-2803746,79-2803747,80-2803748,81-2804688,82-2807370,83-2803604,84-2800266,85-2807368,86-2804602,87-2803580,88-2800263,89-2800267,90-2804032
59-2806146,0,0.777883,1.298128,1.6795339999999999,2.260429,2.957175,4.271406,4.727482,5.048812,5.405798,5.833468,6.150937,6.381982,7.179734,8.1977,8.471219999999999,9.041557,9.345778999999999,9.999032999999999,10.475649999999998,11.207464999999997,11.613522999999997,12.046857999999997,12.181790999999997,12.495538999999997,13.169925999999997,13.471072999999997,13.697509999999998,13.846677999999997,14.066688999999997,14.318711999999996,14.957436999999995
60-2804303,,0,0.520245,0.901651,1.482546,2.179292,3.4935229999999997,3.9495989999999996,4.270929,4.627915,5.055585,5.373054,5.604099,6.401851,7.419817,7.693337,8.263674,8.567896,9.22115,9.697766999999999,10.429581999999998,10.835639999999998,11.268974999999998,11.403907999999998,11.717655999999998,12.392042999999997,12.693189999999998,12.919626999999998,13.068794999999998,13.288805999999997,13.540828999999997,14.179553999999996
61-2804304,,,0,0.38140599999999997,0.9623009999999999,1.6590469999999997,2.9732779999999996,3.4293539999999996,3.7506839999999997,4.10767,4.53534,4.852809,5.083854,5.881606,6.899571999999999,7.173091999999999,7.743428999999999,8.047650999999998,8.700904999999999,9.177521999999998,9.909336999999997,10.315394999999997,10.748729999999997,10.883662999999997,11.197410999999997,11.871797999999997,12.172944999999997,12.399381999999997,12.548549999999997,12.768560999999996,13.020583999999996,13.659308999999997
62-2804307,,,,0,0.5808949999999999,1.277641,2.591872,3.047948,3.369278,3.726264,4.153934,4.471403,4.7024479999999995,5.5001999999999995,6.518165999999999,6.791685999999999,7.362022999999999,7.666244999999999,8.319498999999999,8.796115999999998,9.527930999999997,9.933988999999997,10.367323999999996,10.502256999999997,10.816004999999997,11.490391999999996,11.791538999999997,12.017975999999997,12.167143999999997,12.387154999999996,12.639177999999996,13.277902999999995
63-2806402,,,,,0,0.696746,2.010977,2.467053,2.788383,3.145369,3.573039,3.890508,4.1215530000000005,4.9193050000000005,5.937271000000001,6.210791,6.781128000000001,7.085350000000001,7.7386040000000005,8.215221,8.947035999999999,9.353093999999999,9.786428999999998,9.921361999999998,10.235109999999999,10.909496999999998,11.210643999999998,11.437081,11.586248999999999,11.806259999999998,12.058282999999998,12.697007999999997
64-2806145,,,,,,0,1.314231,1.7703069999999999,2.091637,2.448623,2.876293,3.193762,3.424807,4.222559,5.240525,5.514044999999999,6.084382,6.388604,7.0418579999999995,7.518475,8.25029,8.656348,9.089682999999999,9.224616,9.538364,10.212750999999999,10.513898,10.740335,10.889503,11.109513999999999,11.361536999999998,12.000262
65-2807471,,,,,,,0,0.45607600000000004,0.777406,1.134392,1.562062,1.879531,2.110576,2.908328,3.926294,4.199814,4.770151,5.0743730000000005,5.727627,6.204244,6.936059,7.342117,7.775452,7.910385,8.224133,8.89852,9.199667,9.426104,9.575272,9.795283,10.047305999999999,10.686031
66-2803700,,,,,,,,0,0.32133,0.678316,1.1059860000000001,1.4234550000000001,1.6545,2.452252,3.470218,3.743738,4.314075,4.618297,5.2715510000000005,5.748168000000001,6.479983000000001,6.8860410000000005,7.319376,7.454309,7.768057000000001,8.442444,8.743591,8.970028000000001,9.119196,9.339207,9.59123,10.229955
67-2803699,,,,,,,,,0,0.356986,0.784656,1.102125,1.33317,2.130922,3.148888,3.422408,3.9927449999999998,4.2969669999999995,4.950220999999999,5.426837999999999,6.158652999999999,6.564710999999999,6.998045999999999,7.132978999999999,7.446726999999999,8.121113999999999,8.422260999999999,8.648698,8.797865999999999,9.017876999999999,9.269899999999998,9.908624999999997
68-2803697,,,,,,,,,,0,0.42767,0.745139,0.9761839999999999,1.773936,2.791902,3.065422,3.6357589999999997,3.9399809999999995,4.593235,5.069852,5.801667,6.207725,6.6410599999999995,6.775993,7.089741,7.764128,8.065275,8.291712,8.44088,8.660891,8.912913999999999,9.551638999999998
69-2803695,,,,,,,,,,,0,0.317469,0.548514,1.346266,2.364232,2.637752,3.2080889999999997,3.5123109999999995,4.165564999999999,4.642181999999999,5.373996999999999,5.780054999999999,6.213389999999999,6.348322999999999,6.662070999999999,7.3364579999999995,7.637605,7.8640419999999995,8.013209999999999,8.233220999999999,8.485243999999998,9.123968999999999
70-2803693,,,,,,,,,,,,0,0.23104499999999997,1.028797,2.046763,2.320283,2.8906199999999997,3.1948419999999995,3.8480959999999995,4.324712999999999,5.056527999999999,5.462585999999999,5.8959209999999995,6.030854,6.344602,7.018989,7.320136000000001,7.546573,7.695741000000001,7.915752000000001,8.167775,8.8065
71-2804775,,,,,,,,,,,,,0,0.797752,1.815718,2.089238,2.659575,2.9637969999999996,3.6170509999999996,4.093667999999999,4.825482999999999,5.231540999999999,5.664876,5.799809,6.113557,6.787944,7.089091000000001,7.3155280000000005,7.464696000000001,7.684707000000001,7.936730000000002,8.575455000000002
72-2803741,,,,,,,,,,,,,,0,1.017966,1.291486,1.8618229999999998,2.1660449999999996,2.8192989999999996,3.2959159999999996,4.027730999999999,4.433788999999999,4.867123999999999,5.002056999999999,5.315804999999999,5.9901919999999995,6.291339,6.517776,6.666944,6.886955,7.138978000000001,7.777703000000001
73-2803742,,,,,,,,,,,,,,,0,0.27352,0.843857,1.148079,1.801333,2.27795,3.0097650000000002,3.415823,3.849158,3.9840910000000003,4.297839000000001,4.972226000000001,5.273373000000001,5.499810000000001,5.648978000000001,5.868989000000002,6.121012000000002,6.759737000000002
74-2803743,,,,,,,,,,,,,,,,0,0.570337,0.874559,1.527813,2.00443,2.7362450000000003,3.142303,3.575638,3.7105710000000003,4.024319,4.6987060000000005,4.999853000000001,5.2262900000000005,5.375458000000001,5.595469000000001,5.847492000000002,6.486217000000002
75-2803744,,,,,,,,,,,,,,,,,0,0.304222,0.957476,1.434093,2.165908,2.5719659999999998,3.005301,3.140234,3.453982,4.128369,4.4295160000000005,4.655953,4.805121000000001,5.025132000000001,5.277155000000001,5.915880000000001
76-2804666,,,,,,,,,,,,,,,,,,0,0.653254,1.129871,1.8616860000000002,2.267744,2.701079,2.836012,3.14976,3.824147,4.125294,4.351731,4.500899,4.720910000000001,4.972933000000001,5.611658000000001
77-2803745,,,,,,,,,,,,,,,,,,,0,0.476617,1.208432,1.61449,2.047825,2.182758,2.496506,3.170893,3.47204,3.6984769999999996,3.8476449999999995,4.0676559999999995,4.319679,4.958404
