순번_정류장ID,34-2801790,35-2801977,36-2805598,37-2802051,38-2802067,39-2802056,40-2802050,41-2802042,42-2802029,43-2802013,44-2802003,45-2802033,46-2802057,47-2802081,48-2802066,49-2802069,50-2802087,51-2804799,52-2802048,53-2801823,54-2802110,55-2802132,56-2801891,57-2801853,58-2801821,59-2806513,60-2807111,61-2806771,62-2806429,63-2806635,64-2805906,65-2806422,66-2806424,67-2807419,68-2806862,69-2807444
34-2801790,0,0.5229590000000001,0.916884,1.156281,1.614633,1.916264,2.250669,2.5724609999999997,2.8723599999999996,3.337121,3.701214,4.232193,4.375108999999999,4.628786999999999,4.9386209999999995,5.213774,5.520422,5.818888,6.205917,6.712041,7.0403780000000005,7.346576000000001,7.557494000000001,7.760264000000001,7.985274000000001,8.711505,9.00412,9.389823,9.759394,10.334205,11.129354000000001,11.462142000000002,11.793252000000003,12.095721000000003,13.465484000000004,14.198632000000003
35-2801977,,0,0.393925,0.6333219999999999,1.091674,1.393305,1.72771,2.049502,2.349401,2.8141619999999996,3.1782549999999996,3.7092339999999995,3.8521499999999995,4.105828,4.415662,4.690815000000001,4.997463000000001,5.295929000000001,5.682958000000001,6.189082000000001,6.517419000000001,6.823617000000001,7.034535000000002,7.237305000000002,7.462315000000002,8.188546000000002,8.481161000000002,8.866864000000001,9.236435000000002,9.811246000000002,10.606395000000003,10.939183000000003,11.270293000000004,11.572762000000004,12.942525000000003,13.675673000000003
36-2805598,,,0,0.23939699999999997,0.697749,0.9993799999999999,1.333785,1.655577,1.955476,2.420237,2.78433,3.315309,3.458225,3.711903,4.021737,4.29689,4.603538,4.902004000000001,5.289033000000001,5.795157000000001,6.123494000000001,6.429692000000001,6.6406100000000015,6.843380000000002,7.068390000000002,7.794621000000002,8.087236000000003,8.472939000000002,8.842510000000003,9.417321000000003,10.212470000000003,10.545258000000004,10.876368000000005,11.178837000000005,12.548600000000004,13.281748000000004
37-2802051,,,,0,0.45835200000000004,0.7599830000000001,1.0943880000000001,1.4161800000000002,1.7160790000000001,2.18084,2.544933,3.0759119999999998,3.218828,3.4725059999999996,3.7823399999999996,4.057493,4.364141,4.662607,5.0496360000000005,5.55576,5.884097000000001,6.190295000000001,6.401213000000001,6.603983000000001,6.828993000000001,7.555224000000002,7.847839000000001,8.233542000000002,8.603113000000002,9.177924000000003,9.973073000000003,10.305861000000004,10.636971000000004,10.939440000000005,12.309203000000004,13.042351000000004
38-2802067,,,,,0,0.301631,0.636036,0.9578280000000001,1.257727,1.722488,2.086581,2.6175599999999997,2.7604759999999997,3.0141539999999996,3.3239879999999995,3.5991409999999995,3.9057889999999995,4.204255,4.591284,5.097408,5.425745,5.731943,5.942861000000001,6.145631000000001,6.370641000000001,7.096872000000001,7.389487000000001,7.775190000000001,8.144761,8.719572000000001,9.514721000000002,9.847509000000002,10.178619000000003,10.481088000000003,11.850851000000002,12.583999000000002
39-2802056,,,,,,0,0.334405,0.656197,0.9560960000000001,1.420857,1.78495,2.315929,2.458845,2.712523,3.022357,3.29751,3.604158,3.902624,4.2896529999999995,4.795776999999999,5.124114,5.430312,5.64123,5.844,6.0690100000000005,6.795241000000001,7.087856,7.473559000000001,7.84313,8.417941,9.213090000000001,9.545878000000002,9.876988000000003,10.179457000000003,11.549220000000002,12.282368000000002
40-2802050,,,,,,,0,0.321792,0.621691,1.086452,1.450545,1.9815239999999998,2.12444,2.3781179999999997,2.6879519999999997,2.9631049999999997,3.2697529999999997,3.5682189999999996,3.9552479999999997,4.461372,4.789709,5.095907,5.306825000000001,5.509595000000001,5.734605000000001,6.460836000000001,6.753451000000001,7.139154000000001,7.508725000000001,8.083536,8.878685,9.211473000000002,9.542583000000002,9.845052000000003,11.214815000000002,11.947963000000001
41-2802042,,,,,,,,0,0.29989899999999997,0.7646599999999999,1.128753,1.659732,1.802648,2.056326,2.36616,2.641313,2.947961,3.2464269999999997,3.633456,4.13958,4.467917,4.774115,4.9850330000000005,5.187803000000001,5.412813000000001,6.139044000000001,6.431659000000001,6.817362000000001,7.186933000000001,7.761744,8.556893,8.889681000000001,9.220791000000002,9.523260000000002,10.893023000000003,11.626171000000003
42-2802029,,,,,,,,,0,0.464761,0.828854,1.359833,1.5027490000000001,1.7564270000000002,2.0662610000000003,2.3414140000000003,2.6480620000000004,2.9465280000000003,3.3335570000000003,3.8396810000000006,4.168018000000001,4.474216000000001,4.6851340000000015,4.887904000000002,5.112914000000002,5.839145000000002,6.131760000000002,6.517463000000002,6.887034000000002,7.461845000000002,8.256994000000002,8.589782000000003,8.920892000000004,9.223361000000004,10.593124000000003,11.326272000000003
43-2802013,,,,,,,,,,0,0.364093,0.895072,1.037988,1.291666,1.6015,1.876653,2.1833009999999997,2.4817669999999996,2.8687959999999997,3.3749199999999995,3.7032569999999994,4.009454999999999,4.2203729999999995,4.423143,4.648153,5.374384,5.666999,6.052702,6.422273,6.997083999999999,7.7922329999999995,8.125021,8.456131000000001,8.758600000000001,10.128363,10.861511
