순번_정류장ID,28-2803394,29-2805673,30-2803403,31-2805014,32-2807528,33-2800108,34-2807508,35-2807498,36-2807501,37-2807560,38-2807559,39-2807555,40-2807278,41-2807511,42-2807544,43-2807533,44-2807532,45-2807525,46-2802061,47-2802006,48-2806611,49-2801834,50-2802092,51-2802724,52-2802643,53-2802735,54-2802810
28-2803394,0,0.986261,2.513135,4.175051,5.4481,7.461168000000001,9.264833000000001,11.311034000000001,12.976907,15.616019000000001,18.914203,27.754627,30.175725,31.736043,34.815453999999995,37.532838,40.967596,44.788674,47.037269,48.520353,49.498495,50.246531,50.904703999999995,52.357564999999994,53.251636999999995,55.432182,56.914204
29-2805673,,0,1.526874,3.18879,4.4618389999999994,6.474907,8.278572,10.324773,11.990646,14.629757999999999,17.927941999999998,26.768366,29.189464,30.749782,33.829193,36.546577,39.981335,43.802413,46.051008,47.534092,48.512234,49.26027,49.918442999999996,51.371303999999995,52.265375999999996,54.445921,55.927943
30-2803403,,,0,1.661916,2.934965,4.948033000000001,6.751698000000001,8.797899000000001,10.463772,13.102884,16.401068,25.241492,27.66259,29.222908,32.302319,35.019703,38.454461,42.275539,44.524134000000004,46.007218,46.98536,47.733396,48.391569,49.844429999999996,50.738502,52.919047,54.401069
31-2805014,,,,0,1.2730489999999999,3.286117,5.089782,7.1359829999999995,8.801855999999999,11.440967999999998,14.739151999999997,23.579575999999996,26.000673999999997,27.560991999999995,30.640402999999996,33.357786999999995,36.792545,40.613623,42.862218,44.345302,45.323443999999995,46.071479999999994,46.72965299999999,48.18251399999999,49.07658599999999,51.257130999999994,52.739152999999995
32-2807528,,,,,0,2.013068,3.816733,5.862934,7.5288070000000005,10.167919000000001,13.466103,22.306527000000003,24.727625000000003,26.287943000000002,29.367354000000002,32.084738,35.519496000000004,39.340574000000004,41.589169000000005,43.072253,44.050395,44.798431,45.456604,46.909465,47.803537,49.984082,51.466104
33-2800108,,,,,,0,1.803665,3.849866,5.515739,8.154851,11.453035,20.293459,22.714557,24.274874999999998,27.354286,30.071669999999997,33.506428,37.327506,39.576101,41.059185,42.037327,42.785363,43.443535999999995,44.89639699999999,45.790468999999995,47.971014,49.453036
34-2807508,,,,,,,0,2.046201,3.712074,6.351186,9.64937,18.489794,20.910892,22.47121,25.550621,28.268005,31.702762999999997,35.523841,37.772436,39.25552,40.233661999999995,40.981697999999994,41.63987099999999,43.09273199999999,43.98680399999999,46.167348999999994,47.649370999999995
35-2807498,,,,,,,,0,1.665873,4.304985,7.603168999999999,16.443593,18.864691,20.425009,23.50442,26.221804,29.656561999999997,33.477639999999994,35.726234999999996,37.209318999999994,38.18746099999999,38.93549699999999,39.59366999999999,41.04653099999999,41.94060299999999,44.12114799999999,45.60316999999999
36-2807501,,,,,,,,,0,2.639112,5.937296,14.77772,17.198818,18.759135999999998,21.838547,24.555930999999998,27.990688999999996,31.811766999999996,34.060362,35.543445999999996,36.521587999999994,37.26962399999999,37.92779699999999,39.38065799999999,40.27472999999999,42.45527499999999,43.937296999999994
37-2807560,,,,,,,,,,0,3.2981839999999996,12.138608,14.559705999999998,16.120023999999997,19.199434999999998,21.916818999999997,25.351576999999995,29.172654999999995,31.421249999999993,32.90433399999999,33.88247599999999,34.63051199999999,35.28868499999999,36.741545999999985,37.63561799999999,39.81616299999999,41.29818499999999
38-2807559,,,,,,,,,,,0,8.840424,11.261522,12.82184,15.901251,18.618635,22.053393,25.874471,28.123066,29.606150000000003,30.584292,31.332328,31.990501000000002,33.443362,34.337434,36.517979000000004,38.000001000000005
39-2807555,,,,,,,,,,,,0,2.4210979999999998,3.981416,7.060827,9.778210999999999,13.212969,17.034047,19.282642000000003,20.765726000000004,21.743868000000003,22.491904,23.150077000000003,24.602938,25.497010000000003,27.677555,29.159577000000002
40-2807278,,,,,,,,,,,,,0,1.560318,4.639729,7.357113,10.791871,14.612949,16.861544000000002,18.344628000000004,19.322770000000002,20.070806,20.728979000000002,22.18184,23.075912000000002,25.256457,26.738479
41-2807511,,,,,,,,,,,,,,0,3.079411,5.7967949999999995,9.231553,13.052631,15.301226,16.78431,17.762452,18.510488,19.168661,20.621522,21.515594,23.696139,25.178161
42-2807544,,,,,,,,,,,,,,,0,2.717384,6.1521419999999996,9.97322,12.221815,13.704899,14.683041,15.431076999999998,16.08925,17.542111,18.436183,20.616728,22.09875
43-2807533,,,,,,,,,,,,,,,,0,3.434758,7.255836,9.504431,10.987515,11.965657,12.713693,13.371865999999999,14.824727,15.718798999999999,17.899344,19.381366
44-2807532,,,,,,,,,,,,,,,,,0,3.821078,6.069673,7.552757,8.530899,9.278935,9.937108,11.389969,12.284041,14.464586,15.946608000000001
45-2807525,,,,,,,,,,,,,,,,,,0,2.248595,3.7316789999999997,4.709821,5.457857,6.116029999999999,7.568890999999999,8.462962999999998,10.643507999999999,12.12553
46-2802061,,,,,,,,,,,,,,,,,,,0,1.483084,2.461226,3.209262,3.867435,5.320296,6.214368,8.394913,9.876935000000001
47-2802006,,,,,,,,,,,,,,,,,,,,0,0.978142,1.726178,2.384351,3.837212,4.7312840000000005,6.911829000000001,8.393851000000002
