순번_정류장ID,1-2804781,2-2807476,3-2807474,4-2803647,5-2803761,6-2803754,7-2806490,8-2803755,9-2803756,10-2806627,11-2806558,12-2805186,13-2805187,14-2805516,15-2805470,16-2806564,17-2806802,18-2803678,19-2803679,20-2803155,21-2805705
1-2804781,0,1.7346150000000002,2.3968620000000005,2.9291090000000004,3.995108,4.600646,4.980632,5.384597,5.746152,6.573584,6.973965000000001,7.190632000000001,7.638351000000001,8.223608,8.693047,9.027686,9.299717999999999,9.701291,9.989218,10.462015999999998,11.330198
2-2807476,,0,0.662247,1.1944940000000002,2.2604930000000003,2.8660310000000004,3.2460170000000006,3.6499820000000005,4.011537000000001,4.8389690000000005,5.239350000000001,5.456017000000001,5.903736000000001,6.488993000000001,6.958432000000001,7.293071000000001,7.5651030000000015,7.966676000000001,8.254603000000001,8.727401,9.595583000000001
3-2807474,,,0,0.532247,1.598246,2.203784,2.5837700000000003,2.9877350000000003,3.3492900000000003,4.176722,4.577103,4.79377,5.2414890000000005,5.826746,6.296185,6.6308240000000005,6.902856000000001,7.304429000000001,7.5923560000000005,8.065154,8.933336
4-2803647,,,,0,1.065999,1.6715369999999998,2.051523,2.455488,2.817043,3.644475,4.044856,4.261523,4.709242000000001,5.294499,5.7639380000000005,6.098577000000001,6.370609000000001,6.772182000000001,7.060109000000001,7.532907000000001,8.401089
5-2803761,,,,,0,0.605538,0.9855240000000001,1.3894890000000002,1.7510440000000003,2.578476,2.978857,3.1955240000000003,3.643243,4.2285,4.697939000000001,5.032578000000001,5.304610000000001,5.706183000000001,5.994110000000001,6.466908000000001,7.335090000000001
6-2803754,,,,,,0,0.379986,0.7839510000000001,1.1455060000000001,1.972938,2.373319,2.589986,3.037705,3.622962,4.092401,4.42704,4.699072,5.100645,5.388572,5.86137,6.729552
7-2806490,,,,,,,0,0.403965,0.76552,1.592952,1.9933329999999998,2.21,2.657719,3.242976,3.712415,4.047054,4.319086,4.720659,5.008586,5.481384,6.349566
8-2803755,,,,,,,,0,0.361555,1.188987,1.589368,1.8060349999999998,2.253754,2.8390109999999997,3.3084499999999997,3.643089,3.9151209999999996,4.316694,4.604621,5.077419,5.945601
9-2803756,,,,,,,,,0,0.827432,1.2278129999999998,1.4444799999999998,1.8921989999999997,2.4774559999999997,2.9468949999999996,3.2815339999999997,3.5535659999999996,3.9551389999999995,4.243066,4.715864,5.584046
10-2806627,,,,,,,,,,0,0.400381,0.617048,1.064767,1.650024,2.119463,2.4541020000000002,2.726134,3.127707,3.415634,3.888432,4.756614
11-2806558,,,,,,,,,,,0,0.216667,0.6643859999999999,1.2496429999999998,1.7190819999999998,2.053721,2.3257529999999997,2.7273259999999997,3.0152529999999995,3.4880509999999996,4.356233
12-2805186,,,,,,,,,,,,0,0.447719,1.032976,1.502415,1.837054,2.109086,2.510659,2.798586,3.271384,4.139566
13-2805187,,,,,,,,,,,,,0,0.5852569999999999,1.0546959999999999,1.3893349999999998,1.6613669999999998,2.0629399999999998,2.3508669999999996,2.8236649999999996,3.6918469999999997
14-2805516,,,,,,,,,,,,,,0,0.46943900000000005,0.8040780000000001,1.0761100000000001,1.477683,1.7656100000000001,2.238408,3.10659
15-2805470,,,,,,,,,,,,,,,0,0.33463899999999996,0.606671,1.008244,1.296171,1.7689689999999998,2.637151
16-2806564,,,,,,,,,,,,,,,,0,0.272032,0.673605,0.961532,1.43433,2.302512
17-2806802,,,,,,,,,,,,,,,,,0,0.401573,0.6895,1.1622979999999998,2.03048
18-2803678,,,,,,,,,,,,,,,,,,0,0.287927,0.7607249999999999,1.6289069999999999
19-2803679,,,,,,,,,,,,,,,,,,,0,0.47279799999999994,1.34098
20-2803155,,,,,,,,,,,,,,,,,,,,0,0.868182
21-2805705,,,,,,,,,,,,,,,,,,,,,0
