순번_정류장ID,1-2800269,2-2805488,3-2800272,4-2803582,5-2803603,6-2803602,7-2800274,8-2803847,9-2806301,10-2803848,11-2806298,12-2803849,13-2803851,14-2803852,15-2803854,16-2806296,17-2803605,18-2803855,19-2803856,20-2806231,21-2803857,22-2806293,23-2804201,24-2806291,25-2807291,26-2804203,27-2804206,28-2804332,29-2804208,30-2804210,31-2804212,32-2804579,33-2803703,34-2806885,35-2807292,36-2806887,37-2806889,38-2806892,39-2807121,40-2806979,41-2807407,42-2806980,43-2806981,44-2806982,45-2806983,46-2806984,47-2806985,48-2807003,49-2807294,50-2807295,51-2807411,52-2807002,53-2806989,54-2807000,55-2806992,56-2806993,57-2806995,58-2806997,59-2806998,60-2806999,61-2807296,62-2807412,63-2807297,64-2807298,65-2807125,66-2807126,67-2807128,68-2807130,69-2807132,70-2806962
1-2800269,0,0.41885600000000006,1.3434180000000002,1.7300490000000002,1.970074,2.13424,2.396001,2.785864,3.549917,3.8695570000000004,4.150482,4.6594880000000005,5.250293000000001,5.731132000000001,5.891259000000001,6.225085000000001,6.719396000000001,7.039803000000001,7.477903000000001,7.833264000000002,8.185478000000002,8.721814000000002,8.976198000000002,9.351470000000003,9.542272000000002,9.778519000000003,9.974164000000004,10.519432000000004,11.069991000000003,11.567985000000004,11.902872000000004,12.432939000000005,12.612322000000004,12.812411000000004,13.389547000000004,13.738593000000003,14.320970000000003,14.839403000000003,16.696729,17.300689000000002,18.015808000000003,18.635373000000005,18.951236000000005,19.298569000000004,19.543211000000003,20.071528000000004,20.319532000000006,21.006449000000007,21.879711000000007,22.290366000000006,24.439755000000005,24.902043000000006,25.849283000000007,27.761908000000005,28.269596000000007,28.655054000000007,30.074105000000007,31.494986000000008,31.887733000000008,32.399502000000005,33.308274000000004,33.76306,35.86701600000001,36.27994600000001,36.87416600000001,37.94661800000001,38.504512000000005,39.200376000000006,39.956903000000004,40.41848400000001
2-2805488,,0,0.9245620000000001,1.311193,1.551218,1.715384,1.9771450000000002,2.3670080000000002,3.1310610000000003,3.4507010000000005,3.7316260000000003,4.240632000000001,4.831437000000001,5.312276000000001,5.472403000000001,5.806229000000001,6.300540000000001,6.620947000000001,7.059047000000001,7.414408000000002,7.766622000000002,8.302958000000002,8.557342000000002,8.932614000000003,9.123416000000002,9.359663000000003,9.555308000000004,10.100576000000004,10.651135000000004,11.149129000000004,11.484016000000004,12.014083000000005,12.193466000000004,12.393555000000005,12.970691000000004,13.319737000000003,13.902114000000003,14.420547000000003,16.277873000000003,16.881833000000004,17.596952000000005,18.216517000000007,18.532380000000007,18.879713000000006,19.124355000000005,19.652672000000006,19.900676000000008,20.58759300000001,21.46085500000001,21.871510000000008,24.020899000000007,24.483187000000008,25.43042700000001,27.343052000000007,27.85074000000001,28.23619800000001,29.65524900000001,31.07613000000001,31.46887700000001,31.98064600000001,32.88941800000001,33.34420400000001,35.448160000000016,35.86109000000002,36.45531000000002,37.52776200000002,38.085656000000014,38.781520000000015,39.53804700000001,39.999628000000016
3-2800272,,,0,0.386631,0.626656,0.790822,1.052583,1.4424460000000001,2.206499,2.526139,2.807064,3.31607,3.906875,4.387714,4.547841,4.881667,5.375978,5.696385,6.134485000000001,6.489846000000001,6.842060000000001,7.378396,7.63278,8.008052000000001,8.198854,8.435101000000001,8.630746000000002,9.176014000000002,9.726573000000002,10.224567000000002,10.559454000000002,11.089521000000003,11.268904000000003,11.468993000000003,12.046129000000002,12.395175000000002,12.977552000000001,13.495985000000001,15.353311000000001,15.957271000000002,16.672390000000004,17.291955000000005,17.607818000000005,17.955151000000004,18.199793000000003,18.728110000000004,18.976114000000006,19.663031000000007,20.536293000000008,20.946948000000006,23.096337000000005,23.558625000000006,24.505865000000007,26.418490000000006,26.926178000000007,27.311636000000007,28.730687000000007,30.151568000000008,30.544315000000008,31.05608400000001,31.964856000000008,32.41964200000001,34.52359800000001,34.93652800000001,35.53074800000001,36.60320000000001,37.161094000000006,37.856958000000006,38.613485000000004,39.07506600000001
4-2803582,,,,0,0.240025,0.40419099999999997,0.665952,1.055815,1.819868,2.139508,2.420433,2.9294390000000003,3.5202440000000004,4.001083,4.1612100000000005,4.495036000000001,4.989347,5.309754000000001,5.747854000000001,6.103215000000001,6.455429000000001,6.991765000000001,7.246149000000001,7.621421000000001,7.812223,8.04847,8.244115,8.789383,9.339942,9.837936000000001,10.172823000000001,10.702890000000002,10.882273000000001,11.082362000000002,11.659498000000001,12.008544,12.590921,13.109354,14.96668,15.570640000000001,16.285759000000002,16.905324000000004,17.221187000000004,17.568520000000003,17.813162000000002,18.341479000000003,18.589483000000005,19.276400000000006,20.149662000000006,20.560317000000005,22.709706000000004,23.171994000000005,24.119234000000006,26.031859000000004,26.539547000000006,26.925005000000006,28.344056000000005,29.764937000000007,30.157684000000007,30.669453000000008,31.578225000000007,32.03301100000001,34.13696700000001,34.549897000000016,35.144117000000016,36.216569000000014,36.77446300000001,37.47032700000001,38.22685400000001,38.68843500000001
5-2803603,,,,,0,0.164166,0.42592700000000006,0.81579,1.5798429999999999,1.899483,2.180408,2.689414,3.280219,3.7610580000000002,3.9211850000000004,4.2550110000000005,4.749322,5.069729000000001,5.507829000000001,5.863190000000001,6.215404000000001,6.751740000000002,7.006124000000002,7.381396000000001,7.572198000000001,7.808445000000001,8.004090000000001,8.549358000000002,9.099917000000001,9.597911000000002,9.932798000000002,10.462865000000003,10.642248000000002,10.842337000000002,11.419473000000002,11.768519000000001,12.350896,12.869329,14.726655000000001,15.330615000000002,16.045734000000003,16.665299000000005,16.981162000000005,17.328495000000004,17.573137000000003,18.101454000000004,18.349458000000006,19.036375000000007,19.909637000000007,20.320292000000006,22.469681000000005,22.931969000000006,23.879209000000007,25.791834000000005,26.299522000000007,26.684980000000007,28.104031000000006,29.524912000000008,29.917659000000008,30.42942800000001,31.338200000000008,31.792986000000006,33.89694200000001,34.30987200000001,34.90409200000001,35.97654400000001,36.53443800000001,37.23030200000001,37.98682900000001,38.44841000000001
6-2803602,,,,,,0,0.261761,0.651624,1.415677,1.7353170000000002,2.016242,2.5252480000000004,3.1160530000000004,3.5968920000000004,3.7570190000000006,4.090845000000001,4.5851560000000005,4.905563000000001,5.343663000000001,5.699024000000001,6.0512380000000014,6.587574000000002,6.841958000000002,7.217230000000002,7.408032000000001,7.644279000000001,7.839924000000001,8.385192,8.935751,9.433745,9.768632,10.298699000000001,10.478082,10.678171,11.255307,11.604353,12.186729999999999,12.705162999999999,14.562489,15.166449,15.881568,16.501133,16.816996,17.164329,17.408970999999998,17.937288,18.185292,18.872209,19.745471000000002,20.156126,22.305515,22.767803,23.715043,25.627668,26.135356,26.520814,27.939865,29.360746000000002,29.753493000000002,30.265262000000003,31.174034000000002,31.62882,33.732776,34.145706000000004,34.739926000000004,35.812378,36.370272,37.066136,37.822663,38.284244
7-2800274,,,,,,,0,0.389863,1.153916,1.4735559999999999,1.7544809999999997,2.2634869999999996,2.8542919999999996,3.3351309999999996,3.4952579999999998,3.829084,4.323395,4.643802,5.081902,5.437263000000001,5.789477000000001,6.325813,6.580197,6.955469,7.146271,7.382517999999999,7.578162999999999,8.123430999999998,8.673989999999998,9.171983999999998,9.506870999999999,10.036938,10.216320999999999,10.416409999999999,10.993545999999998,11.342591999999998,11.924968999999997,12.443401999999997,14.300727999999998,14.904687999999998,15.619806999999998,16.239372,16.555235,16.902568,17.147209999999998,17.675527,17.923531,18.610448,19.483710000000002,19.894365,22.043754,22.506042,23.453282,25.365907,25.873595,26.259053,27.678104,29.098985000000003,29.491732000000003,30.003501000000004,30.912273000000003,31.367059,33.471015,33.883945000000004,34.478165000000004,35.550617,36.108511,36.804375,37.560902,38.022483
8-2803847,,,,,,,,0,0.764053,1.083693,1.364618,1.8736240000000002,2.464429,2.945268,3.105395,3.4392210000000003,3.9335320000000005,4.253939000000001,4.692039000000001,5.047400000000001,5.3996140000000015,5.935950000000002,6.190334000000002,6.565606000000002,6.756408000000001,6.992655000000001,7.188300000000001,7.733568000000001,8.284127000000002,8.782121000000002,9.117008000000002,9.647075000000003,9.826458000000002,10.026547000000003,10.603683000000002,10.952729000000001,11.535106,12.053539,13.910865000000001,14.514825000000002,15.229944000000001,15.849509000000001,16.165372,16.512705,16.757347,17.285664,17.533668000000002,18.220585000000003,19.093847000000004,19.504502000000002,21.653891,22.116179000000002,23.063419000000003,24.976044,25.483732000000003,25.869190000000003,27.288241000000003,28.709122000000004,29.101869000000004,29.613638000000005,30.522410000000004,30.977196000000003,33.081152,33.494082000000006,34.088302000000006,35.160754000000004,35.718648,36.414512,37.171039,37.63262
9-2806301,,,,,,,,,0,0.31964000000000004,0.600565,1.109571,1.700376,2.181215,2.341342,2.675168,3.169479,3.489886,3.9279859999999998,4.283347,4.635561,5.1718969999999995,5.4262809999999995,5.801552999999999,5.992354999999999,6.228601999999999,6.4242469999999985,6.969514999999999,7.520073999999998,8.018067999999998,8.352954999999998,8.883021999999999,9.062404999999998,9.262493999999998,9.839629999999998,10.188675999999997,10.771052999999997,11.289485999999997,13.146811999999997,13.750771999999998,14.465890999999997,15.085455999999997,15.401318999999997,15.748651999999998,15.993293999999999,16.521611,16.769615,17.456532000000003,18.329794000000003,18.740449,20.889838,21.352126000000002,22.299366000000003,24.211991,24.719679000000003,25.105137000000003,26.524188000000002,27.945069000000004,28.337816000000004,28.849585000000005,29.758357000000004,30.213143000000002,32.317099,32.730029,33.324249,34.396701,34.954595,35.650459,36.406985999999996,36.868567
10-2803848,,,,,,,,,,0,0.280925,0.789931,1.3807360000000002,1.8615750000000002,2.0217020000000003,2.3555280000000005,2.8498390000000002,3.170246,3.608346,3.9637070000000003,4.315921,4.852257,5.106641,5.481913,5.672714999999999,5.908961999999999,6.104606999999999,6.649874999999999,7.200433999999999,7.698427999999999,8.033314999999998,8.563381999999999,8.742764999999999,8.942853999999999,9.519989999999998,9.869035999999998,10.451412999999997,10.969845999999997,12.827171999999997,13.431131999999998,14.146250999999998,14.765815999999997,15.081678999999998,15.429011999999998,15.673653999999999,16.201971,16.449975000000002,17.136892000000003,18.010154000000004,18.420809000000002,20.570198,21.032486000000002,21.979726000000003,23.892351,24.400039000000003,24.785497000000003,26.204548000000003,27.625429000000004,28.018176000000004,28.529945000000005,29.438717000000004,29.893503000000003,31.997459000000003,32.410389,33.004609,34.077061,34.634955,35.330819,36.087346,36.548927
11-2806298,,,,,,,,,,,0,0.5090060000000001,1.099811,1.58065,1.740777,2.074603,2.5689140000000004,2.8893210000000003,3.327421,3.6827820000000004,4.0349960000000005,4.571332,4.825716,5.200988,5.391789999999999,5.628036999999999,5.823681999999999,6.368949999999999,6.919508999999999,7.417502999999999,7.752389999999999,8.282456999999999,8.461839999999999,8.661928999999999,9.239064999999998,9.588110999999998,10.170487999999997,10.688920999999997,12.546246999999997,13.150206999999998,13.865325999999998,14.484890999999998,14.800753999999998,15.148086999999999,15.392729,15.921045999999999,16.16905,16.855967,17.729229,18.139884,20.289272999999998,20.751561,21.698801,23.611425999999998,24.119114,24.504572,25.923623,27.344504,27.737251,28.24902,29.157792,29.612578,31.716534,32.129464,32.723684,33.796136,34.354029999999995,35.049893999999995,35.80642099999999,36.268001999999996
