순번_정류장ID,1-2802917,2-2807425,3-2802928,4-2802622,5-2802996,6-2803018,7-2803022,8-2803030,9-2802644,10-2802645,11-2802965,12-2802959,13-2802641,14-2803003,15-2803008,16-2802980,17-2802954,18-2802913,19-2805151,20-2802874,21-2802868,22-2802856,23-2802823,24-2802783,25-2802757,26-2802733,27-2802706,28-2802628
1-2802917,0,0.174051,0.702405,0.9794959999999999,1.215237,1.458403,1.614144,1.994454,2.206405,2.42438,3.246068,3.748691,4.064179,4.440177,4.831359,5.281493,5.454823,5.764478,6.025712,6.335476000000001,6.649031000000001,6.988812000000001,7.314395000000001,7.738416000000001,8.213735000000002,8.452034000000001,8.874630000000002,9.133768000000002
2-2807425,,0,0.528354,0.805445,1.041186,1.284352,1.440093,1.820403,2.032354,2.2503290000000002,3.072017,3.57464,3.890128,4.266126,4.657308,5.107442,5.280772,5.590427,5.851661,6.161425,6.47498,6.814761000000001,7.140344000000001,7.5643650000000004,8.039684000000001,8.277983,8.700579000000001,8.959717000000001
3-2802928,,,0,0.277091,0.512832,0.755998,0.911739,1.292049,1.504,1.721975,2.543663,3.046286,3.3617739999999996,3.7377719999999997,4.128953999999999,4.579088,4.752418,5.062073,5.323307,5.633071,5.946626,6.2864070000000005,6.6119900000000005,7.036011,7.51133,7.749629,8.172225,8.431363
4-2802622,,,,0,0.23574099999999998,0.47890699999999997,0.634648,1.014958,1.226909,1.444884,2.266572,2.769195,3.084683,3.460681,3.8518630000000003,4.301997,4.475327,4.784982,5.046216,5.355980000000001,5.669535000000001,6.009316000000001,6.334899000000001,6.758920000000001,7.2342390000000005,7.472538,7.8951340000000005,8.154272
5-2802996,,,,,0,0.243166,0.398907,0.779217,0.991168,1.209143,2.030831,2.533454,2.848942,3.22494,3.6161220000000003,4.066256,4.239586,4.549241,4.810475,5.120239000000001,5.433794000000001,5.773575000000001,6.099158000000001,6.523179000000001,6.9984980000000006,7.236797,7.659393000000001,7.918531000000001
6-2803018,,,,,,0,0.15574100000000002,0.536051,0.7480020000000001,0.9659770000000001,1.787665,2.290288,2.6057759999999996,2.9817739999999997,3.372956,3.8230899999999997,3.9964199999999996,4.306075,4.567309,4.877073,5.190628,5.530409000000001,5.8559920000000005,6.280013,6.755332,6.993631,7.416227,7.675365
7-2803022,,,,,,,0,0.38031,0.592261,0.8102360000000001,1.6319240000000002,2.134547,2.4500349999999997,2.826033,3.217215,3.6673489999999997,3.8406789999999997,4.150334,4.411568,4.721332,5.034887,5.374668000000001,5.700251000000001,6.124272,6.599591,6.83789,7.260486,7.519624
8-2803030,,,,,,,,0,0.21195100000000003,0.42992600000000003,1.251614,1.7542369999999998,2.069725,2.445723,2.8369050000000002,3.287039,3.460369,3.7700240000000003,4.031258,4.341022000000001,4.654577000000001,4.994358000000001,5.319941000000001,5.743962000000001,6.2192810000000005,6.45758,6.8801760000000005,7.139314000000001
9-2802644,,,,,,,,,0,0.217975,1.039663,1.5422859999999998,1.8577739999999998,2.2337719999999996,2.624954,3.075088,3.248418,3.5580730000000003,3.8193070000000002,4.129071000000001,4.442626000000001,4.782407000000001,5.107990000000001,5.532011000000001,6.0073300000000005,6.245629,6.6682250000000005,6.927363000000001
10-2802645,,,,,,,,,,0,0.821688,1.3243109999999998,1.6397989999999998,2.0157969999999996,2.4069789999999998,2.857113,3.030443,3.3400980000000002,3.601332,3.911096,4.224651,4.564432,4.890015,5.314036,5.789355,6.027653999999999,6.45025,6.709388
11-2802965,,,,,,,,,,,0,0.5026229999999999,0.8181109999999999,1.1941089999999999,1.5852909999999998,2.035425,2.208755,2.5184100000000003,2.7796440000000002,3.089408,3.402963,3.742744,4.068327,4.492348,4.967667,5.205965999999999,5.628562,5.8877
12-2802959,,,,,,,,,,,,0,0.315488,0.691486,1.082668,1.532802,1.706132,2.015787,2.277021,2.586785,2.90034,3.240121,3.5657039999999998,3.989725,4.465044,4.703342999999999,5.125939,5.385077
13-2802641,,,,,,,,,,,,,0,0.375998,0.76718,1.217314,1.390644,1.700299,1.961533,2.271297,2.584852,2.924633,3.250216,3.6742369999999998,4.149556,4.387854999999999,4.810451,5.069589
14-2803003,,,,,,,,,,,,,,0,0.39118200000000003,0.8413160000000001,1.014646,1.324301,1.585535,1.8952989999999998,2.2088539999999997,2.5486349999999995,2.8742179999999995,3.2982389999999997,3.7735579999999995,4.011856999999999,4.4344529999999995,4.693591
15-2803008,,,,,,,,,,,,,,,0,0.45013400000000003,0.623464,0.933119,1.194353,1.504117,1.817672,2.157453,2.483036,2.907057,3.382376,3.620675,4.043271,4.302409
16-2802980,,,,,,,,,,,,,,,,0,0.17332999999999998,0.482985,0.744219,1.053983,1.367538,1.707319,2.032902,2.4569229999999997,2.9322419999999996,3.1705409999999996,3.5931369999999996,3.8522749999999997
17-2802954,,,,,,,,,,,,,,,,,0,0.309655,0.570889,0.8806529999999999,1.194208,1.533989,1.859572,2.2835929999999998,2.7589119999999996,2.9972109999999996,3.4198069999999996,3.6789449999999997
18-2802913,,,,,,,,,,,,,,,,,,0,0.261234,0.570998,0.884553,1.224334,1.549917,1.973938,2.449257,2.687556,3.110152,3.36929
19-2805151,,,,,,,,,,,,,,,,,,,0,0.309764,0.623319,0.9631,1.288683,1.712704,2.188023,2.426322,2.848918,3.108056
20-2802874,,,,,,,,,,,,,,,,,,,,0,0.31355500000000003,0.653336,0.9789190000000001,1.40294,1.878259,2.116558,2.539154,2.798292
21-2802868,,,,,,,,,,,,,,,,,,,,,0,0.339781,0.6653640000000001,1.089385,1.5647039999999999,1.803003,2.225599,2.484737
