순번_정류장ID,34-2806146,35-2804303,36-2804304,37-2804307,38-2804308,39-2806209,40-2807406,41-2806211,42-2806210,43-2804311,44-2804313,45-2804738,46-2804315,47-2804316,48-2804318,49-2804321,50-2804322,51-2804797,52-2804717,53-2804193,54-2804191,55-2806153,56-2804189,57-2804641,58-2804740,59-2804743,60-2804185,61-2804183,62-2804181,63-2806375,64-2804179,65-2806149,66-2804745,67-2804177,68-2806147,69-2804174,70-2804172,71-2806207,72-2804169,73-2804655,74-2804167,75-2804165,76-2804163,77-2804152,78-2804150,79-2804148,80-2803747,81-2803748,82-2804688,83-2807370,84-2803604,85-2800266,86-2807368,87-2804602,88-2803580,89-2800263,90-2800267,91-2804032
34-2806146,0,0.777883,1.298128,1.6795339999999999,2.144457,2.421314,2.618866,2.8245080000000002,2.9603240000000004,4.294263000000001,4.663622000000001,4.993771000000001,5.187913000000001,5.471954000000001,5.725688000000001,5.871492000000001,6.152805000000001,6.456487000000001,6.839466000000001,7.0136,7.508058,7.65749,7.990421,8.265614000000001,8.887432,9.221345000000001,9.831483,10.294853,10.630744,10.859486,11.078475000000001,11.439218,11.658848,12.22667,12.803131,13.123856,13.87856,14.664441,15.421438,15.749082,16.209034,16.862785,17.850156,18.809224999999998,19.877685999999997,20.475343999999996,20.915462999999995,21.321520999999997,21.754855999999997,21.889788999999997,22.203536999999997,22.877923999999997,23.179070999999997,23.405507999999998,23.554675999999997,23.774686999999997,24.026709999999998,24.665435
35-2804303,,0,0.520245,0.901651,1.366574,1.643431,1.840983,2.046625,2.1824410000000003,3.5163800000000003,3.885739,4.215888,4.41003,4.694071,4.947805,5.093609,5.374922,5.678604,6.061583,6.235716999999999,6.730174999999999,6.879606999999999,7.2125379999999994,7.487730999999999,8.109549,8.443462,9.0536,9.516969999999999,9.852860999999999,10.081603,10.300592,10.661335,10.880965,11.448787,12.025248,12.345972999999999,13.100677,13.886557999999999,14.643555,14.971198999999999,15.431150999999998,16.084902,17.072273,18.031342,19.099802999999998,19.697460999999997,20.137579999999996,20.543637999999998,20.976972999999997,21.111905999999998,21.425653999999998,22.100040999999997,22.401187999999998,22.627625,22.776792999999998,22.996803999999997,23.248827,23.887552
36-2804304,,,0,0.38140599999999997,0.8463289999999999,1.123186,1.320738,1.52638,1.662196,2.9961349999999998,3.365494,3.695643,3.889785,4.173826,4.42756,4.573364,4.854677,5.158359,5.541338,5.715471999999999,6.209929999999999,6.359361999999999,6.692292999999999,6.967485999999999,7.589303999999999,7.923216999999999,8.533354999999998,8.996724999999998,9.332615999999998,9.561357999999998,9.780346999999999,10.141089999999998,10.360719999999999,10.928541999999998,11.505002999999999,11.825727999999998,12.580431999999998,13.366312999999998,14.123309999999998,14.450953999999998,14.910905999999997,15.564656999999997,16.552027999999996,17.511096999999996,18.579557999999995,19.177215999999994,19.617334999999994,20.023392999999995,20.456727999999995,20.591660999999995,20.905408999999995,21.579795999999995,21.880942999999995,22.107379999999996,22.256547999999995,22.476558999999995,22.728581999999996,23.367306999999997
37-2804307,,,,0,0.464923,0.74178,0.9393320000000001,1.1449740000000002,1.28079,2.614729,2.984088,3.314237,3.5083789999999997,3.79242,4.046154,4.191958,4.4732709999999996,4.776953,5.1599319999999995,5.334065999999999,5.828523999999999,5.977955999999999,6.310886999999999,6.586079999999999,7.207897999999999,7.541810999999999,8.151948999999998,8.615318999999998,8.951209999999998,9.179951999999998,9.398940999999999,9.759683999999998,9.979313999999999,10.547135999999998,11.123596999999998,11.444321999999998,12.199025999999998,12.984906999999998,13.741903999999998,14.069547999999998,14.529499999999997,15.183250999999997,16.170621999999998,17.129690999999998,18.198151999999997,18.795809999999996,19.235928999999995,19.641986999999997,20.075321999999996,20.210254999999997,20.524002999999997,21.198389999999996,21.499536999999997,21.725973999999997,21.875141999999997,22.095152999999996,22.347175999999997,22.985901
38-2804308,,,,,0,0.276857,0.474409,0.6800510000000001,0.8158670000000001,2.149806,2.519165,2.849314,3.043456,3.327497,3.5812310000000003,3.7270350000000003,4.008348000000001,4.312030000000001,4.695009000000001,4.869143,5.363601,5.513033,5.845964,6.121157,6.742975,7.076888,7.687026,8.150396,8.486287,8.715029000000001,8.934018000000002,9.294761000000001,9.514391000000002,10.082213000000001,10.658674000000001,10.979399,11.734103000000001,12.519984000000001,13.276981000000001,13.604625,14.064577,14.718328,15.705699,16.664768,17.733228999999998,18.330886999999997,18.771005999999996,19.177063999999998,19.610398999999997,19.745331999999998,20.059079999999998,20.733466999999997,21.034613999999998,21.261051,21.410218999999998,21.630229999999997,21.882253,22.520978
39-2806209,,,,,,0,0.197552,0.40319400000000005,0.5390100000000001,1.8729490000000002,2.2423080000000004,2.5724570000000004,2.7665990000000003,3.0506400000000005,3.3043740000000006,3.4501780000000006,3.7314910000000006,4.035173,4.418152,4.592286,5.0867439999999995,5.2361759999999995,5.569107,5.8443,6.466118,6.800031,7.410169,7.873539,8.20943,8.438172,8.657161,9.017904,9.237534,9.805356,10.381817,10.702542,11.457246,12.243127,13.000124,13.327767999999999,13.787719999999998,14.441470999999998,15.428841999999998,16.387911,17.456371999999998,18.054029999999997,18.494148999999997,18.900206999999998,19.333541999999998,19.468474999999998,19.782223,20.456609999999998,20.757756999999998,20.984194,21.133361999999998,21.353372999999998,21.605396,22.244121
40-2807406,,,,,,,0,0.20564200000000002,0.34145800000000004,1.675397,2.044756,2.374905,2.569047,2.8530879999999996,3.1068219999999998,3.252626,3.5339389999999997,3.8376209999999995,4.220599999999999,4.394733999999999,4.889191999999999,5.038623999999999,5.371554999999999,5.646747999999999,6.268565999999999,6.602478999999999,7.212616999999999,7.675986999999999,8.011878,8.24062,8.459609,8.820352,9.039982,9.607804,10.184265,10.50499,11.259694,12.045575,12.802572,13.130215999999999,13.590167999999998,14.243918999999998,15.231289999999998,16.190358999999997,17.258819999999996,17.856477999999996,18.296596999999995,18.702654999999996,19.135989999999996,19.270922999999996,19.584670999999997,20.259057999999996,20.560204999999996,20.786641999999997,20.935809999999996,21.155820999999996,21.407843999999997,22.046568999999998
41-2806211,,,,,,,,0,0.13581600000000002,1.469755,1.839114,2.169263,2.3634049999999998,2.6474459999999995,2.9011799999999996,3.0469839999999997,3.3282969999999996,3.6319789999999994,4.014957999999999,4.189091999999999,4.6835499999999985,4.832981999999999,5.165912999999999,5.441105999999999,6.062923999999999,6.396836999999999,7.006974999999999,7.470344999999999,7.806235999999999,8.034977999999999,8.253967,8.614709999999999,8.83434,9.402161999999999,9.978622999999999,10.299347999999998,11.054051999999999,11.839932999999998,12.596929999999999,12.924573999999998,13.384525999999997,14.038276999999997,15.025647999999997,15.984716999999996,17.053177999999996,17.650835999999995,18.090954999999994,18.497012999999995,18.930347999999995,19.065280999999995,19.379028999999996,20.053415999999995,20.354562999999995,20.580999999999996,20.730167999999995,20.950178999999995,21.202201999999996,21.840926999999997
42-2806210,,,,,,,,,0,1.333939,1.703298,2.033447,2.2275889999999996,2.5116299999999994,2.7653639999999995,2.9111679999999995,3.1924809999999995,3.4961629999999992,3.8791419999999994,4.053275999999999,4.547733999999999,4.697165999999999,5.030097,5.305289999999999,5.927108,6.2610209999999995,6.871159,7.334529,7.67042,7.8991620000000005,8.118151000000001,8.478894,8.698524,9.266346,9.842807,10.163532,10.918236,11.704117,12.461114,12.788758,13.248709999999999,13.902460999999999,14.889831999999998,15.848900999999998,16.917361999999997,17.515019999999996,17.955138999999996,18.361196999999997,18.794531999999997,18.929464999999997,19.243212999999997,19.917599999999997,20.218746999999997,20.445183999999998,20.594351999999997,20.814362999999997,21.066385999999998,21.705111
43-2804311,,,,,,,,,,0,0.369359,0.699508,0.89365,1.177691,1.431425,1.577229,1.858542,2.162224,2.5452030000000003,2.7193370000000003,3.213795,3.363227,3.696158,3.971351,4.593169,4.9270819999999995,5.53722,6.00059,6.336481,6.565223,6.784211999999999,7.1449549999999995,7.364585,7.9324069999999995,8.508868,8.829593,9.584297,10.370178,11.127175,11.454818999999999,11.914770999999998,12.568521999999998,13.555892999999998,14.514961999999997,15.583422999999996,16.181080999999995,16.621199999999995,17.027257999999996,17.460592999999996,17.595525999999996,17.909273999999996,18.583660999999996,18.884807999999996,19.111244999999997,19.260412999999996,19.480423999999996,19.732446999999997,20.371171999999998
