순번_정류장ID,1-2805726,2-2805739,3-2800372,4-2800317,5-2805949,6-2800371,7-2807221,8-2805209,9-2800793,10-2800785,11-2800771,12-2800764,13-2800756,14-2800736,15-2800710,16-2800705,17-2800697,18-2801603,19-2801583,20-2801565,21-2801599,22-2801615,23-2801653,24-2801675,25-2801693,26-2801721,27-2801736,28-2801185,29-2801687,30-2801184,31-2801659,32-2801612,33-2801582,34-2801516,35-2801189,36-2801440,37-2801421,38-2801160,39-2801367,40-2801338,41-2801333,42-2801330,43-2801287,44-2801270,45-2801075,46-2801057,47-2801035,48-2801027,49-2800998,50-2806686,51-2806687
1-2805726,0,0.30035500000000004,0.75234,2.055465,2.3566659999999997,3.333223,3.591589,4.593821999999999,4.785531,5.132598,5.319027999999999,5.464131999999999,5.767536,6.129671999999999,6.206064,6.717192,7.6957819999999995,8.021151,8.289954999999999,8.595771999999998,9.054410999999998,9.322093999999998,9.638559999999998,9.960992999999998,10.421734999999998,10.806852999999998,11.327778999999998,11.719658999999998,12.191022999999998,12.565950999999998,13.041290999999998,13.296161999999997,13.649579999999997,13.850904999999997,14.281777999999997,14.512466999999997,14.843734999999997,15.148812999999997,15.491403999999998,15.902442999999998,16.206632,16.638105,17.032467,17.890177,18.047378000000002,18.411476,18.57886,19.00975,19.354866,19.559834000000002,20.39384
2-2805739,,0,0.451985,1.7551100000000002,2.056311,3.032868,3.291234,4.293467,4.485176,4.832243,5.018673,5.163777,5.467181,5.829317,5.905709,6.416837,7.395427,7.720796,7.9896,8.295417,8.754056,9.021739,9.338205,9.660638,10.12138,10.506498,11.027424,11.419304,11.890668,12.265596,12.740936,12.995807,13.349224999999999,13.55055,13.981423,14.212112,14.543379999999999,14.848457999999999,15.191049,15.602088,15.906277,16.33775,16.732112,17.589822,17.747023000000002,18.111121,18.278505,18.709395,19.054511,19.259479000000002,20.093485
3-2800372,,,0,1.303125,1.6043260000000001,2.580883,2.839249,3.841482,4.033191,4.380258,4.566688,4.711792,5.0151959999999995,5.377331999999999,5.453723999999999,5.964852,6.943441999999999,7.2688109999999995,7.537615,7.843432,8.302071,8.569754,8.88622,9.208653,9.669395,10.054513,10.575439,10.967319,11.438683,11.813611,12.288950999999999,12.543821999999999,12.897239999999998,13.098564999999999,13.529437999999999,13.760126999999999,14.091394999999999,14.396472999999999,14.739063999999999,15.150103,15.454291999999999,15.885765,16.280127,17.137837,17.295038,17.659136,17.82652,18.25741,18.602526,18.807494000000002,19.6415
4-2800317,,,,0,0.301201,1.277758,1.536124,2.538357,2.730066,3.077133,3.263563,3.408667,3.712071,4.0742069999999995,4.150599,4.661727,5.640317,5.965686,6.23449,6.540307,6.998946,7.266629,7.583095,7.905528,8.36627,8.751388,9.272314,9.664194,10.135558,10.510486,10.985826,11.240696999999999,11.594114999999999,11.79544,12.226313,12.457002,12.788269999999999,13.093347999999999,13.435939,13.846978,14.151167,14.58264,14.977001999999999,15.834712,15.991913,16.356011,16.523394999999997,16.954285,17.299401,17.504369,18.338375
5-2805949,,,,,0,0.976557,1.234923,2.2371559999999997,2.4288649999999996,2.7759319999999996,2.9623619999999997,3.1074659999999996,3.4108699999999996,3.7730059999999996,3.8493979999999994,4.360525999999999,5.339115999999999,5.664484999999999,5.933288999999999,6.239106,6.697744999999999,6.965427999999999,7.281893999999999,7.604327,8.065069,8.450187,8.971112999999999,9.362993,9.834356999999999,10.209285,10.684624999999999,10.939495999999998,11.292913999999998,11.494238999999999,11.925111999999999,12.155800999999999,12.487068999999998,12.792146999999998,13.134737999999999,13.545777,13.849965999999998,14.281438999999999,14.675800999999998,15.533510999999999,15.690712,16.05481,16.222194,16.653084,16.9982,17.203168,18.037174
6-2800371,,,,,,0,0.258366,1.260599,1.452308,1.799375,1.985805,2.130909,2.434313,2.796449,2.8728409999999998,3.3839689999999996,4.362558999999999,4.687927999999999,4.956732,5.262549,5.721188,5.988871,6.305337,6.62777,7.088512,7.47363,7.994556,8.386436,8.8578,9.232728,9.708067999999999,9.962938999999999,10.316356999999998,10.517681999999999,10.948554999999999,11.179243999999999,11.510511999999999,11.815589999999998,12.158180999999999,12.56922,12.873408999999999,13.304882,13.699243999999998,14.556954,14.714155,15.078253,15.245637,15.676527,16.021643,16.226611000000002,17.060617
7-2807221,,,,,,,0,1.002233,1.1939419999999998,1.5410089999999999,1.727439,1.8725429999999998,2.175947,2.538083,2.6144749999999997,3.125603,4.1041929999999995,4.429562,4.698366,5.004183,5.462822,5.730505,6.046971,6.369404,6.830146,7.215264,7.736190000000001,8.128070000000001,8.599434,8.974362000000001,9.449702,9.704573,10.057991,10.259316,10.690189,10.920878,11.252146,11.557224,11.899815,12.310854,12.615043,13.046516,13.440878,14.298588,14.455789000000001,14.819887000000001,14.987271000000002,15.418161000000001,15.763277000000002,15.968245000000001,16.802251000000002
8-2805209,,,,,,,,0,0.191709,0.538776,0.725206,0.87031,1.173714,1.53585,1.612242,2.12337,3.10196,3.4273290000000003,3.696133,4.00195,4.460589,4.728272,5.044738,5.367171,5.827913,6.213031,6.733957,7.125837000000001,7.597201000000001,7.972129000000001,8.447469,8.70234,9.055757999999999,9.257083,9.687956,9.918645,10.249913,10.554991,10.897582,11.308621,11.61281,12.044283,12.438645,13.296355,13.453556,13.817654000000001,13.985038000000001,14.415928000000001,14.761044000000002,14.966012000000001,15.800018000000001
9-2800793,,,,,,,,,0,0.347067,0.533497,0.678601,0.982005,1.344141,1.420533,1.931661,2.910251,3.23562,3.5044239999999998,3.8102409999999995,4.268879999999999,4.536562999999999,4.853028999999999,5.175462,5.636203999999999,6.021322,6.542248,6.934127999999999,7.405492,7.7804199999999994,8.255759999999999,8.510630999999998,8.864048999999998,9.065373999999998,9.496246999999999,9.726935999999998,10.058203999999998,10.363281999999998,10.705872999999999,11.116912,11.421100999999998,11.852573999999999,12.246935999999998,13.104645999999999,13.261847,13.625945,13.793329,14.224219,14.569334999999999,14.774302999999998,15.608308999999998
10-2800785,,,,,,,,,,0,0.18642999999999998,0.331534,0.634938,0.997074,1.073466,1.584594,2.563184,2.888553,3.1573569999999997,3.4631739999999995,3.9218129999999993,4.189495999999999,4.505961999999999,4.8283949999999995,5.289136999999999,5.674255,6.195181,6.587061,7.058425000000001,7.433353,7.908693,8.163564000000001,8.516982,8.718307000000001,9.149180000000001,9.379869000000001,9.711137,10.016215,10.358806000000001,10.769845000000002,11.074034000000001,11.505507000000001,11.899869,12.757579000000002,12.914780000000002,13.278878000000002,13.446262000000003,13.877152000000002,14.222268000000003,14.427236000000002,15.261242000000003
11-2800771,,,,,,,,,,,0,0.14510399999999998,0.448508,0.810644,0.887036,1.398164,2.376754,2.7021230000000003,2.970927,3.276744,3.7353829999999997,4.003066,4.319532,4.641965,5.102707,5.487825,6.008751,6.400631000000001,6.871995000000001,7.246923000000001,7.722263000000001,7.977134,8.330552,8.531877000000001,8.962750000000002,9.193439000000001,9.524707000000001,9.829785000000001,10.172376000000002,10.583415000000002,10.887604000000001,11.319077000000002,11.713439000000001,12.571149000000002,12.728350000000002,13.092448000000003,13.259832000000003,13.690722000000003,14.035838000000002,14.240806000000001,15.074812000000001
12-2800764,,,,,,,,,,,,0,0.303404,0.66554,0.741932,1.25306,2.23165,2.5570190000000004,2.825823,3.13164,3.5902789999999998,3.8579619999999997,4.174428,4.496861,4.957603,5.342721,5.863647,6.255527000000001,6.726891000000001,7.101819000000001,7.577159000000001,7.8320300000000005,8.185448000000001,8.386773000000002,8.817646000000002,9.048335000000002,9.379603000000001,9.684681000000001,10.027272000000002,10.438311000000002,10.742500000000001,11.173973000000002,11.568335000000001,12.426045000000002,12.583246000000003,12.947344000000003,13.114728000000003,13.545618000000003,13.890734000000002,14.095702000000001,14.929708000000002
13-2800756,,,,,,,,,,,,,0,0.362136,0.43852800000000003,0.9496560000000001,1.9282460000000001,2.253615,2.5224189999999997,2.8282359999999995,3.2868749999999993,3.554557999999999,3.8710239999999994,4.1934569999999995,4.654198999999999,5.039317,5.560243,5.952123,6.423487000000001,6.798415,7.273755,7.528626,7.8820440000000005,8.083369000000001,8.514242000000001,8.744931000000001,9.076199,9.381277,9.723868000000001,10.134907000000002,10.439096000000001,10.870569000000001,11.264931,12.122641000000002,12.279842000000002,12.643940000000002,12.811324000000003,13.242214000000002,13.587330000000001,13.792298,14.626304000000001
14-2800736,,,,,,,,,,,,,,0,0.076392,0.58752,1.5661100000000001,1.8914790000000001,2.160283,2.4661,2.9247389999999998,3.1924219999999996,3.508888,3.831321,4.292063,4.677181,5.198107,5.589987000000001,6.061351000000001,6.436279000000001,6.911619000000001,7.1664900000000005,7.519908000000001,7.721233000000001,8.152106,8.382795,8.714063,9.019141,9.361732,9.772771,10.07696,10.508433,10.902795,11.760505,11.917706,12.281804000000001,12.449188000000001,12.880078000000001,13.225194000000002,13.430162000000001,14.264168000000002
15-2800710,,,,,,,,,,,,,,,0,0.511128,1.4897179999999999,1.815087,2.083891,2.3897079999999997,2.8483469999999995,3.1160299999999994,3.4324959999999995,3.7549289999999997,4.2156709999999995,4.600789,5.121715,5.5135950000000005,5.984959000000001,6.3598870000000005,6.835227000000001,7.090098,7.443516000000001,7.644841,8.075714,8.306403,8.637671,8.942749,9.28534,9.696379,10.000568,10.432041,10.826402999999999,11.684113,11.841314,12.205412,12.372796000000001,12.803686,13.148802,13.353769999999999,14.187776
16-2800705,,,,,,,,,,,,,,,,0,0.97859,1.3039589999999999,1.572763,1.87858,2.337219,2.604902,2.921368,3.2438010000000004,3.704543,4.089661,4.610587000000001,5.002467000000001,5.4738310000000014,5.848759000000001,6.324099000000001,6.578970000000001,6.932388000000001,7.133713000000001,7.564586000000001,7.795275000000001,8.126543000000002,8.431621000000002,8.774212000000002,9.185251000000003,9.489440000000002,9.920913000000002,10.315275000000002,11.172985000000002,11.330186000000003,11.694284000000003,11.861668000000003,12.292558000000003,12.637674000000004,12.842642000000003,13.676648000000004
17-2800697,,,,,,,,,,,,,,,,,0,0.325369,0.5941730000000001,0.8999900000000001,1.358629,1.626312,1.942778,2.265211,2.7259529999999996,3.1110709999999995,3.6319969999999993,4.023876999999999,4.495240999999999,4.870168999999999,5.345508999999999,5.600379999999999,5.953797999999999,6.155122999999999,6.585995999999999,6.816684999999999,7.1479529999999984,7.453030999999998,7.795621999999998,8.206660999999999,8.510849999999998,8.942322999999998,9.336684999999997,10.194394999999998,10.351595999999999,10.715694,10.883078,11.313968,11.659084,11.864052,12.698058
18-2801603,,,,,,,,,,,,,,,,,,0,0.268804,0.574621,1.03326,1.3009430000000002,1.617409,1.939842,2.4005840000000003,2.785702,3.306628,3.698508,4.169872,4.5447999999999995,5.02014,5.275010999999999,5.628428999999999,5.8297539999999985,6.260626999999999,6.4913159999999985,6.822583999999998,7.127661999999998,7.470252999999998,7.8812919999999975,8.185480999999998,8.616953999999998,9.011315999999997,9.869025999999998,10.026226999999999,10.390324999999999,10.557709,10.988598999999999,11.333714999999998,11.538682999999997,12.372688999999998
19-2801583,,,,,,,,,,,,,,,,,,,0,0.305817,0.764456,1.032139,1.3486049999999998,1.6710379999999998,2.13178,2.516898,3.0378239999999996,3.4297039999999996,3.9010679999999995,4.275995999999999,4.751335999999999,5.006206999999999,5.359624999999999,5.560949999999999,5.991822999999999,6.222511999999999,6.553779999999999,6.858857999999999,7.201448999999998,7.612487999999998,7.916676999999998,8.348149999999999,8.742511999999998,9.600221999999999,9.757423,10.121521,10.288905,10.719795,11.064910999999999,11.269878999999998,12.103884999999998
20-2801565,,,,,,,,,,,,,,,,,,,,0,0.458639,0.726322,1.042788,1.365221,1.825963,2.211081,2.7320070000000003,3.1238870000000003,3.595251,3.9701790000000003,4.445519,4.70039,5.053808,5.255133,5.686006,5.916695,6.2479629999999995,6.5530409999999994,6.895631999999999,7.306670999999999,7.610859999999999,8.042333,8.436694999999999,9.294405,9.451606,9.815704,9.983088,10.413978,10.759094000000001,10.964062,11.798068
