순번_정류장ID,1-2805765,2-2805001,3-2805892,4-2805894,5-2805897,6-2802243,7-2802239,8-2801829,9-2801831,10-2801842,11-2801840,12-2801838,13-2801836,14-2801820,15-2802268,16-2802276,17-2801814,18-2801811,19-2801818,20-2805040,21-2802248,22-2802230,23-2805977,24-2802217,25-2802206,26-2802197,27-2802190,28-2806588,29-2802180,30-2806504,31-2806511,32-2806508,33-2806510,34-2802135,35-2802117,36-2802074,37-2802031,38-2802010,39-2801983,40-2801956,41-2801945,42-2801902,43-2807265,44-2805591,45-2801909,46-2801174,47-2801722,48-2801714,49-2801712,50-2801701,51-2805300,52-2801168,53-2801686,54-2801182,55-2801679,56-2801662,57-2801649,58-2801642,59-2800164
1-2805765,0,0.295505,0.8426739999999999,1.199555,1.4272559999999999,1.695973,1.8196999999999999,2.2297219999999998,2.3819289999999995,3.2473719999999995,3.4961879999999996,3.7314519999999995,4.06553,4.4587769999999995,4.788187,5.122656999999999,5.548667999999999,5.745012999999999,6.031146999999999,6.421269999999999,6.878665999999999,7.148461999999999,7.644063999999999,8.062033,8.637426999999999,8.973234999999999,9.227018999999999,9.628886999999999,9.892812,10.282053999999999,10.498961,10.863536,11.177851,11.585598000000001,11.8663,12.215028,12.607448,12.777137,12.990612,13.240329000000001,13.378736000000002,13.896293000000002,14.352508000000002,14.592351000000003,15.235372000000002,16.122761,16.493595,16.735317,16.847382999999997,17.130211999999997,17.256007999999998,17.400902,17.65596,17.854701,18.038231999999997,18.366774999999997,18.856014999999996,19.206422999999997,20.222409
2-2805001,,0,0.5471689999999999,0.9040499999999999,1.131751,1.400468,1.524195,1.934217,2.086424,2.951867,3.200683,3.435947,3.770025,4.163272,4.492682,4.827152,5.253163,5.449508,5.7356419999999995,6.1257649999999995,6.583161,6.852957,7.348559,7.766528,8.341922,8.67773,8.931514,9.333382,9.597307,9.986549,10.203456000000001,10.568031000000001,10.882346000000002,11.290093000000002,11.570795000000002,11.919523000000002,12.311943000000001,12.481632000000001,12.695107000000002,12.944824000000002,13.083231000000003,13.600788000000003,14.057003000000003,14.296846000000004,14.939867000000003,15.827256000000004,16.198090000000004,16.439812000000003,16.551878000000002,16.834707,16.960503000000003,17.105397000000004,17.360455,17.559196,17.742727,18.07127,18.560509999999997,18.910918,19.926904
3-2805892,,,0,0.356881,0.584582,0.853299,0.9770260000000001,1.387048,1.539255,2.4046980000000002,2.6535140000000004,2.8887780000000003,3.222856,3.6161030000000003,3.945513,4.279983,4.705994,4.902339,5.188472999999999,5.578595999999999,6.035991999999999,6.305788,6.80139,7.219359,7.794753,8.130561,8.384345,8.786213,9.050138,9.43938,9.656287,10.020862000000001,10.335177000000002,10.742924000000002,11.023626000000002,11.372354000000001,11.764774000000001,11.934463000000001,12.147938000000002,12.397655000000002,12.536062000000003,13.053619000000003,13.509834000000003,13.749677000000004,14.392698000000003,15.280087000000004,15.650921000000004,15.892643000000003,16.004709000000002,16.287538,16.413334000000003,16.558228000000003,16.813286000000005,17.012027000000003,17.195558000000002,17.524101,18.013341,18.363749000000002,19.379735000000004
4-2805894,,,,0,0.22770100000000001,0.496418,0.6201450000000001,1.030167,1.182374,2.047817,2.2966330000000004,2.5318970000000003,2.865975,3.2592220000000003,3.5886320000000005,3.9231020000000005,4.349113000000001,4.545458000000001,4.8315920000000006,5.2217150000000006,5.679111000000001,5.948907000000001,6.444509000000001,6.862478000000001,7.437872000000001,7.7736800000000015,8.027464000000002,8.429332000000002,8.693257000000003,9.082499000000002,9.299406000000003,9.663981000000003,9.978296000000004,10.386043000000004,10.666745000000004,11.015473000000004,11.407893000000003,11.577582000000003,11.791057000000004,12.040774000000004,12.179181000000005,12.696738000000005,13.152953000000005,13.392796000000006,14.035817000000005,14.923206000000006,15.294040000000006,15.535762000000005,15.647828000000006,15.930657000000005,16.056453000000005,16.201347000000005,16.456405000000004,16.655146000000002,16.838677,17.16722,17.65646,18.006868,19.022854000000002
5-2805897,,,,,0,0.268717,0.392444,0.8024660000000001,0.9546730000000001,1.820116,2.068932,2.304196,2.638274,3.031521,3.360931,3.695401,4.121412,4.317757,4.603891,4.994014,5.45141,5.7212060000000005,6.216808,6.634777000000001,7.210171000000001,7.545979000000001,7.7997630000000004,8.201631,8.465556000000001,8.854798,9.071705000000001,9.436280000000002,9.750595000000002,10.158342000000003,10.439044000000003,10.787772000000002,11.180192000000002,11.349881000000002,11.563356000000002,11.813073000000003,11.951480000000004,12.469037000000004,12.925252000000004,13.165095000000004,13.808116000000004,14.695505000000004,15.066339000000005,15.308061000000004,15.420127000000004,15.702956000000004,15.828752000000003,15.973646000000004,16.228704000000004,16.427445000000002,16.610976,16.939519,17.428759,17.779167,18.795153000000003
6-2802243,,,,,,0,0.123727,0.533749,0.685956,1.551399,1.800215,2.035479,2.369557,2.762804,3.0922140000000002,3.4266840000000003,3.852695,4.04904,4.335173999999999,4.725296999999999,5.1826929999999996,5.452489,5.948091,6.36606,6.941454,7.277262,7.531046,7.932914,8.196839,8.586081,8.802988000000001,9.167563000000001,9.481878000000002,9.889625000000002,10.170327000000002,10.519055000000002,10.911475000000001,11.081164000000001,11.294639000000002,11.544356000000002,11.682763000000003,12.200320000000003,12.656535000000003,12.896378000000004,13.539399000000003,14.426788000000004,14.797622000000004,15.039344000000003,15.151410000000004,15.434239000000003,15.560035000000003,15.704929000000003,15.959987000000003,16.158728000000004,16.342259000000002,16.670802000000002,17.160042,17.510450000000002,18.526436000000004
7-2802239,,,,,,,0,0.41002200000000005,0.5622290000000001,1.4276720000000003,1.6764880000000002,1.9117520000000001,2.24583,2.6390770000000003,2.9684870000000005,3.3029570000000006,3.7289680000000005,3.9253130000000005,4.211447000000001,4.601570000000001,5.058966000000001,5.328762000000001,5.824364000000001,6.242333000000001,6.817727000000001,7.1535350000000015,7.407319000000001,7.809187000000001,8.073112000000002,8.462354000000001,8.679261000000002,9.043836000000002,9.358151000000003,9.765898000000004,10.046600000000003,10.395328000000003,10.787748000000002,10.957437000000002,11.170912000000003,11.420629000000003,11.559036000000004,12.076593000000004,12.532808000000005,12.772651000000005,13.415672000000004,14.303061000000005,14.673895000000005,14.915617000000005,15.027683000000005,15.310512000000005,15.436308000000004,15.581202000000005,15.836260000000005,16.035001000000005,16.218532000000003,16.547075000000003,17.036315000000002,17.386723000000003,18.402709000000005
8-2801829,,,,,,,,0,0.15220699999999998,1.0176500000000002,1.266466,1.50173,1.835808,2.2290550000000002,2.558465,2.892935,3.318946,3.515291,3.801425,4.191548,4.648944,4.918740000000001,5.414342,5.832311000000001,6.407705000000001,6.743513000000001,6.997297000000001,7.399165000000002,7.663090000000002,8.052332000000002,8.269239000000002,8.633814000000003,8.948129000000003,9.355876000000004,9.636578000000004,9.985306000000003,10.377726000000003,10.547415000000003,10.760890000000003,11.010607000000004,11.149014000000005,11.666571000000005,12.122786000000005,12.362629000000005,13.005650000000005,13.893039000000005,14.263873000000006,14.505595000000005,14.617661000000005,14.900490000000005,15.026286000000004,15.171180000000005,15.426238000000005,15.624979000000005,15.808510000000005,16.137053000000005,16.626293000000004,16.976701000000006,17.992687000000007
9-2801831,,,,,,,,,0,0.8654430000000001,1.114259,1.349523,1.6836010000000001,2.076848,2.4062580000000002,2.7407280000000003,3.166739,3.363084,3.6492180000000003,4.039341,4.496737,4.766533000000001,5.262135000000001,5.680104000000001,6.255498000000001,6.591306000000001,6.845090000000001,7.246958000000001,7.5108830000000015,7.900125000000002,8.117032000000002,8.481607000000002,8.795922000000003,9.203669000000003,9.484371000000003,9.833099000000002,10.225519000000002,10.395208000000002,10.608683000000003,10.858400000000003,10.996807000000004,11.514364000000004,11.970579000000004,12.210422000000005,12.853443000000004,13.740832000000005,14.111666000000005,14.353388000000004,14.465454000000005,14.748283000000004,14.874079000000004,15.018973000000004,15.274031000000004,15.472772000000004,15.656303000000005,15.984846000000005,16.474086000000003,16.824494000000005,17.840480000000007
10-2801842,,,,,,,,,,0,0.24881599999999998,0.48407999999999995,0.8181579999999999,1.2114049999999998,1.5408149999999998,1.8752849999999999,2.301296,2.497641,2.783775,3.173898,3.631294,3.90109,4.396692,4.814661,5.390055,5.725863,5.979647,6.381515,6.645440000000001,7.034682000000001,7.251589000000001,7.616164000000001,7.930479000000001,8.338226,8.618928,8.967656,9.360076,9.529765,9.74324,9.992957,10.131364000000001,10.648921000000001,11.105136000000002,11.344979000000002,11.988000000000001,12.875389000000002,13.246223000000002,13.487945000000002,13.600011000000002,13.882840000000002,14.008636000000001,14.153530000000002,14.408588000000002,14.607329000000002,14.790860000000002,15.119403000000002,15.608643000000002,15.959051000000002,16.975037000000004
11-2801840,,,,,,,,,,,0,0.235264,0.569342,0.9625889999999999,1.291999,1.626469,2.05248,2.248825,2.534959,2.925082,3.3824780000000003,3.6522740000000002,4.147876,4.565845,5.141239000000001,5.477047000000001,5.730831,6.132699000000001,6.396624000000001,6.785866000000001,7.002773000000001,7.367348000000002,7.681663000000001,8.08941,8.370112,8.71884,9.11126,9.280949,9.494424,9.744141,9.882548000000002,10.400105000000002,10.856320000000002,11.096163000000002,11.739184000000002,12.626573000000002,12.997407000000003,13.239129000000002,13.351195000000002,13.634024000000002,13.759820000000001,13.904714000000002,14.159772000000002,14.358513000000002,14.542044000000002,14.870587000000002,15.359827000000003,15.710235000000003,16.726221000000002
12-2801838,,,,,,,,,,,,0,0.33407800000000004,0.727325,1.056735,1.391205,1.817216,2.013561,2.2996950000000003,2.6898180000000003,3.1472140000000004,3.4170100000000003,3.912612,4.3305810000000005,4.905975000000001,5.241783000000001,5.495567000000001,5.8974350000000015,6.161360000000002,6.550602000000002,6.767509000000002,7.1320840000000025,7.446399000000002,7.854146000000002,8.134848000000002,8.483576000000001,8.875996,9.045685,9.259160000000001,9.508877000000002,9.647284000000003,10.164841000000003,10.621056000000003,10.860899000000003,11.503920000000003,12.391309000000003,12.762143000000004,13.003865000000003,13.115931000000003,13.398760000000003,13.524556000000002,13.669450000000003,13.924508000000003,14.123249000000003,14.306780000000003,14.635323000000003,15.124563000000004,15.474971000000004,16.490957000000005
