순번_정류장ID,1-2805981,2-2807034,3-2805982,4-2806072,5-2803328,6-2803305,7-2802994,8-2803011,9-2803018,10-2803022,11-2803030,12-2802644,13-2802965,14-2802959,15-2802641,16-2803003,17-2803008,18-2803013,19-2803004,20-2802997,21-2802990,22-2802636,23-2802955,24-2802936,25-2802918,26-2802864,27-2802824,28-2802618,29-2802176,30-2806506,31-2806502,32-2806620,33-2802135,34-2802124,35-2802114,36-2802097,37-2802068,38-2802032,39-2802007,40-2802006,41-2802016,42-2802028,43-2806611,44-2802031,45-2802010,46-2801983,47-2801956,48-2801945,49-2803645,50-2801666,51-2801633,52-2801192,53-2801636,54-2801604,55-2801564,56-2801520,57-2801485,58-2801450,59-2801438,60-2805321,61-2801461,62-2801462,63-2804438,64-2803790,65-2803644,66-2800676,67-2800667,68-2800657,69-2800646,70-2800629,71-2800613,72-2800615,73-2806215,74-2807461,75-2806729,76-2806175,77-2806603,78-2806657,79-2805025,80-2805873,81-2805844,82-2804905,83-2805409,84-2805414,85-2805537,86-2805993,87-2805411,88-2806158,89-2806602,90-2807420,91-2807181,92-2806169,93-2807223,94-2806865
11-2803030,,,,,,,,,,,0,0.21195100000000003,1.251614,1.7542369999999998,2.069725,2.445723,2.8369050000000002,3.2386890000000004,3.4692420000000004,3.6154340000000005,3.8481680000000007,4.0886070000000005,4.844308000000001,5.098680000000001,5.444425000000001,6.2643070000000005,6.515229000000001,6.867190000000001,7.113491000000001,7.485692,7.876457,8.203272,8.879209,9.203082,9.542379,10.096233,10.474795,10.69978,11.07602,11.451239,11.691320999999999,12.074790999999998,12.429380999999998,12.647059999999998,12.816748999999998,13.030223999999999,13.279940999999999,13.418348,16.174808,16.389668999999998,16.835126,17.086679999999998,17.452619,17.705146,17.971611,18.238818,18.549826,18.869051,19.306188,19.904804,20.053334,20.24021,20.804014000000002,20.938558,22.85602,23.586826000000002,23.926877,24.099408,24.476886,25.101486,25.544140000000002,25.847431000000004,26.615613000000003,27.101701000000002,27.458444000000004,27.922284000000005,28.209386000000006,29.624653000000006,29.925216000000006,30.087662000000005,30.287847000000006,30.536480000000008,30.887099000000006,31.201016000000006,32.032379000000006,32.241935000000005,32.743982,32.969162000000004,33.345797000000005,33.928063,34.708078,35.085861,35.730061,36.282004
12-2802644,,,,,,,,,,,,0,1.039663,1.5422859999999998,1.8577739999999998,2.2337719999999996,2.624954,3.026738,3.257291,3.403483,3.6362170000000003,3.876656,4.632357,4.886729,5.232474,6.052356,6.303278,6.655239,6.90154,7.273740999999999,7.664505999999999,7.991320999999999,8.667257999999999,8.991131,9.330428,9.884281999999999,10.262844,10.487829,10.864068999999999,11.239287999999998,11.479369999999998,11.862839999999998,12.217429999999998,12.435108999999999,12.604797999999999,12.818273,13.06799,13.206397,15.962857,16.177718,16.623175,16.874729,17.240668,17.493195,17.75966,18.026867,18.337875,18.6571,19.094237,19.692853,19.841383,20.028259000000002,20.592063000000003,20.726607,22.644069000000002,23.374875000000003,23.714926000000002,23.887457,24.264935,24.889535000000002,25.332189000000003,25.635480000000005,26.403662000000004,26.889750000000003,27.246493000000005,27.710333000000006,27.997435000000007,29.412702000000007,29.713265000000007,29.875711000000006,30.075896000000007,30.32452900000001,30.675148000000007,30.989065000000007,31.820428000000007,32.029984000000006,32.532031,32.757211000000005,33.133846000000005,33.716112,34.496127,34.87391,35.51811,36.070053
13-2802965,,,,,,,,,,,,,0,0.5026229999999999,0.8181109999999999,1.1941089999999999,1.5852909999999998,1.987075,2.217628,2.36382,2.5965540000000003,2.836993,3.5926940000000003,3.8470660000000003,4.192811000000001,5.0126930000000005,5.263615000000001,5.615576000000001,5.861877000000001,6.234078,6.624843,6.951658,7.627595,7.951468,8.290765,8.844619,9.223181,9.448166,9.824406,10.199625,10.439706999999999,10.823176999999998,11.177766999999998,11.395445999999998,11.565134999999998,11.778609999999999,12.028326999999999,12.166734,14.923193999999999,15.138055,15.583511999999999,15.835066,16.201005,16.453532,16.719997,16.987204,17.298212,17.617437,18.054574,18.65319,18.80172,18.988596,19.552400000000002,19.686944000000004,21.604406000000004,22.335212000000006,22.675263000000005,22.847794000000004,23.225272000000004,23.849872000000005,24.292526000000006,24.595817000000007,25.363999000000007,25.850087000000006,26.206830000000007,26.67067000000001,26.95777200000001,28.37303900000001,28.67360200000001,28.83604800000001,29.03623300000001,29.28486600000001,29.63548500000001,29.94940200000001,30.78076500000001,30.99032100000001,31.49236800000001,31.71754800000001,32.09418300000001,32.676449000000005,33.456464000000004,33.834247000000005,34.478447,35.030390000000004
14-2802959,,,,,,,,,,,,,,0,0.315488,0.691486,1.082668,1.484452,1.7150050000000001,1.8611970000000002,2.0939310000000004,2.3343700000000003,3.0900710000000005,3.3444430000000005,3.6901880000000005,4.510070000000001,4.760992000000001,5.112953000000001,5.359254000000001,5.731455,6.12222,6.449035,7.1249720000000005,7.448845,7.788142000000001,8.341996,8.720558,8.945543,9.321783,9.697002,9.937083999999999,10.320553999999998,10.675143999999998,10.892822999999998,11.062511999999998,11.275986999999999,11.525704,11.664111,14.420570999999999,14.635432,15.080888999999999,15.332443,15.698381999999999,15.950909,16.217374,16.484581,16.795589,17.114814,17.551951,18.150567,18.299097,18.485973,19.049777000000002,19.184321000000004,21.101783000000005,21.832589000000006,22.172640000000005,22.345171000000004,22.722649000000004,23.347249000000005,23.789903000000006,24.093194000000008,24.861376000000007,25.347464000000006,25.704207000000007,26.16804700000001,26.45514900000001,27.87041600000001,28.17097900000001,28.33342500000001,28.53361000000001,28.782243000000012,29.13286200000001,29.44677900000001,30.27814200000001,30.48769800000001,30.98974500000001,31.21492500000001,31.591560000000012,32.17382600000001,32.95384100000001,33.33162400000001,33.97582400000001,34.52776700000001
15-2802641,,,,,,,,,,,,,,,0,0.375998,0.76718,1.168964,1.399517,1.545709,1.778443,2.018882,2.7745830000000002,3.0289550000000003,3.3747000000000003,4.1945820000000005,4.445504000000001,4.797465000000001,5.043766000000001,5.415967,5.806732,6.133547,6.809484,7.133357,7.472654,8.026508,8.40507,8.630055,9.006295,9.381514,9.621595999999998,10.005066,10.359656,10.577335,10.747024,10.960499,11.210216,11.348623000000002,14.105083,14.319944000000001,14.765401,15.016955000000001,15.382894,15.635421000000001,15.901886000000001,16.169093,16.480101,16.799326,17.236463,17.835079,17.983609,18.170485000000003,18.734289000000004,18.868833000000002,20.786295000000003,21.517101000000004,21.857152000000003,22.029683000000002,22.407161000000002,23.031761000000003,23.474415000000004,23.777706000000006,24.545888000000005,25.031976000000004,25.388719000000005,25.852559000000007,26.139661000000007,27.554928000000007,27.855491000000008,28.017937000000007,28.218122000000008,28.46675500000001,28.817374000000008,29.131291000000008,29.962654000000008,30.172210000000007,30.674257000000008,30.89943700000001,31.27607200000001,31.85833800000001,32.63835300000001,33.01613600000001,33.66033600000001,34.21227900000001
16-2803003,,,,,,,,,,,,,,,,0,0.39118200000000003,0.7929660000000001,1.023519,1.1697110000000002,1.4024450000000002,1.6428840000000002,2.398585,2.6529570000000002,2.998702,3.8185840000000004,4.0695060000000005,4.421467000000001,4.667768000000001,5.039969000000001,5.430734000000001,5.757549000000001,6.433486000000001,6.757359000000001,7.096656000000001,7.6505100000000015,8.029072000000001,8.254057000000001,8.630297,9.005516,9.245598,9.629068,9.983658,10.201337,10.371026,10.584501000000001,10.834218000000002,10.972625000000003,13.729085000000001,13.943946000000002,14.389403000000001,14.640957000000002,15.006896000000001,15.259423000000002,15.525888000000002,15.793095000000003,16.104103000000002,16.423328,16.860465,17.459081,17.607611000000002,17.794487000000004,18.358291000000005,18.492835000000007,20.410297000000007,21.141103000000008,21.481154000000007,21.653685000000007,22.031163000000006,22.655763000000007,23.09841700000001,23.40170800000001,24.16989000000001,24.655978000000008,25.01272100000001,25.47656100000001,25.76366300000001,27.178930000000012,27.479493000000012,27.64193900000001,27.842124000000013,28.090757000000014,28.441376000000012,28.755293000000012,29.586656000000012,29.79621200000001,30.298259000000012,30.523439000000014,30.900074000000014,31.482340000000015,32.262355000000014,32.640138000000015,33.28433800000001,33.836281000000014
17-2803008,,,,,,,,,,,,,,,,,0,0.40178400000000003,0.632337,0.778529,1.011263,1.251702,2.007403,2.261775,2.60752,3.427402,3.678324,4.030285,4.276586,4.6487870000000004,5.0395520000000005,5.366367,6.042304000000001,6.366177,6.705474000000001,7.259328000000001,7.6378900000000005,7.862875000000001,8.239115,8.614334,8.854415999999999,9.237886,9.592476,9.810155,9.979844,10.193319,10.443036000000001,10.581443000000002,13.337903,13.552764000000002,13.998221000000001,14.249775000000001,14.615714,14.868241000000001,15.134706000000001,15.401913000000002,15.712921000000001,16.032146,16.469283,17.067899,17.216429,17.403305000000003,17.967109000000004,18.101653000000006,20.019115000000006,20.749921000000008,21.089972000000007,21.262503000000006,21.639981000000006,22.264581000000007,22.707235000000008,23.01052600000001,23.77870800000001,24.264796000000008,24.62153900000001,25.08537900000001,25.37248100000001,26.78774800000001,27.08831100000001,27.25075700000001,27.450942000000012,27.699575000000014,28.050194000000012,28.364111000000012,29.19547400000001,29.40503000000001,29.90707700000001,30.132257000000013,30.508892000000014,31.091158000000014,31.871173000000013,32.248956000000014,32.89315600000001,33.44509900000001
18-2803013,,,,,,,,,,,,,,,,,,0,0.230553,0.376745,0.609479,0.849918,1.605619,1.859991,2.205736,3.0256179999999997,3.27654,3.628501,3.874802,4.247002999999999,4.6377679999999994,4.964582999999999,5.6405199999999995,5.964392999999999,6.30369,6.857544,7.2361059999999995,7.461091,7.837331,8.21255,8.452632,8.836102,9.190692,9.408371,9.57806,9.791535000000001,10.041252000000002,10.179659000000003,12.936119000000001,13.150980000000002,13.596437000000002,13.847991000000002,14.213930000000001,14.466457000000002,14.732922000000002,15.000129000000003,15.311137000000002,15.630362000000002,16.067499,16.666115,16.814645000000002,17.001521000000004,17.565325000000005,17.699869000000007,19.617331000000007,20.34813700000001,20.688188000000007,20.860719000000007,21.238197000000007,21.862797000000008,22.30545100000001,22.60874200000001,23.37692400000001,23.86301200000001,24.21975500000001,24.68359500000001,24.970697000000012,26.385964000000012,26.686527000000012,26.84897300000001,27.049158000000013,27.297791000000014,27.648410000000013,27.962327000000013,28.793690000000012,29.00324600000001,29.505293000000012,29.730473000000014,30.107108000000014,30.689374000000015,31.469389000000014,31.847172000000015,32.49137200000001,33.043315000000014
19-2803004,,,,,,,,,,,,,,,,,,,0,0.14619200000000002,0.37892600000000004,0.619365,1.3750660000000001,1.6294380000000002,1.9751830000000001,2.795065,3.0459870000000002,3.3979480000000004,3.6442490000000003,4.016450000000001,4.407215000000001,4.734030000000001,5.409967000000001,5.733840000000001,6.073137000000001,6.626991000000001,7.005553000000001,7.230538000000001,7.606778000000001,7.981997000000002,8.222079,8.605549,8.960139,9.177818,9.347507,9.560982000000001,9.810699000000001,9.949106000000002,12.705566000000001,12.920427000000002,13.365884000000001,13.617438000000002,13.983377,14.235904000000001,14.502369000000002,14.769576000000002,15.080584000000002,15.399809000000001,15.836946000000001,16.435562,16.584092000000002,16.770968000000003,17.334772000000005,17.469316000000006,19.386778000000007,20.117584000000008,20.457635000000007,20.630166000000006,21.007644000000006,21.632244000000007,22.074898000000008,22.37818900000001,23.14637100000001,23.632459000000008,23.98920200000001,24.45304200000001,24.74014400000001,26.15541100000001,26.455974000000012,26.61842000000001,26.818605000000012,27.067238000000014,27.417857000000012,27.731774000000012,28.56313700000001,28.77269300000001,29.274740000000012,29.499920000000014,29.876555000000014,30.458821000000015,31.238836000000013,31.616619000000014,32.26081900000001,32.81276200000001
20-2802997,,,,,,,,,,,,,,,,,,,,0,0.23273400000000002,0.473173,1.228874,1.483246,1.828991,2.648873,2.899795,3.2517560000000003,3.498057,3.870258,4.261023,4.587838,5.263775,5.587648,5.926945,6.480799,6.859361,7.084346,7.460586,7.835805000000001,8.075887,8.459357,8.813947,9.031626000000001,9.201315000000001,9.414790000000002,9.664507000000002,9.802914000000003,12.559374000000002,12.774235000000003,13.219692000000002,13.471246000000002,13.837185000000002,14.089712000000002,14.356177000000002,14.623384000000003,14.934392000000003,15.253617000000002,15.690754000000002,16.28937,16.437900000000003,16.624776000000004,17.188580000000005,17.323124000000007,19.240586000000008,19.97139200000001,20.311443000000008,20.483974000000007,20.861452000000007,21.486052000000008,21.92870600000001,22.23199700000001,23.00017900000001,23.48626700000001,23.84301000000001,24.30685000000001,24.593952000000012,26.009219000000012,26.309782000000013,26.472228000000012,26.672413000000013,26.921046000000015,27.271665000000013,27.585582000000013,28.416945000000013,28.62650100000001,29.128548000000013,29.353728000000014,29.730363000000015,30.312629000000015,31.092644000000014,31.470427000000015,32.11462700000001,32.666570000000014
21-2802990,,,,,,,,,,,,,,,,,,,,,0,0.24043899999999999,0.99614,1.250512,1.596257,2.4161390000000003,2.6670610000000003,3.0190220000000005,3.2653230000000004,3.6375240000000004,4.028289000000001,4.355104000000001,5.031041000000001,5.354914000000001,5.694211000000001,6.248065000000001,6.626627000000001,6.851612000000001,7.227852000000001,7.603071000000002,7.843153000000002,8.226623000000002,8.581213000000002,8.798892000000002,8.968581000000002,9.182056000000003,9.431773000000003,9.570180000000004,12.326640000000005,12.541501000000006,12.986958000000005,13.238512000000005,13.604451000000005,13.856978000000005,14.123443000000005,14.390650000000006,14.701658000000005,15.020883000000005,15.458020000000005,16.056636000000005,16.205166000000006,16.392042000000007,16.955846000000008,17.090390000000006,19.007852000000007,19.738658000000008,20.078709000000007,20.251240000000006,20.628718000000006,21.253318000000007,21.69597200000001,21.99926300000001,22.76744500000001,23.253533000000008,23.61027600000001,24.07411600000001,24.36121800000001,25.77648500000001,26.077048000000012,26.23949400000001,26.439679000000012,26.688312000000014,27.038931000000012,27.352848000000012,28.184211000000012,28.39376700000001,28.895814000000012,29.120994000000014,29.497629000000014,30.079895000000015,30.859910000000013,31.237693000000014,31.881893000000016,32.433836000000014
